potentialBGC	protein_ids	Gene cluster gene accessions
16	lcl|NC_056032.1_cds_XP_041992824.1_1853_lcl|NC_056032.1_cds_XP_041992824.1_1853_1;lcl|NC_056032.1_cds_XP_042051257.1_1854_lcl|NC_056032.1_cds_XP_042051257.1_1854_1;lcl|NC_056032.1_cds_XP_041992831.1_1855_lcl|NC_056032.1_cds_XP_041992831.1_1855_1	XP_041992824.1;XP_041992831.1;XP_042051257.1
17	lcl|NC_056032.1_cds_XP_041993082.1_1894_lcl|NC_056032.1_cds_XP_041993082.1_1894_1;lcl|NC_056032.1_cds_XP_042059060.1_1895_lcl|NC_056032.1_cds_XP_042059060.1_1895_1;lcl|NC_056032.1_cds_XP_041993093.1_1896_lcl|NC_056032.1_cds_XP_041993093.1_1896_1	XP_041993082.1;XP_041993093.1;XP_042059060.1
18	lcl|NC_056032.1_cds_XP_041994141.1_2108_lcl|NC_056032.1_cds_XP_041994141.1_2108_1;lcl|NC_056032.1_cds_XP_041994080.1_2109_lcl|NC_056032.1_cds_XP_041994080.1_2109_1;lcl|NC_056032.1_cds_XP_042067556.1_2110_lcl|NC_056032.1_cds_XP_042067556.1_2110_1	XP_041994080.1;XP_041994141.1;XP_042067556.1
19	lcl|NC_056032.1_cds_XP_042059717.1_2145_lcl|NC_056032.1_cds_XP_042059717.1_2145_1;lcl|NC_056032.1_cds_XP_041994339.1_2146_lcl|NC_056032.1_cds_XP_041994339.1_2146_1;lcl|NC_056032.1_cds_XP_041994349.1_2147_lcl|NC_056032.1_cds_XP_041994349.1_2147_1	XP_041994339.1;XP_041994349.1;XP_042059717.1
20	lcl|NC_056032.1_cds_XP_041994523.1_2188_lcl|NC_056032.1_cds_XP_041994523.1_2188_1;lcl|NC_056032.1_cds_XP_041994533.1_2189_lcl|NC_056032.1_cds_XP_041994533.1_2189_1;lcl|NC_056032.1_cds_XP_041994545.1_2190_lcl|NC_056032.1_cds_XP_041994545.1_2190_1	XP_041994523.1;XP_041994533.1;XP_041994545.1
21	lcl|NC_056032.1_cds_XP_041996446.1_2530_lcl|NC_056032.1_cds_XP_041996446.1_2530_1;lcl|NC_056032.1_cds_XP_041996466.1_2531_lcl|NC_056032.1_cds_XP_041996466.1_2531_1;lcl|NC_056032.1_cds_XP_041996478.1_2532_lcl|NC_056032.1_cds_XP_041996478.1_2532_1	XP_041996446.1;XP_041996466.1;XP_041996478.1
22	lcl|NC_056032.1_cds_XP_041996837.1_2625_lcl|NC_056032.1_cds_XP_041996837.1_2625_1;lcl|NC_056032.1_cds_XP_041996826.1_2626_lcl|NC_056032.1_cds_XP_041996826.1_2626_1;lcl|NC_056032.1_cds_XP_042052869.1_2627_lcl|NC_056032.1_cds_XP_042052869.1_2627_1	XP_041996826.1;XP_041996837.1;XP_042052869.1
23	lcl|NC_056032.1_cds_XP_041996891.1_2636_lcl|NC_056032.1_cds_XP_041996891.1_2636_1;lcl|NC_056032.1_cds_XP_041996914.1_2637_lcl|NC_056032.1_cds_XP_041996914.1_2637_1;lcl|NC_056032.1_cds_XP_042023110.1_2638_lcl|NC_056032.1_cds_XP_042023110.1_2638_1	XP_041996891.1;XP_041996914.1;XP_042023110.1
24	lcl|NC_056032.1_cds_XP_042032255.1_2916_lcl|NC_056032.1_cds_XP_042032255.1_2916_1;lcl|NC_056032.1_cds_XP_041998322.1_2917_lcl|NC_056032.1_cds_XP_041998322.1_2917_1;lcl|NC_056032.1_cds_XP_042032347.1_2921_lcl|NC_056032.1_cds_XP_042032347.1_2921_1	XP_041998322.1;XP_042032255.1;XP_042032347.1
25	lcl|NC_056032.1_cds_XP_042055143.1_3187_lcl|NC_056032.1_cds_XP_042055143.1_3187_1;lcl|NC_056032.1_cds_XP_042038525.1_3188_lcl|NC_056032.1_cds_XP_042038525.1_3188_1;lcl|NC_056032.1_cds_XP_041999810.1_3189_lcl|NC_056032.1_cds_XP_041999810.1_3189_1	XP_041999810.1;XP_042038525.1;XP_042055143.1
26	lcl|NC_056032.1_cds_XP_042001633.1_3362_lcl|NC_056032.1_cds_XP_042001633.1_3362_1;lcl|NC_056032.1_cds_XP_042000978.1_3363_lcl|NC_056032.1_cds_XP_042000978.1_3363_1;lcl|NC_056032.1_cds_XP_042000601.1_3364_lcl|NC_056032.1_cds_XP_042000601.1_3364_1	XP_042000601.1;XP_042000978.1;XP_042001633.1
27	lcl|NC_056032.1_cds_XP_042005110.1_3992_lcl|NC_056032.1_cds_XP_042005110.1_3992_1;lcl|NC_056032.1_cds_XP_042005123.1_3993_lcl|NC_056032.1_cds_XP_042005123.1_3993_1;lcl|NC_056032.1_cds_XP_042005134.1_3994_lcl|NC_056032.1_cds_XP_042005134.1_3994_1	XP_042005110.1;XP_042005123.1;XP_042005134.1
28	lcl|NC_056032.1_cds_XP_042056879.1_4153_lcl|NC_056032.1_cds_XP_042056879.1_4153_1;lcl|NC_056032.1_cds_XP_042056890.1_4154_lcl|NC_056032.1_cds_XP_042056890.1_4154_1;lcl|NC_056032.1_cds_XP_042046404.1_4155_lcl|NC_056032.1_cds_XP_042046404.1_4155_1	XP_042046404.1;XP_042056879.1;XP_042056890.1
29	lcl|NC_056032.1_cds_XP_042008099.1_4570_lcl|NC_056032.1_cds_XP_042008099.1_4570_1;lcl|NC_056032.1_cds_XP_042058301.1_4571_lcl|NC_056032.1_cds_XP_042058301.1_4571_1;lcl|NC_056032.1_cds_XP_042008102.1_4572_lcl|NC_056032.1_cds_XP_042008102.1_4572_1	XP_042008099.1;XP_042008102.1;XP_042058301.1
30	lcl|NC_056033.1_cds_XP_042022398.1_4894_lcl|NC_056033.1_cds_XP_042022398.1_4894_1;lcl|NC_056033.1_cds_XP_042022407.1_4895_lcl|NC_056033.1_cds_XP_042022407.1_4895_1;lcl|NC_056033.1_cds_XP_042022413.1_4896_lcl|NC_056033.1_cds_XP_042022413.1_4896_1;lcl|NC_056033.1_cds_XP_042023544.1_4897_lcl|NC_056033.1_cds_XP_042023544.1_4897_1	XP_042022398.1;XP_042022407.1;XP_042022413.1;XP_042023544.1
31	lcl|NC_056033.1_cds_XP_042015332.1_5161_lcl|NC_056033.1_cds_XP_042015332.1_5161_1;lcl|NC_056033.1_cds_XP_042010841.1_5162_lcl|NC_056033.1_cds_XP_042010841.1_5162_1;lcl|NC_056033.1_cds_XP_042047261.1_5163_lcl|NC_056033.1_cds_XP_042047261.1_5163_1	XP_042010841.1;XP_042015332.1;XP_042047261.1
32	lcl|NC_056033.1_cds_XP_042038189.1_5308_lcl|NC_056033.1_cds_XP_042038189.1_5308_1;lcl|NC_056033.1_cds_XP_042038184.1_5309_lcl|NC_056033.1_cds_XP_042038184.1_5309_1;lcl|NC_056033.1_cds_XP_042038198.1_5313_lcl|NC_056033.1_cds_XP_042038198.1_5313_1	XP_042038184.1;XP_042038189.1;XP_042038198.1
33	lcl|NC_056033.1_cds_XP_042038625.1_5436_lcl|NC_056033.1_cds_XP_042038625.1_5436_2;lcl|NC_056033.1_cds_XP_042038649.1_5437_lcl|NC_056033.1_cds_XP_042038649.1_5437_1;lcl|NC_056033.1_cds_XP_042038636.1_5438_lcl|NC_056033.1_cds_XP_042038636.1_5438_1	XP_042038625.1;XP_042038636.1;XP_042038649.1
34	lcl|NC_056033.1_cds_XP_042011357.1_5488_lcl|NC_056033.1_cds_XP_042011357.1_5488_1;lcl|NC_056033.1_cds_XP_042021466.1_5489_lcl|NC_056033.1_cds_XP_042021466.1_5489_1;lcl|NC_056033.1_cds_XP_042034056.1_5490_lcl|NC_056033.1_cds_XP_042034056.1_5490_1	XP_042011357.1;XP_042021466.1;XP_042034056.1
35	lcl|NC_056033.1_cds_XP_042011516.1_5548_lcl|NC_056033.1_cds_XP_042011516.1_5548_1;lcl|NC_056033.1_cds_XP_042021177.1_5549_lcl|NC_056033.1_cds_XP_042021177.1_5549_1;lcl|NC_056033.1_cds_XP_042014791.1_5550_lcl|NC_056033.1_cds_XP_042014791.1_5550_1	XP_042011516.1;XP_042014791.1;XP_042021177.1
36	lcl|NC_056033.1_cds_XP_042016473.1_5618_lcl|NC_056033.1_cds_XP_042016473.1_5618_1;lcl|NC_056033.1_cds_XP_042016485.1_5619_lcl|NC_056033.1_cds_XP_042016485.1_5619_1;lcl|NC_056033.1_cds_XP_042011611.1_5620_lcl|NC_056033.1_cds_XP_042011611.1_5620_1	XP_042011611.1;XP_042016473.1;XP_042016485.1
37	lcl|NC_056033.1_cds_XP_042011991.1_5813_lcl|NC_056033.1_cds_XP_042011991.1_5813_1;lcl|NC_056033.1_cds_XP_042011995.1_5814_lcl|NC_056033.1_cds_XP_042011995.1_5814_1;lcl|NC_056033.1_cds_XP_042012003.1_5815_lcl|NC_056033.1_cds_XP_042012003.1_5815_1	XP_042011991.1;XP_042011995.1;XP_042012003.1
38	lcl|NC_056033.1_cds_XP_042026581.1_6337_lcl|NC_056033.1_cds_XP_042026581.1_6337_1;lcl|NC_056033.1_cds_XP_042014755.1_6338_lcl|NC_056033.1_cds_XP_042014755.1_6338_1;lcl|NC_056033.1_cds_XP_042026590.1_6341_lcl|NC_056033.1_cds_XP_042026590.1_6341_1	XP_042014755.1;XP_042026581.1;XP_042026590.1
39	lcl|NC_056033.1_cds_XP_042043936.1_6639_lcl|NC_056033.1_cds_XP_042043936.1_6639_1;lcl|NC_056033.1_cds_XP_042013278.1_6640_lcl|NC_056033.1_cds_XP_042013278.1_6640_1;lcl|NC_056033.1_cds_XP_042027193.1_6641_lcl|NC_056033.1_cds_XP_042027193.1_6641_1	XP_042013278.1;XP_042027193.1;XP_042043936.1
40	lcl|NC_056033.1_cds_XP_042024316.1_6701_lcl|NC_056033.1_cds_XP_042024316.1_6701_1;lcl|NC_056033.1_cds_XP_042017286.1_6702_lcl|NC_056033.1_cds_XP_042017286.1_6702_1;lcl|NC_056033.1_cds_XP_042013393.1_6703_lcl|NC_056033.1_cds_XP_042013393.1_6703_1	XP_042013393.1;XP_042017286.1;XP_042024316.1
41	lcl|NC_056033.1_cds_XP_042024840.1_6791_lcl|NC_056033.1_cds_XP_042024840.1_6791_1;lcl|NC_056033.1_cds_XP_042021406.1_6792_lcl|NC_056033.1_cds_XP_042021406.1_6792_1;lcl|NC_056033.1_cds_XP_042027582.1_6793_lcl|NC_056033.1_cds_XP_042027582.1_6793_1	XP_042021406.1;XP_042024840.1;XP_042027582.1
42	lcl|NC_056033.1_cds_XP_042028922.1_7075_lcl|NC_056033.1_cds_XP_042028922.1_7075_1;lcl|NC_056033.1_cds_XP_042022270.1_7076_lcl|NC_056033.1_cds_XP_042022270.1_7076_1;lcl|NC_056033.1_cds_XP_042028933.1_7077_lcl|NC_056033.1_cds_XP_042028933.1_7077_1	XP_042022270.1;XP_042028922.1;XP_042028933.1
43	lcl|NC_056033.1_cds_XP_042030745.1_7306_lcl|NC_056033.1_cds_XP_042030745.1_7306_1;lcl|NC_056033.1_cds_XP_042015608.1_7308_lcl|NC_056033.1_cds_XP_042015608.1_7308_1;lcl|NC_056033.1_cds_XP_042015626.1_7309_lcl|NC_056033.1_cds_XP_042015626.1_7309_1	XP_042015608.1;XP_042015626.1;XP_042030745.1
44	lcl|NC_056033.1_cds_XP_042030767.1_7322_lcl|NC_056033.1_cds_XP_042030767.1_7322_1;lcl|NC_056033.1_cds_XP_042015658.1_7324_lcl|NC_056033.1_cds_XP_042015658.1_7324_1;lcl|NC_056033.1_cds_XP_042015680.1_7325_lcl|NC_056033.1_cds_XP_042015680.1_7325_1	XP_042015658.1;XP_042015680.1;XP_042030767.1
45	lcl|NC_056033.1_cds_XP_042045838.1_7362_lcl|NC_056033.1_cds_XP_042045838.1_7362_1;lcl|NC_056033.1_cds_XP_042045839.1_7363_lcl|NC_056033.1_cds_XP_042045839.1_7363_1;lcl|NC_056033.1_cds_XP_042045840.1_7364_lcl|NC_056033.1_cds_XP_042045840.1_7364_1;lcl|NC_056033.1_cds_XP_042015822.1_7365_lcl|NC_056033.1_cds_XP_042015822.1_7365_1	XP_042015822.1;XP_042045838.1;XP_042045839.1;XP_042045840.1
46	lcl|NC_056033.1_cds_XP_042046134.1_7823_lcl|NC_056033.1_cds_XP_042046134.1_7823_1;lcl|NC_056033.1_cds_XP_042046135.1_7824_lcl|NC_056033.1_cds_XP_042046135.1_7824_1;lcl|NC_056033.1_cds_XP_042046136.1_7825_lcl|NC_056033.1_cds_XP_042046136.1_7825_1	XP_042046134.1;XP_042046135.1;XP_042046136.1
47	lcl|NC_056033.1_cds_XP_042046167.1_7868_lcl|NC_056033.1_cds_XP_042046167.1_7868_1;lcl|NC_056033.1_cds_XP_042046168.1_7869_lcl|NC_056033.1_cds_XP_042046168.1_7869_1;lcl|NC_056033.1_cds_XP_042023956.1_7870_lcl|NC_056033.1_cds_XP_042023956.1_7870_1	XP_042023956.1;XP_042046167.1;XP_042046168.1
48	lcl|NC_056033.1_cds_XP_042017103.1_7898_lcl|NC_056033.1_cds_XP_042017103.1_7898_1;lcl|NC_056033.1_cds_XP_042017111.1_7899_lcl|NC_056033.1_cds_XP_042017111.1_7899_1;lcl|NC_056033.1_cds_XP_042032196.1_7900_lcl|NC_056033.1_cds_XP_042032196.1_7900_1;lcl|NC_056033.1_cds_XP_042046178.1_7901_lcl|NC_056033.1_cds_XP_042046178.1_7901_1	XP_042017103.1;XP_042017111.1;XP_042032196.1;XP_042046178.1
49	lcl|NC_056033.1_cds_XP_042017253.1_7976_lcl|NC_056033.1_cds_XP_042017253.1_7976_1;lcl|NC_056033.1_cds_XP_042046231.1_7977_lcl|NC_056033.1_cds_XP_042046231.1_7977_1;lcl|NC_056033.1_cds_XP_042046233.1_7978_lcl|NC_056033.1_cds_XP_042046233.1_7978_1	XP_042017253.1;XP_042046231.1;XP_042046233.1
50	lcl|NC_056033.1_cds_XP_042046314.1_8104_lcl|NC_056033.1_cds_XP_042046314.1_8104_1;lcl|NC_056033.1_cds_XP_042046315.1_8105_lcl|NC_056033.1_cds_XP_042046315.1_8105_1;lcl|NC_056033.1_cds_XP_042032408.1_8106_lcl|NC_056033.1_cds_XP_042032408.1_8106_1;lcl|NC_056033.1_cds_XP_042046316.1_8107_lcl|NC_056033.1_cds_XP_042046316.1_8107_1	XP_042032408.1;XP_042046314.1;XP_042046315.1;XP_042046316.1
51	lcl|NC_056033.1_cds_XP_042046433.1_8130_lcl|NC_056033.1_cds_XP_042046433.1_8130_1;lcl|NC_056033.1_cds_XP_042032429.1_8131_lcl|NC_056033.1_cds_XP_042032429.1_8131_1;lcl|NC_056033.1_cds_XP_042046366.1_8132_lcl|NC_056033.1_cds_XP_042046366.1_8132_1;lcl|NC_056033.1_cds_XP_042046358.1_8133_lcl|NC_056033.1_cds_XP_042046358.1_8133_1;lcl|NC_056033.1_cds_XP_042046359.1_8134_lcl|NC_056033.1_cds_XP_042046359.1_8134_1	XP_042032429.1;XP_042046358.1;XP_042046359.1;XP_042046366.1;XP_042046433.1
52	lcl|NC_056033.1_cds_XP_042032594.1_8247_lcl|NC_056033.1_cds_XP_042032594.1_8247_1;lcl|NC_056033.1_cds_XP_042046405.1_8248_lcl|NC_056033.1_cds_XP_042046405.1_8248_1;lcl|NC_056033.1_cds_XP_042046339.1_8249_lcl|NC_056033.1_cds_XP_042046339.1_8249_1;lcl|NC_056033.1_cds_XP_042046381.1_8250_lcl|NC_056033.1_cds_XP_042046381.1_8250_1	XP_042032594.1;XP_042046339.1;XP_042046381.1;XP_042046405.1
53	lcl|NC_056033.1_cds_XP_042032713.1_8317_lcl|NC_056033.1_cds_XP_042032713.1_8317_1;lcl|NC_056033.1_cds_XP_042046501.1_8318_lcl|NC_056033.1_cds_XP_042046501.1_8318_1;lcl|NC_056033.1_cds_XP_042046499.1_8320_lcl|NC_056033.1_cds_XP_042046499.1_8320_1	XP_042032713.1;XP_042046499.1;XP_042046501.1
54	lcl|NC_056033.1_cds_XP_042046567.1_8415_lcl|NC_056033.1_cds_XP_042046567.1_8415_1;lcl|NC_056033.1_cds_XP_042046570.1_8418_lcl|NC_056033.1_cds_XP_042046570.1_8418_1;lcl|NC_056033.1_cds_XP_042032827.1_8419_lcl|NC_056033.1_cds_XP_042032827.1_8419_1	XP_042032827.1;XP_042046567.1;XP_042046570.1
55	lcl|NC_056033.1_cds_XP_042018156.1_8569_lcl|NC_056033.1_cds_XP_042018156.1_8569_1;lcl|NC_056033.1_cds_XP_042033007.1_8570_lcl|NC_056033.1_cds_XP_042033007.1_8570_1;lcl|NC_056033.1_cds_XP_042018168.1_8571_lcl|NC_056033.1_cds_XP_042018168.1_8571_1	XP_042018156.1;XP_042018168.1;XP_042033007.1
56	lcl|NC_056033.1_cds_XP_042018871.1_8864_lcl|NC_056033.1_cds_XP_042018871.1_8864_1;lcl|NC_056033.1_cds_XP_042046907.1_8865_lcl|NC_056033.1_cds_XP_042046907.1_8865_1;lcl|NC_056033.1_cds_XP_042018877.1_8866_lcl|NC_056033.1_cds_XP_042018877.1_8866_2	XP_042018871.1;XP_042018877.1;XP_042046907.1
57	lcl|NC_056033.1_cds_XP_042033720.1_9195_lcl|NC_056033.1_cds_XP_042033720.1_9195_1;lcl|NC_056033.1_cds_XP_042047106.1_9196_lcl|NC_056033.1_cds_XP_042047106.1_9196_1;lcl|NC_056033.1_cds_XP_042033732.1_9197_lcl|NC_056033.1_cds_XP_042033732.1_9197_1	XP_042033720.1;XP_042033732.1;XP_042047106.1
58	lcl|NC_056034.1_cds_XP_042048231.1_9629_lcl|NC_056034.1_cds_XP_042048231.1_9629_1;lcl|NC_056034.1_cds_XP_042048232.1_9630_lcl|NC_056034.1_cds_XP_042048232.1_9630_1;lcl|NC_056034.1_cds_XP_042049822.1_9631_lcl|NC_056034.1_cds_XP_042049822.1_9631_1;lcl|NC_056034.1_cds_XP_042049830.1_9632_lcl|NC_056034.1_cds_XP_042049830.1_9632_1;lcl|NC_056034.1_cds_XP_042047975.1_9633_lcl|NC_056034.1_cds_XP_042047975.1_9633_1	XP_042047975.1;XP_042048231.1;XP_042048232.1;XP_042049822.1;XP_042049830.1
59	lcl|NC_056034.1_cds_XP_042047682.1_9872_lcl|NC_056034.1_cds_XP_042047682.1_9872_1;lcl|NC_056034.1_cds_XP_042048416.1_9873_lcl|NC_056034.1_cds_XP_042048416.1_9873_1;lcl|NC_056034.1_cds_XP_042048415.1_9874_lcl|NC_056034.1_cds_XP_042048415.1_9874_1	XP_042047682.1;XP_042048415.1;XP_042048416.1
60	lcl|NC_056034.1_cds_XP_042049080.1_10767_lcl|NC_056034.1_cds_XP_042049080.1_10767_1;lcl|NC_056034.1_cds_XP_042049081.1_10768_lcl|NC_056034.1_cds_XP_042049081.1_10768_1;lcl|NC_056034.1_cds_XP_042049082.1_10769_lcl|NC_056034.1_cds_XP_042049082.1_10769_1	XP_042049080.1;XP_042049081.1;XP_042049082.1
61	lcl|NC_056034.1_cds_XP_042049095.1_10786_lcl|NC_056034.1_cds_XP_042049095.1_10786_1;lcl|NC_056034.1_cds_XP_042049094.1_10787_lcl|NC_056034.1_cds_XP_042049094.1_10787_1;lcl|NC_056034.1_cds_XP_042049092.1_10788_lcl|NC_056034.1_cds_XP_042049092.1_10788_1	XP_042049092.1;XP_042049094.1;XP_042049095.1
62	lcl|NC_056034.1_cds_XP_042049103.1_10797_lcl|NC_056034.1_cds_XP_042049103.1_10797_1;lcl|NC_056034.1_cds_XP_042051904.1_10798_lcl|NC_056034.1_cds_XP_042051904.1_10798_1;lcl|NC_056034.1_cds_XP_042049844.1_10799_lcl|NC_056034.1_cds_XP_042049844.1_10799_1	XP_042049103.1;XP_042049844.1;XP_042051904.1
63	lcl|NC_056034.1_cds_XP_042049483.1_11332_lcl|NC_056034.1_cds_XP_042049483.1_11332_1;lcl|NC_056034.1_cds_XP_042049539.1_11333_lcl|NC_056034.1_cds_XP_042049539.1_11333_1;lcl|NC_056034.1_cds_XP_042049489.1_11334_lcl|NC_056034.1_cds_XP_042049489.1_11334_1	XP_042049483.1;XP_042049489.1;XP_042049539.1
64	lcl|NC_056034.1_cds_XP_042049486.1_11354_lcl|NC_056034.1_cds_XP_042049486.1_11354_1;lcl|NC_056034.1_cds_XP_042049474.1_11357_lcl|NC_056034.1_cds_XP_042049474.1_11357_3;lcl|NC_056034.1_cds_XP_042049458.1_11358_lcl|NC_056034.1_cds_XP_042049458.1_11358_1;lcl|NC_056034.1_cds_XP_042049533.1_11359_lcl|NC_056034.1_cds_XP_042049533.1_11359_1	XP_042049458.1;XP_042049474.1;XP_042049486.1;XP_042049533.1
65	lcl|NC_056034.1_cds_XP_042049807.1_11714_lcl|NC_056034.1_cds_XP_042049807.1_11714_1;lcl|NC_056034.1_cds_XP_042048014.1_11715_lcl|NC_056034.1_cds_XP_042048014.1_11715_1;lcl|NC_056034.1_cds_XP_042048013.1_11716_lcl|NC_056034.1_cds_XP_042048013.1_11716_1	XP_042048013.1;XP_042048014.1;XP_042049807.1
66	lcl|NC_056034.1_cds_XP_042052170.1_12095_lcl|NC_056034.1_cds_XP_042052170.1_12095_1;lcl|NC_056034.1_cds_XP_042051998.1_12096_lcl|NC_056034.1_cds_XP_042051998.1_12096_1;lcl|NC_056034.1_cds_XP_042051992.1_12097_lcl|NC_056034.1_cds_XP_042051992.1_12097_1;lcl|NC_056034.1_cds_XP_042051522.1_12098_lcl|NC_056034.1_cds_XP_042051522.1_12098_1	XP_042051522.1;XP_042051992.1;XP_042051998.1;XP_042052170.1
