potentialBGC	protein_ids	Gene cluster gene accessions
11	lcl|NC_058518.1_cds_XP_044966652.1_1349_lcl|NC_058518.1_cds_XP_044966652.1_1349_1;lcl|NC_058518.1_cds_XP_044966666.1_1350_lcl|NC_058518.1_cds_XP_044966666.1_1350_1;lcl|NC_058518.1_cds_XP_044957125.1_1352_lcl|NC_058518.1_cds_XP_044957125.1_1352_1;lcl|NC_058518.1_cds_XP_044957132.1_1353_lcl|NC_058518.1_cds_XP_044957132.1_1353_1;lcl|NC_058518.1_cds_XP_044957142.1_1354_lcl|NC_058518.1_cds_XP_044957142.1_1354_1	XP_044957125.1;XP_044957132.1;XP_044957142.1;XP_044966652.1;XP_044966666.1
12	lcl|NC_058518.1_cds_XP_044971398.1_2164_lcl|NC_058518.1_cds_XP_044971398.1_2164_1;lcl|NC_058518.1_cds_XP_044959218.1_2165_lcl|NC_058518.1_cds_XP_044959218.1_2165_1;lcl|NC_058518.1_cds_XP_044971399.1_2166_lcl|NC_058518.1_cds_XP_044971399.1_2166_1;lcl|NC_058518.1_cds_XP_044959230.1_2167_lcl|NC_058518.1_cds_XP_044959230.1_2167_1;lcl|NC_058518.1_cds_XP_044971400.1_2168_lcl|NC_058518.1_cds_XP_044971400.1_2168_1	XP_044959218.1;XP_044959230.1;XP_044971398.1;XP_044971399.1;XP_044971400.1
13	lcl|NC_058518.1_cds_XP_044971986.1_2666_lcl|NC_058518.1_cds_XP_044971986.1_2666_1;lcl|NC_058518.1_cds_XP_044960609.1_2667_lcl|NC_058518.1_cds_XP_044960609.1_2667_1;lcl|NC_058518.1_cds_XP_044960620.1_2668_lcl|NC_058518.1_cds_XP_044960620.1_2668_1	XP_044960609.1;XP_044960620.1;XP_044971986.1
14	lcl|NC_058518.1_cds_XP_044960674.1_2699_lcl|NC_058518.1_cds_XP_044960674.1_2699_1;lcl|NC_058518.1_cds_XP_044960681.1_2700_lcl|NC_058518.1_cds_XP_044960681.1_2700_1;lcl|NC_058518.1_cds_XP_044960691.1_2701_lcl|NC_058518.1_cds_XP_044960691.1_2701_1	XP_044960674.1;XP_044960681.1;XP_044960691.1
15	lcl|NC_058518.1_cds_XP_044973118.1_2841_lcl|NC_058518.1_cds_XP_044973118.1_2841_1;lcl|NC_058518.1_cds_XP_044973137.1_2842_lcl|NC_058518.1_cds_XP_044973137.1_2842_1;lcl|NC_058518.1_cds_XP_044973148.1_2843_lcl|NC_058518.1_cds_XP_044973148.1_2843_1	XP_044973118.1;XP_044973137.1;XP_044973148.1
16	lcl|NC_058518.1_cds_XP_044973956.1_2992_lcl|NC_058518.1_cds_XP_044973956.1_2992_1;lcl|NC_058518.1_cds_XP_044973972.1_2993_lcl|NC_058518.1_cds_XP_044973972.1_2993_1;lcl|NC_058518.1_cds_XP_044961492.1_2995_lcl|NC_058518.1_cds_XP_044961492.1_2995_1	XP_044961492.1;XP_044973956.1;XP_044973972.1
17	lcl|NC_058518.1_cds_XP_044974494.1_3088_lcl|NC_058518.1_cds_XP_044974494.1_3088_1;lcl|NC_058518.1_cds_XP_044974502.1_3089_lcl|NC_058518.1_cds_XP_044974502.1_3089_1;lcl|NC_058518.1_cds_XP_044961649.1_3090_lcl|NC_058518.1_cds_XP_044961649.1_3090_1	XP_044961649.1;XP_044974494.1;XP_044974502.1
18	lcl|NC_058518.1_cds_XP_044961746.1_3140_lcl|NC_058518.1_cds_XP_044961746.1_3140_1;lcl|NC_058518.1_cds_XP_044950406.1_3141_lcl|NC_058518.1_cds_XP_044950406.1_3141_1;lcl|NC_058518.1_cds_XP_044961759.1_3142_lcl|NC_058518.1_cds_XP_044961759.1_3142_1;lcl|NC_058518.1_cds_XP_044961771.1_3143_lcl|NC_058518.1_cds_XP_044961771.1_3143_1;lcl|NC_058518.1_cds_XP_044950418.1_3144_lcl|NC_058518.1_cds_XP_044950418.1_3144_1	XP_044950406.1;XP_044950418.1;XP_044961746.1;XP_044961759.1;XP_044961771.1
19	lcl|NC_058518.1_cds_XP_044950594.1_3549_lcl|NC_058518.1_cds_XP_044950594.1_3549_1;lcl|NC_058518.1_cds_XP_044962601.1_3550_lcl|NC_058518.1_cds_XP_044962601.1_3550_1;lcl|NC_058518.1_cds_XP_044977874.1_3551_lcl|NC_058518.1_cds_XP_044977874.1_3551_1	XP_044950594.1;XP_044962601.1;XP_044977874.1
20	lcl|NC_058518.1_cds_XP_044978745.1_3677_lcl|NC_058518.1_cds_XP_044978745.1_3677_1;lcl|NC_058518.1_cds_XP_044962664.1_3678_lcl|NC_058518.1_cds_XP_044962664.1_3678_1;lcl|NC_058518.1_cds_XP_044978746.1_3679_lcl|NC_058518.1_cds_XP_044978746.1_3679_1	XP_044962664.1;XP_044978745.1;XP_044978746.1
21	lcl|NC_058518.1_cds_XP_044962722.1_3875_lcl|NC_058518.1_cds_XP_044962722.1_3875_1;lcl|NC_058518.1_cds_XP_044979691.1_3876_lcl|NC_058518.1_cds_XP_044979691.1_3876_1;lcl|NC_058518.1_cds_XP_044962723.1_3877_lcl|NC_058518.1_cds_XP_044962723.1_3877_1;lcl|NC_058518.1_cds_XP_044962724.1_3878_lcl|NC_058518.1_cds_XP_044962724.1_3878_1;lcl|NC_058518.1_cds_XP_044962726.1_3879_lcl|NC_058518.1_cds_XP_044962726.1_3879_1;lcl|NC_058518.1_cds_XP_044950909.1_3880_lcl|NC_058518.1_cds_XP_044950909.1_3880_1	XP_044950909.1;XP_044962722.1;XP_044962723.1;XP_044962724.1;XP_044962726.1;XP_044979691.1
22	lcl|NC_058518.1_cds_XP_044962750.1_3961_lcl|NC_058518.1_cds_XP_044962750.1_3961_1;lcl|NC_058518.1_cds_XP_044962751.1_3962_lcl|NC_058518.1_cds_XP_044962751.1_3962_1;lcl|NC_058518.1_cds_XP_044980266.1_3963_lcl|NC_058518.1_cds_XP_044980266.1_3963_1	XP_044962750.1;XP_044962751.1;XP_044980266.1
23	lcl|NC_058518.1_cds_XP_044980406.1_3984_lcl|NC_058518.1_cds_XP_044980406.1_3984_1;lcl|NC_058518.1_cds_XP_044980398.1_3985_lcl|NC_058518.1_cds_XP_044980398.1_3985_1;lcl|NC_058518.1_cds_XP_044980419.1_3986_lcl|NC_058518.1_cds_XP_044980419.1_3986_2	XP_044980398.1;XP_044980406.1;XP_044980419.1
24	lcl|NC_058518.1_cds_XP_044962935.1_4290_lcl|NC_058518.1_cds_XP_044962935.1_4290_1;lcl|NC_058518.1_cds_XP_044982508.1_4293_lcl|NC_058518.1_cds_XP_044982508.1_4293_1;lcl|NC_058518.1_cds_XP_044962946.1_4294_lcl|NC_058518.1_cds_XP_044962946.1_4294_1;lcl|NC_058518.1_cds_XP_044982517.1_4295_lcl|NC_058518.1_cds_XP_044982517.1_4295_1	XP_044962935.1;XP_044962946.1;XP_044982508.1;XP_044982517.1
25	lcl|NC_058518.1_cds_XP_044982663.1_4315_lcl|NC_058518.1_cds_XP_044982663.1_4315_1;lcl|NC_058518.1_cds_XP_044982651.1_4316_lcl|NC_058518.1_cds_XP_044982651.1_4316_1;lcl|NC_058518.1_cds_XP_044982676.1_4318_lcl|NC_058518.1_cds_XP_044982676.1_4318_1	XP_044982651.1;XP_044982663.1;XP_044982676.1
26	lcl|NC_058518.1_cds_XP_044962980.1_4340_lcl|NC_058518.1_cds_XP_044962980.1_4340_1;lcl|NC_058518.1_cds_XP_044982866.1_4341_lcl|NC_058518.1_cds_XP_044982866.1_4341_1;lcl|NC_058518.1_cds_XP_044982878.1_4342_lcl|NC_058518.1_cds_XP_044982878.1_4342_1;lcl|NC_058518.1_cds_XP_044982889.1_4343_lcl|NC_058518.1_cds_XP_044982889.1_4343_1	XP_044962980.1;XP_044982866.1;XP_044982878.1;XP_044982889.1
27	lcl|NC_058518.1_cds_XP_044983359.1_4429_lcl|NC_058518.1_cds_XP_044983359.1_4429_1;lcl|NC_058518.1_cds_XP_044951863.1_4430_lcl|NC_058518.1_cds_XP_044951863.1_4430_1;lcl|NC_058518.1_cds_XP_044951874.1_4431_lcl|NC_058518.1_cds_XP_044951874.1_4431_1;lcl|NC_058518.1_cds_XP_044983371.1_4433_lcl|NC_058518.1_cds_XP_044983371.1_4433_1;lcl|NC_058518.1_cds_XP_044951898.1_4436_lcl|NC_058518.1_cds_XP_044951898.1_4436_1;lcl|NC_058518.1_cds_XP_044951910.1_4437_lcl|NC_058518.1_cds_XP_044951910.1_4437_1;lcl|NC_058518.1_cds_XP_044963080.1_4438_lcl|NC_058518.1_cds_XP_044963080.1_4438_1	XP_044951863.1;XP_044951874.1;XP_044951898.1;XP_044951910.1;XP_044963080.1;XP_044983359.1;XP_044983371.1
28	lcl|NC_058518.1_cds_XP_044983699.1_4539_lcl|NC_058518.1_cds_XP_044983699.1_4539_1;lcl|NC_058518.1_cds_XP_044963169.1_4540_lcl|NC_058518.1_cds_XP_044963169.1_4540_1;lcl|NC_058518.1_cds_XP_044983705.1_4541_lcl|NC_058518.1_cds_XP_044983705.1_4541_1	XP_044963169.1;XP_044983699.1;XP_044983705.1
29	lcl|NC_058518.1_cds_XP_044963192.1_4573_lcl|NC_058518.1_cds_XP_044963192.1_4573_1;lcl|NC_058518.1_cds_XP_044963193.1_4574_lcl|NC_058518.1_cds_XP_044963193.1_4574_1;lcl|NC_058518.1_cds_XP_044963194.1_4575_lcl|NC_058518.1_cds_XP_044963194.1_4575_1;lcl|NC_058518.1_cds_XP_044963203.1_4576_lcl|NC_058518.1_cds_XP_044963203.1_4576_1;lcl|NC_058518.1_cds_XP_044963204.1_4577_lcl|NC_058518.1_cds_XP_044963204.1_4577_1;lcl|NC_058518.1_cds_XP_044983847.1_4578_lcl|NC_058518.1_cds_XP_044983847.1_4578_1;lcl|NC_058518.1_cds_XP_044983851.1_4579_lcl|NC_058518.1_cds_XP_044983851.1_4579_1	XP_044963192.1;XP_044963193.1;XP_044963194.1;XP_044963203.1;XP_044963204.1;XP_044983847.1;XP_044983851.1
30	lcl|NC_058518.1_cds_XP_044984203.1_4690_lcl|NC_058518.1_cds_XP_044984203.1_4690_1;lcl|NC_058518.1_cds_XP_044984206.1_4691_lcl|NC_058518.1_cds_XP_044984206.1_4691_1;lcl|NC_058518.1_cds_XP_044984205.1_4692_lcl|NC_058518.1_cds_XP_044984205.1_4692_1	XP_044984203.1;XP_044984205.1;XP_044984206.1
31	lcl|NC_058518.1_cds_XP_044984421.1_4722_lcl|NC_058518.1_cds_XP_044984421.1_4722_1;lcl|NC_058518.1_cds_XP_044984444.1_4723_lcl|NC_058518.1_cds_XP_044984444.1_4723_1;lcl|NC_058518.1_cds_XP_044984433.1_4724_lcl|NC_058518.1_cds_XP_044984433.1_4724_1	XP_044984421.1;XP_044984433.1;XP_044984444.1
32	lcl|NC_058518.1_cds_XP_044963404.1_4753_lcl|NC_058518.1_cds_XP_044963404.1_4753_1;lcl|NC_058518.1_cds_XP_044963405.1_4754_lcl|NC_058518.1_cds_XP_044963405.1_4754_1;lcl|NC_058518.1_cds_XP_044952668.1_4755_lcl|NC_058518.1_cds_XP_044952668.1_4755_1	XP_044952668.1;XP_044963404.1;XP_044963405.1
33	lcl|NC_058519.1_cds_XP_044968997.1_4961_lcl|NC_058519.1_cds_XP_044968997.1_4961_1;lcl|NC_058519.1_cds_XP_044971156.1_4962_lcl|NC_058519.1_cds_XP_044971156.1_4962_1;lcl|NC_058519.1_cds_XP_044968998.1_4964_lcl|NC_058519.1_cds_XP_044968998.1_4964_1	XP_044968997.1;XP_044968998.1;XP_044971156.1
34	lcl|NC_058519.1_cds_XP_044970255.1_5011_lcl|NC_058519.1_cds_XP_044970255.1_5011_1;lcl|NC_058519.1_cds_XP_044970277.1_5012_lcl|NC_058519.1_cds_XP_044970277.1_5012_1;lcl|NC_058519.1_cds_XP_044970315.1_5013_lcl|NC_058519.1_cds_XP_044970315.1_5013_1	XP_044970255.1;XP_044970277.1;XP_044970315.1
35	lcl|NC_058519.1_cds_XP_044971094.1_5032_lcl|NC_058519.1_cds_XP_044971094.1_5032_1;lcl|NC_058519.1_cds_XP_044969022.1_5033_lcl|NC_058519.1_cds_XP_044969022.1_5033_1;lcl|NC_058519.1_cds_XP_044971120.1_5034_lcl|NC_058519.1_cds_XP_044971120.1_5034_1	XP_044969022.1;XP_044971094.1;XP_044971120.1
36	lcl|NC_058519.1_cds_XP_044971261.1_5113_lcl|NC_058519.1_cds_XP_044971261.1_5113_1;lcl|NC_058519.1_cds_XP_044971262.1_5114_lcl|NC_058519.1_cds_XP_044971262.1_5114_1;lcl|NC_058519.1_cds_XP_044969042.1_5115_lcl|NC_058519.1_cds_XP_044969042.1_5115_1	XP_044969042.1;XP_044971261.1;XP_044971262.1
37	lcl|NC_058519.1_cds_XP_044963976.1_5327_lcl|NC_058519.1_cds_XP_044963976.1_5327_1;lcl|NC_058519.1_cds_XP_044964549.1_5328_lcl|NC_058519.1_cds_XP_044964549.1_5328_1;lcl|NC_058519.1_cds_XP_044969154.1_5329_lcl|NC_058519.1_cds_XP_044969154.1_5329_1;lcl|NC_058519.1_cds_XP_044969155.1_5330_lcl|NC_058519.1_cds_XP_044969155.1_5330_1	XP_044963976.1;XP_044964549.1;XP_044969154.1;XP_044969155.1
38	lcl|NC_058519.1_cds_XP_044964009.1_5376_lcl|NC_058519.1_cds_XP_044964009.1_5376_1;lcl|NC_058519.1_cds_XP_044964010.1_5377_lcl|NC_058519.1_cds_XP_044964010.1_5377_1;lcl|NC_058519.1_cds_XP_044964575.1_5378_lcl|NC_058519.1_cds_XP_044964575.1_5378_1;lcl|NC_058519.1_cds_XP_044964012.1_5379_lcl|NC_058519.1_cds_XP_044964012.1_5379_1;lcl|NC_058519.1_cds_XP_044964577.1_5380_lcl|NC_058519.1_cds_XP_044964577.1_5380_1;lcl|NC_058519.1_cds_XP_044964013.1_5381_lcl|NC_058519.1_cds_XP_044964013.1_5381_1	XP_044964009.1;XP_044964010.1;XP_044964012.1;XP_044964013.1;XP_044964575.1;XP_044964577.1
39	lcl|NC_058519.1_cds_XP_044964613.1_5434_lcl|NC_058519.1_cds_XP_044964613.1_5434_1;lcl|NC_058519.1_cds_XP_044969202.1_5435_lcl|NC_058519.1_cds_XP_044969202.1_5435_1;lcl|NC_058519.1_cds_XP_044969204.1_5437_lcl|NC_058519.1_cds_XP_044969204.1_5437_1	XP_044964613.1;XP_044969202.1;XP_044969204.1
40	lcl|NC_058519.1_cds_XP_044964632.1_5486_lcl|NC_058519.1_cds_XP_044964632.1_5486_1;lcl|NC_058519.1_cds_XP_044969236.1_5487_lcl|NC_058519.1_cds_XP_044969236.1_5487_1;lcl|NC_058519.1_cds_XP_044969237.1_5488_lcl|NC_058519.1_cds_XP_044969237.1_5488_1	XP_044964632.1;XP_044969236.1;XP_044969237.1
41	lcl|NC_058519.1_cds_XP_044969262.1_5558_lcl|NC_058519.1_cds_XP_044969262.1_5558_1;lcl|NC_058519.1_cds_XP_044969264.1_5559_lcl|NC_058519.1_cds_XP_044969264.1_5559_1;lcl|NC_058519.1_cds_XP_044969265.1_5560_lcl|NC_058519.1_cds_XP_044969265.1_5560_1	XP_044969262.1;XP_044969264.1;XP_044969265.1
42	lcl|NC_058519.1_cds_XP_044964113.1_5596_lcl|NC_058519.1_cds_XP_044964113.1_5596_1;lcl|NC_058519.1_cds_XP_044969289.1_5599_lcl|NC_058519.1_cds_XP_044969289.1_5599_1;lcl|NC_058519.1_cds_XP_044969290.1_5600_lcl|NC_058519.1_cds_XP_044969290.1_5600_1	XP_044964113.1;XP_044969289.1;XP_044969290.1
43	lcl|NC_058519.1_cds_XP_044964121.1_5620_lcl|NC_058519.1_cds_XP_044964121.1_5620_1;lcl|NC_058519.1_cds_XP_044964691.1_5621_lcl|NC_058519.1_cds_XP_044964691.1_5621_1;lcl|NC_058519.1_cds_XP_044969305.1_5622_lcl|NC_058519.1_cds_XP_044969305.1_5622_1;lcl|NC_058519.1_cds_XP_044969307.1_5623_lcl|NC_058519.1_cds_XP_044969307.1_5623_1;lcl|NC_058519.1_cds_XP_044969308.1_5624_lcl|NC_058519.1_cds_XP_044969308.1_5624_1	XP_044964121.1;XP_044964691.1;XP_044969305.1;XP_044969307.1;XP_044969308.1
44	lcl|NC_058519.1_cds_XP_044964710.1_5659_lcl|NC_058519.1_cds_XP_044964710.1_5659_1;lcl|NC_058519.1_cds_XP_044964711.1_5663_lcl|NC_058519.1_cds_XP_044964711.1_5663_1;lcl|NC_058519.1_cds_XP_044969326.1_5664_lcl|NC_058519.1_cds_XP_044969326.1_5664_1;lcl|NC_058519.1_cds_XP_044969327.1_5666_lcl|NC_058519.1_cds_XP_044969327.1_5666_1	XP_044964710.1;XP_044964711.1;XP_044969326.1;XP_044969327.1
45	lcl|NC_058519.1_cds_XP_044969332.1_5681_lcl|NC_058519.1_cds_XP_044969332.1_5681_1;lcl|NC_058519.1_cds_XP_044964721.1_5682_lcl|NC_058519.1_cds_XP_044964721.1_5682_1;lcl|NC_058519.1_cds_XP_044969333.1_5683_lcl|NC_058519.1_cds_XP_044969333.1_5683_1	XP_044964721.1;XP_044969332.1;XP_044969333.1
46	lcl|NC_058519.1_cds_XP_044964636.1_6335_lcl|NC_058519.1_cds_XP_044964636.1_6335_1;lcl|NC_058519.1_cds_XP_044964637.1_6336_lcl|NC_058519.1_cds_XP_044964637.1_6336_1;lcl|NC_058519.1_cds_XP_044964638.1_6337_lcl|NC_058519.1_cds_XP_044964638.1_6337_1	XP_044964636.1;XP_044964637.1;XP_044964638.1
47	lcl|NC_058519.1_cds_XP_044964865.1_6589_lcl|NC_058519.1_cds_XP_044964865.1_6589_1;lcl|NC_058519.1_cds_XP_044969628.1_6591_lcl|NC_058519.1_cds_XP_044969628.1_6591_1;lcl|NC_058519.1_cds_XP_044964867.1_6592_lcl|NC_058519.1_cds_XP_044964867.1_6592_1	XP_044964865.1;XP_044964867.1;XP_044969628.1
48	lcl|NC_058519.1_cds_XP_044965019.1_6739_lcl|NC_058519.1_cds_XP_044965019.1_6739_1;lcl|NC_058519.1_cds_XP_044965022.1_6740_lcl|NC_058519.1_cds_XP_044965022.1_6740_1;lcl|NC_058519.1_cds_XP_044969662.1_6742_lcl|NC_058519.1_cds_XP_044969662.1_6742_1;lcl|NC_058519.1_cds_XP_044965028.1_6743_lcl|NC_058519.1_cds_XP_044965028.1_6743_1	XP_044965019.1;XP_044965022.1;XP_044965028.1;XP_044969662.1
49	lcl|NC_058519.1_cds_XP_044969716.1_6892_lcl|NC_058519.1_cds_XP_044969716.1_6892_1;lcl|NC_058519.1_cds_XP_044965559.1_6893_lcl|NC_058519.1_cds_XP_044965559.1_6893_1;lcl|NC_058519.1_cds_XP_044969717.1_6894_lcl|NC_058519.1_cds_XP_044969717.1_6894_1	XP_044965559.1;XP_044969716.1;XP_044969717.1
50	lcl|NC_058519.1_cds_XP_044965689.1_7043_lcl|NC_058519.1_cds_XP_044965689.1_7043_1;lcl|NC_058519.1_cds_XP_044965302.1_7044_lcl|NC_058519.1_cds_XP_044965302.1_7044_1;lcl|NC_058519.1_cds_XP_044965304.1_7045_lcl|NC_058519.1_cds_XP_044965304.1_7045_1	XP_044965302.1;XP_044965304.1;XP_044965689.1
51	lcl|NC_058519.1_cds_XP_044965482.1_7249_lcl|NC_058519.1_cds_XP_044965482.1_7249_1;lcl|NC_058519.1_cds_XP_044965483.1_7250_lcl|NC_058519.1_cds_XP_044965483.1_7250_1;lcl|NC_058519.1_cds_XP_044965484.1_7251_lcl|NC_058519.1_cds_XP_044965484.1_7251_1	XP_044965482.1;XP_044965483.1;XP_044965484.1
52	lcl|NC_058519.1_cds_XP_044969812.1_7268_lcl|NC_058519.1_cds_XP_044969812.1_7268_1;lcl|NC_058519.1_cds_XP_044969813.1_7269_lcl|NC_058519.1_cds_XP_044969813.1_7269_1;lcl|NC_058519.1_cds_XP_044965500.1_7270_lcl|NC_058519.1_cds_XP_044965500.1_7270_1	XP_044965500.1;XP_044969812.1;XP_044969813.1
53	lcl|NC_058519.1_cds_XP_044966186.1_8033_lcl|NC_058519.1_cds_XP_044966186.1_8033_2;lcl|NC_058519.1_cds_XP_044969990.1_8034_lcl|NC_058519.1_cds_XP_044969990.1_8034_1;lcl|NC_058519.1_cds_XP_044966188.1_8036_lcl|NC_058519.1_cds_XP_044966188.1_8036_1	XP_044966186.1;XP_044966188.1;XP_044969990.1
54	lcl|NC_058519.1_cds_XP_044966194.1_8045_lcl|NC_058519.1_cds_XP_044966194.1_8045_1;lcl|NC_058519.1_cds_XP_044969996.1_8046_lcl|NC_058519.1_cds_XP_044969996.1_8046_1;lcl|NC_058519.1_cds_XP_044966196.1_8047_lcl|NC_058519.1_cds_XP_044966196.1_8047_1	XP_044966194.1;XP_044966196.1;XP_044969996.1
55	lcl|NC_058519.1_cds_XP_044970013.1_8115_lcl|NC_058519.1_cds_XP_044970013.1_8115_1;lcl|NC_058519.1_cds_XP_044970014.1_8116_lcl|NC_058519.1_cds_XP_044970014.1_8116_1;lcl|NC_058519.1_cds_XP_044966254.1_8119_lcl|NC_058519.1_cds_XP_044966254.1_8119_1	XP_044966254.1;XP_044970013.1;XP_044970014.1
56	lcl|NC_058519.1_cds_XP_044966277.1_8142_lcl|NC_058519.1_cds_XP_044966277.1_8142_1;lcl|NC_058519.1_cds_XP_044966278.1_8143_lcl|NC_058519.1_cds_XP_044966278.1_8143_1;lcl|NC_058519.1_cds_XP_044966279.1_8144_lcl|NC_058519.1_cds_XP_044966279.1_8144_1	XP_044966277.1;XP_044966278.1;XP_044966279.1
57	lcl|NC_058519.1_cds_XP_044966382.1_8260_lcl|NC_058519.1_cds_XP_044966382.1_8260_1;lcl|NC_058519.1_cds_XP_044966383.1_8261_lcl|NC_058519.1_cds_XP_044966383.1_8261_1;lcl|NC_058519.1_cds_XP_044966385.1_8262_lcl|NC_058519.1_cds_XP_044966385.1_8262_1	XP_044966382.1;XP_044966383.1;XP_044966385.1
58	lcl|NC_058519.1_cds_XP_044970056.1_8316_lcl|NC_058519.1_cds_XP_044970056.1_8316_1;lcl|NC_058519.1_cds_XP_044968251.1_8320_lcl|NC_058519.1_cds_XP_044968251.1_8320_1;lcl|NC_058519.1_cds_XP_044970057.1_8321_lcl|NC_058519.1_cds_XP_044970057.1_8321_1	XP_044968251.1;XP_044970056.1;XP_044970057.1
59	lcl|NC_058519.1_cds_XP_044966659.1_8607_lcl|NC_058519.1_cds_XP_044966659.1_8607_1;lcl|NC_058519.1_cds_XP_044966658.1_8608_lcl|NC_058519.1_cds_XP_044966658.1_8608_1;lcl|NC_058519.1_cds_XP_044966662.1_8612_lcl|NC_058519.1_cds_XP_044966662.1_8612_1	XP_044966658.1;XP_044966659.1;XP_044966662.1
60	lcl|NC_058519.1_cds_XP_044970145.1_8633_lcl|NC_058519.1_cds_XP_044970145.1_8633_1;lcl|NC_058519.1_cds_XP_044970146.1_8634_lcl|NC_058519.1_cds_XP_044970146.1_8634_1;lcl|NC_058519.1_cds_XP_044968685.1_8635_lcl|NC_058519.1_cds_XP_044968685.1_8635_1;lcl|NC_058519.1_cds_XP_044966680.1_8636_lcl|NC_058519.1_cds_XP_044966680.1_8636_1	XP_044966680.1;XP_044968685.1;XP_044970145.1;XP_044970146.1
