potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
11	Polyketide	497804652	498133533	328880	Chal_sti_synt_C, Chal_sti_synt_N, adh_short, adh_short_C2	-	NC_058518.1	LOC123450016;LOC123419198;LOC123450026;LOC123402063;LOC123402074;LOC123419230;LOC123450036;LOC123419246;LOC123419273;LOC123402089;LOC123402095;LOC123419289	XP_044983350.1;XP_044963076.1;XP_044983359.1;XP_044951863.1;XP_044951874.1;XP_044963077.1;XP_044983371.1;XP_044963078.1;XP_044963079.1;XP_044951898.1;XP_044951910.1;XP_044963080.1	
12	Polyketide	503630122	504280327	650210	Chal_sti_synt_C, Chal_sti_synt_N, Dimerisation, Methyltransf_2	-	NC_058518.1	LOC123450801;LOC123450813;LOC123420026;LOC123420042;LOC123420058;LOC123420070;LOC123420085;LOC123450848	XP_044983824.1;XP_044983829.1;XP_044963192.1;XP_044963193.1;XP_044963194.1;XP_044963203.1;XP_044963204.1;XP_044983847.1	
13	Alkaloid	1052080	1209797	157720	BBE, FAD_binding_4, Transferase, p450	-	NC_058519.1	LOC123429000;LOC123431454;LOC12342_284;LOC123429001;LOC123429002;LOC123429003;LOC123431456;LOC12343_211;LOC12343_212;LOC12343_213;LOC12343_214;LOC12343_215	XP_044969005.1;XP_044971174.1;XP_044969007.1;XP_044969006.1;XP_044969009.1;XP_044969010.1;XP_044971176.1;XP_044971177.1;XP_044971178.1;XP_044971179.1;XP_044971180.1;XP_044971181.1	
14	Alkaloid	1476087	1671713	195630	BBE, FAD_binding_4, Transferase, p450	-	NC_058519.1	LOC123431463;LOC12343_221;LOC123429006;LOC123429007;LOC123429010;LOC123431015;LOC123431041	XP_044971193.1;XP_044971194.1;XP_044969011.1;XP_044969012.1;XP_044969014.1;XP_044970769.1;XP_044970792.1	
15	Terpene	1886539	1982932	96390	Terpene_synth, Terpene_synth_C, p450	-	NC_058519.1	LOC123429015;LOC123429016;LOC123429018;LOC123431349;LOC123429017	XP_044969020.1;XP_044969021.1;XP_044969023.1;XP_044971094.1;XP_044969022.1	
16	Polyketide	4132554	5105310	972760	Abhydrolase_3, Chal_sti_synt_C, Chal_sti_synt_N, Transferase, p450	-	NC_058519.1	LOC123429046;LOC123431510;LOC123431511;LOC123431513;LOC123429047;LOC123429048;LOC123424822;LOC123429049;LOC123429050;LOC123429051;LOC12342_285;LOC123429052;LOC123429054;LOC123431515;LOC123431516;LOC12343_249;LOC123429055	XP_044969042.1;XP_044971263.1;XP_044971264.1;XP_044971265.1;XP_044969043.1;XP_044969044.1;XP_044964452.1;XP_044969045.1;XP_044969046.1;XP_044969047.1;XP_044969048.1;XP_044969049.1;XP_044969050.1;XP_044971266.1;XP_044971268.1;XP_044971269.1;XP_044969051.1	
17	Terpene	6206071	8278836	2072760	Terpene_synth, Terpene_synth_C, p450	-	NC_058519.1	LOC123424349;LOC123424351;LOC123429097;LOC123429098;LOC123429099;LOC123429100;LOC123429102;LOC123429103;LOC123429104;LOC123429105;LOC123429106;LOC123429107	XP_044963889.1;XP_044963890.1;XP_044969098.1;XP_044969099.1;XP_044969100.1;XP_044969101.1;XP_044969102.1;XP_044969103.1;XP_044969104.1;XP_044969106.1;XP_044969107.1;XP_044969108.1	
18	Polyketide	8997365	9250503	253140	2OG-FeII_Oxy, Chal_sti_synt_C, Chal_sti_synt_N, DIOX_N, p450	-	NC_058519.1	LOC123424362;LOC123424855;LOC123424363;LOC123424857;LOC123424858;LOC123424364;LOC123424860;LOC123424365;LOC123429115;LOC123424367	XP_044963901.1;XP_044964487.1;XP_044963902.1;XP_044964489.1;XP_044964490.1;XP_044963903.1;XP_044964492.1;XP_044963905.1;XP_044969115.1;XP_044963907.1	
19	Terpene-Saccharide-Polyketide	9530391	10568656	1038270	Chal_sti_synt_C, Chal_sti_synt_N, Dimerisation, Methyltransf_2, Terpene_synth, Terpene_synth_C, UDPGT_2, p450	*monoterpenoid-2, cyanogenic glucoside-2	NC_058519.1	LOC123424375;LOC123424374;LOC123429120;LOC123424873;LOC123429121;LOC123424378;LOC123424377;LOC123429122;LOC123424379;LOC123429124;LOC123429125;LOC123429126;LOC123429127;LOC123424381;LOC123424884;LOC123424380;LOC123429129;LOC123424886;LOC123429130;LOC123424384;LOC123424387;LOC12342_293;LOC123424385;LOC12342_295;LOC123424386;LOC12342_294;LOC123424891;LOC123424390;LOC123424391;LOC12342_296	XP_044963912.1;XP_044963911.1;XP_044969119.1;XP_044964500.1;XP_044969120.1;XP_044963915.1;XP_044963914.1;XP_044969121.1;XP_044963916.1;XP_044969122.1;XP_044969123.1;XP_044969124.1;XP_044969126.1;XP_044963918.1;XP_044964509.1;XP_044963917.1;XP_044969127.1;XP_044964512.1;XP_044969128.1;XP_044963919.1;XP_044963926.1;XP_044963925.1;XP_044963920.1;XP_044963921.1;XP_044963923.1;XP_044963924.1;XP_044964517.1;XP_044963927.1;XP_044963929.1;XP_044963930.1	
20	Fatty_acid	12922859	13370335	447480	Amino_oxidase, FA_desaturase_2, Peptidase_S10, oMT, p450	-	NC_058519.1	LOC123429169;LOC123429170;LOC123429172;LOC123424449;LOC123424451;LOC123424452;LOC123424453;LOC123424958;LOC123424456;LOC123424960;LOC123424457;LOC123424460;LOC123424459;LOC123424458;LOC123424462	XP_044969164.1;XP_044969165.1;XP_044969166.1;XP_044964007.1;XP_044964008.1;XP_044964009.1;XP_044964010.1;XP_044964575.1;XP_044964012.1;XP_044964577.1;XP_044964013.1;XP_044964016.1;XP_044964015.1;XP_044964014.1;XP_044964017.1	
21	Terpene	13927559	14752580	825020	Dimerisation, Methyltransf_11, Methyltransf_2, Terpene_synth, Terpene_synth_C	-	NC_058519.1	LOC123429179;LOC12342_324;LOC123429180;LOC12342_325;LOC123429182;LOC123424465;LOC123429184;LOC123424979;LOC123429185;LOC123429186;LOC123424466;LOC123429187;LOC123429191;LOC123429192;LOC123429194;LOC123429195;LOC123429197;LOC123429198;LOC123424467	XP_044969173.1;XP_044969175.1;XP_044969174.1;XP_044969179.1;XP_044969178.1;XP_044964019.1;XP_044969180.1;XP_044964592.1;XP_044969181.1;XP_044969182.1;XP_044964020.1;XP_044969183.1;XP_044969184.1;XP_044969185.1;XP_044969187.1;XP_044969188.1;XP_044969189.1;XP_044969190.1;XP_044964021.1	
22	Lignan	17527266	17870443	343180	ADH_N_2, ADH_zinc_N, Dirigent, Peptidase_S10	-	NC_058519.1	LOC123429248;LOC123429249;LOC123429250;LOC123425037;LOC123429253;LOC123429251;LOC123429254	XP_044969239.1;XP_044969240.1;XP_044969241.1;XP_044964643.1;XP_044969243.1;XP_044969242.1;XP_044969244.1	
23	Fatty_acid-Alkaloid	23903519	24441356	537840	Amino_oxidase, Cu_amine_oxid, FA_desaturase_2, oMT, p450	-	NC_058519.1	LOC123424561;LOC123429326;LOC12342_349;LOC12342_348;LOC123424563;LOC123429327;LOC123429328;LOC123429329;LOC123429330;LOC123429331;LOC12342_350;LOC123424564;LOC123429332;LOC123429337	XP_044964126.1;XP_044969312.1;XP_044964127.1;XP_044964129.1;XP_044964130.1;XP_044969314.1;XP_044969315.1;XP_044969316.1;XP_044969317.1;XP_044969318.1;XP_044969319.1;XP_044964131.1;XP_044969320.1;XP_044969321.1	
24	Alkaloid	24980386	25074543	94160	Str_synth, Transferase, p450	-	NC_058519.1	LOC123429343;LOC123425108;LOC123429344;LOC123425109;LOC123429347	XP_044969325.1;XP_044964711.1;XP_044969326.1;XP_044964712.1;XP_044969327.1	
25	Lignan-Saccharide	50753584	51990189	1236610	Cellulose_synt, Dirigent, adh_short_C2	-	NC_058519.1	LOC123429509;LOC12342_447;LOC123429510;LOC123429511;LOC123424825;LOC123429512;LOC123424826;LOC12342_448;LOC12342_449;LOC123424829;LOC12342_450;LOC123429515;LOC123425391;LOC123425392;LOC123429517;LOC123429518;LOC123429519;LOC123424835;LOC123425394	XP_044969472.1;XP_044969474.1;XP_044969475.1;XP_044969476.1;XP_044964453.1;XP_044969477.1;XP_044964455.1;XP_044964454.1;XP_044964456.1;XP_044964458.1;XP_044964459.1;XP_044969478.1;XP_044965020.1;XP_044965021.1;XP_044969479.1;XP_044969480.1;XP_044969481.1;XP_044964462.1;XP_044965024.1	
26	Fatty_acid-Saccharide	82254818	82403973	149160	FA_hydroxylase, UDPGT_2	flavonoid	NC_058519.1	LOC123429655;LOC123425202;LOC123429657;LOC123429658;LOC123425203;LOC123425204;LOC123425205	XP_044969603.1;XP_044964811.1;XP_044969604.1;XP_044969605.1;XP_044964812.1;XP_044964813.1;XP_044964814.1	
27	Lignan-Saccharide	96728589	97890502	1161910	Aminotran_1_2, Dirigent, Glycos_transf_1	-	NC_058519.1	LOC123425293;LOC123425294;LOC123429691;LOC123425298;LOC123425299;LOC12342_535;LOC123425300	XP_044964910.1;XP_044964911.1;XP_044969639.1;XP_044964914.1;XP_044964915.1;XP_044964917.1;XP_044964918.1	
28	Saccharide	407107307	410006591	2899280	AMP-binding, Methyltransf_11, Peptidase_S10, UDPGT_2	cyanogenic glucoside-2, monoterpenoid-2	NC_058519.1	LOC123426435;LOC123430167;LOC123430168;LOC123426436;LOC123426439;LOC12342_916;LOC12342_917;LOC12342_918;LOC123426440;LOC123430169;LOC123426441;LOC123426443;LOC12342_919;LOC12342_920;LOC12342_921;LOC12342_922;LOC123426442	XP_044966210.1;XP_044969998.1;XP_044970000.1;XP_044966211.1;XP_044966212.1;XP_044966213.1;XP_044966214.1;XP_044966216.1;XP_044966217.1;XP_044970001.1;XP_044966218.1;XP_044966220.1;XP_044966221.1;XP_044966222.1;XP_044966223.1;XP_044966224.1;XP_044966219.1	
29	Alkaloid	500160155	501161847	1001690	Aldo_ket_red, Lipoxygenase, Pyridoxal_deC	-	NC_058519.1	LOC123426843;LOC123430343;LOC123426847;LOC123426848;LOC123430344;LOC123430345;LOC123428525;LOC123426849	XP_044966675.1;XP_044970144.1;XP_044966678.1;XP_044966679.1;XP_044970145.1;XP_044970146.1;XP_044968685.1;XP_044966680.1	
30	Terpene	601799246	602129596	330350	Terpene_synth, Terpene_synth_C, Transferase, p450	-	NC_058519.1	LOC123427631;LOC123427633;LOC123430718;LOC123427634;LOC12342_1279;LOC12342_1280;LOC123427636;LOC123427637;LOC12342_1283;LOC123427638;LOC12342_1281;LOC12342_1282;LOC123427639;LOC12342_1284;LOC123427643;LOC12342_1285;LOC123427640;LOC12342_1286;LOC12342_1287;LOC123427642;LOC123427644;LOC123430720;LOC123427645;LOC123427647;LOC123427646;LOC12342_1288	XP_044967647.1;XP_044967649.1;XP_044970499.1;XP_044967652.1;XP_044967650.1;XP_044967651.1;XP_044967653.1;XP_044967654.1;XP_044967659.1;XP_044967657.1;XP_044967658.1;XP_044967656.1;XP_044967661.1;XP_044967660.1;XP_044967667.1;XP_044967666.1;XP_044967663.1;XP_044967662.1;XP_044967664.1;XP_044967665.1;XP_044967669.1;XP_044970500.1;XP_044967670.1;XP_044967673.1;XP_044967672.1;XP_044967671.1	
31	Terpene	602917799	604139096	1221300	Terpene_synth, Terpene_synth_C, Transferase, p450	-	NC_058519.1	LOC123427654;LOC12342_1290;LOC12342_1291;LOC123430737;LOC123427655;LOC12342_1292;LOC123427656;LOC12342_1293;LOC12342_1294;LOC12342_1295;LOC123427659;LOC123427660;LOC123430738;LOC123430739;LOC123430740;LOC123430741;LOC123430743;LOC123427663;LOC123428725;LOC123430744;LOC123427665	XP_044967681.1;XP_044967682.1;XP_044967683.1;XP_044970517.1;XP_044967684.1;XP_044967685.1;XP_044967687.1;XP_044967686.1;XP_044967688.1;XP_044967689.1;XP_044967690.1;XP_044967691.1;XP_044970518.1;XP_044970519.1;XP_044970520.1;XP_044970521.1;XP_044970522.1;XP_044967693.1;XP_044968830.1;XP_044970523.1;XP_044967694.1	
32	Putative	624316646	625205148	888500	Peptidase_S10, Transferase, p450	-	NC_058519.1	LOC123430933;LOC123428004;LOC123428005;LOC123430934;LOC123430935;LOC123430936;LOC123428006;LOC123428007;LOC12342_1376;LOC12342_1377;LOC123430937;LOC123430939;LOC123430940;LOC123428814;LOC123428009	XP_044970696.1;XP_044968082.1;XP_044968083.1;XP_044970697.1;XP_044970698.1;XP_044970699.1;XP_044968084.1;XP_044968085.1;XP_044968086.1;XP_044968087.1;XP_044970701.1;XP_044970702.1;XP_044970703.1;XP_044968886.1;XP_044968088.1	
33	Polyketide	640919830	641209673	289840	AMP-binding, Chal_sti_synt_C, Chal_sti_synt_N, adh_short	-	NC_058519.1	LOC123428879;LOC123428229;LOC12342_1440;LOC123428228;LOC123428227;LOC12342_1441;LOC123428231;LOC123428230;LOC123428882;LOC123428233;LOC123431119;LOC12343_341;LOC123431120;LOC12343_340;LOC123431121;LOC123431122;LOC12343_342	XP_044968925.1;XP_044968357.1;XP_044968356.1;XP_044968355.1;XP_044968352.1;XP_044968354.1;XP_044968359.1;XP_044968358.1;XP_044968926.1;XP_044968360.1;XP_044970887.1;XP_044970891.1;XP_044970888.1;XP_044970889.1;XP_044970892.1;XP_044970893.1;XP_044970894.1	
34	Polyketide	652022099	652851156	829060	Amino_oxidase, Chal_sti_synt_C, adh_short, oMT	-	NC_058519.1	LOC123428917;LOC123428423;LOC12342_1481;LOC12342_1480;LOC123428424;LOC12342_1479;LOC123428425;LOC123428426;LOC123428427;LOC12342_1482;LOC123428428;LOC123431236;LOC12342_1484;LOC123428429;LOC12342_1483;LOC123428430;LOC12342_1485;LOC123431237;LOC123431238;LOC123428919;LOC12342_1487;LOC123428431;LOC12342_1486	XP_044968951.1;XP_044968558.1;XP_044968562.1;XP_044968561.1;XP_044968560.1;XP_044968559.1;XP_044968563.1;XP_044968564.1;XP_044968565.1;XP_044968566.1;XP_044968567.1;XP_044970996.1;XP_044968571.1;XP_044968569.1;XP_044968568.1;XP_044968572.1;XP_044968573.1;XP_044970997.1;XP_044970998.1;XP_044968952.1;XP_044968576.1;XP_044968575.1;XP_044968574.1	
35	Fatty_acid	658995278	659177979	182700	AMP-binding, Transferase, p450	-	NC_058519.1	LOC123431319;LOC123431320;LOC123431321;LOC123431322	XP_044971076.1;XP_044971077.1;XP_044971078.1;XP_044971079.1	
36	Phenolamide	11717209	11787143	69930	Pyridoxal_deC, Transferase	-	NC_058520.1	LOC123442507;LOC123442508;LOC123439232;LOC123439233;LOC123439236	XP_044974504.1;XP_044974505.1;XP_044971906.1;XP_044971907.1;XP_044971908.1	
37	Terpene-Polyketide	12069298	12406044	336750	Chal_sti_synt_C, Chal_sti_synt_N, Dimerisation, Methyltransf_11, Methyltransf_2, NAD_binding_1, Prenyltransf, Terpene_synth, Terpene_synth_C	-	NC_058520.1	LOC12344_381;LOC123442512;LOC12344_380;LOC12344_382;LOC12344_383;LOC12344_384;LOC123442511;LOC123439237;LOC123442514;LOC123439238;LOC123442515;LOC123439239;LOC123442517;LOC123442516;LOC123442518;LOC123442519;LOC123441341;LOC123442521;LOC123442522;LOC12344_385;LOC123442523;LOC123439240;LOC123439241;LOC123439242;LOC123439243;LOC123442524;LOC12344_386;LOC123442525	XP_044974514.1;XP_044974508.1;XP_044974509.1;XP_044974510.1;XP_044974511.1;XP_044974512.1;XP_044974507.1;XP_044971909.1;XP_044974515.1;XP_044971911.1;XP_044974516.1;XP_044971912.1;XP_044974518.1;XP_044974517.1;XP_044974519.1;XP_044974520.1;XP_044973755.1;XP_044974521.1;XP_044974522.1;XP_044974523.1;XP_044974524.1;XP_044971913.1;XP_044971914.1;XP_044971915.1;XP_044971916.1;XP_044974526.1;XP_044974527.1;XP_044974528.1	
38	Terpene	23922228	24850247	928020	Methyltransf_7, Prenyltrans, p450	-	NC_058520.1	LOC123441405;LOC123439361;LOC123439362;LOC123439364;LOC123442692;LOC123442694;LOC12344_447;LOC123442695;LOC123442696;LOC123442697;LOC123442698;LOC123439365	XP_044973792.1;XP_044972021.1;XP_044972022.1;XP_044972023.1;XP_044974743.1;XP_044974745.1;XP_044974744.1;XP_044974747.1;XP_044974748.1;XP_044974749.1;XP_044974750.1;XP_044972024.1	
39	Fatty_acid	25264904	26233797	968890	ECH_2, Transferase, adh_short, p450	-	NC_058520.1	LOC123442707;LOC123442709;LOC123439372;LOC123441415;LOC123439375;LOC123439376;LOC123442710;LOC123442711;LOC123440609;LOC123439378;LOC123442712;LOC123439379;LOC123442713;LOC123439380	XP_044974762.1;XP_044974763.1;XP_044972027.1;XP_044973795.1;XP_044972030.1;XP_044972031.1;XP_044974764.1;XP_044974765.1;XP_044973108.1;XP_044972032.1;XP_044974767.1;XP_044972033.1;XP_044974768.1;XP_044972034.1	
40	Saccharide-Polyketide	474901786	475650040	748250	Chal_sti_synt_C, Chal_sti_synt_N, UDPGT_2	flavonoid-6	NC_058520.1	LOC123444346;LOC123444348;LOC123444347;LOC123440215;LOC123440216;LOC123440217;LOC123440219;LOC123440220;LOC123440221;LOC123440222;LOC123440225	XP_044976969.1;XP_044976971.1;XP_044976970.1;XP_044972721.1;XP_044972722.1;XP_044972724.1;XP_044972725.1;XP_044972726.1;XP_044972727.1;XP_044972729.1;XP_044972730.1	
41	Saccharide	519325902	520182146	856240	UDPGT_2, p450	-	NC_058520.1	LOC123444630;LOC123444629;LOC123440386;LOC123440387;LOC123440389;LOC123444631;LOC123444633;LOC123444634;LOC123444637;LOC123444636;LOC123440391;LOC12344_1296;LOC123440392;LOC123444638;LOC123444639;LOC12344_1297;LOC123444641	XP_044977353.1;XP_044977352.1;XP_044972893.1;XP_044972894.1;XP_044972896.1;XP_044977354.1;XP_044977356.1;XP_044977357.1;XP_044977359.1;XP_044977358.1;XP_044972897.1;XP_044972898.1;XP_044972899.1;XP_044977360.1;XP_044977362.1;XP_044977361.1;XP_044977363.1	
42	Alkaloid	555236149	555464419	228270	Bet_v_1, DIOX_N, Epimerase, Methyltransf_11	-	NC_058520.1	LOC123444994;LOC123440576;LOC123440577;LOC123440578;LOC123440579;LOC123440581	XP_044977839.1;XP_044973075.1;XP_044973076.1;XP_044973077.1;XP_044973078.1;XP_044973079.1	
43	Saccharide	581589142	582120560	531420	ADH_N, ADH_zinc_N, Glyco_hydro_1, Transferase, adh_short_C2	-	NC_058520.1	LOC123440748;LOC123440749;LOC123445332;LOC12344_1516;LOC123445334;LOC12344_1517;LOC12344_1518;LOC123445335;LOC123440751;LOC123440750;LOC12344_1519;LOC123440752;LOC123440753;LOC123440756;LOC123445336;LOC123440758;LOC12344_1520;LOC123440759;LOC123442090;LOC123440760;LOC123440761;LOC123445337;LOC12344_1521;LOC12344_1522;LOC123445338;LOC123445339;LOC123442091;LOC123445341	XP_044973232.1;XP_044973233.1;XP_044978236.1;XP_044978235.1;XP_044978237.1;XP_044978238.1;XP_044978239.1;XP_044978241.1;XP_044973236.1;XP_044973234.1;XP_044973235.1;XP_044973237.1;XP_044973238.1;XP_044973239.1;XP_044978242.1;XP_044973242.1;XP_044973240.1;XP_044973243.1;XP_044974128.1;XP_044973244.1;XP_044973245.1;XP_044978243.1;XP_044978244.1;XP_044978245.1;XP_044978246.1;XP_044978247.1;XP_044974129.1;XP_044978248.1	
44	Saccharide	602758104	603083307	325200	Dimerisation, Methyltransf_2, UDPGT_2, p450	flavonoid	NC_058520.1	LOC123441014;LOC123441015;LOC123442212;LOC123445564;LOC123441016;LOC12344_1590;LOC123441017;LOC12344_1591;LOC123441018	XP_044973478.1;XP_044973479.1;XP_044974202.1;XP_044978499.1;XP_044973480.1;XP_044973481.1;XP_044973482.1;XP_044973483.1;XP_044973485.1	
45	Cyclopeptide	607207841	610053832	2845990	BURP	-	NC_058520.1	LOC123445612;LOC12344_1607;LOC123441061;LOC123445613;LOC123441063;LOC123441064;LOC123441065;LOC123441066;LOC123441067;LOC123445614;LOC123442242;LOC123445615;LOC123445616;LOC123441069;LOC123445617;LOC123441070;LOC123441071;LOC123442244;LOC123441072;LOC123441073;LOC123441075;LOC123441076;LOC123441077;LOC12344_1608;LOC123445618;LOC123442254;LOC123445619;LOC123445622;LOC123441078;LOC123442255;LOC123445623;LOC123445624;LOC12344_1609;LOC12344_1610;LOC123442751;LOC12344_1611;LOC123445625;LOC123445626;LOC123445627;LOC12344_1612;LOC123441081;LOC123445629;LOC123442258;LOC123445630;LOC123445631;LOC123441082;LOC123441083;LOC123442260;LOC123441084;LOC12344_1613;LOC123441085;LOC123442261;LOC123441086	XP_044978554.1;XP_044978555.1;XP_044973517.1;XP_044978557.1;XP_044973520.1;XP_044973521.1;XP_044973522.1;XP_044973523.1;XP_044973524.1;XP_044978558.1;XP_044974223.1;XP_044978559.1;XP_044978560.1;XP_044973525.1;XP_044978561.1;XP_044973526.1;XP_044973527.1;XP_044974224.1;XP_044973529.1;XP_044973530.1;XP_044973531.1;XP_044973532.1;XP_044973533.1;XP_044978563.1;XP_044978562.1;XP_044974226.1;XP_044978564.1;XP_044978565.1;XP_044973534.1;XP_044974227.1;XP_044978567.1;XP_044978570.1;XP_044978568.1;XP_044978569.1;XP_044974817.1;XP_044978571.1;XP_044978572.1;XP_044978573.1;XP_044978574.1;XP_044978575.1;XP_044973535.1;XP_044978576.1;XP_044974228.1;XP_044978577.1;XP_044978578.1;XP_044973536.1;XP_044973538.1;XP_044974230.1;XP_044973539.1;XP_044973540.1;XP_044973541.1;XP_044974231.1;XP_044973542.1	
46	Polyketide-Alkaloid	2721834	3301686	579850	Chal_sti_synt_C, Epimerase, Str_synth, p450	-	NC_058521.1	LOC123446863;LOC123446862;LOC123446864;LOC123450948;LOC123446329;LOC123450949;LOC123450950;LOC123448294;LOC123448299;LOC123448300;LOC123450955;LOC123448304	XP_044979338.1;XP_044979337.1;XP_044979339.1;XP_044983900.1;XP_044978924.1;XP_044983901.1;XP_044983902.1;XP_044981076.1;XP_044981078.1;XP_044981080.1;XP_044983906.1;XP_044981084.1	
47	Saccharide	4251559	4303790	52230	Peptidase_S10, UDPGT_2, adh_short	flavonoid, oleananes	NC_058521.1	LOC123446901;LOC123446902;LOC123446903;LOC123446904;LOC123446905;LOC123446906;LOC123448352	XP_044979379.1;XP_044979380.1;XP_044979381.1;XP_044979382.1;XP_044979383.1;XP_044979384.1;XP_044981126.1	
48	Saccharide	53020480	53915634	895150	Abhydrolase_3, Glycos_transf_1, Peptidase_S10	-	NC_058521.1	LOC123450261;LOC123447846;LOC12344_1830;LOC123447848;LOC12344_1831;LOC123451179;LOC123451180;LOC123447849;LOC123447850	XP_044983540.1;XP_044980480.1;XP_044980479.1;XP_044980481.1;XP_044980482.1;XP_044984123.1;XP_044984124.1;XP_044980483.1;XP_044980485.1	
