potentialBGC,protein_ids,Gene cluster gene accessions
31,lcl|NC_027749.1_cds_XP_013618100.1_6054;lcl|NC_027749.1_cds_XP_013618100.1_6054_1;lcl|NC_027749.1_cds_XP_013612922.1_6055;lcl|NC_027749.1_cds_XP_013612922.1_6055_1;lcl|NC_027749.1_cds_XP_013619711.1_6056;lcl|NC_027749.1_cds_XP_013619711.1_6056_1,XP_013618100.1;XP_013618100.1;XP_013612922.1;XP_013612922.1;XP_013619711.1;XP_013619711.1
32,lcl|NC_027749.1_cds_XP_013620598.1_6155;lcl|NC_027749.1_cds_XP_013620598.1_6155_1;lcl|NC_027749.1_cds_XP_013620597.1_6156;lcl|NC_027749.1_cds_XP_013620597.1_6156_1;lcl|NC_027749.1_cds_XP_013616341.1_6158;lcl|NC_027749.1_cds_XP_013616341.1_6158_1;lcl|NC_027749.1_cds_XP_013616330.1_6159;lcl|NC_027749.1_cds_XP_013616330.1_6159_1,XP_013620598.1;XP_013620598.1;XP_013620597.1;XP_013620597.1;XP_013616341.1;XP_013616341.1;XP_013616330.1;XP_013616330.1
33,lcl|NC_027749.1_cds_XP_013616127.1_6173;lcl|NC_027749.1_cds_XP_013616127.1_6173_1;lcl|NC_027749.1_cds_XP_013619394.1_6174;lcl|NC_027749.1_cds_XP_013619394.1_6174_1;lcl|NC_027749.1_cds_XP_013618600.1_6175;lcl|NC_027749.1_cds_XP_013618600.1_6175_1,XP_013616127.1;XP_013616127.1;XP_013619394.1;XP_013619394.1;XP_013618600.1;XP_013618600.1
34,lcl|NC_027749.1_cds_XP_013616846.1_6356;lcl|NC_027749.1_cds_XP_013616846.1_6356_1;lcl|NC_027749.1_cds_XP_013616852.1_6357;lcl|NC_027749.1_cds_XP_013616852.1_6357_1;lcl|NC_027749.1_cds_XP_013616832.1_6358;lcl|NC_027749.1_cds_XP_013616832.1_6358_1;lcl|NC_027749.1_cds_XP_013616865.1_6359;lcl|NC_027749.1_cds_XP_013616865.1_6359_1,XP_013616846.1;XP_013616846.1;XP_013616852.1;XP_013616852.1;XP_013616832.1;XP_013616832.1;XP_013616865.1;XP_013616865.1
35,lcl|NC_027749.1_cds_XP_013619867.1_6620;lcl|NC_027749.1_cds_XP_013619867.1_6620_1;lcl|NC_027749.1_cds_XP_013618672.1_6621;lcl|NC_027749.1_cds_XP_013618672.1_6621_1;lcl|NC_027749.1_cds_XP_013616898.1_6622;lcl|NC_027749.1_cds_XP_013616898.1_6622_1,XP_013619867.1;XP_013619867.1;XP_013618672.1;XP_013618672.1;XP_013616898.1;XP_013616898.1
36,lcl|NC_027749.1_cds_XP_013616921.1_6735;lcl|NC_027749.1_cds_XP_013616921.1_6735_1;lcl|NC_027749.1_cds_XP_013616922.1_6736;lcl|NC_027749.1_cds_XP_013616922.1_6736_1;lcl|NC_027749.1_cds_XP_013619664.1_6737;lcl|NC_027749.1_cds_XP_013619664.1_6737_1,XP_013616921.1;XP_013616921.1;XP_013616922.1;XP_013616922.1;XP_013619664.1;XP_013619664.1
37,lcl|NC_027749.1_cds_XP_013616942.1_6848;lcl|NC_027749.1_cds_XP_013616942.1_6848_1;lcl|NC_027749.1_cds_XP_013616943.1_6849;lcl|NC_027749.1_cds_XP_013616943.1_6849_1;lcl|NC_027749.1_cds_XP_013616944.1_6850;lcl|NC_027749.1_cds_XP_013616944.1_6850_1,XP_013616942.1;XP_013616942.1;XP_013616943.1;XP_013616943.1;XP_013616944.1;XP_013616944.1
38,lcl|NC_027749.1_cds_XP_013621611.1_7110;lcl|NC_027749.1_cds_XP_013621611.1_7110_1;lcl|NC_027749.1_cds_XP_013616995.1_7112;lcl|NC_027749.1_cds_XP_013616995.1_7112_1;lcl|NC_027749.1_cds_XP_013619107.1_7113;lcl|NC_027749.1_cds_XP_013619107.1_7113_1,XP_013621611.1;XP_013621611.1;XP_013616995.1;XP_013616995.1;XP_013619107.1;XP_013619107.1
39,lcl|NC_027749.1_cds_XP_013620845.1_7257;lcl|NC_027749.1_cds_XP_013620845.1_7257_1;lcl|NC_027749.1_cds_XP_013620007.1_7258;lcl|NC_027749.1_cds_XP_013620007.1_7258_1;lcl|NC_027749.1_cds_XP_013620008.1_7259;lcl|NC_027749.1_cds_XP_013620008.1_7259_1;lcl|NC_027749.1_cds_XP_013617030.1_7260;lcl|NC_027749.1_cds_XP_013617030.1_7260_1,XP_013620845.1;XP_013620845.1;XP_013620007.1;XP_013620007.1;XP_013620008.1;XP_013620008.1;XP_013617030.1;XP_013617030.1
40,lcl|NC_027749.1_cds_XP_013617037.1_7301;lcl|NC_027749.1_cds_XP_013617037.1_7301_1;lcl|NC_027749.1_cds_XP_013618304.1_7302;lcl|NC_027749.1_cds_XP_013618304.1_7302_1;lcl|NC_027749.1_cds_XP_013619523.1_7303;lcl|NC_027749.1_cds_XP_013619523.1_7303_1,XP_013617037.1;XP_013617037.1;XP_013618304.1;XP_013618304.1;XP_013619523.1;XP_013619523.1
41,lcl|NC_027749.1_cds_XP_013617043.1_7319;lcl|NC_027749.1_cds_XP_013617043.1_7319_1;lcl|NC_027749.1_cds_XP_013616312.1_7320;lcl|NC_027749.1_cds_XP_013616312.1_7320_1;lcl|NC_027749.1_cds_XP_013617044.1_7321;lcl|NC_027749.1_cds_XP_013617044.1_7321_1,XP_013617043.1;XP_013617043.1;XP_013616312.1;XP_013616312.1;XP_013617044.1;XP_013617044.1
42,lcl|NC_027749.1_cds_XP_013619513.1_7586;lcl|NC_027749.1_cds_XP_013619513.1_7586_1;lcl|NC_027749.1_cds_XP_013618166.1_7588;lcl|NC_027749.1_cds_XP_013618166.1_7588_1;lcl|NC_027749.1_cds_XP_013618397.1_7589;lcl|NC_027749.1_cds_XP_013618397.1_7589_1,XP_013619513.1;XP_013619513.1;XP_013618166.1;XP_013618166.1;XP_013618397.1;XP_013618397.1
43,lcl|NC_027749.1_cds_XP_013612279.1_7606;lcl|NC_027749.1_cds_XP_013612279.1_7606_1;lcl|NC_027749.1_cds_XP_013618880.1_7607;lcl|NC_027749.1_cds_XP_013618880.1_7607_1;lcl|NC_027749.1_cds_XP_013618727.1_7608;lcl|NC_027749.1_cds_XP_013618727.1_7608_1,XP_013612279.1;XP_013612279.1;XP_013618880.1;XP_013618880.1;XP_013618727.1;XP_013618727.1
44,lcl|NC_027749.1_cds_XP_013621412.1_8168;lcl|NC_027749.1_cds_XP_013621412.1_8168_1;lcl|NC_027749.1_cds_XP_013621410.1_8169;lcl|NC_027749.1_cds_XP_013621410.1_8169_1;lcl|NC_027749.1_cds_XP_013615998.1_8173;lcl|NC_027749.1_cds_XP_013615998.1_8173_1,XP_013621412.1;XP_013621412.1;XP_013621410.1;XP_013621410.1;XP_013615998.1;XP_013615998.1
45,lcl|NC_027749.1_cds_XP_013619402.1_8197;lcl|NC_027749.1_cds_XP_013619402.1_8197_1;lcl|NC_027749.1_cds_XP_013616529.1_8200;lcl|NC_027749.1_cds_XP_013616529.1_8200_1;lcl|NC_027749.1_cds_XP_013617249.1_8201;lcl|NC_027749.1_cds_XP_013617249.1_8201_1,XP_013619402.1;XP_013619402.1;XP_013616529.1;XP_013616529.1;XP_013617249.1;XP_013617249.1
46,lcl|NC_027749.1_cds_XP_013621561.1_8240;lcl|NC_027749.1_cds_XP_013621561.1_8240_1;lcl|NC_027749.1_cds_XP_013619930.1_8241;lcl|NC_027749.1_cds_XP_013619930.1_8241_1;lcl|NC_027749.1_cds_XP_013619598.1_8242;lcl|NC_027749.1_cds_XP_013619598.1_8242_1,XP_013621561.1;XP_013621561.1;XP_013619930.1;XP_013619930.1;XP_013619598.1;XP_013619598.1
47,lcl|NC_027749.1_cds_XP_013620158.1_8547;lcl|NC_027749.1_cds_XP_013620158.1_8547_1;lcl|NC_027749.1_cds_XP_013620155.1_8550;lcl|NC_027749.1_cds_XP_013620155.1_8550_1;lcl|NC_027749.1_cds_XP_013620156.1_8551;lcl|NC_027749.1_cds_XP_013620156.1_8551_1;lcl|NC_027749.1_cds_XP_013620159.1_8552;lcl|NC_027749.1_cds_XP_013620159.1_8552_1;lcl|NC_027749.1_cds_XP_013620154.1_8553;lcl|NC_027749.1_cds_XP_013620154.1_8553_1,XP_013620158.1;XP_013620158.1;XP_013620155.1;XP_013620155.1;XP_013620156.1;XP_013620156.1;XP_013620159.1;XP_013620159.1;XP_013620154.1;XP_013620154.1
48,lcl|NC_027749.1_cds_XP_013617392.1_8727;lcl|NC_027749.1_cds_XP_013617392.1_8727_1;lcl|NC_027749.1_cds_XP_013620254.1_8730;lcl|NC_027749.1_cds_XP_013620254.1_8730_1;lcl|NC_027749.1_cds_XP_013618545.1_8732;lcl|NC_027749.1_cds_XP_013618545.1_8732_1,XP_013617392.1;XP_013617392.1;XP_013620254.1;XP_013620254.1;XP_013618545.1;XP_013618545.1
49,lcl|NC_027749.1_cds_XP_013621451.1_8780;lcl|NC_027749.1_cds_XP_013621451.1_8780_1;lcl|NC_027749.1_cds_XP_013614880.1_8781;lcl|NC_027749.1_cds_XP_013614880.1_8781_1;lcl|NC_027749.1_cds_XP_013619860.1_8782;lcl|NC_027749.1_cds_XP_013619860.1_8782_1,XP_013621451.1;XP_013621451.1;XP_013614880.1;XP_013614880.1;XP_013619860.1;XP_013619860.1
50,lcl|NC_027749.1_cds_XP_013617514.1_9040;lcl|NC_027749.1_cds_XP_013617514.1_9040_1;lcl|NC_027749.1_cds_XP_013616532.1_9041;lcl|NC_027749.1_cds_XP_013616532.1_9041_1;lcl|NC_027749.1_cds_XP_013616531.1_9042;lcl|NC_027749.1_cds_XP_013616531.1_9042_1,XP_013617514.1;XP_013617514.1;XP_013616532.1;XP_013616532.1;XP_013616531.1;XP_013616531.1
51,lcl|NC_027749.1_cds_XP_013617531.1_9074;lcl|NC_027749.1_cds_XP_013617531.1_9074_1;lcl|NC_027749.1_cds_XP_013618085.1_9075;lcl|NC_027749.1_cds_XP_013618085.1_9075_1;lcl|NC_027749.1_cds_XP_013621143.1_9076;lcl|NC_027749.1_cds_XP_013621143.1_9076_1,XP_013617531.1;XP_013617531.1;XP_013618085.1;XP_013618085.1;XP_013621143.1;XP_013621143.1
52,lcl|NC_027749.1_cds_XP_013617536.1_9087;lcl|NC_027749.1_cds_XP_013617536.1_9087_1;lcl|NC_027749.1_cds_XP_013620653.1_9089;lcl|NC_027749.1_cds_XP_013620653.1_9089_1;lcl|NC_027749.1_cds_XP_013620570.1_9090;lcl|NC_027749.1_cds_XP_013620570.1_9090_1;lcl|NC_027749.1_cds_XP_013616517.1_9091;lcl|NC_027749.1_cds_XP_013616517.1_9091_1,XP_013617536.1;XP_013617536.1;XP_013620653.1;XP_013620653.1;XP_013620570.1;XP_013620570.1;XP_013616517.1;XP_013616517.1
53,lcl|NC_027749.1_cds_XP_013620882.1_9261;lcl|NC_027749.1_cds_XP_013620882.1_9261_1;lcl|NC_027749.1_cds_XP_013617620.1_9262;lcl|NC_027749.1_cds_XP_013617620.1_9262_1;lcl|NC_027749.1_cds_XP_013617621.1_9263;lcl|NC_027749.1_cds_XP_013617621.1_9263_1,XP_013620882.1;XP_013620882.1;XP_013617620.1;XP_013617620.1;XP_013617621.1;XP_013617621.1
54,lcl|NC_027749.1_cds_XP_013617658.1_9357;lcl|NC_027749.1_cds_XP_013617658.1_9357_1;lcl|NC_027749.1_cds_XP_013616068.1_9358;lcl|NC_027749.1_cds_XP_013616068.1_9358_1;lcl|NC_027749.1_cds_XP_013616169.1_9359;lcl|NC_027749.1_cds_XP_013616169.1_9359_1,XP_013617658.1;XP_013617658.1;XP_013616068.1;XP_013616068.1;XP_013616169.1;XP_013616169.1
55,lcl|NC_027749.1_cds_XP_013617671.1_9419;lcl|NC_027749.1_cds_XP_013617671.1_9419_1;lcl|NC_027749.1_cds_XP_013614739.1_9420;lcl|NC_027749.1_cds_XP_013614739.1_9420_1;lcl|NC_027749.1_cds_XP_013617672.1_9421;lcl|NC_027749.1_cds_XP_013617672.1_9421_1,XP_013617671.1;XP_013617671.1;XP_013614739.1;XP_013614739.1;XP_013617672.1;XP_013617672.1
56,lcl|NC_027749.1_cds_XP_013619910.1_9760;lcl|NC_027749.1_cds_XP_013619910.1_9760_1;lcl|NC_027749.1_cds_XP_013616172.1_9761;lcl|NC_027749.1_cds_XP_013616172.1_9761_1;lcl|NC_027749.1_cds_XP_013618636.1_9762;lcl|NC_027749.1_cds_XP_013618636.1_9762_1,XP_013619910.1;XP_013619910.1;XP_013616172.1;XP_013616172.1;XP_013618636.1;XP_013618636.1
57,lcl|NC_027749.1_cds_XP_013617807.1_9959;lcl|NC_027749.1_cds_XP_013617807.1_9959_1;lcl|NC_027749.1_cds_XP_013616402.1_9960;lcl|NC_027749.1_cds_XP_013616402.1_9960_1;lcl|NC_027749.1_cds_XP_013616401.1_9961;lcl|NC_027749.1_cds_XP_013616401.1_9961_1;lcl|NC_027749.1_cds_XP_013617808.1_9962;lcl|NC_027749.1_cds_XP_013617808.1_9962_1,XP_013617807.1;XP_013617807.1;XP_013616402.1;XP_013616402.1;XP_013616401.1;XP_013616401.1;XP_013617808.1;XP_013617808.1
