potentialBGC	protein_ids	Gene cluster gene accessions
33	lcl|NW_015800066.1_cds_XP_016467843.1_6007_lcl|NW_015800066.1_cds_XP_016467843.1_6007_1;lcl|NW_015800066.1_cds_XP_016467854.1_6008_lcl|NW_015800066.1_cds_XP_016467854.1_6008_1;lcl|NW_015800075.1_cds_XP_016467869.1_6009_lcl|NW_015800075.1_cds_XP_016467869.1_6009_1	XP_016467843.1;XP_016467854.1;XP_016467869.1
34	lcl|NW_015800204.1_cds_XP_016468651.1_6089_lcl|NW_015800204.1_cds_XP_016468651.1_6089_1;lcl|NW_015800204.1_cds_XP_016468632.1_6090_lcl|NW_015800204.1_cds_XP_016468632.1_6090_1;lcl|NW_015800204.1_cds_XP_016468640.1_6091_lcl|NW_015800204.1_cds_XP_016468640.1_6091_1	XP_016468632.1;XP_016468640.1;XP_016468651.1
35	lcl|NW_015800428.1_cds_XP_016469674.1_6168_lcl|NW_015800428.1_cds_XP_016469674.1_6168_1;lcl|NW_015800428.1_cds_XP_016469655.1_6169_lcl|NW_015800428.1_cds_XP_016469655.1_6169_1;lcl|NW_015800439.1_cds_XP_016469698.1_6176_lcl|NW_015800439.1_cds_XP_016469698.1_6176_1	XP_016469655.1;XP_016469674.1;XP_016469698.1
36	lcl|NW_015800619.1_cds_XP_016470724.1_6269_lcl|NW_015800619.1_cds_XP_016470724.1_6269_1;lcl|NW_015800624.1_cds_XP_016470756.1_6270_lcl|NW_015800624.1_cds_XP_016470756.1_6270_1;lcl|NW_015800624.1_cds_XP_016470767.1_6271_lcl|NW_015800624.1_cds_XP_016470767.1_6271_1;lcl|NW_015800624.1_cds_XP_016470736.1_6272_lcl|NW_015800624.1_cds_XP_016470736.1_6272_1	XP_016470724.1;XP_016470736.1;XP_016470756.1;XP_016470767.1
37	lcl|NW_015801643.1_cds_XP_016476315.1_6787_lcl|NW_015801643.1_cds_XP_016476315.1_6787_1;lcl|NW_015801653.1_cds_XP_016476347.1_6791_lcl|NW_015801653.1_cds_XP_016476347.1_6791_1;lcl|NW_015801656.1_cds_XP_016476369.1_6793_lcl|NW_015801656.1_cds_XP_016476369.1_6793_1	XP_016476315.1;XP_016476347.1;XP_016476369.1
38	lcl|NW_015801881.1_cds_XP_016477384.1_6882_lcl|NW_015801881.1_cds_XP_016477384.1_6882_1;lcl|NW_015801881.1_cds_XP_016477393.1_6883_lcl|NW_015801881.1_cds_XP_016477393.1_6883_1;lcl|NW_015801915.1_cds_XP_016477427.1_6886_lcl|NW_015801915.1_cds_XP_016477427.1_6886_1;lcl|NW_015801915.1_cds_XP_016477420.1_6887_lcl|NW_015801915.1_cds_XP_016477420.1_6887_1	XP_016477384.1;XP_016477393.1;XP_016477420.1;XP_016477427.1
39	lcl|NW_015802729.1_cds_XP_016480801.1_7180_lcl|NW_015802729.1_cds_XP_016480801.1_7180_1;lcl|NW_015802736.1_cds_XP_016480836.1_7182_lcl|NW_015802736.1_cds_XP_016480836.1_7182_1;lcl|NW_015802736.1_cds_XP_016480846.1_7183_lcl|NW_015802736.1_cds_XP_016480846.1_7183_1;lcl|NW_015802741.1_cds_XP_016480857.1_7184_lcl|NW_015802741.1_cds_XP_016480857.1_7184_1	XP_016480801.1;XP_016480836.1;XP_016480846.1;XP_016480857.1
40	lcl|NW_015805231.1_cds_XP_016492791.1_8295_lcl|NW_015805231.1_cds_XP_016492791.1_8295_1;lcl|NW_015805231.1_cds_XP_016492779.1_8296_lcl|NW_015805231.1_cds_XP_016492779.1_8296_1;lcl|NW_015805238.1_cds_XP_016492801.1_8297_lcl|NW_015805238.1_cds_XP_016492801.1_8297_1	XP_016492779.1;XP_016492791.1;XP_016492801.1
41	lcl|NW_015805460.1_cds_XP_016493960.1_8417_lcl|NW_015805460.1_cds_XP_016493960.1_8417_2;lcl|NW_015805462.1_cds_XP_016493962.1_8419_lcl|NW_015805462.1_cds_XP_016493962.1_8419_1;lcl|NW_015805464.1_cds_XP_016493965.1_8421_lcl|NW_015805464.1_cds_XP_016493965.1_8421_1	XP_016493960.1;XP_016493962.1;XP_016493965.1
42	lcl|NW_015805777.1_cds_XP_016494078.1_8521_lcl|NW_015805777.1_cds_XP_016494078.1_8521_1;lcl|NW_015805790.1_cds_XP_016494079.1_8522_lcl|NW_015805790.1_cds_XP_016494079.1_8522_1;lcl|NW_015805791.1_cds_XP_016494081.1_8523_lcl|NW_015805791.1_cds_XP_016494081.1_8523_1;lcl|NW_015805791.1_cds_XP_016494080.1_8524_lcl|NW_015805791.1_cds_XP_016494080.1_8524_1	XP_016494078.1;XP_016494079.1;XP_016494080.1;XP_016494081.1
43	lcl|NW_015806403.1_cds_XP_016494321.1_8746_lcl|NW_015806403.1_cds_XP_016494321.1_8746_1;lcl|NW_015806403.1_cds_XP_016494322.1_8747_lcl|NW_015806403.1_cds_XP_016494322.1_8747_1;lcl|NW_015806403.1_cds_XP_016494323.1_8748_lcl|NW_015806403.1_cds_XP_016494323.1_8748_1;lcl|NW_015806403.1_cds_XP_016494324.1_8749_lcl|NW_015806403.1_cds_XP_016494324.1_8749_1	XP_016494321.1;XP_016494322.1;XP_016494323.1;XP_016494324.1
44	lcl|NW_015807186.1_cds_XP_016494750.1_9134_lcl|NW_015807186.1_cds_XP_016494750.1_9134_1;lcl|NW_015807188.1_cds_XP_016494751.1_9135_lcl|NW_015807188.1_cds_XP_016494751.1_9135_1;lcl|NW_015807192.1_cds_XP_016494752.1_9136_lcl|NW_015807192.1_cds_XP_016494752.1_9136_1	XP_016494750.1;XP_016494751.1;XP_016494752.1
45	lcl|NW_015807295.1_cds_XP_016494783.1_9162_lcl|NW_015807295.1_cds_XP_016494783.1_9162_1;lcl|NW_015807295.1_cds_XP_016494782.1_9163_lcl|NW_015807295.1_cds_XP_016494782.1_9163_1;lcl|NW_015807295.1_cds_XP_016494784.1_9164_lcl|NW_015807295.1_cds_XP_016494784.1_9164_1	XP_016494782.1;XP_016494783.1;XP_016494784.1
46	lcl|NW_015807902.1_cds_XP_016495041.1_9395_lcl|NW_015807902.1_cds_XP_016495041.1_9395_1;lcl|NW_015807907.1_cds_XP_016495043.1_9396_lcl|NW_015807907.1_cds_XP_016495043.1_9396_1;lcl|NW_015807910.1_cds_XP_016495045.1_9397_lcl|NW_015807910.1_cds_XP_016495045.1_9397_1	XP_016495041.1;XP_016495043.1;XP_016495045.1
47	lcl|NW_015808276.1_cds_XP_016495254.1_9587_lcl|NW_015808276.1_cds_XP_016495254.1_9587_1;lcl|NW_015808276.1_cds_XP_016495255.1_9588_lcl|NW_015808276.1_cds_XP_016495255.1_9588_1;lcl|NW_015808276.1_cds_XP_016495256.1_9589_lcl|NW_015808276.1_cds_XP_016495256.1_9589_1	XP_016495254.1;XP_016495255.1;XP_016495256.1
48	lcl|NW_015809238.1_cds_XP_016495664.1_9960_lcl|NW_015809238.1_cds_XP_016495664.1_9960_1;lcl|NW_015809239.1_cds_XP_016495665.1_9961_lcl|NW_015809239.1_cds_XP_016495665.1_9961_1;lcl|NW_015809239.1_cds_XP_016495666.1_9962_lcl|NW_015809239.1_cds_XP_016495666.1_9962_1	XP_016495664.1;XP_016495665.1;XP_016495666.1
49	lcl|NW_015809877.1_cds_XP_016495962.1_10233_lcl|NW_015809877.1_cds_XP_016495962.1_10233_1;lcl|NW_015809879.1_cds_XP_016495964.1_10235_lcl|NW_015809879.1_cds_XP_016495964.1_10235_1;lcl|NW_015809886.1_cds_XP_016495968.1_10238_lcl|NW_015809886.1_cds_XP_016495968.1_10238_1	XP_016495962.1;XP_016495964.1;XP_016495968.1
50	lcl|NW_015812402.1_cds_XP_016497138.1_11291_lcl|NW_015812402.1_cds_XP_016497138.1_11291_1;lcl|NW_015812406.1_cds_XP_016497139.1_11292_lcl|NW_015812406.1_cds_XP_016497139.1_11292_1;lcl|NW_015812420.1_cds_XP_016497146.1_11299_lcl|NW_015812420.1_cds_XP_016497146.1_11299_1;lcl|NW_015812420.1_cds_XP_016497147.1_11300_lcl|NW_015812420.1_cds_XP_016497147.1_11300_1	XP_016497138.1;XP_016497139.1;XP_016497146.1;XP_016497147.1
51	lcl|NW_015813086.1_cds_XP_016497406.1_11533_lcl|NW_015813086.1_cds_XP_016497406.1_11533_1;lcl|NW_015813097.1_cds_XP_016497407.1_11534_lcl|NW_015813097.1_cds_XP_016497407.1_11534_1;lcl|NW_015813097.1_cds_XP_016497408.1_11535_lcl|NW_015813097.1_cds_XP_016497408.1_11535_1	XP_016497406.1;XP_016497407.1;XP_016497408.1
52	lcl|NW_015813238.1_cds_XP_016497482.1_11603_lcl|NW_015813238.1_cds_XP_016497482.1_11603_1;lcl|NW_015813263.1_cds_XP_016497483.1_11604_lcl|NW_015813263.1_cds_XP_016497483.1_11604_1;lcl|NW_015813263.1_cds_XP_016497484.1_11605_lcl|NW_015813263.1_cds_XP_016497484.1_11605_1;lcl|NW_015813270.1_cds_XP_016497486.1_11606_lcl|NW_015813270.1_cds_XP_016497486.1_11606_1;lcl|NW_015813270.1_cds_XP_016497487.1_11607_lcl|NW_015813270.1_cds_XP_016497487.1_11607_1;lcl|NW_015813274.1_cds_XP_016497488.1_11609_lcl|NW_015813274.1_cds_XP_016497488.1_11609_1	XP_016497482.1;XP_016497483.1;XP_016497484.1;XP_016497486.1;XP_016497487.1;XP_016497488.1
53	lcl|NW_015814917.1_cds_XP_016498103.1_12169_lcl|NW_015814917.1_cds_XP_016498103.1_12169_1;lcl|NW_015814925.1_cds_XP_016498104.1_12170_lcl|NW_015814925.1_cds_XP_016498104.1_12170_1;lcl|NW_015814935.1_cds_XP_016498105.1_12171_lcl|NW_015814935.1_cds_XP_016498105.1_12171_1	XP_016498103.1;XP_016498104.1;XP_016498105.1
54	lcl|NW_015816060.1_cds_XP_016498600.1_12611_lcl|NW_015816060.1_cds_XP_016498600.1_12611_1;lcl|NW_015816060.1_cds_XP_016498601.1_12612_lcl|NW_015816060.1_cds_XP_016498601.1_12612_1;lcl|NW_015816075.1_cds_XP_016498602.1_12613_lcl|NW_015816075.1_cds_XP_016498602.1_12613_1	XP_016498600.1;XP_016498601.1;XP_016498602.1
55	lcl|NW_015816226.1_cds_XP_016498680.1_12680_lcl|NW_015816226.1_cds_XP_016498680.1_12680_1;lcl|NW_015816226.1_cds_XP_016498679.1_12681_lcl|NW_015816226.1_cds_XP_016498679.1_12681_1;lcl|NW_015816229.1_cds_XP_016498681.1_12682_lcl|NW_015816229.1_cds_XP_016498681.1_12682_1;lcl|NW_015816229.1_cds_XP_016498683.1_12683_lcl|NW_015816229.1_cds_XP_016498683.1_12683_1	XP_016498679.1;XP_016498680.1;XP_016498681.1;XP_016498683.1
56	lcl|NW_015816654.1_cds_XP_016498898.1_12874_lcl|NW_015816654.1_cds_XP_016498898.1_12874_1;lcl|NW_015816659.1_cds_XP_016498899.1_12875_lcl|NW_015816659.1_cds_XP_016498899.1_12875_1;lcl|NW_015816660.1_cds_XP_016498900.1_12876_lcl|NW_015816660.1_cds_XP_016498900.1_12876_1	XP_016498898.1;XP_016498899.1;XP_016498900.1
57	lcl|NW_015816796.1_cds_XP_016498964.1_12936_lcl|NW_015816796.1_cds_XP_016498964.1_12936_1;lcl|NW_015816822.1_cds_XP_016498965.1_12937_lcl|NW_015816822.1_cds_XP_016498965.1_12937_1;lcl|NW_015816844.1_cds_XP_016498974.1_12940_lcl|NW_015816844.1_cds_XP_016498974.1_12940_1	XP_016498964.1;XP_016498965.1;XP_016498974.1
58	lcl|NW_015816992.1_cds_XP_016499034.1_12999_lcl|NW_015816992.1_cds_XP_016499034.1_12999_1;lcl|NW_015816993.1_cds_XP_016499035.1_13000_lcl|NW_015816993.1_cds_XP_016499035.1_13000_1;lcl|NW_015816993.1_cds_XP_016499036.1_13001_lcl|NW_015816993.1_cds_XP_016499036.1_13001_1	XP_016499034.1;XP_016499035.1;XP_016499036.1
59	lcl|NW_015818386.1_cds_XP_016499595.1_13510_lcl|NW_015818386.1_cds_XP_016499595.1_13510_1;lcl|NW_015818392.1_cds_XP_016499606.1_13514_lcl|NW_015818392.1_cds_XP_016499606.1_13514_1;lcl|NW_015818392.1_cds_XP_016499607.1_13515_lcl|NW_015818392.1_cds_XP_016499607.1_13515_1	XP_016499595.1;XP_016499606.1;XP_016499607.1
60	lcl|NW_015818520.1_cds_XP_016499659.1_13560_lcl|NW_015818520.1_cds_XP_016499659.1_13560_1;lcl|NW_015818520.1_cds_XP_016499658.1_13561_lcl|NW_015818520.1_cds_XP_016499658.1_13561_1;lcl|NW_015818529.1_cds_XP_016499661.1_13562_lcl|NW_015818529.1_cds_XP_016499661.1_13562_1;lcl|NW_015818529.1_cds_XP_016499662.1_13563_lcl|NW_015818529.1_cds_XP_016499662.1_13563_1	XP_016499658.1;XP_016499659.1;XP_016499661.1;XP_016499662.1
61	lcl|NW_015821185.1_cds_XP_016500667.1_14474_lcl|NW_015821185.1_cds_XP_016500667.1_14474_1;lcl|NW_015821185.1_cds_XP_016500668.1_14475_lcl|NW_015821185.1_cds_XP_016500668.1_14475_1;lcl|NW_015821185.1_cds_XP_016500671.1_14477_lcl|NW_015821185.1_cds_XP_016500671.1_14477_1	XP_016500667.1;XP_016500668.1;XP_016500671.1
