potentialBGC	protein_ids	Gene cluster gene accessions
11	lcl|NW_023590671.1_cds_XP_012069743.1_2681_lcl|NW_023590671.1_cds_XP_012069743.1_2681_2;lcl|NW_023590671.1_cds_XP_012069740.1_2684_lcl|NW_023590671.1_cds_XP_012069740.1_2684_1;lcl|NW_023590671.1_cds_XP_012069935.1_2685_lcl|NW_023590671.1_cds_XP_012069935.1_2685_1;lcl|NW_023590671.1_cds_XP_012069739.3_2686_lcl|NW_023590671.1_cds_XP_012069739.3_2686_1;lcl|NW_023590671.1_cds_XP_037497099.1_2687_lcl|NW_023590671.1_cds_XP_037497099.1_2687_2	XP_012069739.3;XP_012069740.1;XP_012069743.1;XP_012069935.1;XP_037497099.1
12	lcl|NW_023590681.1_cds_XP_012067849.1_3134_lcl|NW_023590681.1_cds_XP_012067849.1_3134_1;lcl|NW_023590681.1_cds_XP_012067851.1_3135_lcl|NW_023590681.1_cds_XP_012067851.1_3135_1;lcl|NW_023590681.1_cds_XP_012067850.1_3136_lcl|NW_023590681.1_cds_XP_012067850.1_3136_1	XP_012067849.1;XP_012067850.1;XP_012067851.1
13	lcl|NW_023590694.1_cds_XP_037491054.1_3474_lcl|NW_023590694.1_cds_XP_037491054.1_3474_1;lcl|NW_023590695.1_cds_XP_037491055.1_3475_lcl|NW_023590695.1_cds_XP_037491055.1_3475_1;lcl|NW_023590697.1_cds_XP_012067064.1_3476_lcl|NW_023590697.1_cds_XP_012067064.1_3476_1	XP_012067064.1;XP_037491054.1;XP_037491055.1
14	lcl|NW_023590739.1_cds_XP_012066470.1_4138_lcl|NW_023590739.1_cds_XP_012066470.1_4138_1;lcl|NW_023590739.1_cds_XP_012066519.1_4140_lcl|NW_023590739.1_cds_XP_012066519.1_4140_1;lcl|NW_023590739.1_cds_XP_012087803.1_4141_lcl|NW_023590739.1_cds_XP_012087803.1_4141_1	XP_012066470.1;XP_012066519.1;XP_012087803.1
15	lcl|NW_023590739.1_cds_XP_012069826.1_4525_lcl|NW_023590739.1_cds_XP_012069826.1_4525_1;lcl|NW_023590739.1_cds_XP_012069827.1_4526_lcl|NW_023590739.1_cds_XP_012069827.1_4526_1;lcl|NW_023590739.1_cds_XP_012069828.2_4527_lcl|NW_023590739.1_cds_XP_012069828.2_4527_1;lcl|NW_023590739.1_cds_XP_012069829.1_4528_lcl|NW_023590739.1_cds_XP_012069829.1_4528_1	XP_012069826.1;XP_012069827.1;XP_012069828.2;XP_012069829.1
16	lcl|NW_023590787.1_cds_XP_012089068.1_5460_lcl|NW_023590787.1_cds_XP_012089068.1_5460_1;lcl|NW_023590787.1_cds_XP_012089070.1_5461_lcl|NW_023590787.1_cds_XP_012089070.1_5461_1;lcl|NW_023590787.1_cds_XP_012089077.1_5467_lcl|NW_023590787.1_cds_XP_012089077.1_5467_1	XP_012089068.1;XP_012089070.1;XP_012089077.1
17	lcl|NW_023590789.1_cds_XP_012066488.1_5761_lcl|NW_023590789.1_cds_XP_012066488.1_5761_1;lcl|NW_023590789.1_cds_XP_012066487.1_5762_lcl|NW_023590789.1_cds_XP_012066487.1_5762_1;lcl|NW_023590789.1_cds_NP_001292933.1_5763_lcl|NW_023590789.1_cds_NP_001292933.1_5763_1;lcl|NW_023590789.1_cds_XP_037492205.1_5765_lcl|NW_023590789.1_cds_XP_037492205.1_5765_1	NP_001292933.1;XP_012066487.1;XP_012066488.1;XP_037492205.1
18	lcl|NW_023590789.1_cds_XP_012093034.1_6391_lcl|NW_023590789.1_cds_XP_012093034.1_6391_1;lcl|NW_023590789.1_cds_XP_012093059.1_6392_lcl|NW_023590789.1_cds_XP_012093059.1_6392_1;lcl|NW_023590789.1_cds_XP_037491665.1_6393_lcl|NW_023590789.1_cds_XP_037491665.1_6393_1;lcl|NW_023590789.1_cds_XP_037492096.1_6394_lcl|NW_023590789.1_cds_XP_037492096.1_6394_1	XP_012093034.1;XP_012093059.1;XP_037491665.1;XP_037492096.1
19	lcl|NW_023590789.1_cds_XP_012090414.1_6618_lcl|NW_023590789.1_cds_XP_012090414.1_6618_1;lcl|NW_023590789.1_cds_XP_012090412.1_6623_lcl|NW_023590789.1_cds_XP_012090412.1_6623_1;lcl|NW_023590789.1_cds_XP_037492097.1_6624_lcl|NW_023590789.1_cds_XP_037492097.1_6624_1	XP_012090412.1;XP_012090414.1;XP_037492097.1
20	lcl|NW_023590789.1_cds_XP_037491682.1_6784_lcl|NW_023590789.1_cds_XP_037491682.1_6784_1;lcl|NW_023590789.1_cds_XP_012085839.2_6785_lcl|NW_023590789.1_cds_XP_012085839.2_6785_1;lcl|NW_023590789.1_cds_XP_012085152.1_6786_lcl|NW_023590789.1_cds_XP_012085152.1_6786_1	XP_012085152.1;XP_012085839.2;XP_037491682.1
21	lcl|NW_023590789.1_cds_XP_012085761.1_6979_lcl|NW_023590789.1_cds_XP_012085761.1_6979_1;lcl|NW_023590789.1_cds_XP_012085762.1_6980_lcl|NW_023590789.1_cds_XP_012085762.1_6980_1;lcl|NW_023590789.1_cds_XP_012085763.2_6981_lcl|NW_023590789.1_cds_XP_012085763.2_6981_2	XP_012085761.1;XP_012085762.1;XP_012085763.2
22	lcl|NW_023590789.1_cds_XP_037492138.1_7405_lcl|NW_023590789.1_cds_XP_037492138.1_7405_1;lcl|NW_023590789.1_cds_XP_037492137.1_7406_lcl|NW_023590789.1_cds_XP_037492137.1_7406_1;lcl|NW_023590789.1_cds_XP_037491747.1_7407_lcl|NW_023590789.1_cds_XP_037491747.1_7407_1	XP_037491747.1;XP_037492137.1;XP_037492138.1
23	lcl|NW_023590789.1_cds_XP_037491920.1_7425_lcl|NW_023590789.1_cds_XP_037491920.1_7425_1;lcl|NW_023590789.1_cds_XP_012081707.2_7426_lcl|NW_023590789.1_cds_XP_012081707.2_7426_1;lcl|NW_023590789.1_cds_XP_012081736.1_7427_lcl|NW_023590789.1_cds_XP_012081736.1_7427_1	XP_012081707.2;XP_012081736.1;XP_037491920.1
24	lcl|NW_023590789.1_cds_XP_012084254.1_7513_lcl|NW_023590789.1_cds_XP_012084254.1_7513_1;lcl|NW_023590789.1_cds_XP_012084063.1_7514_lcl|NW_023590789.1_cds_XP_012084063.1_7514_1;lcl|NW_023590789.1_cds_XP_012084255.2_7515_lcl|NW_023590789.1_cds_XP_012084255.2_7515_1;lcl|NW_023590789.1_cds_XP_012084064.1_7516_lcl|NW_023590789.1_cds_XP_012084064.1_7516_1	XP_012084063.1;XP_012084064.1;XP_012084254.1;XP_012084255.2
25	lcl|NW_023590789.1_cds_XP_037491805.1_7627_lcl|NW_023590789.1_cds_XP_037491805.1_7627_1;lcl|NW_023590789.1_cds_XP_020533786.2_7628_lcl|NW_023590789.1_cds_XP_020533786.2_7628_1;lcl|NW_023590789.1_cds_XP_012075164.1_7629_lcl|NW_023590789.1_cds_XP_012075164.1_7629_1	XP_012075164.1;XP_020533786.2;XP_037491805.1
26	lcl|NW_023590789.1_cds_XP_012081816.2_7677_lcl|NW_023590789.1_cds_XP_012081816.2_7677_1;lcl|NW_023590789.1_cds_XP_012081825.2_7678_lcl|NW_023590789.1_cds_XP_012081825.2_7678_1;lcl|NW_023590789.1_cds_XP_012081815.1_7679_lcl|NW_023590789.1_cds_XP_012081815.1_7679_1	XP_012081815.1;XP_012081816.2;XP_012081825.2
27	lcl|NW_023590789.1_cds_XP_012077940.1_7768_lcl|NW_023590789.1_cds_XP_012077940.1_7768_1;lcl|NW_023590789.1_cds_NP_001295630.1_7774_lcl|NW_023590789.1_cds_NP_001295630.1_7774_1;lcl|NW_023590789.1_cds_XP_012077933.2_7776_lcl|NW_023590789.1_cds_XP_012077933.2_7776_1	NP_001295630.1;XP_012077933.2;XP_012077940.1
28	lcl|NW_023590789.1_cds_XP_012088148.1_7795_lcl|NW_023590789.1_cds_XP_012088148.1_7795_1;lcl|NW_023590789.1_cds_XP_012088147.1_7796_lcl|NW_023590789.1_cds_XP_012088147.1_7796_5;lcl|NW_023590789.1_cds_XP_037492038.1_7797_lcl|NW_023590789.1_cds_XP_037492038.1_7797_2	XP_012088147.1;XP_012088148.1;XP_037492038.1
29	lcl|NW_023590789.1_cds_XP_012080440.1_7943_lcl|NW_023590789.1_cds_XP_012080440.1_7943_1;lcl|NW_023590789.1_cds_XP_012080438.1_7944_lcl|NW_023590789.1_cds_XP_012080438.1_7944_1;lcl|NW_023590789.1_cds_XP_012080437.1_7945_lcl|NW_023590789.1_cds_XP_012080437.1_7945_1	XP_012080437.1;XP_012080438.1;XP_012080440.1
30	lcl|NW_023590796.1_cds_XP_012076356.1_8121_lcl|NW_023590796.1_cds_XP_012076356.1_8121_1;lcl|NW_023590796.1_cds_XP_012076364.1_8122_lcl|NW_023590796.1_cds_XP_012076364.1_8122_1;lcl|NW_023590796.1_cds_XP_012076363.1_8123_lcl|NW_023590796.1_cds_XP_012076363.1_8123_1	XP_012076356.1;XP_012076363.1;XP_012076364.1
31	lcl|NW_023590806.1_cds_XP_037492406.1_8297_lcl|NW_023590806.1_cds_XP_037492406.1_8297_1;lcl|NW_023590806.1_cds_XP_037492412.1_8298_lcl|NW_023590806.1_cds_XP_037492412.1_8298_1;lcl|NW_023590806.1_cds_XP_012074341.1_8300_lcl|NW_023590806.1_cds_XP_012074341.1_8300_1	XP_012074341.1;XP_037492406.1;XP_037492412.1
32	lcl|NW_023590816.1_cds_XP_012092222.1_8768_lcl|NW_023590816.1_cds_XP_012092222.1_8768_1;lcl|NW_023590816.1_cds_XP_012092223.1_8769_lcl|NW_023590816.1_cds_XP_012092223.1_8769_1;lcl|NW_023590816.1_cds_XP_020541318.1_8770_lcl|NW_023590816.1_cds_XP_020541318.1_8770_1	XP_012092222.1;XP_012092223.1;XP_020541318.1
33	lcl|NW_023590816.1_cds_XP_012070292.1_8882_lcl|NW_023590816.1_cds_XP_012070292.1_8882_1;lcl|NW_023590816.1_cds_XP_037492497.1_8883_lcl|NW_023590816.1_cds_XP_037492497.1_8883_1;lcl|NW_023590816.1_cds_XP_037492496.1_8884_lcl|NW_023590816.1_cds_XP_037492496.1_8884_1;lcl|NW_023590816.1_cds_XP_012070289.1_8885_lcl|NW_023590816.1_cds_XP_012070289.1_8885_1;lcl|NW_023590816.1_cds_XP_037492495.1_8886_lcl|NW_023590816.1_cds_XP_037492495.1_8886_1;lcl|NW_023590816.1_cds_XP_037492498.1_8887_lcl|NW_023590816.1_cds_XP_037492498.1_8887_1;lcl|NW_023590816.1_cds_XP_012070293.1_8888_lcl|NW_023590816.1_cds_XP_012070293.1_8888_1	XP_012070289.1;XP_012070292.1;XP_012070293.1;XP_037492495.1;XP_037492496.1;XP_037492497.1;XP_037492498.1
34	lcl|NW_023590816.1_cds_XP_012070311.1_8919_lcl|NW_023590816.1_cds_XP_012070311.1_8919_1;lcl|NW_023590816.1_cds_XP_012070312.1_8920_lcl|NW_023590816.1_cds_XP_012070312.1_8920_1;lcl|NW_023590816.1_cds_XP_020534405.1_8921_lcl|NW_023590816.1_cds_XP_020534405.1_8921_1;lcl|NW_023590816.1_cds_XP_012070313.1_8922_lcl|NW_023590816.1_cds_XP_012070313.1_8922_1	XP_012070311.1;XP_012070312.1;XP_012070313.1;XP_020534405.1
35	lcl|NW_023590822.1_cds_XP_012072790.1_9028_lcl|NW_023590822.1_cds_XP_012072790.1_9028_1;lcl|NW_023590822.1_cds_XP_012072771.1_9030_lcl|NW_023590822.1_cds_XP_012072771.1_9030_1;lcl|NW_023590822.1_cds_XP_020535096.2_9031_lcl|NW_023590822.1_cds_XP_020535096.2_9031_1	XP_012072771.1;XP_012072790.1;XP_020535096.2
36	lcl|NW_023590825.1_cds_XP_012072693.1_9111_lcl|NW_023590825.1_cds_XP_012072693.1_9111_1;lcl|NW_023590825.1_cds_XP_037492631.1_9112_lcl|NW_023590825.1_cds_XP_037492631.1_9112_1;lcl|NW_023590825.1_cds_XP_012075465.1_9113_lcl|NW_023590825.1_cds_XP_012075465.1_9113_1	XP_012072693.1;XP_012075465.1;XP_037492631.1
37	lcl|NW_023590825.1_cds_XP_012071093.1_9217_lcl|NW_023590825.1_cds_XP_012071093.1_9217_1;lcl|NW_023590825.1_cds_XP_012067619.1_9221_lcl|NW_023590825.1_cds_XP_012067619.1_9221_1;lcl|NW_023590825.1_cds_XP_012067620.1_9222_lcl|NW_023590825.1_cds_XP_012067620.1_9222_1	XP_012067619.1;XP_012067620.1;XP_012071093.1
38	lcl|NW_023590831.1_cds_XP_037492722.1_9432_lcl|NW_023590831.1_cds_XP_037492722.1_9432_1;lcl|NW_023590831.1_cds_XP_037492723.1_9433_lcl|NW_023590831.1_cds_XP_037492723.1_9433_1;lcl|NW_023590831.1_cds_XP_037492724.1_9434_lcl|NW_023590831.1_cds_XP_037492724.1_9434_1;lcl|NW_023590831.1_cds_XP_037492725.1_9435_lcl|NW_023590831.1_cds_XP_037492725.1_9435_1;lcl|NW_023590831.1_cds_XP_037492696.1_9436_lcl|NW_023590831.1_cds_XP_037492696.1_9436_1	XP_037492696.1;XP_037492722.1;XP_037492723.1;XP_037492724.1;XP_037492725.1
39	lcl|NW_023590831.1_cds_XP_020540505.1_9579_lcl|NW_023590831.1_cds_XP_020540505.1_9579_1;lcl|NW_023590831.1_cds_XP_012087519.1_9580_lcl|NW_023590831.1_cds_XP_012087519.1_9580_1;lcl|NW_023590831.1_cds_XP_012087523.1_9581_lcl|NW_023590831.1_cds_XP_012087523.1_9581_1;lcl|NW_023590831.1_cds_XP_020539804.1_9582_lcl|NW_023590831.1_cds_XP_020539804.1_9582_1	XP_012087519.1;XP_012087523.1;XP_020539804.1;XP_020540505.1
40	lcl|NW_023590833.1_cds_XP_012079677.1_9669_lcl|NW_023590833.1_cds_XP_012079677.1_9669_1;lcl|NW_023590833.1_cds_XP_020536920.1_9670_lcl|NW_023590833.1_cds_XP_020536920.1_9670_1;lcl|NW_023590833.1_cds_XP_012079689.1_9671_lcl|NW_023590833.1_cds_XP_012079689.1_9671_1	XP_012079677.1;XP_012079689.1;XP_020536920.1
41	lcl|NW_023590858.1_cds_XP_012066882.1_9939_lcl|NW_023590858.1_cds_XP_012066882.1_9939_1;lcl|NW_023590858.1_cds_XP_037492841.1_9940_lcl|NW_023590858.1_cds_XP_037492841.1_9940_1;lcl|NW_023590859.1_cds_XP_012074254.1_9941_lcl|NW_023590859.1_cds_XP_012074254.1_9941_1	XP_012066882.1;XP_012074254.1;XP_037492841.1
42	lcl|NW_023590873.1_cds_XP_012085786.1_10022_lcl|NW_023590873.1_cds_XP_012085786.1_10022_1;lcl|NW_023590873.1_cds_XP_012085785.1_10023_lcl|NW_023590873.1_cds_XP_012085785.1_10023_1;lcl|NW_023590873.1_cds_XP_012085784.1_10024_lcl|NW_023590873.1_cds_XP_012085784.1_10024_1	XP_012085784.1;XP_012085785.1;XP_012085786.1
43	lcl|NW_023590879.1_cds_XP_012081721.1_10064_lcl|NW_023590879.1_cds_XP_012081721.1_10064_1;lcl|NW_023590879.1_cds_XP_012081606.1_10065_lcl|NW_023590879.1_cds_XP_012081606.1_10065_1;lcl|NW_023590879.1_cds_XP_012081609.1_10068_lcl|NW_023590879.1_cds_XP_012081609.1_10068_1	XP_012081606.1;XP_012081609.1;XP_012081721.1
44	lcl|NW_023590888.1_cds_XP_037492916.1_10185_lcl|NW_023590888.1_cds_XP_037492916.1_10185_1;lcl|NW_023590888.1_cds_XP_037492915.1_10186_lcl|NW_023590888.1_cds_XP_037492915.1_10186_1;lcl|NW_023590888.1_cds_XP_012065138.1_10187_lcl|NW_023590888.1_cds_XP_012065138.1_10187_1;lcl|NW_023590889.1_cds_XP_037492917.1_10188_lcl|NW_023590889.1_cds_XP_037492917.1_10188_1	XP_012065138.1;XP_037492915.1;XP_037492916.1;XP_037492917.1
45	lcl|NW_023590890.1_cds_XP_012091114.1_10198_lcl|NW_023590890.1_cds_XP_012091114.1_10198_1;lcl|NW_023590890.1_cds_XP_012091113.1_10199_lcl|NW_023590890.1_cds_XP_012091113.1_10199_1;lcl|NW_023590890.1_cds_XP_012091213.1_10200_lcl|NW_023590890.1_cds_XP_012091213.1_10200_1	XP_012091113.1;XP_012091114.1;XP_012091213.1
46	lcl|NW_023590909.1_cds_XP_012076976.1_10498_lcl|NW_023590909.1_cds_XP_012076976.1_10498_1;lcl|NW_023590909.1_cds_XP_012076982.1_10504_lcl|NW_023590909.1_cds_XP_012076982.1_10504_1;lcl|NW_023590909.1_cds_XP_020536325.1_10505_lcl|NW_023590909.1_cds_XP_020536325.1_10505_1	XP_012076976.1;XP_012076982.1;XP_020536325.1
47	lcl|NW_023590909.1_cds_XP_020536507.1_10733_lcl|NW_023590909.1_cds_XP_020536507.1_10733_1;lcl|NW_023590909.1_cds_XP_012076684.1_10735_lcl|NW_023590909.1_cds_XP_012076684.1_10735_1;lcl|NW_023590909.1_cds_XP_012076685.2_10736_lcl|NW_023590909.1_cds_XP_012076685.2_10736_1	XP_012076684.1;XP_012076685.2;XP_020536507.1
48	lcl|NW_023590909.1_cds_XP_012087022.1_11272_lcl|NW_023590909.1_cds_XP_012087022.1_11272_1;lcl|NW_023590909.1_cds_XP_012087024.1_11274_lcl|NW_023590909.1_cds_XP_012087024.1_11274_1;lcl|NW_023590909.1_cds_XP_012087026.1_11275_lcl|NW_023590909.1_cds_XP_012087026.1_11275_1	XP_012087022.1;XP_012087024.1;XP_012087026.1
49	lcl|NW_023590909.1_cds_XP_012071686.1_11431_lcl|NW_023590909.1_cds_XP_012071686.1_11431_1;lcl|NW_023590909.1_cds_XP_012071685.1_11432_lcl|NW_023590909.1_cds_XP_012071685.1_11432_1;lcl|NW_023590909.1_cds_XP_012071684.1_11433_lcl|NW_023590909.1_cds_XP_012071684.1_11433_1;lcl|NW_023590909.1_cds_XP_012071682.1_11435_lcl|NW_023590909.1_cds_XP_012071682.1_11435_1;lcl|NW_023590909.1_cds_XP_012071678.1_11436_lcl|NW_023590909.1_cds_XP_012071678.1_11436_1	XP_012071678.1;XP_012071682.1;XP_012071684.1;XP_012071685.1;XP_012071686.1
50	lcl|NW_023590928.1_cds_XP_012083848.1_11675_lcl|NW_023590928.1_cds_XP_012083848.1_11675_1;lcl|NW_023590928.1_cds_XP_012083530.1_11676_lcl|NW_023590928.1_cds_XP_012083530.1_11676_1;lcl|NW_023590928.1_cds_XP_012083531.1_11677_lcl|NW_023590928.1_cds_XP_012083531.1_11677_1	XP_012083530.1;XP_012083531.1;XP_012083848.1
51	lcl|NW_023590928.1_cds_XP_020538347.1_11688_lcl|NW_023590928.1_cds_XP_020538347.1_11688_1;lcl|NW_023590928.1_cds_XP_020538346.1_11689_lcl|NW_023590928.1_cds_XP_020538346.1_11689_1;lcl|NW_023590928.1_cds_XP_012083543.1_11690_lcl|NW_023590928.1_cds_XP_012083543.1_11690_1	XP_012083543.1;XP_020538346.1;XP_020538347.1
52	lcl|NW_023590944.1_cds_XP_012082056.1_11844_lcl|NW_023590944.1_cds_XP_012082056.1_11844_1;lcl|NW_023590944.1_cds_XP_012082155.3_11845_lcl|NW_023590944.1_cds_XP_012082155.3_11845_1;lcl|NW_023590944.1_cds_XP_037493288.1_11846_lcl|NW_023590944.1_cds_XP_037493288.1_11846_1;lcl|NW_023590944.1_cds_XP_037493288.1_11846_lcl|NW_023590944.1_cds_XP_037493288.1_11846_2;lcl|NW_023590944.1_cds_XP_037493288.1_11846_lcl|NW_023590944.1_cds_XP_037493288.1_11846_3	XP_012082056.1;XP_012082155.3;XP_037493288.1
53	lcl|NW_023590955.1_cds_XP_012072157.1_12173_lcl|NW_023590955.1_cds_XP_012072157.1_12173_1;lcl|NW_023590955.1_cds_XP_012072155.1_12174_lcl|NW_023590955.1_cds_XP_012072155.1_12174_1;lcl|NW_023590955.1_cds_XP_037493383.1_12175_lcl|NW_023590955.1_cds_XP_037493383.1_12175_1	XP_012072155.1;XP_012072157.1;XP_037493383.1
54	lcl|NW_023590955.1_cds_XP_012072138.2_12192_lcl|NW_023590955.1_cds_XP_012072138.2_12192_1;lcl|NW_023590955.1_cds_XP_012072137.1_12193_lcl|NW_023590955.1_cds_XP_012072137.1_12193_1;lcl|NW_023590955.1_cds_NP_001306851.1_12194_lcl|NW_023590955.1_cds_NP_001306851.1_12194_1	NP_001306851.1;XP_012072137.1;XP_012072138.2
55	lcl|NW_023590956.1_cds_XP_020536614.1_12446_lcl|NW_023590956.1_cds_XP_020536614.1_12446_1;lcl|NW_023590956.1_cds_XP_012076464.1_12447_lcl|NW_023590956.1_cds_XP_012076464.1_12447_1;lcl|NW_023590956.1_cds_XP_037493522.1_12448_lcl|NW_023590956.1_cds_XP_037493522.1_12448_1;lcl|NW_023590956.1_cds_XP_012076466.1_12449_lcl|NW_023590956.1_cds_XP_012076466.1_12449_1	XP_012076464.1;XP_012076466.1;XP_020536614.1;XP_037493522.1
56	lcl|NW_023590956.1_cds_XP_037493603.1_12798_lcl|NW_023590956.1_cds_XP_037493603.1_12798_1;lcl|NW_023590956.1_cds_XP_037493414.1_12799_lcl|NW_023590956.1_cds_XP_037493414.1_12799_1;lcl|NW_023590956.1_cds_XP_012075156.2_12800_lcl|NW_023590956.1_cds_XP_012075156.2_12800_1	XP_012075156.2;XP_037493414.1;XP_037493603.1
57	lcl|NW_023590956.1_cds_XP_037493496.1_13078_lcl|NW_023590956.1_cds_XP_037493496.1_13078_1;lcl|NW_023590956.1_cds_XP_037493497.1_13079_lcl|NW_023590956.1_cds_XP_037493497.1_13079_1;lcl|NW_023590956.1_cds_XP_037493664.1_13080_lcl|NW_023590956.1_cds_XP_037493664.1_13080_1	XP_037493496.1;XP_037493497.1;XP_037493664.1
58	lcl|NW_023590956.1_cds_XP_012066006.1_13161_lcl|NW_023590956.1_cds_XP_012066006.1_13161_1;lcl|NW_023590956.1_cds_XP_012065999.1_13162_lcl|NW_023590956.1_cds_XP_012065999.1_13162_1;lcl|NW_023590956.1_cds_XP_012065992.1_13163_lcl|NW_023590956.1_cds_XP_012065992.1_13163_1;lcl|NW_023590956.1_cds_XP_012065985.1_13164_lcl|NW_023590956.1_cds_XP_012065985.1_13164_1	XP_012065985.1;XP_012065992.1;XP_012065999.1;XP_012066006.1
59	lcl|NW_023590956.1_cds_XP_012073661.1_13345_lcl|NW_023590956.1_cds_XP_012073661.1_13345_1;lcl|NW_023590956.1_cds_XP_012073663.2_13347_lcl|NW_023590956.1_cds_XP_012073663.2_13347_1;lcl|NW_023590956.1_cds_XP_012073666.2_13348_lcl|NW_023590956.1_cds_XP_012073666.2_13348_1;lcl|NW_023590956.1_cds_XP_012073665.1_13349_lcl|NW_023590956.1_cds_XP_012073665.1_13349_1;lcl|NW_023590956.1_cds_XP_012073664.2_13350_lcl|NW_023590956.1_cds_XP_012073664.2_13350_1;lcl|NW_023590956.1_cds_XP_012073667.1_13351_lcl|NW_023590956.1_cds_XP_012073667.1_13351_1	XP_012073661.1;XP_012073663.2;XP_012073664.2;XP_012073665.1;XP_012073666.2;XP_012073667.1
60	lcl|NW_023590973.1_cds_XP_012081502.1_13999_lcl|NW_023590973.1_cds_XP_012081502.1_13999_1;lcl|NW_023590973.1_cds_XP_037493874.1_14001_lcl|NW_023590973.1_cds_XP_037493874.1_14001_1;lcl|NW_023590973.1_cds_XP_012081532.2_14002_lcl|NW_023590973.1_cds_XP_012081532.2_14002_1;lcl|NW_023590973.1_cds_XP_037493875.1_14003_lcl|NW_023590973.1_cds_XP_037493875.1_14003_1;lcl|NW_023590973.1_cds_XP_037493803.1_14004_lcl|NW_023590973.1_cds_XP_037493803.1_14004_1	XP_012081502.1;XP_012081532.2;XP_037493803.1;XP_037493874.1;XP_037493875.1
