potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
12	Fatty_acid-Mate	106102690	106347623	244930	2OG-FeII_Oxy, DIOX_N, FA_hydroxylase, MatE, p450	-	NC_079488.1	LOC110785503;LOC11078_767;LOC110784687;LOC110785518;LOC11078_768;LOC110784889;LOC110784695;LOC110785537;LOC11078_769;LOC11078_770;LOC11078_771;LOC110785558;LOC110785568;LOC110785578;LOC110785586;LOC110785594;LOC110785600;LOC110785610;LOC110784908;LOC11078_772;LOC110785617;LOC110785624	XP_056693653.1;XP_021845649.1;XP_056692267.1;XP_021845665.1;XP_021845672.1;XP_021845032.1;XP_056693655.1;XP_021845684.2;XP_021845691.2;XP_021845699.1;XP_056693656.1;XP_021845711.1;XP_021845722.2;XP_021845734.1;XP_021845746.2;XP_021845759.1;XP_021845772.2;XP_021845784.1;XP_056693658.1;XP_056693659.1;XP_021845796.1;XP_021845808.1	
13	Lignan-Saccharide	106735458	106818927	83470	Dirigent, UDPGT_2, p450	-	NC_079488.1	LOC130467163;LOC110784956;LOC110784946;LOC11078_799;LOC110784965;LOC110786031;LOC110786042;LOC11078_800;LOC11078_801;LOC110786080;LOC11078_808;LOC110784974;LOC11078_802;LOC11078_803;LOC11078_804;LOC11078_805;LOC11078_806;LOC11078_807;LOC110784991;LOC110785001;LOC110785012	XP_056691572.1;XP_056693673.1;XP_021845079.1;XP_056691573.1;XP_021845103.1;XP_021846235.2;XP_021846274.2;XP_021846243.2;XP_021846264.2;XP_056693681.1;XP_056693679.1;XP_056693680.1;XP_021845114.2;XP_056693674.1;XP_056693675.1;XP_056693676.1;XP_056693677.1;XP_056693678.1;XP_021845129.1;XP_021845137.1;XP_021845147.1	
14	Putative	1462042	1518836	56790	2OG-FeII_Oxy, Abhydrolase_3, DIOX_N	-	NC_079489.1	LOC110799291;LOC130470738;LOC13047_37;LOC110799287;LOC11079_1364;LOC130469588;LOC110799289;LOC110799282;LOC110799290;LOC110799288;LOC110799281	XP_021860211.2;XP_056697235.1;XP_056697236.1;XP_021860207.1;XP_021860206.1;XP_056694938.1;XP_056694939.1;XP_021860202.2;XP_021860210.2;XP_021860209.1;XP_021860201.2	
15	Saccharide	11809153	11955474	146320	ADH_N, ADH_zinc_N, Abhydrolase_3, Amino_oxidase, Glyco_hydro_1, oMT	-	NC_079489.1	LOC110800417;LOC11080_1162;LOC11080_1163;LOC11080_1164;LOC11080_1165;LOC110800418;LOC110800419;LOC110800420;LOC130470581;LOC110800421;LOC110800423;LOC11080_1166	XP_021861412.1;XP_021861413.1;XP_021861414.1;XP_021861415.1;XP_056696951.1;XP_021861416.1;XP_056695622.1;XP_021861418.2;XP_056696953.1;XP_021861419.2;XP_021861420.2;XP_056695625.1	
16	Alkaloid	26824798	27037907	213110	Cu_amine_oxid, Lipoxygenase	-	NC_079489.1	LOC110782433;LOC11078_1069;LOC110782435;LOC110782434;LOC130470698;LOC130470700;LOC110782282;LOC110782284;LOC110782285;LOC110782436;LOC110782437	XP_021842276.1;XP_056694269.1;XP_021842278.2;XP_021842277.1;XP_056697202.1;XP_056697203.1;XP_021842092.1;XP_021842093.1;XP_021842094.1;XP_021842280.2;XP_021842281.1	
17	Saccharide-Terpene	154236853	154309769	72920	Terpene_synth, Terpene_synth_C, UDPGT_2, p450	*saccharide	NC_079489.1	LOC110788066;LOC11078_1282;LOC110788065;LOC110788033;LOC110788063;LOC110788061;LOC110788059;LOC11078_1283;LOC110788058	XP_021848402.1;XP_056694673.1;XP_021848401.1;XP_056694787.1;XP_021848400.1;XP_021848399.1;XP_021848398.1;XP_021848397.1;XP_021848396.1	
18	Fatty_acid	28128203	28409950	281750	2OG-FeII_Oxy, AMP-binding, DIOX_N, Transferase	-	NC_079490.1	LOC130471449;LOC110787827;LOC11078_1816;LOC110787826;LOC110787836;LOC11078_1818;LOC11078_1819;LOC11078_1817;LOC110787834	XP_056697555.1;XP_021848163.2;XP_056683467.1;XP_021848161.1;XP_021848171.2;XP_056683258.1;XP_056683259.1;XP_056683257.1;XP_021848170.1	
19	Saccharide	40445702	40964531	518830	AMP-binding, Amino_oxidase, Glycos_transf_1, SQS_PSY	-	NC_079490.1	LOC110798217;LOC110798215;LOC11079_2003;LOC11079_2004;LOC110798214;LOC110798223;LOC110798225;LOC11079_2005;LOC110778963;LOC110795332;LOC11079_2006;LOC11079_2007;LOC110795334;LOC110795336;LOC11079_2008;LOC11079_2009;LOC11079_2010;LOC11079_2011;LOC11079_2012;LOC11079_2013;LOC11079_2014;LOC11079_2015;LOC11079_2016;LOC11079_2017;LOC11079_2018;LOC11079_2019;LOC11079_2020;LOC11079_2021;LOC11079_2022;LOC11079_2023;LOC11079_2024;LOC11079_2025;LOC11079_2026;LOC11079_2028;LOC11079_2027;LOC110795337	XP_021859078.1;XP_021859073.1;XP_021859074.1;XP_021859075.1;XP_021859072.1;XP_056682549.1;XP_021859093.1;XP_056699823.1;XP_021839188.1;XP_021856026.1;XP_021856028.1;XP_021856029.1;XP_021856027.1;XP_021856033.1;XP_056682661.1;XP_056682662.1;XP_056682663.1;XP_056682664.1;XP_056682665.1;XP_056682666.1;XP_056682667.1;XP_056682668.1;XP_056682669.1;XP_056682670.1;XP_056682671.1;XP_056682672.1;XP_056682673.1;XP_056682674.1;XP_056682675.1;XP_056682676.1;XP_056682677.1;XP_056682678.1;XP_056682679.1;XP_021856036.1;XP_021856035.1;XP_021856034.1	
20	Cyclopeptide	164994593	165818137	823540	BURP	-	NC_079490.1	LOC110776474;LOC11077_1130;LOC110777443;LOC110777446;LOC11077_1131;LOC110777450;LOC110777444;LOC11077_1132;LOC11077_1133;LOC110777442;LOC110777449;LOC130472124;LOC110780336;LOC110805509;LOC11080_1551;LOC11080_1549;LOC11080_1550;LOC110805507;LOC110805508;LOC11080_1552;LOC11080_1553;LOC110805516;LOC110805518;LOC11080_1554;LOC110805519;LOC130472125;LOC110805501;LOC11080_1555;LOC110805514;LOC110805510;LOC11080_1556;LOC11080_1557;LOC11080_1558;LOC110805515;LOC11080_1559;LOC110805520;LOC130472126;LOC130472127;LOC110805511;LOC110805502;LOC110805517;LOC110805504;LOC130460010;LOC130472128;LOC110805505;LOC110805512;LOC110778900;LOC11077_1135;LOC11077_1136;LOC110778901;LOC11077_1134;LOC110799270;LOC11079_2398;LOC11079_2399;LOC11079_2400;LOC11079_2401;LOC11079_2402;LOC110799264;LOC110799278;LOC130459414;LOC130472129;LOC110799272;LOC11079_2403;LOC110799271;LOC110799266;LOC110799273;LOC110799274;LOC130472130;LOC110799265;LOC110800378;LOC110800376;LOC110800368;LOC11080_1560;LOC11080_1561;LOC11080_1562;LOC110800370;LOC110800377;LOC110800374;LOC110800372;LOC130471869	XP_021836728.1;XP_021836729.1;XP_021837738.1;XP_021837742.1;XP_021837745.1;XP_021837746.1;XP_021837739.1;XP_021837740.1;XP_021837741.1;XP_021837737.1;XP_021837744.1;XP_056698548.1;XP_056698549.1;XP_021866816.1;XP_021866813.1;XP_021866811.1;XP_021866812.1;XP_021866810.1;XP_021866814.1;XP_021866815.1;XP_056698077.1;XP_021866827.1;XP_021866829.2;XP_021866831.2;XP_021866830.1;XP_056698550.1;XP_056698087.1;XP_056698088.1;XP_021866824.1;XP_021866817.1;XP_021866819.1;XP_021866820.1;XP_021866821.1;XP_021866825.1;XP_056698097.1;XP_021866832.1;XP_056698551.1;XP_056698552.1;XP_021866822.1;XP_021866805.1;XP_021866828.1;XP_056698553.1;XP_056683639.1;XP_056698554.1;XP_021866807.1;XP_021866823.1;XP_021839132.1;XP_056698117.1;XP_056698118.1;XP_021839134.1;XP_021839133.1;XP_021860192.1;XP_056698128.1;XP_056698130.1;XP_056698133.1;XP_056698129.1;XP_056698131.1;XP_056698132.1;XP_056698134.1;XP_056682762.1;XP_056698555.1;XP_021860195.1;XP_021860194.1;XP_021860193.1;XP_021860191.2;XP_021860197.1;XP_021860198.1;XP_056698556.1;XP_021860190.1;XP_021861380.1;XP_021861378.1;XP_021861371.1;XP_021861372.1;XP_056698177.1;XP_056698178.1;XP_021861373.1;XP_021861379.1;XP_021861377.1;XP_021861374.1;XP_056698186.1	
21	Cyclopeptide	165172953	165950696	777740	BURP	-	NC_079490.1	LOC11080_1554;LOC110805519;LOC130472125;LOC110805501;LOC11080_1555;LOC110805514;LOC110805510;LOC11080_1556;LOC11080_1557;LOC11080_1558;LOC110805515;LOC11080_1559;LOC110805520;LOC130472126;LOC130472127;LOC110805511;LOC110805502;LOC110805517;LOC110805504;LOC130460010;LOC130472128;LOC110805505;LOC110805512;LOC110778900;LOC11077_1135;LOC11077_1136;LOC110778901;LOC11077_1134;LOC110799270;LOC11079_2398;LOC11079_2399;LOC11079_2400;LOC11079_2401;LOC11079_2402;LOC110799264;LOC110799278;LOC130459414;LOC130472129;LOC110799272;LOC11079_2403;LOC110799271;LOC110799266;LOC110799273;LOC110799274;LOC130472130;LOC110799265;LOC110800378;LOC110800376;LOC110800368;LOC11080_1560;LOC11080_1561;LOC11080_1562;LOC110800370;LOC110800377;LOC110800374;LOC110800372;LOC130471869;LOC130472131;LOC110776289;LOC130472132;LOC110806247;LOC11080_1563	XP_021866831.2;XP_021866830.1;XP_056698550.1;XP_056698087.1;XP_056698088.1;XP_021866824.1;XP_021866817.1;XP_021866819.1;XP_021866820.1;XP_021866821.1;XP_021866825.1;XP_056698097.1;XP_021866832.1;XP_056698551.1;XP_056698552.1;XP_021866822.1;XP_021866805.1;XP_021866828.1;XP_056698553.1;XP_056683639.1;XP_056698554.1;XP_021866807.1;XP_021866823.1;XP_021839132.1;XP_056698117.1;XP_056698118.1;XP_021839134.1;XP_021839133.1;XP_021860192.1;XP_056698128.1;XP_056698130.1;XP_056698133.1;XP_056698129.1;XP_056698131.1;XP_056698132.1;XP_056698134.1;XP_056682762.1;XP_056698555.1;XP_021860195.1;XP_021860194.1;XP_021860193.1;XP_021860191.2;XP_021860197.1;XP_021860198.1;XP_056698556.1;XP_021860190.1;XP_021861380.1;XP_021861378.1;XP_021861371.1;XP_021861372.1;XP_056698177.1;XP_056698178.1;XP_021861373.1;XP_021861379.1;XP_021861377.1;XP_021861374.1;XP_056698186.1;XP_056698557.1;XP_021836524.2;XP_056698558.1;XP_021867578.1;XP_056698214.1	
22	Lignan	174507829	174592897	85070	Abhydrolase_3, Dirigent	-	NC_079490.1	LOC110786528;LOC110786488;LOC110786475;LOC110786477;LOC110786490;LOC110786492;LOC110786493;LOC110786478;LOC110786529	XP_021846778.1;XP_021846736.1;XP_056698653.1;XP_021846726.2;XP_056698929.1;XP_021846737.1;XP_021846738.1;XP_021846727.1;XP_021846779.2	
23	Alkaloid	179555072	179679118	124050	Aldo_ket_red, Bet_v_1, p450	-	NC_079490.1	LOC110788011;LOC110788012;LOC130472228;LOC110787984;LOC110787985;LOC110788013;LOC110788014;LOC110787986;LOC110788016;LOC11078_2293;LOC11078_2294;LOC11078_2295;LOC11078_2296;LOC110788015;LOC130472379;LOC110787990	XP_021848335.2;XP_021848337.2;XP_056698717.1;XP_021848310.2;XP_021848311.2;XP_021848339.1;XP_021848340.1;XP_021848312.2;XP_021848342.1;XP_056699081.1;XP_021848343.1;XP_021848344.1;XP_021848345.1;XP_021848341.1;XP_056699082.1;XP_021848315.2	
24	Lignan	5112510	5145190	32680	Abhydrolase_3, Dirigent	-	NC_079491.1	LOC130460808;LOC110805042;LOC110805043;LOC130460851;LOC130460809;LOC110783275	XP_056684369.1;XP_021866337.1;XP_021866338.2;XP_056684501.1;XP_056684373.1;XP_056684374.1	
25	Lignan	43334066	43492851	158780	Dirigent, p450	-	NC_079491.1	LOC110795940;LOC110795932;LOC110795933;LOC110795934;LOC11079_2864;LOC11079_2865;LOC110795935;LOC11079_2866;LOC110795941;LOC110795942;LOC110795943;LOC110794940;LOC130461478	XP_056685569.1;XP_021856657.2;XP_021856658.1;XP_021856659.1;XP_021856661.1;XP_056686215.1;XP_021856662.1;XP_021856663.1;XP_021856672.1;XP_021856673.1;XP_021856674.2;XP_056685571.1;XP_056685572.1	
26	Terpene	15299617	15692764	393150	Epimerase, Terpene_synth, Terpene_synth_C, p450	-	NC_079492.1	LOC110786390;LOC110786389;LOC110786387;LOC11078_3263;LOC11078_3264;LOC110786385;LOC11078_3265;LOC11078_3266;LOC110786384;LOC110786383;LOC110786382;LOC110786381	XP_021846630.2;XP_021846629.1;XP_021846624.1;XP_056689846.1;XP_056689847.1;XP_021846623.1;XP_056689848.1;XP_021846622.2;XP_056689849.1;XP_021846621.1;XP_021846620.1;XP_021846619.1	
27	Fatty_acid-Saccharide	42549565	43092328	542760	FA_desaturase, UDPGT_2, p450	alkaloid, cytokinin	NC_079492.1	LOC110795373;LOC110794609;LOC110795000;LOC110794988;LOC110795365;LOC110794972;LOC110794963;LOC130464009;LOC13046_624;LOC13046_625;LOC13046_626;LOC13046_627;LOC110794954;LOC130463686;LOC110795349;LOC11079_3661;LOC11079_3662;LOC11079_3663;LOC11079_3664;LOC11079_3665	XP_021856074.1;XP_021855271.2;XP_021855666.2;XP_021855658.2;XP_021856066.1;XP_021855642.2;XP_021855632.2;XP_056689303.1;XP_056689304.1;XP_056689305.1;XP_056689306.1;XP_056689307.1;XP_021855623.2;XP_056688873.1;XP_021856055.1;XP_056686676.1;XP_056686677.1;XP_056686678.1;XP_056686679.1;XP_056686681.1	
28	Putative	133218027	133630499	412470	Aldo_ket_red, Epimerase, p450	-	NC_079492.1	LOC110791586;LOC130462565;LOC110791570;LOC11079_3714;LOC110791561;LOC110791548;LOC11079_3715;LOC110790749;LOC110791540;LOC110791530;LOC110791520;LOC110791392;LOC110791280;LOC11079_3716;LOC11079_3717;LOC110791349;LOC11079_3718;LOC11079_3719;LOC11079_3720;LOC11079_3721;LOC110791464	XP_021852030.1;XP_056687051.1;XP_021852016.1;XP_021852023.1;XP_021852006.1;XP_021851997.1;XP_021851992.1;XP_021851215.1;XP_021851984.1;XP_021851976.1;XP_021851965.2;XP_021851829.1;XP_021851728.1;XP_021851736.1;XP_021851743.1;XP_021851793.1;XP_021851795.1;XP_021851801.1;XP_056689631.1;XP_056689632.1;XP_021851909.1	
29	Saccharide	138022037	138157975	135940	Prenyltransf, UDPGT_2, p450	*saccharide-2, carboxyl	NC_079492.1	LOC110795217;LOC110795218;LOC11079_3763;LOC11079_3762;LOC110795221;LOC110795222;LOC110795220;LOC11079_3764	XP_021855907.1;XP_021855909.2;XP_021855915.1;XP_056687340.1;XP_021855914.1;XP_021855916.1;XP_021855912.1;XP_021855913.1	
30	Saccharide	141453946	141587601	133660	Epimerase, Transferase, UDPGT_2	-	NC_079492.1	LOC110789700;LOC110789699;LOC110789698;LOC11078_2862;LOC11078_2863;LOC11078_2864;LOC11078_2865;LOC110789696;LOC110789695;LOC110789684;LOC130464271;LOC130462962;LOC130464287;LOC13046_480;LOC13046_481;LOC110789693;LOC110789694;LOC110789689;LOC110789692;LOC11078_2866;LOC11078_2867;LOC11078_2868;LOC130462963;LOC110789683;LOC110789688;LOC11078_2869;LOC11078_2870;LOC110789691;LOC110789681;LOC110789690;LOC130462377	XP_021850096.2;XP_021850095.1;XP_056687137.1;XP_021850094.2;XP_056687138.1;XP_056687139.1;XP_056687140.1;XP_021850093.1;XP_021850092.1;XP_021850082.1;XP_056689722.1;XP_056687937.1;XP_056689743.1;XP_056689745.1;XP_056689744.1;XP_021850090.2;XP_021850091.1;XP_021850085.1;XP_056689247.1;XP_056689244.1;XP_056689245.1;XP_056689246.1;XP_056687939.1;XP_056687940.1;XP_056687914.1;XP_021850088.1;XP_021850089.1;XP_056686490.1;XP_056686492.1;XP_056686491.1;XP_056686493.1	
31	Putative	142287531	142434000	146470	2OG-FeII_Oxy, DIOX_N, Epimerase, adh_short_C2, p450	-	NC_079492.1	LOC110802441;LOC110802446;LOC110802438;LOC110802429;LOC110802430;LOC110802443;LOC110802431;LOC110802439;LOC110802433;LOC110802437;LOC110802436	XP_021863572.1;XP_056688975.1;XP_021863570.1;XP_021863560.2;XP_056688118.1;XP_056689464.1;XP_021863562.2;XP_021863571.1;XP_021863564.1;XP_021863569.2;XP_021863568.1	
32	Saccharide	144348446	144439077	90630	2OG-FeII_Oxy, DIOX_N, Dimerisation, Methyltransf_2, UDPGT_2	*saccharide	NC_079492.1	LOC110791677;LOC110791666;LOC11079_3503;LOC110791678;LOC11079_3504;LOC110791668;LOC11079_3505;LOC110791679;LOC110785357;LOC130463623;LOC110785318;LOC110785355;LOC11078_3154;LOC110785356;LOC130462583;LOC13046_599;LOC110785354;LOC110785309;LOC130463624;LOC130464182;LOC110785353;LOC11078_3155;LOC110785352;LOC11078_3156;LOC110785348	XP_056686514.1;XP_021852123.2;XP_021852124.2;XP_056689662.1;XP_056689661.1;XP_021852125.2;XP_056687339.1;XP_021852138.2;XP_021845487.1;XP_056688785.1;XP_021845446.1;XP_021845485.1;XP_056689935.1;XP_021845486.2;XP_056687135.1;XP_056687134.1;XP_021845484.1;XP_056689617.1;XP_056688787.1;XP_056689615.1;XP_056689616.1;XP_021845481.2;XP_021845480.2;XP_021845479.1;XP_021845478.1	
33	Strictosidine_like-Alkaloid	146588096	146665269	77170	Abhydrolase_3, ECH_2, Pyridoxal_deC, Str_synth	-	NC_079492.1	LOC110784986;LOC130464126;LOC13046_614;LOC110784985;LOC110784983;LOC110784982;LOC11078_3181;LOC130459136;LOC110784907;LOC110784981;LOC110784980;LOC110784979;LOC110784977;LOC110784978	XP_021845123.1;XP_056689520.1;XP_056689518.1;XP_056689633.1;XP_021845121.1;XP_021845119.1;XP_021845120.1;XP_056688822.1;XP_056688823.1;XP_021845118.2;XP_021845117.1;XP_021845116.1;XP_056686934.1;XP_021845115.1	
34	Saccharide	149411501	149569337	157840	ADH_N_2, ADH_zinc_N, Aminotran_1_2, Cellulose_synt, Epimerase	-	NC_079492.1	LOC110797767;LOC11079_3576;LOC110797766;LOC11079_3577;LOC130462781;LOC110797765;LOC110797748;LOC110797764;LOC110797755;LOC130463664;LOC110797760;LOC110797763;LOC110797747	XP_056687670.1;XP_021858575.1;XP_021858574.1;XP_056687671.1;XP_056687672.1;XP_021858572.1;XP_021858554.1;XP_021858571.1;XP_021858562.1;XP_056688844.1;XP_021858569.2;XP_021858570.2;XP_021858553.2	
35	Alkaloid	150695549	150737480	41930	Cu_amine_oxid, p450	-	NC_079492.1	LOC110784310;LOC110784326;LOC110784359;LOC11078_3228;LOC110784357;LOC110784358;LOC110784356;LOC110784354;LOC110784325;LOC11078_3229;LOC11078_3230;LOC110784307;LOC110784306;LOC110784323	XP_056689703.1;XP_021844457.1;XP_021844496.1;XP_021844495.1;XP_021844493.1;XP_021844494.1;XP_021844492.1;XP_021844491.1;XP_021844456.1;XP_056689738.1;XP_056689739.1;XP_021844441.1;XP_056689883.1;XP_021844454.2	
