potentialBGC	protein_ids	Gene cluster gene accessions
27	lcl|NC_015439.3_cds_XP_025884887.1_5792_lcl|NC_015439.3_cds_XP_025884887.1_5792_1;lcl|NC_015439.3_cds_XP_025885062.1_5793_lcl|NC_015439.3_cds_XP_025885062.1_5793_1;lcl|NC_015439.3_cds_XP_004233327.2_5794_lcl|NC_015439.3_cds_XP_004233327.2_5794_1	XP_004233327.2;XP_025884887.1;XP_025885062.1
28	lcl|NC_015439.3_cds_XP_004233324.1_5798_lcl|NC_015439.3_cds_XP_004233324.1_5798_1;lcl|NC_015439.3_cds_XP_010317089.1_5799_lcl|NC_015439.3_cds_XP_010317089.1_5799_1;lcl|NC_015439.3_cds_XP_004233323.1_5800_lcl|NC_015439.3_cds_XP_004233323.1_5800_1	XP_004233323.1;XP_004233324.1;XP_010317089.1
29	lcl|NC_015439.3_cds_XP_019067885.2_6838_lcl|NC_015439.3_cds_XP_019067885.2_6838_1;lcl|NC_015439.3_cds_XP_025885200.1_6839_lcl|NC_015439.3_cds_XP_025885200.1_6839_1;lcl|NC_015439.3_cds_XP_004233806.3_6840_lcl|NC_015439.3_cds_XP_004233806.3_6840_1;lcl|NC_015439.3_cds_XP_025884898.1_6841_lcl|NC_015439.3_cds_XP_025884898.1_6841_1	XP_004233806.3;XP_019067885.2;XP_025884898.1;XP_025885200.1
30	lcl|NC_015439.3_cds_XP_019067907.1_7061_lcl|NC_015439.3_cds_XP_019067907.1_7061_1;lcl|NC_015439.3_cds_XP_025885230.1_7062_lcl|NC_015439.3_cds_XP_025885230.1_7062_1;lcl|NC_015439.3_cds_XP_025885229.1_7063_lcl|NC_015439.3_cds_XP_025885229.1_7063_1	XP_019067907.1;XP_025885229.1;XP_025885230.1
31	lcl|NC_015439.3_cds_XP_004232414.1_7521_lcl|NC_015439.3_cds_XP_004232414.1_7521_1;lcl|NC_015439.3_cds_XP_010316371.1_7522_lcl|NC_015439.3_cds_XP_010316371.1_7522_1;lcl|NC_015439.3_cds_NP_001289853.1_7523_lcl|NC_015439.3_cds_NP_001289853.1_7523_1;lcl|NC_015439.3_cds_NP_001234536.2_7524_lcl|NC_015439.3_cds_NP_001234536.2_7524_1	NP_001234536.2;NP_001289853.1;XP_004232414.1;XP_010316371.1
32	lcl|NC_015439.3_cds_XP_010316333.1_7647_lcl|NC_015439.3_cds_XP_010316333.1_7647_1;lcl|NC_015439.3_cds_XP_004233711.1_7648_lcl|NC_015439.3_cds_XP_004233711.1_7648_1;lcl|NC_015439.3_cds_XP_004232355.1_7649_lcl|NC_015439.3_cds_XP_004232355.1_7649_1;lcl|NC_015439.3_cds_XP_004232353.1_7651_lcl|NC_015439.3_cds_XP_004232353.1_7651_1	XP_004232353.1;XP_004232355.1;XP_004233711.1;XP_010316333.1
33	lcl|NC_015439.3_cds_XP_004232198.1_7936_lcl|NC_015439.3_cds_XP_004232198.1_7936_1;lcl|NC_015439.3_cds_NP_001334317.1_7937_lcl|NC_015439.3_cds_NP_001334317.1_7937_1;lcl|NC_015439.3_cds_XP_004232195.1_7938_lcl|NC_015439.3_cds_XP_004232195.1_7938_1	NP_001334317.1;XP_004232195.1;XP_004232198.1
34	lcl|NC_015439.3_cds_XP_004232189.1_7949_lcl|NC_015439.3_cds_XP_004232189.1_7949_1;lcl|NC_015439.3_cds_XP_004233671.1_7950_lcl|NC_015439.3_cds_XP_004233671.1_7950_1;lcl|NC_015439.3_cds_XP_010316232.1_7951_lcl|NC_015439.3_cds_XP_010316232.1_7951_1;lcl|NC_015439.3_cds_XP_004232188.1_7953_lcl|NC_015439.3_cds_XP_004232188.1_7953_1	XP_004232188.1;XP_004232189.1;XP_004233671.1;XP_010316232.1
35	lcl|NC_015439.3_cds_XP_004232153.1_8010_lcl|NC_015439.3_cds_XP_004232153.1_8010_1;lcl|NC_015439.3_cds_XP_004232152.1_8012_lcl|NC_015439.3_cds_XP_004232152.1_8012_1;lcl|NC_015439.3_cds_XP_004232151.1_8013_lcl|NC_015439.3_cds_XP_004232151.1_8013_1	XP_004232151.1;XP_004232152.1;XP_004232153.1
36	lcl|NC_015439.3_cds_XP_004233628.1_8234_lcl|NC_015439.3_cds_XP_004233628.1_8234_1;lcl|NC_015439.3_cds_XP_004232023.1_8236_lcl|NC_015439.3_cds_XP_004232023.1_8236_1;lcl|NC_015439.3_cds_XP_004233627.1_8237_lcl|NC_015439.3_cds_XP_004233627.1_8237_1;lcl|NC_015439.3_cds_XP_004233626.1_8238_lcl|NC_015439.3_cds_XP_004233626.1_8238_1	XP_004232023.1;XP_004233626.1;XP_004233627.1;XP_004233628.1
37	lcl|NC_015439.3_cds_XP_004231906.1_8494_lcl|NC_015439.3_cds_XP_004231906.1_8494_1;lcl|NC_015439.3_cds_XP_004231904.1_8495_lcl|NC_015439.3_cds_XP_004231904.1_8495_1;lcl|NC_015439.3_cds_XP_010316004.1_8496_lcl|NC_015439.3_cds_XP_010316004.1_8496_1;lcl|NC_015439.3_cds_XP_010316005.1_8497_lcl|NC_015439.3_cds_XP_010316005.1_8497_1	XP_004231904.1;XP_004231906.1;XP_010316004.1;XP_010316005.1
38	lcl|NC_015440.3_cds_XP_004234010.1_8810_lcl|NC_015440.3_cds_XP_004234010.1_8810_3;lcl|NC_015440.3_cds_XP_004234230.1_8811_lcl|NC_015440.3_cds_XP_004234230.1_8811_1;lcl|NC_015440.3_cds_XP_004234231.1_8812_lcl|NC_015440.3_cds_XP_004234231.1_8812_1;lcl|NC_015440.3_cds_XP_004234011.1_8813_lcl|NC_015440.3_cds_XP_004234011.1_8813_1	XP_004234010.1;XP_004234011.1;XP_004234230.1;XP_004234231.1
39	lcl|NC_015440.3_cds_XP_004234221.1_9186_lcl|NC_015440.3_cds_XP_004234221.1_9186_1;lcl|NC_015440.3_cds_XP_010317519.2_9187_lcl|NC_015440.3_cds_XP_010317519.2_9187_1;lcl|NC_015440.3_cds_NP_001265981.1_9188_lcl|NC_015440.3_cds_NP_001265981.1_9188_1	NP_001265981.1;XP_004234221.1;XP_010317519.2
40	lcl|NC_015440.3_cds_XP_004234417.1_9237_lcl|NC_015440.3_cds_XP_004234417.1_9237_1;lcl|NC_015440.3_cds_XP_004234418.1_9238_lcl|NC_015440.3_cds_XP_004234418.1_9238_1;lcl|NC_015440.3_cds_XP_010317626.1_9239_lcl|NC_015440.3_cds_XP_010317626.1_9239_1;lcl|NC_015440.3_cds_XP_004234415.1_9240_lcl|NC_015440.3_cds_XP_004234415.1_9240_1	XP_004234415.1;XP_004234417.1;XP_004234418.1;XP_010317626.1
41	lcl|NC_015440.3_cds_XP_019068168.1_9764_lcl|NC_015440.3_cds_XP_019068168.1_9764_1;lcl|NC_015440.3_cds_XP_004234702.1_9765_lcl|NC_015440.3_cds_XP_004234702.1_9765_1;lcl|NC_015440.3_cds_XP_004234747.1_9766_lcl|NC_015440.3_cds_XP_004234747.1_9766_1	XP_004234702.1;XP_004234747.1;XP_019068168.1
42	lcl|NC_015440.3_cds_NP_001308081.1_9959_lcl|NC_015440.3_cds_NP_001308081.1_9959_1;lcl|NC_015440.3_cds_XP_004234817.1_9960_lcl|NC_015440.3_cds_XP_004234817.1_9960_1;lcl|NC_015440.3_cds_XP_004234884.2_9961_lcl|NC_015440.3_cds_XP_004234884.2_9961_1	NP_001308081.1;XP_004234817.1;XP_004234884.2
43	lcl|NC_015440.3_cds_XP_004234943.1_10357_lcl|NC_015440.3_cds_XP_004234943.1_10357_1;lcl|NC_015440.3_cds_XP_004234942.1_10358_lcl|NC_015440.3_cds_XP_004234942.1_10358_1;lcl|NC_015440.3_cds_XP_004234941.1_10359_lcl|NC_015440.3_cds_XP_004234941.1_10359_1	XP_004234941.1;XP_004234942.1;XP_004234943.1
44	lcl|NC_015440.3_cds_XP_004235212.1_10563_lcl|NC_015440.3_cds_XP_004235212.1_10563_1;lcl|NC_015440.3_cds_XP_004235213.1_10564_lcl|NC_015440.3_cds_XP_004235213.1_10564_1;lcl|NC_015440.3_cds_XP_019068213.1_10566_lcl|NC_015440.3_cds_XP_019068213.1_10566_1	XP_004235212.1;XP_004235213.1;XP_019068213.1
45	lcl|NC_015440.3_cds_XP_004235238.1_10616_lcl|NC_015440.3_cds_XP_004235238.1_10616_1;lcl|NC_015440.3_cds_XP_019068218.1_10618_lcl|NC_015440.3_cds_XP_019068218.1_10618_1;lcl|NC_015440.3_cds_XP_004235454.1_10619_lcl|NC_015440.3_cds_XP_004235454.1_10619_1	XP_004235238.1;XP_004235454.1;XP_019068218.1
46	lcl|NC_015440.3_cds_XP_004235263.1_10663_lcl|NC_015440.3_cds_XP_004235263.1_10663_1;lcl|NC_015440.3_cds_XP_004235264.1_10664_lcl|NC_015440.3_cds_XP_004235264.1_10664_1;lcl|NC_015440.3_cds_XP_010318261.1_10665_lcl|NC_015440.3_cds_XP_010318261.1_10665_1;lcl|NC_015440.3_cds_NP_001234692.2_10666_lcl|NC_015440.3_cds_NP_001234692.2_10666_1	NP_001234692.2;XP_004235263.1;XP_004235264.1;XP_010318261.1
47	lcl|NC_015440.3_cds_XP_004235337.1_10810_lcl|NC_015440.3_cds_XP_004235337.1_10810_1;lcl|NC_015440.3_cds_XP_004235473.2_10811_lcl|NC_015440.3_cds_XP_004235473.2_10811_1;lcl|NC_015440.3_cds_XP_004235300.1_10812_lcl|NC_015440.3_cds_XP_004235300.1_10812_1	XP_004235300.1;XP_004235337.1;XP_004235473.2
48	lcl|NC_015440.3_cds_XP_019068541.1_10840_lcl|NC_015440.3_cds_XP_019068541.1_10840_1;lcl|NC_015440.3_cds_XP_025886097.1_10841_lcl|NC_015440.3_cds_XP_025886097.1_10841_1;lcl|NC_015440.3_cds_NP_001340421.1_10842_lcl|NC_015440.3_cds_NP_001340421.1_10842_1	NP_001340421.1;XP_019068541.1;XP_025886097.1
49	lcl|NC_015440.3_cds_XP_025885852.1_11267_lcl|NC_015440.3_cds_XP_025885852.1_11267_1;lcl|NC_015440.3_cds_XP_004236187.1_11268_lcl|NC_015440.3_cds_XP_004236187.1_11268_1;lcl|NC_015440.3_cds_XP_004236524.1_11269_lcl|NC_015440.3_cds_XP_004236524.1_11269_1	XP_004236187.1;XP_004236524.1;XP_025885852.1
50	lcl|NC_015440.3_cds_XP_004236113.1_11387_lcl|NC_015440.3_cds_XP_004236113.1_11387_1;lcl|NC_015440.3_cds_XP_025886102.1_11388_lcl|NC_015440.3_cds_XP_025886102.1_11388_1;lcl|NC_015440.3_cds_XP_004236112.1_11391_lcl|NC_015440.3_cds_XP_004236112.1_11391_1	XP_004236112.1;XP_004236113.1;XP_025886102.1
51	lcl|NC_015440.3_cds_XP_019068599.1_11401_lcl|NC_015440.3_cds_XP_019068599.1_11401_1;lcl|NC_015440.3_cds_XP_019068600.1_11402_lcl|NC_015440.3_cds_XP_019068600.1_11402_1;lcl|NC_015440.3_cds_XP_010318911.1_11403_lcl|NC_015440.3_cds_XP_010318911.1_11403_1	XP_010318911.1;XP_019068599.1;XP_019068600.1
52	lcl|NC_015440.3_cds_XP_025885872.1_11424_lcl|NC_015440.3_cds_XP_025885872.1_11424_1;lcl|NC_015440.3_cds_XP_010318902.1_11425_lcl|NC_015440.3_cds_XP_010318902.1_11425_1;lcl|NC_015440.3_cds_XP_025885873.1_11426_lcl|NC_015440.3_cds_XP_025885873.1_11426_1;lcl|NC_015440.3_cds_XP_004236096.1_11427_lcl|NC_015440.3_cds_XP_004236096.1_11427_1;lcl|NC_015440.3_cds_XP_010318903.1_11428_lcl|NC_015440.3_cds_XP_010318903.1_11428_1	XP_004236096.1;XP_010318902.1;XP_010318903.1;XP_025885872.1;XP_025885873.1
53	lcl|NC_015440.3_cds_XP_004235890.1_11889_lcl|NC_015440.3_cds_XP_004235890.1_11889_1;lcl|NC_015440.3_cds_XP_004235888.1_11890_lcl|NC_015440.3_cds_XP_004235888.1_11890_1;lcl|NC_015440.3_cds_XP_004235889.1_11891_lcl|NC_015440.3_cds_XP_004235889.1_11891_1;lcl|NC_015440.3_cds_XP_010318700.1_11892_lcl|NC_015440.3_cds_XP_010318700.1_11892_1	XP_004235888.1;XP_004235889.1;XP_004235890.1;XP_010318700.1
54	lcl|NC_015440.3_cds_XP_004235724.1_12192_lcl|NC_015440.3_cds_XP_004235724.1_12192_1;lcl|NC_015440.3_cds_XP_004235723.1_12193_lcl|NC_015440.3_cds_XP_004235723.1_12193_1;lcl|NC_015440.3_cds_XP_004235722.1_12194_lcl|NC_015440.3_cds_XP_004235722.1_12194_1	XP_004235722.1;XP_004235723.1;XP_004235724.1
55	lcl|NC_015440.3_cds_XP_010318560.1_12238_lcl|NC_015440.3_cds_XP_010318560.1_12238_1;lcl|NC_015440.3_cds_XP_004235700.1_12239_lcl|NC_015440.3_cds_XP_004235700.1_12239_1;lcl|NC_015440.3_cds_XP_010318559.1_12240_lcl|NC_015440.3_cds_XP_010318559.1_12240_1	XP_004235700.1;XP_010318559.1;XP_010318560.1
56	lcl|NC_015440.3_cds_XP_004235544.1_12504_lcl|NC_015440.3_cds_XP_004235544.1_12504_1;lcl|NC_015440.3_cds_XP_004235543.1_12505_lcl|NC_015440.3_cds_XP_004235543.1_12505_1;lcl|NC_015440.3_cds_XP_004235542.1_12506_lcl|NC_015440.3_cds_XP_004235542.1_12506_1	XP_004235542.1;XP_004235543.1;XP_004235544.1
57	lcl|NC_015441.3_cds_XP_019068792.1_12822_lcl|NC_015441.3_cds_XP_019068792.1_12822_1;lcl|NC_015441.3_cds_XP_010319415.1_12823_lcl|NC_015441.3_cds_XP_010319415.1_12823_1;lcl|NC_015441.3_cds_XP_004236988.1_12824_lcl|NC_015441.3_cds_XP_004236988.1_12824_1	XP_004236988.1;XP_010319415.1;XP_019068792.1
58	lcl|NC_015441.3_cds_NP_001234394.1_13191_lcl|NC_015441.3_cds_NP_001234394.1_13191_1;lcl|NC_015441.3_cds_XP_004236793.1_13192_lcl|NC_015441.3_cds_XP_004236793.1_13192_1;lcl|NC_015441.3_cds_XP_010319283.1_13193_lcl|NC_015441.3_cds_XP_010319283.1_13193_1;lcl|NC_015441.3_cds_XP_004236792.1_13194_lcl|NC_015441.3_cds_XP_004236792.1_13194_1;lcl|NC_015441.3_cds_XP_019068914.1_13195_lcl|NC_015441.3_cds_XP_019068914.1_13195_1	NP_001234394.1;XP_004236792.1;XP_004236793.1;XP_010319283.1;XP_019068914.1
59	lcl|NC_015441.3_cds_XP_019068874.1_13502_lcl|NC_015441.3_cds_XP_019068874.1_13502_1;lcl|NC_015441.3_cds_XP_004236611.1_13505_lcl|NC_015441.3_cds_XP_004236611.1_13505_1;lcl|NC_015441.3_cds_XP_004236610.1_13506_lcl|NC_015441.3_cds_XP_004236610.1_13506_1;lcl|NC_015441.3_cds_XP_004236609.1_13507_lcl|NC_015441.3_cds_XP_004236609.1_13507_1	XP_004236609.1;XP_004236610.1;XP_004236611.1;XP_019068874.1
60	lcl|NC_015441.3_cds_XP_004237302.1_13754_lcl|NC_015441.3_cds_XP_004237302.1_13754_1;lcl|NC_015441.3_cds_XP_004237250.1_13755_lcl|NC_015441.3_cds_XP_004237250.1_13755_1;lcl|NC_015441.3_cds_XP_010319628.1_13756_lcl|NC_015441.3_cds_XP_010319628.1_13756_1	XP_004237250.1;XP_004237302.1;XP_010319628.1
