potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
11	Fatty_acid-Saccharide-Alkaloid	56005793	56193363	187570	2OG-FeII_Oxy, BBE, DIOX_N, FAD_binding_4, FA_hydroxylase, UDPGT_2	*saccharide	NC_090801.1	LOC101257924;LOC101257629;LOC101257330;LOC101264590;LOC10126_782;LOC10126_783;LOC10126_784;LOC101257038;LOC101256740;LOC101264289;LOC101256448;LOC101256153;LOC101255854;LOC101255555;LOC101263972;LOC101255262;LOC101263670;LOC104646055;LOC101254965;LOC101263376;LOC101254657;LOC10126_786;LOC101263081;LOC10126_785	XP_004233157.2;XP_004233156.2;XP_004233155.1;XP_004233884.2;XP_010316948.2;XP_010316950.2;XP_010316949.2;XP_004233154.1;XP_004233153.1;XP_004233883.1;XP_004233152.4;XP_004233151.1;XP_004233150.1;XP_004233149.1;XP_004233882.2;XP_010316947.1;XP_010317351.1;XP_010317350.2;XP_004233147.1;XP_004233880.1;XP_004233146.1;XP_069149657.1;XP_025885119.1;XP_010316946.1	
12	Terpene	60440180	60502866	62690	Terpene_synth, Terpene_synth_C	-	NC_090801.1	LOC101267373;TPS38;LOC10464_164;LOC104646027;LOC112940993;LOC101260793;LOC101266783;LOC10126_882;LOC101260508;LOC10126_883;LOC10126_884;LOC10126_885;LOC101253272	XP_004232760.1;NP_001316804.1;XP_069150597.1;XP_069150596.1;XP_069150492.1;XP_010316628.1;XP_010316627.1;XP_004232758.1;XP_025885205.1;XP_025885204.1;XP_025885206.1;XP_004233800.3;XP_069150493.1	
13	Saccharide	61490723	61579202	88480	AMP-binding, Amino_oxidase, Glycos_transf_1, SQS_PSY	-	NC_090801.1	LOC101252458;LOC10125_1068;LOC10125_1069;LOC101267079;LOC101266782;LOC101266474;LOC101266180;PSY2;PSY2_1;PSY2_2;PSY2_3;PSY2_4;PSY2_5;LOC101265881;LOC101264780;LOC112940025;LOC101265393;LOC101264170;LOC101263864	XP_004233777.1;XP_069149839.1;XP_010316552.1;XP_004232673.1;XP_004232672.1;XP_004232671.2;XP_004232670.2;NP_001306782.1;XP_069149243.1;NP_001234671.1;XP_019067520.1;XP_069149244.1;XP_069149245.1;XP_004232669.1;XP_004232666.1;XP_004232665.1;XP_004232667.1;XP_004232664.1;XP_004232663.2	
14	Saccharide	61736854	61815006	78150	3Beta_HSD, Transferase, UDPGT_2	-	NC_090801.1	LOC101257525;LOC101258120;LOC101257034;HSD2;LOC101256149;LOC101255851;LOC101255552;LOC101250079;LOC101249790;LOC101249522;LOC101255259;LOC101254962	XP_004232640.1;XP_004232642.1;XP_004232639.1;NP_001295141.1;XP_004232635.1;XP_004232634.1;XP_004232633.1;XP_004233769.1;XP_010316527.2;XP_004233767.2;XP_004232632.1;XP_004232631.1	
15	Alkaloid	62728693	62769833	41140	AMP-binding, Str_synth	-	NC_090801.1	LOC101253647;LOC101253043;LOC101252738;LOC101253341;LOC10125_1152;LOC10125_1153;LOC101252453;CHI3	XP_004232553.1;XP_004232551.2;XP_004232550.1;XP_069150605.1;XP_069150607.1;XP_004232552.1;XP_004232549.1;NP_001234404.1	
16	Polyketide	64870835	64994026	123190	Abhydrolase_3, Chal_sti_synt_C, NAD_binding_1, p450	-	NC_090801.1	LOC101247383;LOC101255267;LOC101247084;LOC10124_732;LOC10124_733;LOC101246585;LOC10124_734;LOC10124_735;LOC10124_736;LOC10124_737;LOC101246301;RAD23d;LOC10124_738;LOC10124_739;LOC101245516;CER6;CYP735A2;CYP735A1	XP_004232372.1;XP_004233713.1;XP_004232371.1;XP_010316338.1;XP_019067956.1;XP_004232369.1;XP_004232370.1;XP_025885322.1;XP_069150629.1;XP_069150630.1;XP_004232368.1;NP_001306078.1;XP_004232365.1;XP_010316337.1;XP_019067959.1;NP_001304751.1;NP_001266171.1;NP_001266167.1	
17	Putative	5575714	5678182	102470	AMP-binding, Amino_oxidase, SQS_PSY	-	NC_090802.1	LOC101257636;LOC10125_1501;Psy1;Psy1_1;Psy1_2;Psy1_3;Psy1_4;LOC101257932;LOC101258232;LOC101258531;LOC101266197;LOC101258828;LOC10125_1502;LOC10125_1503;LOC101259125;LOC101259613	XP_004234490.1;XP_010317668.1;NP_001334763.1;NP_001334765.1;NP_001334767.1;XP_069150942.1;NP_001234812.1;XP_004234491.1;XP_004234492.1;XP_004234493.1;XP_025886049.2;XP_010317671.1;XP_025885590.1;XP_069152364.1;XP_004234495.2;XP_004234497.2	
18	Saccharide	56134289	56213254	78970	AMP-binding, Cellulose_synt, p450	-	NC_090802.1	LOC101266804;LOC101258238;LOC101259134;LOC101248463;LOC10124_1148;LOC101244937;LOC10124_1149;LOC101249619;LOC101251363;LOC101247596;LOC10124_1150;LOC101253464	XP_004235345.1;XP_004235317.1;XP_004235319.1;XP_010318279.1;XP_069151593.1;NP_001333795.1;XP_069150925.1;NP_001333796.1;NP_001333794.1;XP_069151594.1;XP_004235281.1;XP_004235301.1	
19	Saccharide-Alkaloid	57378792	57486031	107240	Aminotran_1_2, Glycos_transf_1, Orn_Arg_deC_N, Orn_DAP_Arg_deC, PALP, Pyridoxal_deC	-	NC_090802.1	CNGC15;LOC101254177;LOC100191113;LOC10019_5;LOC544313;LOC101254462;LOC101254770;AGO1B;LOC101255377;LOC101255673;LOC101265415;LOC10125_1679;LOC101255972	NP_001316156.1;NP_001316157.1;NP_001234368.1;XP_019068125.1;NP_001234041.2;XP_004235385.1;XP_010318340.1;NP_001266261.2;XP_004235388.1;XP_004235389.1;XP_004235480.2;XP_069151290.1;XP_004235390.1	
20	Fatty_acid-Alkaloid	12298717	12548697	249980	FA_desaturase, Lycopene_cycl, Methyltransf_11, Str_synth	-	NC_090803.1	BOP1;LOC138347958;LOC101255086;LCY1;LCY1_1;LOC101256176;LOC101255881;LOC10125_2136;PTC52;LOC112941338;LOC101256767;LOC101259831;LOC10125_2137;LOC101257066	XP_004237330.1;XP_069152668.1;XP_004237331.1;NP_001234226.1;NP_001303688.1;XP_004237334.1;XP_010319654.1;XP_004237333.1;XP_004237332.1;XP_025886451.1;XP_025886452.1;XP_010319656.1;XP_010319655.1;XP_004237337.1	
21	Saccharide	64128314	64225311	97000	Aminotran_1_2, Glycos_transf_2, SE	-	NC_090803.1	LOC101248670;LOC101248383;LOC10124_1592;LOC10124_1593;LOC10124_1594;ACS5;LOC101249725;LOC10124_1595;LOC101250298;SQO1;LOC101250596;LOC10125_2290;LOC101250885;LOC10125_2291;LOC101251178;LOC101251469;LOC10125_2292;LOC10125_2293;LOC10125_2294;LOC10125_2295;LOC10125_2296	XP_004238057.1;XP_010320285.2;XP_019069216.2;XP_019069215.2;XP_019069214.2;NP_001234156.2;XP_004238060.1;XP_010320286.1;XP_004238061.1;NP_001352991.1;XP_010320288.2;XP_004238062.2;XP_010320289.2;XP_004238063.2;XP_004238064.1;XP_019069218.1;XP_069153514.1;XP_069153515.1;XP_004238065.1;XP_010320291.1;XP_010320292.1	
22	Polyketide-Alkaloid	66412124	66529206	117080	AMP-binding, BBE, Chal_sti_synt_C, FAD_binding_4, Methyltransf_11	-	NC_090803.1	LOC101268393;LOC101268682;LOC109120154;LOC10125_2327;LOC101259242;LOC10125_2328;LOC101259839;LOC101260430;LOC101260133;LOC101243706;LOC101243991;LOC101244282;LOC101261226;LOC10126_1890;LOC101246530;LOC101265919;LOC10126_1891;LOC10126_1892;LOC101263606;SFP4;LOC138348229;LOC101244284;LOC10124_1622;LOC101268680	XP_004238603.2;XP_004238604.2;XP_069152967.1;XP_004238257.2;XP_010320391.2;XP_010320392.2;XP_019069251.2;XP_004238261.2;XP_004238260.2;XP_004238605.2;XP_010320537.3;XP_010320393.2;XP_004238263.2;XP_025886659.2;XP_004238300.2;XP_004238281.1;XP_004238280.1;XP_004238279.1;XP_004238271.2;NP_001289834.2;XP_069152968.1;XP_025886661.2;XP_069152607.1;XP_004238289.2	
23	Cyclopeptide	478288	828376	350090	BURP	-	NC_090804.1	LOC101259539;LOC10125_2381;LOC101259244;LOC101260136;LOC101258365;LOC10125_2382;LOC101259841;LOC10125_2383;LOC10125_2384;LOC101250215;LOC101258951;LOC101260433;LOC101260725;LOC101261026	NP_001335089.1;XP_019069293.1;XP_010320602.1;NP_001316443.1;XP_010320603.1;XP_004238689.1;XP_069153793.1;XP_004238694.1;XP_004239355.3;XP_010320606.1;XP_010320604.2;XP_004238696.1;XP_004238697.1;XP_004238698.1	
24	Saccharide-Alkaloid	933097	974601	41500	Acetyltransf_1, Bet_v_1, UDPGT_2	*saccharide	NC_090804.1	LOC101262619;LOC101262919;LOC101250803;LOC10125_2592;LOC10125_2593;LOC10125_2594;LOC10125_2595;LOC10125_2596;LOC10125_2597;LOC10125_2598;LOC10125_2599;LOC10125_2600;LOC10125_2601;LOC10125_2602;LOC10125_2603;LOC10125_2604;LOC10125_2605;LOC10125_2606;LOC101262013;LOC101262314;PRK1;LAS	XP_004240121.2;XP_004240122.1;XP_069154204.1;XP_069154205.1;XP_069154206.1;XP_069154207.1;XP_069154208.1;XP_069154210.1;XP_069154211.1;XP_069154212.1;XP_069154213.1;XP_069154214.1;XP_069154215.1;XP_069154216.1;XP_069154217.1;XP_069154219.1;XP_004240282.2;XP_010321537.1;XP_019069345.2;XP_004240120.4;NP_001233883.1;XP_019069346.2	
25	Saccharide-Terpene	62173863	62251033	77170	Glycos_transf_1, SQHop_cyclase_C, SQHop_cyclase_N, p450	Lanosterol	NC_090804.1	LOC10126_2202;LOC10126_2203;LOC10126_2204;LOC10126_2205;LOC101262920;LOC10126_2198;LOC10126_2199;LOC10126_2200;LOC10126_2201;LOC104647664;LOC101268762;LOC101267607;LOC10126_2206;LOC101268185;LOC101268474;CYP77A19;LOC101267312;LOC101266420	XP_069153703.1;XP_069153704.1;XP_069153705.1;XP_004240187.1;XP_019069419.1;XP_019069420.1;XP_010321342.1;XP_010321343.1;XP_010321345.1;XP_010321591.2;XP_004239720.1;XP_010321341.1;XP_004239716.1;XP_004239718.1;XP_004239719.1;NP_001310228.1;XP_004239715.2;XP_004239712.1	
26	Saccharide	68264955	68322519	57560	Glycos_transf_2, UDPGT_2, p450	*saccharide	NC_090804.1	LOC138348447;LOC101248971;LOC10124_1658;LOC101249263;LOC101245546;LOC10124_1659;LOC101249546;LOC101245844;LOC138336999;LOC101246137;LOC104647249;LOC101246718;LOC101247020;LOC101247322;LOC101247617;LOC101250401;LOC101248197;EO;LOC54380_1;LOC543802;LOC101251472;LOC101248483;AROGP3;AROGP2;GP1;LOC101252390;LOC101252685;LOC104647251;LOC10125_2359;LOC10125_2358;LOC101252985;LOC10125_2360;LOC10125_2361;LOC10125_2362;LOC10125_2366;LOC10125_2367;LOC10125_2368;LOC10125_2369;LOC10125_2370;LOC10125_2364;LOC10125_2365;LOC101253282;LOC10125_2363;LOC101253587;LOC10125_2371;LOC10125_2372;LOC10125_2373;LOC10125_2374;LOC10125_2375;LOC101248775;LOC10124_1660;LOC101249079;LOC101249360;LOC101253894;LOC101254200;ADH2B7d;SPDSY;LOC101254791;LOC101255093;LOC10125_2376;LOC101255394	XP_069153737.1;XP_004238657.1;XP_010320568.1;XP_019069623.1;XP_019069319.1;XP_010320569.1;XP_004238659.1;XP_010320570.2;XP_004239341.1;XP_004239342.1;XP_010320572.1;XP_010320573.1;XP_004239344.1;XP_004239345.1;XP_069153740.1;XP_004238662.1;XP_019069620.1;NP_001296292.1;NP_001296993.1;NP_001296992.1;XP_004238666.1;XP_004239349.1;NP_001296190.1;NP_001297245.1;NP_001234835.1;XP_004238669.1;XP_004238670.1;XP_010320581.1;XP_069153788.1;XP_069153787.1;XP_010320576.1;XP_025886796.1;XP_069153789.1;XP_010320580.1;XP_069153785.1;XP_069153786.1;XP_069153783.1;XP_069153784.1;XP_010320587.1;XP_010320583.1;XP_010320584.1;XP_010320582.1;XP_004238672.1;XP_010320588.1;XP_010320590.1;XP_010320589.1;XP_069153782.1;XP_010320591.1;XP_019069648.1;XP_010320593.1;XP_004239350.1;XP_004239351.2;XP_004239352.1;XP_004238674.1;XP_004238675.1;NP_001333533.1;NP_001234493.1;XP_004238677.1;XP_069153790.1;XP_004238678.1;XP_004238679.1	
27	Lignan	39691794	39764542	72750	Abhydrolase_3, Dirigent, adh_short	-	NC_090805.1	LOC101254100;LOC101254700;LOC104647982;LOC101262426;LOC101262727;LOC10126_2353	XP_069155345.1;XP_004241152.2;XP_010322261.2;XP_004241055.1;XP_004241056.1;XP_010322262.1	
28	Terpene	40211547	40486148	274600	2OG-FeII_Oxy, DIOX_N, E1_dh, Prenyltransf, Terpene_synth, Terpene_synth_C, p450	-	NC_090805.1	LOC138349390;LOC778303;LOC77830_1;LOC77830_2;LOC101244007;LOC101243720;LOC101268696;SSTLE1;LOC104648119;TPS12;TPS12_1;LOC101252999;TPI;LOC101267715;LOC101267417;LOC10126_2362;LOC101252696;LOC101252092;LOC101266835;LOC101266529;LOC101266038;LOC101265552;LOC10126_2363	XP_069155824.1;NP_001234066.2;XP_010322325.1;XP_069154834.1;XP_004242055.2;XP_004242054.1;XP_004242053.1;NP_001234055.1;XP_069155349.1;XP_069154804.1;NP_001234766.1;XP_010322942.1;NP_001234075.2;XP_004242050.1;NP_001412226.1;NP_001412225.1;XP_019069894.1;XP_004242297.1;XP_004242047.1;XP_004242046.1;XP_010322939.1;NP_001313286.1;XP_004242043.1	
29	Putative	44460104	44529111	69010	2OG-FeII_Oxy, DIOX_N	-	NC_090805.1	GA3ox1;LOC101244881;LOC101244593;LOC138349402;LOC101244296;LOC101244005;LOC101243718;LOC101268694	NP_001233848.2;XP_004241720.1;XP_004241719.1;XP_069155841.1;XP_004241718.1;XP_004241717.1;XP_004241716.1;XP_004241715.1	
30	Alkaloid	46560997	46647094	86100	Aminotran_1_2, Cu_amine_oxid, adh_short	-	NC_090805.1	LOC101254705;LOC10126_2536;LOC101260147;LOC101254398;LOC101254105;LOC101264832;LOC101253797;LOC10125_3032;LOC101256681;LOC10125_3033;LOC10125_3034;LOC101265139;HDA3;LOC101264528;LOC101253199	XP_004242161.1;XP_004241518.1;XP_010322542.1;XP_004242160.2;XP_019070137.1;XP_004241533.1;XP_004242159.1;XP_025887109.1;XP_019070153.1;XP_025887110.1;XP_069155518.1;XP_004241534.1;NP_001352081.1;XP_004241532.1;XP_010322539.1	
31	Saccharide	48643974	48739333	95360	Epimerase, Glycos_transf_2, Transferase	-	NC_090805.1	LOC101246437;LOC101262223;LOC10126_2583;LOC101246147;LOC101245851;LOC101261928;LOC10126_2584;LOC10126_2585;LOC101261630;LOC10126_2586;LOC10124_2218;LOC101245552;LOC101244961;LOC101245260;LOC10124_2219;LOC10124_2220;LOC10124_2221	XP_004241301.1;XP_004242107.1;XP_069155545.1;XP_004241300.1;XP_004241299.1;XP_004242106.1;XP_010322424.1;XP_069155552.1;XP_004242105.1;XP_010322423.1;XP_010322422.1;XP_004241298.1;XP_004241296.1;XP_004241297.1;XP_010322419.1;XP_010322420.1;XP_010322421.1	
32	Fatty_acid-Saccharide	59062507	59943601	881090	2OG-FeII_Oxy, AMP-binding, Aldo_ket_red, Amino_oxidase, Aminotran_3, Cellulose_synt, DIOX_N, ECH_2, Epimerase, Transferase, UDPGT_2, p450	*saccharide, oleananes-3, flavonoid-2, alkaloid, cytokinin	NC_090806.1	LOC138337532;GABA-TP1;LOC101256605;LOC101256307;LOC101255809;LOC101255510;GAME2;LOC138337533;gad2;GAME6;GAME17;GAME1;GAME18;LOC138337535;LOC101253803;LOC101253205;LOC10125_3322;LOC101252901;LOC101252603;LOC10125_3323;LOC101252303;LOC10125_3324;LOC10125_3325;LOC10125_3326;LOC10125_3327;LOC101252005;LOC101251698;LOC10125_3328;LOC101251398;LOC101251107;LOC101247443;LOC101250819;LOC101246842;LOC101250233;LOC101245674;LOC101245379;LOC138337234;LOC138337235;LOC138337236;LOC101250524;LOC138337537;LOC138337538;LOC138337104;LOC10124_2374;LOC101244504;LOC138337539;LOC101244204;LOC101249937;LOC101249660	XP_069143549.1;NP_001234336.2;XP_004243644.1;XP_004243643.1;XP_004243641.1;XP_004243640.1;NP_001233860.1;XP_069143550.1;NP_001233775.1;NP_001352908.1;XP_004243637.2;NP_001233853.2;XP_004243636.2;XP_069143551.1;XP_004243635.1;XP_004243634.2;XP_069143082.1;XP_004243633.2;NP_001317632.1;XP_069155903.1;XP_069155899.1;XP_069155900.1;XP_069155901.1;XP_069155902.1;NP_001294937.1;XP_004243630.2;XP_004243629.2;XP_069143083.1;XP_004243628.2;XP_004243627.3;XP_069143552.1;XP_004243626.2;XP_004243893.2;XP_004243624.2;XP_004243890.2;XP_004243889.3;XP_069143084.1;XP_069143085.1;XP_069143086.1;XP_004243625.2;XP_069143554.1;XP_069143555.1;XP_069143087.1;XP_069142812.1;XP_069142813.1;XP_069143556.1;XP_069143557.1;XP_004243623.2;XP_010323935.3	
33	Lignan-Terpene	62988635	63221244	232610	Dirigent, Terpene_synth, Terpene_synth_C, Transferase, p450	-	NC_090806.1	LOC138337552;LOC101257190;LOC101257786;LOC101254315;LOC101254010;LOC101253398;LOC101253103;LOC101257486;LOC101252201;LOC101256895;LOC10125_3360;LOC101251601;LOC101256604;LOC101251305;LOC101258081;LOC101251008;LOC104648481;LOC101250425;LOC101250135	XP_069143571.1;XP_069143130.1;XP_004243481.1;XP_025888010.1;XP_010324096.1;XP_069143572.1;XP_069143573.1;XP_004243480.1;XP_004243845.2;XP_069142820.1;XP_025887827.1;XP_010323837.1;XP_004243478.1;XP_010323836.2;XP_069143132.1;XP_004243842.3;XP_010324095.2;XP_004243841.1;XP_069143131.1	
34	Terpene	1220358	1399775	179420	GMC_oxred_C, GMC_oxred_N, Prenyltransf, Terpene_synth, Terpene_synth_C, Transferase, p450	-	NC_090807.1	CYP707A2;LOC101250714;LOC101247446;LOC101251011;LOC101247737;LOC138336997;LOC138337675;CPT1;PHS1;LOC101250428;LOC138337770;LOC13833_67;LOC10125_3517;LOC101250138;LOC101248028;LOC101248598;AAT;AAT_1;LOC101251494;LOC10125_3518;LOC10125_3519;LOC10125_3520;LOC10125_3521;LOC10125_3522;LOC101248898	NP_001362844.1;NP_001317921.1;XP_069144004.1;XP_004244441.2;XP_069144005.1;XP_069144006.1;XP_069144007.1;NP_001234633.1;NP_001234629.1;XP_010324500.2;XP_069144181.1;XP_069144182.1;XP_069144017.1;XP_069144016.1;XP_069144101.1;XP_004244681.2;NP_001234496.1;XP_069143728.1;XP_010324504.2;XP_010324503.2;XP_004244442.2;XP_010324502.2;XP_069144183.1;XP_010324505.2;XP_004244682.3	
35	Alkaloid	2059790	2159455	99670	2OG-FeII_Oxy, Acetyltransf_1, DIOX_N, Methyltransf_3, Pyridoxal_deC	-	NC_090807.1	LOC101248896;LOC101249387;AADC2;LOC101249664;LOC101250139;LOC10125_3553;LOC10125_3554;LOC10125_3555;LOC101252574;LOC101250715;LOC101251012;LOC101251307;LOC101251603;LOC101253918;LOC101251906;LOC101252203;LOC10125_3556;LOC10125_3557;LOC10125_3558;LOC101252508	XP_004244516.1;XP_004244517.1;NP_001233859.1;XP_004244519.1;XP_004244521.1;XP_004244520.1;XP_069143888.1;XP_010324554.1;XP_004253515.1;XP_004244522.1;XP_004244523.1;XP_004244524.1;XP_004244525.1;XP_004244698.3;XP_004244526.1;XP_069144761.1;XP_069144759.1;XP_069144760.1;XP_004244527.1;XP_004244528.1	
