potentialBGC	protein_ids	Gene cluster gene accessions
11	lcl|NC_050096.1_cds_XP_008657596.1_2870_lcl|NC_050096.1_cds_XP_008657596.1_2870_1;lcl|NC_050096.1_cds_NP_001338884.1_2871_lcl|NC_050096.1_cds_NP_001338884.1_2871_1;lcl|NC_050096.1_cds_NP_001348000.1_2872_lcl|NC_050096.1_cds_NP_001348000.1_2872_1	NP_001338884.1;NP_001348000.1;XP_008657596.1
12	lcl|NC_050096.1_cds_XP_008666156.1_3112_lcl|NC_050096.1_cds_XP_008666156.1_3112_1;lcl|NC_050096.1_cds_XP_008658271.1_3113_lcl|NC_050096.1_cds_XP_008658271.1_3113_1;lcl|NC_050096.1_cds_XP_008658275.1_3114_lcl|NC_050096.1_cds_XP_008658275.1_3114_1	XP_008658271.1;XP_008658275.1;XP_008666156.1
13	lcl|NC_050096.1_cds_XP_008658549.1_3220_lcl|NC_050096.1_cds_XP_008658549.1_3220_1;lcl|NC_050096.1_cds_XP_008658556.2_3221_lcl|NC_050096.1_cds_XP_008658556.2_3221_1;lcl|NC_050096.1_cds_NP_001142198.1_3222_lcl|NC_050096.1_cds_NP_001142198.1_3222_1	NP_001142198.1;XP_008658549.1;XP_008658556.2
14	lcl|NC_050096.1_cds_NP_001136742.1_3391_lcl|NC_050096.1_cds_NP_001136742.1_3391_1;lcl|NC_050096.1_cds_NP_001136473.1_3394_lcl|NC_050096.1_cds_NP_001136473.1_3394_1;lcl|NC_050096.1_cds_XP_020397721.1_3395_lcl|NC_050096.1_cds_XP_020397721.1_3395_1	NP_001136473.1;NP_001136742.1;XP_020397721.1
15	lcl|NC_050096.1_cds_XP_023157063.2_3518_lcl|NC_050096.1_cds_XP_023157063.2_3518_1;lcl|NC_050096.1_cds_NP_001140312.1_3519_lcl|NC_050096.1_cds_NP_001140312.1_3519_1;lcl|NC_050096.1_cds_NP_001169684.1_3520_lcl|NC_050096.1_cds_NP_001169684.1_3520_1	NP_001140312.1;NP_001169684.1;XP_023157063.2
16	lcl|NC_050096.1_cds_NP_001150628.1_3544_lcl|NC_050096.1_cds_NP_001150628.1_3544_1;lcl|NC_050096.1_cds_XP_035823559.1_3545_lcl|NC_050096.1_cds_XP_035823559.1_3545_1;lcl|NC_050096.1_cds_XP_008659662.1_3549_lcl|NC_050096.1_cds_XP_008659662.1_3549_1	NP_001150628.1;XP_008659662.1;XP_035823559.1
17	lcl|NC_050096.1_cds_XP_020402767.1_3665_lcl|NC_050096.1_cds_XP_020402767.1_3665_1;lcl|NC_050096.1_cds_XP_020402767.1_3665_lcl|NC_050096.1_cds_XP_020402767.1_3665_2;lcl|NC_050096.1_cds_NP_001341061.1_3666_lcl|NC_050096.1_cds_NP_001341061.1_3666_1;lcl|NC_050096.1_cds_XP_008660328.1_3671_lcl|NC_050096.1_cds_XP_008660328.1_3671_1	NP_001341061.1;XP_008660328.1;XP_020402767.1
18	lcl|NC_050096.1_cds_NP_001141662.1_3883_lcl|NC_050096.1_cds_NP_001141662.1_3883_1;lcl|NC_050096.1_cds_NP_001145608.2_3884_lcl|NC_050096.1_cds_NP_001145608.2_3884_1;lcl|NC_050096.1_cds_XP_008661307.1_3885_lcl|NC_050096.1_cds_XP_008661307.1_3885_1	NP_001141662.1;NP_001145608.2;XP_008661307.1
19	lcl|NC_050096.1_cds_NP_001131903.1_4617_lcl|NC_050096.1_cds_NP_001131903.1_4617_1;lcl|NC_050096.1_cds_XP_020398600.1_4621_lcl|NC_050096.1_cds_XP_020398600.1_4621_1;lcl|NC_050096.1_cds_NP_001358948.1_4622_lcl|NC_050096.1_cds_NP_001358948.1_4622_1;lcl|NC_050096.1_cds_NP_001145781.1_4623_lcl|NC_050096.1_cds_NP_001145781.1_4623_1	NP_001131903.1;NP_001145781.1;NP_001358948.1;XP_020398600.1
20	lcl|NC_050096.1_cds_XP_008649383.1_4958_lcl|NC_050096.1_cds_XP_008649383.1_4958_1;lcl|NC_050096.1_cds_NP_001105920.2_4959_lcl|NC_050096.1_cds_NP_001105920.2_4959_1;lcl|NC_050096.1_cds_NP_001147183.2_4960_lcl|NC_050096.1_cds_NP_001147183.2_4960_1;lcl|NC_050096.1_cds_NP_001149234.2_4961_lcl|NC_050096.1_cds_NP_001149234.2_4961_1	NP_001105920.2;NP_001147183.2;NP_001149234.2;XP_008649383.1
21	lcl|NC_050096.1_cds_XP_008666534.2_5005_lcl|NC_050096.1_cds_XP_008666534.2_5005_1;lcl|NC_050096.1_cds_NP_001149424.2_5006_lcl|NC_050096.1_cds_NP_001149424.2_5006_1;lcl|NC_050096.1_cds_NP_001136999.1_5008_lcl|NC_050096.1_cds_NP_001136999.1_5008_1	NP_001136999.1;NP_001149424.2;XP_008666534.2
22	lcl|NC_050096.1_cds_XP_008664607.1_5201_lcl|NC_050096.1_cds_XP_008664607.1_5201_1;lcl|NC_050096.1_cds_XP_008664608.1_5203_lcl|NC_050096.1_cds_XP_008664608.1_5203_1;lcl|NC_050096.1_cds_NP_001105910.1_5204_lcl|NC_050096.1_cds_NP_001105910.1_5204_1	NP_001105910.1;XP_008664607.1;XP_008664608.1
23	lcl|NC_050096.1_cds_NP_001149291.2_5483_lcl|NC_050096.1_cds_NP_001149291.2_5483_1;lcl|NC_050096.1_cds_NP_001170757.1_5484_lcl|NC_050096.1_cds_NP_001170757.1_5484_1;lcl|NC_050096.1_cds_NP_001150427.1_5485_lcl|NC_050096.1_cds_NP_001150427.1_5485_1	NP_001149291.2;NP_001150427.1;NP_001170757.1
24	lcl|NC_050096.1_cds_XP_008673346.1_5676_lcl|NC_050096.1_cds_XP_008673346.1_5676_1;lcl|NC_050096.1_cds_NP_001146788.1_5677_lcl|NC_050096.1_cds_NP_001146788.1_5677_1;lcl|NC_050096.1_cds_NP_001152612.1_5678_lcl|NC_050096.1_cds_NP_001152612.1_5678_1	NP_001146788.1;NP_001152612.1;XP_008673346.1
25	lcl|NC_050096.1_cds_NP_001150815.1_6043_lcl|NC_050096.1_cds_NP_001150815.1_6043_1;lcl|NC_050096.1_cds_XP_008664889.2_6044_lcl|NC_050096.1_cds_XP_008664889.2_6044_1;lcl|NC_050096.1_cds_XP_008664890.1_6051_lcl|NC_050096.1_cds_XP_008664890.1_6051_1;lcl|NC_050096.1_cds_XP_023157107.1_6052_lcl|NC_050096.1_cds_XP_023157107.1_6052_1	NP_001150815.1;XP_008664889.2;XP_008664890.1;XP_023157107.1
26	lcl|NC_050096.1_cds_NP_001141004.1_6224_lcl|NC_050096.1_cds_NP_001141004.1_6224_1;lcl|NC_050096.1_cds_XP_035817859.1_6225_lcl|NC_050096.1_cds_XP_035817859.1_6225_1;lcl|NC_050096.1_cds_XP_008664938.1_6226_lcl|NC_050096.1_cds_XP_008664938.1_6226_1	NP_001141004.1;XP_008664938.1;XP_035817859.1
27	lcl|NC_050096.1_cds_NP_001147579.2_6676_lcl|NC_050096.1_cds_NP_001147579.2_6676_1;lcl|NC_050096.1_cds_XP_008665121.1_6678_lcl|NC_050096.1_cds_XP_008665121.1_6678_1;lcl|NC_050096.1_cds_NP_001149303.1_6679_lcl|NC_050096.1_cds_NP_001149303.1_6679_1	NP_001147579.2;NP_001149303.1;XP_008665121.1
28	lcl|NC_050096.1_cds_XP_008665224.1_7020_lcl|NC_050096.1_cds_XP_008665224.1_7020_1;lcl|NC_050096.1_cds_NP_001105326.1_7021_lcl|NC_050096.1_cds_NP_001105326.1_7021_1;lcl|NC_050096.1_cds_NP_001140856.1_7022_lcl|NC_050096.1_cds_NP_001140856.1_7022_1	NP_001105326.1;NP_001140856.1;XP_008665224.1
29	lcl|NC_050096.1_cds_XP_008666828.1_7197_lcl|NC_050096.1_cds_XP_008666828.1_7197_1;lcl|NC_050096.1_cds_XP_020399700.1_7198_lcl|NC_050096.1_cds_XP_020399700.1_7198_2;lcl|NC_050096.1_cds_XP_020399708.1_7199_lcl|NC_050096.1_cds_XP_020399708.1_7199_1;lcl|NC_050096.1_cds_XP_020399712.3_7200_lcl|NC_050096.1_cds_XP_020399712.3_7200_1	XP_008666828.1;XP_020399700.1;XP_020399708.1;XP_020399712.3
30	lcl|NC_050096.1_cds_NP_001349743.1_7574_lcl|NC_050096.1_cds_NP_001349743.1_7574_1;lcl|NC_050096.1_cds_XP_020402538.1_7575_lcl|NC_050096.1_cds_XP_020402538.1_7575_1;lcl|NC_050096.1_cds_NP_001358693.1_7576_lcl|NC_050096.1_cds_NP_001358693.1_7576_1	NP_001349743.1;NP_001358693.1;XP_020402538.1
31	lcl|NC_050096.1_cds_NP_001310465.1_7719_lcl|NC_050096.1_cds_NP_001310465.1_7719_1;lcl|NC_050096.1_cds_NP_001347249.1_7720_lcl|NC_050096.1_cds_NP_001347249.1_7720_1;lcl|NC_050096.1_cds_NP_001347248.1_7721_lcl|NC_050096.1_cds_NP_001347248.1_7721_1	NP_001310465.1;NP_001347248.1;NP_001347249.1
32	lcl|NC_050096.1_cds_NP_001355030.1_7958_lcl|NC_050096.1_cds_NP_001355030.1_7958_1;lcl|NC_050096.1_cds_NP_001333915.1_7959_lcl|NC_050096.1_cds_NP_001333915.1_7959_1;lcl|NC_050096.1_cds_XP_008665607.1_7960_lcl|NC_050096.1_cds_XP_008665607.1_7960_1	NP_001333915.1;NP_001355030.1;XP_008665607.1
33	lcl|NC_050096.1_cds_NP_001130880.1_8039_lcl|NC_050096.1_cds_NP_001130880.1_8039_1;lcl|NC_050096.1_cds_NP_001146173.1_8040_lcl|NC_050096.1_cds_NP_001146173.1_8040_1;lcl|NC_050096.1_cds_NP_001144239.2_8041_lcl|NC_050096.1_cds_NP_001144239.2_8041_1	NP_001130880.1;NP_001144239.2;NP_001146173.1
34	lcl|NC_050096.1_cds_XP_008666947.2_8187_lcl|NC_050096.1_cds_XP_008666947.2_8187_1;lcl|NC_050096.1_cds_NP_001140935.1_8188_lcl|NC_050096.1_cds_NP_001140935.1_8188_1;lcl|NC_050096.1_cds_NP_001145874.1_8189_lcl|NC_050096.1_cds_NP_001145874.1_8189_1	NP_001140935.1;NP_001145874.1;XP_008666947.2
35	lcl|NC_050096.1_cds_NP_001152086.2_8247_lcl|NC_050096.1_cds_NP_001152086.2_8247_1;lcl|NC_050096.1_cds_NP_001144391.1_8248_lcl|NC_050096.1_cds_NP_001144391.1_8248_1;lcl|NC_050096.1_cds_NP_001353967.1_8250_lcl|NC_050096.1_cds_NP_001353967.1_8250_1	NP_001144391.1;NP_001152086.2;NP_001353967.1
36	lcl|NC_050097.1_cds_NP_001151404.1_8568_lcl|NC_050097.1_cds_NP_001151404.1_8568_1;lcl|NC_050097.1_cds_XP_008668669.1_8569_lcl|NC_050097.1_cds_XP_008668669.1_8569_1;lcl|NC_050097.1_cds_NP_001168437.2_8570_lcl|NC_050097.1_cds_NP_001168437.2_8570_1;lcl|NC_050097.1_cds_NP_001132694.2_8571_lcl|NC_050097.1_cds_NP_001132694.2_8571_1	NP_001132694.2;NP_001151404.1;NP_001168437.2;XP_008668669.1
37	lcl|NC_050097.1_cds_NP_001143056.1_9324_lcl|NC_050097.1_cds_NP_001143056.1_9324_1;lcl|NC_050097.1_cds_XP_035820390.1_9325_lcl|NC_050097.1_cds_XP_035820390.1_9325_1;lcl|NC_050097.1_cds_NP_001130829.1_9326_lcl|NC_050097.1_cds_NP_001130829.1_9326_1	NP_001130829.1;NP_001143056.1;XP_035820390.1
38	lcl|NC_050097.1_cds_NP_001105865.2_9619_lcl|NC_050097.1_cds_NP_001105865.2_9619_1;lcl|NC_050097.1_cds_NP_001353876.1_9621_lcl|NC_050097.1_cds_NP_001353876.1_9621_1;lcl|NC_050097.1_cds_XP_008669001.1_9622_lcl|NC_050097.1_cds_XP_008669001.1_9622_1	NP_001105865.2;NP_001353876.1;XP_008669001.1
39	lcl|NC_050097.1_cds_XP_020402994.1_10091_lcl|NC_050097.1_cds_XP_020402994.1_10091_1;lcl|NC_050097.1_cds_NP_001359257.1_10092_lcl|NC_050097.1_cds_NP_001359257.1_10092_1;lcl|NC_050097.1_cds_NP_001307359.1_10093_lcl|NC_050097.1_cds_NP_001307359.1_10093_1	NP_001307359.1;NP_001359257.1;XP_020402994.1
40	lcl|NC_050097.1_cds_NP_001169715.1_10503_lcl|NC_050097.1_cds_NP_001169715.1_10503_1;lcl|NC_050097.1_cds_NP_001146762.1_10504_lcl|NC_050097.1_cds_NP_001146762.1_10504_1;lcl|NC_050097.1_cds_XP_008669263.1_10505_lcl|NC_050097.1_cds_XP_008669263.1_10505_1	NP_001146762.1;NP_001169715.1;XP_008669263.1
41	lcl|NC_050097.1_cds_NP_001144008.1_10663_lcl|NC_050097.1_cds_NP_001144008.1_10663_1;lcl|NC_050097.1_cds_NP_001151759.1_10664_lcl|NC_050097.1_cds_NP_001151759.1_10664_1;lcl|NC_050097.1_cds_XP_008668133.1_10665_lcl|NC_050097.1_cds_XP_008668133.1_10665_1;lcl|NC_050097.1_cds_XP_008668445.1_10666_lcl|NC_050097.1_cds_XP_008668445.1_10666_1;lcl|NC_050097.1_cds_NP_001169739.1_10667_lcl|NC_050097.1_cds_NP_001169739.1_10667_1;lcl|NC_050097.1_cds_NP_001150448.1_10668_lcl|NC_050097.1_cds_NP_001150448.1_10668_1	NP_001144008.1;NP_001150448.1;NP_001151759.1;NP_001169739.1;XP_008668133.1;XP_008668445.1
42	lcl|NC_050097.1_cds_NP_001148343.2_11091_lcl|NC_050097.1_cds_NP_001148343.2_11091_1;lcl|NC_050097.1_cds_NP_001149267.2_11092_lcl|NC_050097.1_cds_NP_001149267.2_11092_1;lcl|NC_050097.1_cds_NP_001131229.1_11093_lcl|NC_050097.1_cds_NP_001131229.1_11093_1	NP_001131229.1;NP_001148343.2;NP_001149267.2
43	lcl|NC_050097.1_cds_NP_001132684.1_11490_lcl|NC_050097.1_cds_NP_001132684.1_11490_1;lcl|NC_050097.1_cds_NP_001266911.1_11491_lcl|NC_050097.1_cds_NP_001266911.1_11491_1;lcl|NC_050097.1_cds_XP_020404897.1_11492_lcl|NC_050097.1_cds_XP_020404897.1_11492_1	NP_001132684.1;NP_001266911.1;XP_020404897.1
44	lcl|NC_050097.1_cds_XP_008669709.2_11602_lcl|NC_050097.1_cds_XP_008669709.2_11602_1;lcl|NC_050097.1_cds_NP_001136687.1_11603_lcl|NC_050097.1_cds_NP_001136687.1_11603_1;lcl|NC_050097.1_cds_NP_001147553.2_11604_lcl|NC_050097.1_cds_NP_001147553.2_11604_1;lcl|NC_050097.1_cds_XP_035821225.1_11605_lcl|NC_050097.1_cds_XP_035821225.1_11605_1	NP_001136687.1;NP_001147553.2;XP_008669709.2;XP_035821225.1
45	lcl|NC_050097.1_cds_XP_008669714.1_11630_lcl|NC_050097.1_cds_XP_008669714.1_11630_1;lcl|NC_050097.1_cds_NP_001168384.1_11632_lcl|NC_050097.1_cds_NP_001168384.1_11632_1;lcl|NC_050097.1_cds_NP_001140759.1_11633_lcl|NC_050097.1_cds_NP_001140759.1_11633_1	NP_001140759.1;NP_001168384.1;XP_008669714.1
46	lcl|NC_050097.1_cds_NP_001131482.1_11687_lcl|NC_050097.1_cds_NP_001131482.1_11687_1;lcl|NC_050097.1_cds_NP_001130290.1_11688_lcl|NC_050097.1_cds_NP_001130290.1_11688_1;lcl|NC_050097.1_cds_XP_020403976.1_11689_lcl|NC_050097.1_cds_XP_020403976.1_11689_1	NP_001130290.1;NP_001131482.1;XP_020403976.1
47	lcl|NC_050097.1_cds_XP_020404001.1_11891_lcl|NC_050097.1_cds_XP_020404001.1_11891_1;lcl|NC_050097.1_cds_XP_008669799.1_11892_lcl|NC_050097.1_cds_XP_008669799.1_11892_1;lcl|NC_050097.1_cds_NP_001142410.1_11893_lcl|NC_050097.1_cds_NP_001142410.1_11893_1;lcl|NC_050097.1_cds_NP_001344439.1_11895_lcl|NC_050097.1_cds_NP_001344439.1_11895_1	NP_001142410.1;NP_001344439.1;XP_008669799.1;XP_020404001.1
48	lcl|NC_050097.1_cds_NP_001143988.1_12155_lcl|NC_050097.1_cds_NP_001143988.1_12155_1;lcl|NC_050097.1_cds_NP_001147618.1_12156_lcl|NC_050097.1_cds_NP_001147618.1_12156_1;lcl|NC_050097.1_cds_NP_001336868.1_12157_lcl|NC_050097.1_cds_NP_001336868.1_12157_1	NP_001143988.1;NP_001147618.1;NP_001336868.1
49	lcl|NC_050097.1_cds_XP_008668407.1_12559_lcl|NC_050097.1_cds_XP_008668407.1_12559_1;lcl|NC_050097.1_cds_NP_001140939.1_12560_lcl|NC_050097.1_cds_NP_001140939.1_12560_1;lcl|NC_050097.1_cds_XP_020404940.1_12561_lcl|NC_050097.1_cds_XP_020404940.1_12561_1	NP_001140939.1;XP_008668407.1;XP_020404940.1
50	lcl|NC_050097.1_cds_NP_001169852.1_12681_lcl|NC_050097.1_cds_NP_001169852.1_12681_1;lcl|NC_050097.1_cds_XP_008671689.2_12682_lcl|NC_050097.1_cds_XP_008671689.2_12682_1;lcl|NC_050097.1_cds_NP_001351600.1_12683_lcl|NC_050097.1_cds_NP_001351600.1_12683_1;lcl|NC_050097.1_cds_NP_001145881.1_12684_lcl|NC_050097.1_cds_NP_001145881.1_12684_1	NP_001145881.1;NP_001169852.1;NP_001351600.1;XP_008671689.2
51	lcl|NC_050097.1_cds_XP_020404087.1_12798_lcl|NC_050097.1_cds_XP_020404087.1_12798_1;lcl|NC_050097.1_cds_NP_001130082.1_12800_lcl|NC_050097.1_cds_NP_001130082.1_12800_1;lcl|NC_050097.1_cds_NP_001347905.1_12801_lcl|NC_050097.1_cds_NP_001347905.1_12801_1	NP_001130082.1;NP_001347905.1;XP_020404087.1
52	lcl|NC_050097.1_cds_XP_008670324.1_13300_lcl|NC_050097.1_cds_XP_008670324.1_13300_1;lcl|NC_050097.1_cds_XP_008670325.1_13301_lcl|NC_050097.1_cds_XP_008670325.1_13301_1;lcl|NC_050097.1_cds_NP_001143880.2_13302_lcl|NC_050097.1_cds_NP_001143880.2_13302_1;lcl|NC_050097.1_cds_XP_020404117.1_13303_lcl|NC_050097.1_cds_XP_020404117.1_13303_1	NP_001143880.2;XP_008670324.1;XP_008670325.1;XP_020404117.1
53	lcl|NC_050097.1_cds_XP_020404721.2_13601_lcl|NC_050097.1_cds_XP_020404721.2_13601_1;lcl|NC_050097.1_cds_XP_008667094.1_13602_lcl|NC_050097.1_cds_XP_008667094.1_13602_1;lcl|NC_050097.1_cds_NP_001148378.2_13603_lcl|NC_050097.1_cds_NP_001148378.2_13603_1	NP_001148378.2;XP_008667094.1;XP_020404721.2
54	lcl|NC_050097.1_cds_NP_001359277.1_13974_lcl|NC_050097.1_cds_NP_001359277.1_13974_1;lcl|NC_050097.1_cds_XP_008670530.1_13975_lcl|NC_050097.1_cds_XP_008670530.1_13975_1;lcl|NC_050097.1_cds_NP_001169643.1_13978_lcl|NC_050097.1_cds_NP_001169643.1_13978_1	NP_001169643.1;NP_001359277.1;XP_008670530.1
55	lcl|NC_050097.1_cds_NP_001355022.1_14031_lcl|NC_050097.1_cds_NP_001355022.1_14031_1;lcl|NC_050097.1_cds_NP_001354698.1_14032_lcl|NC_050097.1_cds_NP_001354698.1_14032_1;lcl|NC_050097.1_cds_NP_001148875.2_14033_lcl|NC_050097.1_cds_NP_001148875.2_14033_1	NP_001148875.2;NP_001354698.1;NP_001355022.1
56	lcl|NC_050097.1_cds_NP_001149826.1_14049_lcl|NC_050097.1_cds_NP_001149826.1_14049_1;lcl|NC_050097.1_cds_NP_001147094.1_14050_lcl|NC_050097.1_cds_NP_001147094.1_14050_1;lcl|NC_050097.1_cds_NP_001146572.1_14051_lcl|NC_050097.1_cds_NP_001146572.1_14051_1	NP_001146572.1;NP_001147094.1;NP_001149826.1
57	lcl|NC_050097.1_cds_NP_001332992.1_14150_lcl|NC_050097.1_cds_NP_001332992.1_14150_1;lcl|NC_050097.1_cds_NP_001151935.2_14163_lcl|NC_050097.1_cds_NP_001151935.2_14163_1;lcl|NC_050097.1_cds_NP_001349031.1_14166_lcl|NC_050097.1_cds_NP_001349031.1_14166_1	NP_001151935.2;NP_001332992.1;NP_001349031.1
58	lcl|NC_050097.1_cds_XP_008670639.1_14352_lcl|NC_050097.1_cds_XP_008670639.1_14352_1;lcl|NC_050097.1_cds_XP_008670638.3_14353_lcl|NC_050097.1_cds_XP_008670638.3_14353_1;lcl|NC_050097.1_cds_NP_001132889.1_14354_lcl|NC_050097.1_cds_NP_001132889.1_14354_1	NP_001132889.1;XP_008670638.3;XP_008670639.1
59	lcl|NC_050097.1_cds_NP_001146388.2_15170_lcl|NC_050097.1_cds_NP_001146388.2_15170_1;lcl|NC_050097.1_cds_NP_001306148.1_15171_lcl|NC_050097.1_cds_NP_001306148.1_15171_1;lcl|NC_050097.1_cds_XP_008670975.1_15172_lcl|NC_050097.1_cds_XP_008670975.1_15172_1	NP_001146388.2;NP_001306148.1;XP_008670975.1
60	lcl|NC_050098.1_cds_XP_035821539.1_15319_lcl|NC_050098.1_cds_XP_035821539.1_15319_1;lcl|NC_050098.1_cds_XP_020401768.1_15320_lcl|NC_050098.1_cds_XP_020401768.1_15320_1;lcl|NC_050098.1_cds_NP_001304120.1_15321_lcl|NC_050098.1_cds_NP_001304120.1_15321_1	NP_001304120.1;XP_020401768.1;XP_035821539.1
61	lcl|NC_050098.1_cds_XP_008673490.1_15418_lcl|NC_050098.1_cds_XP_008673490.1_15418_1;lcl|NC_050098.1_cds_NP_001305305.1_15419_lcl|NC_050098.1_cds_NP_001305305.1_15419_2;lcl|NC_050098.1_cds_NP_001147506.2_15420_lcl|NC_050098.1_cds_NP_001147506.2_15420_1;lcl|NC_050098.1_cds_NP_001132901.2_15421_lcl|NC_050098.1_cds_NP_001132901.2_15421_1	NP_001132901.2;NP_001147506.2;NP_001305305.1;XP_008673490.1
62	lcl|NC_050098.1_cds_NP_001362284.1_15453_lcl|NC_050098.1_cds_NP_001362284.1_15453_1;lcl|NC_050098.1_cds_NP_001337676.1_15454_lcl|NC_050098.1_cds_NP_001337676.1_15454_1;lcl|NC_050098.1_cds_XP_020406817.1_15456_lcl|NC_050098.1_cds_XP_020406817.1_15456_1	NP_001337676.1;NP_001362284.1;XP_020406817.1
63	lcl|NC_050098.1_cds_NP_001308649.1_15630_lcl|NC_050098.1_cds_NP_001308649.1_15630_1;lcl|NC_050098.1_cds_XP_020405066.1_15631_lcl|NC_050098.1_cds_XP_020405066.1_15631_1;lcl|NC_050098.1_cds_NP_001131899.1_15632_lcl|NC_050098.1_cds_NP_001131899.1_15632_1	NP_001131899.1;NP_001308649.1;XP_020405066.1
64	lcl|NC_050098.1_cds_NP_001105726.2_15668_lcl|NC_050098.1_cds_NP_001105726.2_15668_1;lcl|NC_050098.1_cds_NP_001130256.1_15669_lcl|NC_050098.1_cds_NP_001130256.1_15669_1;lcl|NC_050098.1_cds_NP_001105591.2_15670_lcl|NC_050098.1_cds_NP_001105591.2_15670_1;lcl|NC_050098.1_cds_NP_001183626.1_15671_lcl|NC_050098.1_cds_NP_001183626.1_15671_1	NP_001105591.2;NP_001105726.2;NP_001130256.1;NP_001183626.1
65	lcl|NC_050098.1_cds_NP_001141673.1_15783_lcl|NC_050098.1_cds_NP_001141673.1_15783_1;lcl|NC_050098.1_cds_NP_001140321.1_15784_lcl|NC_050098.1_cds_NP_001140321.1_15784_1;lcl|NC_050098.1_cds_XP_023157725.1_15785_lcl|NC_050098.1_cds_XP_023157725.1_15785_1	NP_001140321.1;NP_001141673.1;XP_023157725.1
