potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
11	Saccharide	73714037	73786194	72160	ADH_N, ADH_zinc_N, Transferase, UDPGT_2	cyanogenic glucoside-3, monoterpenoid-3	NC_080042.1	LOC130739455;LOC130739457;LOC130739458;LOC130739460;LOC130739461;LOC130739462;LOC130739463;LOC13073_2536	XP_057447729.1;XP_057447730.1;XP_057447731.1;XP_057447732.1;XP_057447733.1;XP_057447734.1;XP_057447736.1;XP_057447737.1	
12	Alkaloid	76626886	76734934	108050	Cu_amine_oxid, Methyltransf_7, p450	-	NC_080042.1	LOC130737052;LOC130739714;LOC130737053;LOC130739715;LOC130739717;LOC130735695;LOC13073_2645;LOC130735696;LOC13073_2644;LOC13073_2646;LOC130737054;LOC130739719;LOC130739718;LOC130739722;LOC130739721;LOC130739720	XP_057444804.1;XP_057448079.1;XP_057444806.1;XP_057448080.1;XP_057448081.1;XP_057443587.1;XP_057443591.1;XP_057443589.1;XP_057443588.1;XP_057443590.1;XP_057444807.1;XP_057448083.1;XP_057448082.1;XP_057448087.1;XP_057448086.1;XP_057448085.1	
13	Cyclopeptide	79346243	79682118	335880	BURP	-	NC_080042.1	LOC130737084;LOC130739990;LOC130739991;LOC130739994;LOC130739993;LOC130735738;LOC130737086;LOC130739995;LOC130739997;LOC130739996;LOC13073_2767;LOC130737087;LOC130739998;LOC130740002;LOC130740001;LOC13073_2769;LOC13073_2770;LOC13073_2771;LOC13073_2772;LOC13073_2773;LOC130739999;LOC13073_2768;LOC130735739;LOC130737088;LOC130740003;LOC130740004;LOC130740005;LOC130740006;LOC130740007;LOC130740009;LOC13074_145;LOC130740011;LOC13074_146;LOC13074_147;LOC130740012;LOC130740013;LOC130735740;LOC130740014;LOC13074_148;LOC130740016;LOC130740017;LOC130740018;LOC130740020;LOC13074_149;LOC130740022;LOC130740021;LOC130740023;LOC130740024;LOC13074_150;LOC130740025;LOC130740026;LOC13074_151	XP_057444838.1;XP_057448451.1;XP_057448452.1;XP_057448454.1;XP_057448453.1;XP_057443623.1;XP_057444839.1;XP_057448455.1;XP_057448459.1;XP_057448457.1;XP_057448458.1;XP_057444840.1;XP_057448460.1;XP_057448470.1;XP_057448469.1;XP_057448463.1;XP_057448464.1;XP_057448465.1;XP_057448466.1;XP_057448467.1;XP_057448462.1;XP_057448461.1;XP_057443624.1;XP_057444842.1;XP_057448471.1;XP_057448472.1;XP_057448473.1;XP_057448474.1;XP_057448475.1;XP_057448476.1;XP_057448477.1;XP_057448478.1;XP_057448480.1;XP_057448479.1;XP_057448481.1;XP_057448482.1;XP_057443625.1;XP_057448483.1;XP_057448484.1;XP_057448485.1;XP_057448486.1;XP_057448488.1;XP_057448489.1;XP_057448490.1;XP_057448492.1;XP_057448491.1;XP_057448493.1;XP_057448495.1;XP_057448496.1;XP_057448497.1;XP_057448498.1;XP_057448499.1	
14	Lignan-Polyketide	86487137	86588565	101430	Chal_sti_synt_C, Dirigent	-	NC_080042.1	LOC130740485;LOC130740486;LOC130740487;LOC130740488;LOC130735802;LOC130735803;LOC130740490;LOC130740492;LOC130740493;LOC130740494;LOC130735805	XP_057449102.1;XP_057449104.1;XP_057449105.1;XP_057449106.1;XP_057443678.1;XP_057443679.1;XP_057449107.1;XP_057449108.1;XP_057449109.1;XP_057449110.1;XP_057443680.1	
15	Saccharide-Polyketide	94348675	94414607	65930	AMP-binding, Acetyltransf_1, Cellulose_synt, Chal_sti_synt_C, Chal_sti_synt_N, Methyltransf_11, p450	-	NC_080042.1	LOC13074_607;LOC13074_608;LOC130741332;LOC13074_610;LOC13074_611;LOC13074_612;LOC130741333;LOC13074_609;LOC130741334;LOC130741335;LOC130741336;LOC130741337;LOC130741338;LOC130741340;LOC130741341;LOC13074_613;LOC130741342;LOC13074_614;LOC130741343;LOC13074_615	XP_057450173.1;XP_057450172.1;XP_057450174.1;XP_057450177.1;XP_057450178.1;XP_057450179.1;XP_057450175.1;XP_057450176.1;XP_057450180.1;XP_057450181.1;XP_057450182.1;XP_057450183.1;XP_057450184.1;XP_057450185.1;XP_057450186.1;XP_057450187.1;XP_057450189.1;XP_057450190.1;XP_057450191.1;XP_057450192.1	
16	Saccharide	6685425	6836989	151560	ECH_2, Peptidase_S10, UDPGT_2, p450	small phenolic-2	NC_080043.1	LOC130747430;LOC130743030;LOC130747431;LOC130745022;LOC130747433;LOC130747432;LOC130747434;LOC130747435;LOC13074_2661;LOC130747437;LOC13074_2662;LOC13074_2663;LOC13074_2664;LOC13074_2665;LOC130743031;LOC130747438;LOC130747439;LOC130747440;LOC130747441;LOC130747442;LOC130747443;LOC13074_2666;LOC130745024;LOC130747444;LOC130745025;LOC130747445;LOC130747446;LOC130745026;LOC130745027;LOC130747447;LOC130747448;LOC130747450;LOC130747452;LOC13074_2667;LOC130743032;LOC130747454;LOC130747456;LOC13074_2668;LOC130747457;LOC130747458;LOC130747459;LOC130747461;LOC130747462;LOC130747466;LOC130747464;LOC130747467;LOC13074_2669;LOC13074_2670;LOC130747468;LOC13074_2671;LOC13074_2672;LOC13074_2673;LOC130747465;LOC130747463;LOC130747470;LOC130747473;LOC130747471;LOC130747472;LOC130747475;LOC130747476;LOC130747474;LOC13074_2674;LOC130747477	XP_057456352.1;XP_057451118.1;XP_057456353.1;XP_057453157.1;XP_057456355.1;XP_057456354.1;XP_057456356.1;XP_057456357.1;XP_057456358.1;XP_057456360.1;XP_057456362.1;XP_057456361.1;XP_057456359.1;XP_057456363.1;XP_057451119.1;XP_057456364.1;XP_057456365.1;XP_057456366.1;XP_057456367.1;XP_057456368.1;XP_057456369.1;XP_057456370.1;XP_057453158.1;XP_057456371.1;XP_057453159.1;XP_057456372.1;XP_057456373.1;XP_057453160.1;XP_057453162.1;XP_057456374.1;XP_057456375.1;XP_057456376.1;XP_057456377.1;XP_057456378.1;XP_057451120.1;XP_057456380.1;XP_057456382.1;XP_057456381.1;XP_057456383.1;XP_057456384.1;XP_057456385.1;XP_057456386.1;XP_057456387.1;XP_057456392.1;XP_057456390.1;XP_057456393.1;XP_057456394.1;XP_057456395.1;XP_057456397.1;XP_057456399.1;XP_057456396.1;XP_057456398.1;XP_057456391.1;XP_057456388.1;XP_057456400.1;XP_057456404.1;XP_057456401.1;XP_057456403.1;XP_057456407.1;XP_057456408.1;XP_057456405.1;XP_057456406.1;XP_057456409.1	
17	Saccharide	7753665	7811350	57690	2OG-FeII_Oxy, DIOX_N, Lyase_aromatic, UDPGT_2	small phenolic	NC_080043.1	LOC130747683;LOC130747685;LOC13074_2745;LOC130747684;LOC130747687;LOC130747686;LOC130747688;LOC13074_2746;LOC13074_2747;LOC130743066;LOC130747689;LOC130745069;LOC130745070;LOC130747691;LOC13074_2748;LOC13074_2749;LOC13074_2750;LOC130747693;LOC130747694;LOC130747695;LOC130747696;LOC130747697;LOC130745071;LOC130747700;LOC13074_2751;LOC13074_2752;LOC13074_2753	XP_057456673.1;XP_057456675.1;XP_057456676.1;XP_057456674.1;XP_057456678.1;XP_057456677.1;XP_057456679.1;XP_057456680.1;XP_057456681.1;XP_057451153.1;XP_057456682.1;XP_057453197.1;XP_057453198.1;XP_057456683.1;XP_057456684.1;XP_057456685.1;XP_057456686.1;XP_057456687.1;XP_057456688.1;XP_057456690.1;XP_057456691.1;XP_057456692.1;XP_057453200.1;XP_057456693.1;XP_057456694.1;XP_057456695.1;XP_057456696.1	
18	Cyclopeptide	8758929	9200628	441700	BURP	-	NC_080043.1	LOC130747765;LOC13074_2775;LOC130747769;LOC130747770;LOC130747767;LOC13074_2776;LOC13074_2778;LOC130747768;LOC13074_2777;LOC130747766;LOC130745084;LOC130745085;LOC130747772;LOC13074_2779;LOC13074_2780;LOC130747773;LOC130745087;LOC130747774;LOC13074_2781;LOC130747776;LOC130747777;LOC130747778;LOC130747779;LOC130747780;LOC13074_2782	XP_057456776.1;XP_057456775.1;XP_057456783.1;XP_057456784.1;XP_057456778.1;XP_057456779.1;XP_057456782.1;XP_057456780.1;XP_057456781.1;XP_057456777.1;XP_057453212.1;XP_057453213.1;XP_057456787.1;XP_057456785.1;XP_057456786.1;XP_057456788.1;XP_057453214.1;XP_057456789.1;XP_057456790.1;XP_057456791.1;XP_057456792.1;XP_057456793.1;XP_057456795.1;XP_057456796.1;XP_057456797.1	
19	Saccharide-Alkaloid	9805721	9955474	149750	Bet_v_1, Glycos_transf_1, p450	-	NC_080043.1	LOC130747829;LOC130747830;LOC13074_2798;LOC13074_2799;LOC13074_2800;LOC130747831;LOC130747832;LOC130747833	XP_057456854.1;XP_057456856.1;XP_057456857.1;XP_057456858.1;XP_057456859.1;XP_057456860.1;XP_057456861.1;XP_057456862.1	
20	Saccharide	10447394	10730903	283510	UDPGT_2, p450	cyanogenic glucoside, monoterpenoid	NC_080043.1	LOC130749683;LOC13074_953;LOC13074_954;LOC130748937;LOC130748215;LOC130749307;LOC130749620;LOC130745153;LOC130743141;LOC130743142;LOC130742571;LOC130743497;LOC130749458;LOC13074_955;LOC13074_956;LOC13074_957;LOC13074_958;LOC13074_959;LOC130743499;LOC130749257;LOC130743500;LOC130742524;LOC130742525;LOC130748108;LOC13074_960;LOC13074_961	XP_057459040.1;XP_057459041.1;XP_057458170.1;XP_057458169.1;XP_057457366.1;XP_057458625.1;XP_057458981.1;XP_057453275.1;XP_057451246.1;XP_057451247.1;XP_057450645.1;XP_057451733.1;XP_057458802.1;XP_057458803.1;XP_057458804.1;XP_057458805.1;XP_057458806.1;XP_057458807.1;XP_057451734.1;XP_057458568.1;XP_057451735.1;XP_057450604.1;XP_057450605.1;XP_057457236.1;XP_057457237.1;XP_057457238.1	
21	Saccharide	10850108	11010006	159900	UDPGT_2, p450	cyanogenic glucoside, monoterpenoid	NC_080043.1	LOC130749591;LOC130743524;LOC130748139;LOC130742693;LOC130742692;LOC130747348;LOC130747346;LOC130747349;LOC130743525;LOC130743527	XP_057458953.1;XP_057451757.1;XP_057457279.1;XP_057450777.1;XP_057450776.1;XP_057456236.1;XP_057456235.1;XP_057456237.1;XP_057451758.1;XP_057451759.1	
22	Saccharide	11244397	11546945	302550	UDPGT_2, p450	cyanogenic glucoside, monoterpenoid	NC_080043.1	LOC130748609;LOC130748602;LOC130743543;LOC130743545;LOC130743546;LOC130743547;LOC130742878;LOC130742884;LOC130742877;LOC13074_1018;LOC13074_1019;LOC13074_1020;LOC130743548;LOC130742883;LOC130742880;LOC130742882;LOC130742879;LOC130742881;LOC130743549;LOC130749165;LOC13074_1021;LOC13074_1022;LOC130743550;LOC130743551;LOC130743552;LOC130743553;LOC130749208;LOC130749789;LOC130748888;LOC130743554;LOC130748748;LOC130748651;LOC130743555;LOC130743556;LOC130749402;LOC130709541;LOC130748703;LOC130743557;LOC130748942;LOC130742690;LOC13074_1023;LOC130709559	XP_057457824.1;XP_057457817.1;XP_057451773.1;XP_057451774.1;XP_057451775.1;XP_057451776.1;XP_057450962.1;XP_057450968.1;XP_057450959.1;XP_057450958.1;XP_057450961.1;XP_057450960.1;XP_057451778.1;XP_057450967.1;XP_057450964.1;XP_057450966.1;XP_057450963.1;XP_057450965.1;XP_057451779.1;XP_057458458.1;XP_057458456.1;XP_057458455.1;XP_057451780.1;XP_057451782.1;XP_057451783.1;XP_057451784.1;XP_057458512.1;XP_057459142.1;XP_057458125.1;XP_057451785.1;XP_057457975.1;XP_057457868.1;XP_057451786.1;XP_057451787.1;XP_057458740.1;XP_057414911.1;XP_057457928.1;XP_057451789.1;XP_057458171.1;XP_057450774.1;XP_057450775.1;XP_057414929.1	
23	Saccharide-Terpene	11715837	11899487	183650	Epimerase, Glyco_hydro_1, Methyltransf_11, Terpene_synth, Terpene_synth_C	-	NC_080043.1	LOC130743570;LOC130749833;LOC130749094;LOC130748689;LOC130748786;LOC130748647;LOC130748648;LOC130743284;LOC130748863;LOC130743308;LOC13074_1045;LOC13074_1046;LOC130743571;LOC130743572;LOC130745457;LOC13074_1047;LOC13074_1048	XP_057451799.1;XP_057459179.1;XP_057458364.1;XP_057457912.1;XP_057458015.1;XP_057457864.1;XP_057457865.1;XP_057451445.1;XP_057458090.1;XP_057451482.1;XP_057451483.1;XP_057451484.1;XP_057451800.1;XP_057451801.1;XP_057453716.1;XP_057453717.1;XP_057453718.1	
24	Saccharide-Terpene	12368897	12460498	91600	Aminotran_1_2, Cellulose_synt, Methyltransf_11, Terpene_synth, Terpene_synth_C	-	NC_080043.1	LOC130743583;LOC130748207;LOC130743584;LOC130748461;LOC130748460;LOC130748022;LOC130743585;LOC130743586;LOC130748517;LOC130743588;LOC130748958;LOC130743589	XP_057451808.1;XP_057457355.1;XP_057451809.1;XP_057457663.1;XP_057457662.1;XP_057457091.1;XP_057451810.1;XP_057451811.1;XP_057457732.1;XP_057451812.1;XP_057458194.1;XP_057451813.1	
25	Lignan-Alkaloid	14085486	14182784	97300	Bet_v_1, Dirigent	-	NC_080043.1	LOC130748866;LOC130748915;LOC130743595;LOC130748153;LOC130743597	XP_057458092.1;XP_057458146.1;XP_057451820.1;XP_057457298.1;XP_057451821.1	
26	Saccharide	14469399	14522206	52810	Acetyltransf_1, Glyco_hydro_1, Peptidase_S10	-	NC_080043.1	LOC130743602;LOC130749393;LOC130743603;LOC130749548;LOC130749549;LOC130749550;LOC130748814;LOC130744279;LOC130743604;LOC130746929;LOC130742454;LOC13074_1067;LOC130743605	XP_057451825.1;XP_057458726.1;XP_057451826.1;XP_057458906.1;XP_057458907.1;XP_057458908.1;XP_057458039.1;XP_057452451.1;XP_057451827.1;XP_057455700.1;XP_057450543.1;XP_057450544.1;XP_057451828.1	
27	Putative	14670243	14935254	265010	Amino_oxidase, Methyltransf_11, p450	-	NC_080043.1	LOC130742488;LOC13074_1069;LOC130743610;LOC130743611;LOC130748618;LOC13074_1070;LOC130749285;LOC130749322;LOC130709490;LOC130709491;LOC130709494;LOC130749558;LOC130743612;LOC130749170;LOC13074_1071;LOC130749189;LOC130748512	XP_057450572.1;XP_057450573.1;XP_057451833.1;XP_057451834.1;XP_057457833.1;XP_057457834.1;XP_057458604.1;XP_057458643.1;XP_057414841.1;XP_057414842.1;XP_057414844.1;XP_057458915.1;XP_057451835.1;XP_057458462.1;XP_057458463.1;XP_057458489.1;XP_057457726.1	
28	Saccharide	63178439	63340263	161820	ERG4_ERG24, NAD_binding_1, UDPGT_2, adh_short	flavonoid, oleananes	NC_080043.1	LOC130749043;LOC13074_1092;LOC13074_1093;LOC13074_1094;LOC13074_1095;LOC13074_1096;LOC130709479;LOC130709481;LOC13070_13;LOC130709480;LOC130742362;LOC130749679;LOC130745726;LOC13074_1097;LOC130744641;LOC13074_1098;LOC130748959;LOC13074_1099;LOC130748082	XP_057458298.1;XP_057458299.1;XP_057458300.1;XP_057458301.1;XP_057458302.1;XP_057458303.1;XP_057414831.1;XP_057414835.1;XP_057414834.1;XP_057414832.1;XP_057450449.1;XP_057459035.1;XP_057454077.1;XP_057454076.1;XP_057452791.1;XP_057452792.1;XP_057458196.1;XP_057458197.1;XP_057457160.1	
29	Terpene	70840976	71408364	567390	Epimerase, SQHop_cyclase_C, SQHop_cyclase_N, p450	beta-amyrin-3, triterpene-3	NC_080043.1	LOC130743647;LOC130748230;LOC130748115;LOC130749295;LOC130749831;LOC130743648;LOC130748972;LOC130748071;LOC130749710;LOC130745680;LOC130745679;LOC130748606;LOC13074_1185;LOC130748354	XP_057451863.1;XP_057457391.1;XP_057457243.1;XP_057458615.1;XP_057459177.1;XP_057451864.1;XP_057458209.1;XP_057457145.1;XP_057459072.1;XP_057454026.1;XP_057454025.1;XP_057457821.1;XP_057457820.1;XP_057457551.1	
30	Putative	84069750	84214416	144670	2OG-FeII_Oxy, AMP-binding, Abhydrolase_3, DIOX_N	-	NC_080043.1	LOC130743652;LOC130749154;LOC130749155;LOC13074_1200;LOC13074_1201;LOC130748962;LOC130743395	XP_057451869.1;XP_057458432.1;XP_057458433.1;XP_057458434.1;XP_057458436.1;XP_057458200.1;XP_057451606.1	
31	Saccharide	91442127	91601068	158940	AMP-binding, Amino_oxidase, Glyco_hydro_1, Lipoxygenase	-	NC_080043.1	LOC13074_1204;LOC130743204;LOC130743654;LOC130748083;LOC13074_1205;LOC130748019;LOC13074_1206;LOC13074_1207;LOC130748158;LOC13074_1208;LOC130747631;LOC130748174;LOC130748949;LOC130744564;LOC130709492;LOC130743656;LOC130748850;LOC130748830;LOC130743120;LOC130743119;LOC130743657;LOC13074_1209;LOC130746015;LOC130746016;LOC130745402;LOC13074_1210;LOC130745403	XP_057451324.1;XP_057451323.1;XP_057451871.1;XP_057457162.1;XP_057457161.1;XP_057457083.1;XP_057457084.1;XP_057457085.1;XP_057457303.1;XP_057457302.1;XP_057456592.1;XP_057457319.1;XP_057458182.1;XP_057452721.1;XP_057414843.1;XP_057451872.1;XP_057458077.1;XP_057458057.1;XP_057451217.1;XP_057451216.1;XP_057451873.1;XP_057454494.1;XP_057454493.1;XP_057454496.1;XP_057453604.1;XP_057453605.1;XP_057453606.1	
32	Cyclopeptide	92222346	92614006	391660	BURP	-	NC_080043.1	LOC130745220;LOC13074_1796;LOC130745223;LOC13074_1794;LOC13074_1795;LOC130745221;LOC13074_1798;LOC13074_1797;LOC130745222;LOC130745224;LOC130745226;LOC130745225;LOC130744495;LOC130745229;LOC130745230;LOC130745231;LOC130745232	XP_057453361.1;XP_057453370.1;XP_057453367.1;XP_057453368.1;XP_057453369.1;XP_057453362.1;XP_057453365.1;XP_057453364.1;XP_057453363.1;XP_057453371.1;XP_057453373.1;XP_057453372.1;XP_057452658.1;XP_057453375.1;XP_057453376.1;XP_057453377.1;XP_057453378.1	
33	Putative	94573107	94722250	149140	Peptidase_S10, p450	-	NC_080043.1	LOC130744632;LOC130745607;LOC130744633;LOC130745610;LOC130745612;LOC130745611;LOC130745613;LOC130745614;LOC130745615;LOC130744635;LOC130744637;LOC130745616;LOC13074_1995;LOC130745617;LOC130745618;LOC130745621;LOC130744639;LOC130745619;LOC130745620;LOC13074_1996;LOC130745622;LOC13074_1997;LOC130745623;LOC130745624;LOC130744642;LOC130745627;LOC13074_1998;LOC13074_1999;LOC130745631;LOC130745634;LOC130745630;LOC130745629;LOC13074_2000;LOC13074_2001	XP_057452785.1;XP_057453941.1;XP_057452786.1;XP_057453942.1;XP_057453944.1;XP_057453943.1;XP_057453946.1;XP_057453947.1;XP_057453948.1;XP_057452787.1;XP_057452788.1;XP_057453949.1;XP_057453950.1;XP_057453951.1;XP_057453952.1;XP_057453956.1;XP_057452790.1;XP_057453953.1;XP_057453954.1;XP_057453955.1;XP_057453957.1;XP_057453959.1;XP_057453958.1;XP_057453960.1;XP_057452794.1;XP_057453961.1;XP_057453962.1;XP_057453963.1;XP_057453971.1;XP_057453974.1;XP_057453970.1;XP_057453967.1;XP_057453968.1;XP_057453969.1	
34	Terpene	95335192	95457480	122290	Epimerase, SQHop_cyclase_C, SQHop_cyclase_N	beta-amyrin-2, triterpene-2	NC_080043.1	LOC130742840;LOC130746618;LOC130746619;LOC13074_2360;LOC130746620;LOC130746621;LOC130746622;LOC130744882;LOC130746623;LOC130746626;LOC130746627;LOC130746628;LOC130746629;LOC13074_2361	XP_057450922.1;XP_057455290.1;XP_057455292.1;XP_057455291.1;XP_057455293.1;XP_057455294.1;XP_057455295.1;XP_057453025.1;XP_057455296.1;XP_057455299.1;XP_057455300.1;XP_057455302.1;XP_057455304.1;XP_057455303.1	
35	Saccharide	95889123	95913553	24430	AMP-binding, Cellulose_synt, p450	-	NC_080043.1	LOC130743019;LOC130747342;LOC130745010;LOC130747343;LOC13074_2626;LOC13074_2627;LOC13074_2628;LOC130747344;LOC130747345;LOC130747350;LOC130747353;LOC13074_2629;LOC130747351;LOC13074_2630;LOC13074_2631;LOC130747352;LOC130747354;LOC130747355;LOC130747357;LOC130747358	XP_057451112.1;XP_057456228.1;XP_057453145.1;XP_057456229.1;XP_057456230.1;XP_057456231.1;XP_057456232.1;XP_057456233.1;XP_057456234.1;XP_057456238.1;XP_057456245.1;XP_057456246.1;XP_057456242.1;XP_057456241.1;XP_057456244.1;XP_057456243.1;XP_057456247.1;XP_057456248.1;XP_057456249.1;XP_057456250.1	
