potentialBGC	protein_ids	Gene cluster gene accessions
23	lcl|NC_080041.1_cds_XP_057434969.1_6417_lcl|NC_080041.1_cds_XP_057434969.1_6417_1;lcl|NC_080041.1_cds_XP_057434968.1_6418_lcl|NC_080041.1_cds_XP_057434968.1_6418_1;lcl|NC_080041.1_cds_XP_057434970.1_6419_lcl|NC_080041.1_cds_XP_057434970.1_6419_1	XP_057434968.1;XP_057434969.1;XP_057434970.1
24	lcl|NC_080041.1_cds_XP_057435233.1_6704_lcl|NC_080041.1_cds_XP_057435233.1_6704_1;lcl|NC_080041.1_cds_XP_057435234.1_6705_lcl|NC_080041.1_cds_XP_057435234.1_6705_1;lcl|NC_080041.1_cds_XP_057435232.1_6706_lcl|NC_080041.1_cds_XP_057435232.1_6706_1;lcl|NC_080041.1_cds_XP_057435236.1_6707_lcl|NC_080041.1_cds_XP_057435236.1_6707_1	XP_057435232.1;XP_057435233.1;XP_057435234.1;XP_057435236.1
25	lcl|NC_080041.1_cds_XP_057418885.1_6862_lcl|NC_080041.1_cds_XP_057418885.1_6862_1;lcl|NC_080041.1_cds_XP_057418891.1_6864_lcl|NC_080041.1_cds_XP_057418891.1_6864_1;lcl|NC_080041.1_cds_XP_057435347.1_6865_lcl|NC_080041.1_cds_XP_057435347.1_6865_1	XP_057418885.1;XP_057418891.1;XP_057435347.1
26	lcl|NC_080041.1_cds_XP_057435419.1_6945_lcl|NC_080041.1_cds_XP_057435419.1_6945_1;lcl|NC_080041.1_cds_XP_057435421.1_6946_lcl|NC_080041.1_cds_XP_057435421.1_6946_1;lcl|NC_080041.1_cds_XP_057435420.1_6947_lcl|NC_080041.1_cds_XP_057435420.1_6947_1	XP_057435419.1;XP_057435420.1;XP_057435421.1
27	lcl|NC_080041.1_cds_XP_057435625.1_7193_lcl|NC_080041.1_cds_XP_057435625.1_7193_1;lcl|NC_080041.1_cds_XP_057435627.1_7194_lcl|NC_080041.1_cds_XP_057435627.1_7194_1;lcl|NC_080041.1_cds_XP_057435626.1_7195_lcl|NC_080041.1_cds_XP_057435626.1_7195_1	XP_057435625.1;XP_057435626.1;XP_057435627.1
28	lcl|NC_080041.1_cds_XP_057435734.1_7305_lcl|NC_080041.1_cds_XP_057435734.1_7305_1;lcl|NC_080041.1_cds_XP_057435735.1_7306_lcl|NC_080041.1_cds_XP_057435735.1_7306_1;lcl|NC_080041.1_cds_XP_057435736.1_7307_lcl|NC_080041.1_cds_XP_057435736.1_7307_1;lcl|NC_080041.1_cds_XP_057435733.1_7308_lcl|NC_080041.1_cds_XP_057435733.1_7308_1	XP_057435733.1;XP_057435734.1;XP_057435735.1;XP_057435736.1
29	lcl|NC_080041.1_cds_XP_057435781.1_7351_lcl|NC_080041.1_cds_XP_057435781.1_7351_1;lcl|NC_080041.1_cds_XP_057440375.1_7352_lcl|NC_080041.1_cds_XP_057440375.1_7352_1;lcl|NC_080041.1_cds_XP_057435782.1_7353_lcl|NC_080041.1_cds_XP_057435782.1_7353_1	XP_057435781.1;XP_057435782.1;XP_057440375.1
30	lcl|NC_080041.1_cds_XP_057436151.1_7781_lcl|NC_080041.1_cds_XP_057436151.1_7781_1;lcl|NC_080041.1_cds_XP_057436148.1_7782_lcl|NC_080041.1_cds_XP_057436148.1_7782_1;lcl|NC_080041.1_cds_XP_057436152.1_7783_lcl|NC_080041.1_cds_XP_057436152.1_7783_1	XP_057436148.1;XP_057436151.1;XP_057436152.1
31	lcl|NC_080041.1_cds_XP_057436254.1_7906_lcl|NC_080041.1_cds_XP_057436254.1_7906_5;lcl|NC_080041.1_cds_XP_057436256.1_7908_lcl|NC_080041.1_cds_XP_057436256.1_7908_1;lcl|NC_080041.1_cds_XP_057436255.1_7910_lcl|NC_080041.1_cds_XP_057436255.1_7910_1	XP_057436254.1;XP_057436255.1;XP_057436256.1
32	lcl|NC_080041.1_cds_XP_057436329.1_7977_lcl|NC_080041.1_cds_XP_057436329.1_7977_1;lcl|NC_080041.1_cds_XP_057436330.1_7978_lcl|NC_080041.1_cds_XP_057436330.1_7978_1;lcl|NC_080041.1_cds_XP_057423315.1_7979_lcl|NC_080041.1_cds_XP_057423315.1_7979_1	XP_057423315.1;XP_057436329.1;XP_057436330.1
33	lcl|NC_080041.1_cds_XP_057436552.1_8231_lcl|NC_080041.1_cds_XP_057436552.1_8231_1;lcl|NC_080041.1_cds_XP_057436553.1_8232_lcl|NC_080041.1_cds_XP_057436553.1_8232_1;lcl|NC_080041.1_cds_XP_057436554.1_8233_lcl|NC_080041.1_cds_XP_057436554.1_8233_1	XP_057436552.1;XP_057436553.1;XP_057436554.1
34	lcl|NC_080041.1_cds_XP_057436565.1_8243_lcl|NC_080041.1_cds_XP_057436565.1_8243_1;lcl|NC_080041.1_cds_XP_057436566.1_8244_lcl|NC_080041.1_cds_XP_057436566.1_8244_1;lcl|NC_080041.1_cds_XP_057424586.1_8245_lcl|NC_080041.1_cds_XP_057424586.1_8245_1;lcl|NC_080041.1_cds_XP_057424598.1_8247_lcl|NC_080041.1_cds_XP_057424598.1_8247_1	XP_057424586.1;XP_057424598.1;XP_057436565.1;XP_057436566.1
35	lcl|NC_080041.1_cds_XP_057436649.1_8340_lcl|NC_080041.1_cds_XP_057436649.1_8340_1;lcl|NC_080041.1_cds_XP_057436650.1_8341_lcl|NC_080041.1_cds_XP_057436650.1_8341_1;lcl|NC_080041.1_cds_XP_057436651.1_8342_lcl|NC_080041.1_cds_XP_057436651.1_8342_1	XP_057436649.1;XP_057436650.1;XP_057436651.1
36	lcl|NC_080041.1_cds_XP_057436691.1_8392_lcl|NC_080041.1_cds_XP_057436691.1_8392_1;lcl|NC_080041.1_cds_XP_057436692.1_8393_lcl|NC_080041.1_cds_XP_057436692.1_8393_1;lcl|NC_080041.1_cds_XP_057436693.1_8394_lcl|NC_080041.1_cds_XP_057436693.1_8394_1;lcl|NC_080041.1_cds_XP_057425018.1_8395_lcl|NC_080041.1_cds_XP_057425018.1_8395_1	XP_057425018.1;XP_057436691.1;XP_057436692.1;XP_057436693.1
37	lcl|NC_080041.1_cds_XP_057437158.1_8927_lcl|NC_080041.1_cds_XP_057437158.1_8927_1;lcl|NC_080041.1_cds_XP_057437159.1_8928_lcl|NC_080041.1_cds_XP_057437159.1_8928_1;lcl|NC_080041.1_cds_XP_057437160.1_8929_lcl|NC_080041.1_cds_XP_057437160.1_8929_1	XP_057437158.1;XP_057437159.1;XP_057437160.1
38	lcl|NC_080041.1_cds_XP_057437364.1_9174_lcl|NC_080041.1_cds_XP_057437364.1_9174_1;lcl|NC_080041.1_cds_XP_057437365.1_9175_lcl|NC_080041.1_cds_XP_057437365.1_9175_1;lcl|NC_080041.1_cds_XP_057437367.1_9176_lcl|NC_080041.1_cds_XP_057437367.1_9176_1	XP_057437364.1;XP_057437365.1;XP_057437367.1
39	lcl|NC_080041.1_cds_XP_057427726.1_9302_lcl|NC_080041.1_cds_XP_057427726.1_9302_1;lcl|NC_080041.1_cds_XP_057427777.1_9303_lcl|NC_080041.1_cds_XP_057427777.1_9303_1;lcl|NC_080041.1_cds_XP_057437465.1_9304_lcl|NC_080041.1_cds_XP_057437465.1_9304_1	XP_057427726.1;XP_057427777.1;XP_057437465.1
40	lcl|NC_080041.1_cds_XP_057437506.1_9352_lcl|NC_080041.1_cds_XP_057437506.1_9352_1;lcl|NC_080041.1_cds_XP_057437509.1_9354_lcl|NC_080041.1_cds_XP_057437509.1_9354_1;lcl|NC_080041.1_cds_XP_057437510.1_9355_lcl|NC_080041.1_cds_XP_057437510.1_9355_1	XP_057437506.1;XP_057437509.1;XP_057437510.1
41	lcl|NC_080041.1_cds_XP_057440550.1_9584_lcl|NC_080041.1_cds_XP_057440550.1_9584_1;lcl|NC_080041.1_cds_XP_057437691.1_9585_lcl|NC_080041.1_cds_XP_057437691.1_9585_2;lcl|NC_080041.1_cds_XP_057437692.1_9586_lcl|NC_080041.1_cds_XP_057437692.1_9586_1	XP_057437691.1;XP_057437692.1;XP_057440550.1
42	lcl|NC_080041.1_cds_XP_057437769.1_9677_lcl|NC_080041.1_cds_XP_057437769.1_9677_1;lcl|NC_080041.1_cds_XP_057429159.1_9678_lcl|NC_080041.1_cds_XP_057429159.1_9678_1;lcl|NC_080041.1_cds_XP_057437771.1_9679_lcl|NC_080041.1_cds_XP_057437771.1_9679_1	XP_057429159.1;XP_057437769.1;XP_057437771.1
43	lcl|NC_080041.1_cds_XP_057438095.1_10051_lcl|NC_080041.1_cds_XP_057438095.1_10051_1;lcl|NC_080041.1_cds_XP_057438096.1_10052_lcl|NC_080041.1_cds_XP_057438096.1_10052_1;lcl|NC_080041.1_cds_XP_057438097.1_10053_lcl|NC_080041.1_cds_XP_057438097.1_10053_1;lcl|NC_080041.1_cds_XP_057438098.1_10055_lcl|NC_080041.1_cds_XP_057438098.1_10055_1	XP_057438095.1;XP_057438096.1;XP_057438097.1;XP_057438098.1
44	lcl|NC_080041.1_cds_XP_057438335.1_10331_lcl|NC_080041.1_cds_XP_057438335.1_10331_1;lcl|NC_080041.1_cds_XP_057438336.1_10332_lcl|NC_080041.1_cds_XP_057438336.1_10332_1;lcl|NC_080041.1_cds_XP_057438337.1_10333_lcl|NC_080041.1_cds_XP_057438337.1_10333_1	XP_057438335.1;XP_057438336.1;XP_057438337.1
45	lcl|NC_080041.1_cds_XP_057438832.1_10879_lcl|NC_080041.1_cds_XP_057438832.1_10879_1;lcl|NC_080041.1_cds_XP_057438835.1_10880_lcl|NC_080041.1_cds_XP_057438835.1_10880_1;lcl|NC_080041.1_cds_XP_057438834.1_10881_lcl|NC_080041.1_cds_XP_057438834.1_10881_1;lcl|NC_080041.1_cds_XP_057438833.1_10882_lcl|NC_080041.1_cds_XP_057438833.1_10882_1;lcl|NC_080041.1_cds_XP_057438836.1_10883_lcl|NC_080041.1_cds_XP_057438836.1_10883_2;lcl|NC_080041.1_cds_XP_057438838.1_10884_lcl|NC_080041.1_cds_XP_057438838.1_10884_1	XP_057438832.1;XP_057438833.1;XP_057438834.1;XP_057438835.1;XP_057438836.1;XP_057438838.1
46	lcl|NC_080041.1_cds_XP_057438930.1_10994_lcl|NC_080041.1_cds_XP_057438930.1_10994_1;lcl|NC_080041.1_cds_XP_057438931.1_10995_lcl|NC_080041.1_cds_XP_057438931.1_10995_1;lcl|NC_080041.1_cds_XP_057440681.1_10996_lcl|NC_080041.1_cds_XP_057440681.1_10996_1	XP_057438930.1;XP_057438931.1;XP_057440681.1
47	lcl|NC_080041.1_cds_XP_057439058.1_11131_lcl|NC_080041.1_cds_XP_057439058.1_11131_1;lcl|NC_080041.1_cds_XP_057439059.1_11132_lcl|NC_080041.1_cds_XP_057439059.1_11132_1;lcl|NC_080041.1_cds_XP_057439061.1_11133_lcl|NC_080041.1_cds_XP_057439061.1_11133_1	XP_057439058.1;XP_057439059.1;XP_057439061.1
48	lcl|NC_080041.1_cds_XP_057439077.1_11150_lcl|NC_080041.1_cds_XP_057439077.1_11150_1;lcl|NC_080041.1_cds_XP_057439078.1_11151_lcl|NC_080041.1_cds_XP_057439078.1_11151_1;lcl|NC_080041.1_cds_XP_057439076.1_11152_lcl|NC_080041.1_cds_XP_057439076.1_11152_1	XP_057439076.1;XP_057439077.1;XP_057439078.1
49	lcl|NC_080041.1_cds_XP_057440695.1_11246_lcl|NC_080041.1_cds_XP_057440695.1_11246_1;lcl|NC_080041.1_cds_XP_057439170.1_11247_lcl|NC_080041.1_cds_XP_057439170.1_11247_1;lcl|NC_080041.1_cds_XP_057439171.1_11248_lcl|NC_080041.1_cds_XP_057439171.1_11248_1;lcl|NC_080041.1_cds_XP_057439172.1_11249_lcl|NC_080041.1_cds_XP_057439172.1_11249_1	XP_057439170.1;XP_057439171.1;XP_057439172.1;XP_057440695.1
50	lcl|NC_080041.1_cds_XP_057439754.1_11888_lcl|NC_080041.1_cds_XP_057439754.1_11888_1;lcl|NC_080041.1_cds_XP_057439756.1_11889_lcl|NC_080041.1_cds_XP_057439756.1_11889_1;lcl|NC_080041.1_cds_XP_057439757.1_11890_lcl|NC_080041.1_cds_XP_057439757.1_11890_1	XP_057439754.1;XP_057439756.1;XP_057439757.1
51	lcl|NC_080042.1_cds_XP_057445445.1_12497_lcl|NC_080042.1_cds_XP_057445445.1_12497_1;lcl|NC_080042.1_cds_XP_057445446.1_12498_lcl|NC_080042.1_cds_XP_057445446.1_12498_1;lcl|NC_080042.1_cds_XP_057445447.1_12499_lcl|NC_080042.1_cds_XP_057445447.1_12499_1;lcl|NC_080042.1_cds_XP_057445448.1_12500_lcl|NC_080042.1_cds_XP_057445448.1_12500_1;lcl|NC_080042.1_cds_XP_057443929.1_12501_lcl|NC_080042.1_cds_XP_057443929.1_12501_1;lcl|NC_080042.1_cds_XP_057443930.1_12502_lcl|NC_080042.1_cds_XP_057443930.1_12502_1	XP_057443929.1;XP_057443930.1;XP_057445445.1;XP_057445446.1;XP_057445447.1;XP_057445448.1
52	lcl|NC_080042.1_cds_XP_057444304.1_13387_lcl|NC_080042.1_cds_XP_057444304.1_13387_1;lcl|NC_080042.1_cds_XP_057445993.1_13388_lcl|NC_080042.1_cds_XP_057445993.1_13388_2;lcl|NC_080042.1_cds_XP_057443398.1_13389_lcl|NC_080042.1_cds_XP_057443398.1_13389_1	XP_057443398.1;XP_057444304.1;XP_057445993.1
53	lcl|NC_080042.1_cds_XP_057446053.1_13473_lcl|NC_080042.1_cds_XP_057446053.1_13473_1;lcl|NC_080042.1_cds_XP_057446054.1_13475_lcl|NC_080042.1_cds_XP_057446054.1_13475_1;lcl|NC_080042.1_cds_XP_057443403.1_13476_lcl|NC_080042.1_cds_XP_057443403.1_13476_1	XP_057443403.1;XP_057446053.1;XP_057446054.1
54	lcl|NC_080042.1_cds_XP_057446156.1_13615_lcl|NC_080042.1_cds_XP_057446156.1_13615_1;lcl|NC_080042.1_cds_XP_057446158.1_13617_lcl|NC_080042.1_cds_XP_057446158.1_13617_1;lcl|NC_080042.1_cds_XP_057446159.1_13618_lcl|NC_080042.1_cds_XP_057446159.1_13618_1;lcl|NC_080042.1_cds_XP_057444376.1_13619_lcl|NC_080042.1_cds_XP_057444376.1_13619_1	XP_057444376.1;XP_057446156.1;XP_057446158.1;XP_057446159.1
55	lcl|NC_080042.1_cds_XP_057446326.1_13835_lcl|NC_080042.1_cds_XP_057446326.1_13835_1;lcl|NC_080042.1_cds_XP_057444445.1_13836_lcl|NC_080042.1_cds_XP_057444445.1_13836_1;lcl|NC_080042.1_cds_XP_057446327.1_13837_lcl|NC_080042.1_cds_XP_057446327.1_13837_1	XP_057444445.1;XP_057446326.1;XP_057446327.1
56	lcl|NC_080042.1_cds_XP_057446580.1_14159_lcl|NC_080042.1_cds_XP_057446580.1_14159_1;lcl|NC_080042.1_cds_XP_057446582.1_14160_lcl|NC_080042.1_cds_XP_057446582.1_14160_1;lcl|NC_080042.1_cds_XP_057446581.1_14161_lcl|NC_080042.1_cds_XP_057446581.1_14161_1	XP_057446580.1;XP_057446581.1;XP_057446582.1
57	lcl|NC_080042.1_cds_XP_057447134.1_14841_lcl|NC_080042.1_cds_XP_057447134.1_14841_1;lcl|NC_080042.1_cds_XP_057447135.1_14842_lcl|NC_080042.1_cds_XP_057447135.1_14842_1;lcl|NC_080042.1_cds_XP_057447136.1_14843_lcl|NC_080042.1_cds_XP_057447136.1_14843_3;lcl|NC_080042.1_cds_XP_057447137.1_14844_lcl|NC_080042.1_cds_XP_057447137.1_14844_1	XP_057447134.1;XP_057447135.1;XP_057447136.1;XP_057447137.1
58	lcl|NC_080042.1_cds_XP_057447648.1_15467_lcl|NC_080042.1_cds_XP_057447648.1_15467_1;lcl|NC_080042.1_cds_XP_057447650.1_15469_lcl|NC_080042.1_cds_XP_057447650.1_15469_1;lcl|NC_080042.1_cds_XP_057447651.1_15470_lcl|NC_080042.1_cds_XP_057447651.1_15470_1	XP_057447648.1;XP_057447650.1;XP_057447651.1
59	lcl|NC_080042.1_cds_XP_057447660.1_15482_lcl|NC_080042.1_cds_XP_057447660.1_15482_2;lcl|NC_080042.1_cds_XP_057443559.1_15483_lcl|NC_080042.1_cds_XP_057443559.1_15483_1;lcl|NC_080042.1_cds_XP_057447661.1_15484_lcl|NC_080042.1_cds_XP_057447661.1_15484_1;lcl|NC_080042.1_cds_XP_057447662.1_15485_lcl|NC_080042.1_cds_XP_057447662.1_15485_1	XP_057443559.1;XP_057447660.1;XP_057447661.1;XP_057447662.1
60	lcl|NC_080042.1_cds_XP_057447727.1_15558_lcl|NC_080042.1_cds_XP_057447727.1_15558_1;lcl|NC_080042.1_cds_XP_057443566.1_15560_lcl|NC_080042.1_cds_XP_057443566.1_15560_1;lcl|NC_080042.1_cds_XP_057444771.1_15561_lcl|NC_080042.1_cds_XP_057444771.1_15561_1	XP_057443566.1;XP_057444771.1;XP_057447727.1
61	lcl|NC_080042.1_cds_XP_057444783.1_15672_lcl|NC_080042.1_cds_XP_057444783.1_15672_1;lcl|NC_080042.1_cds_XP_057447832.1_15673_lcl|NC_080042.1_cds_XP_057447832.1_15673_4;lcl|NC_080042.1_cds_XP_057447833.1_15674_lcl|NC_080042.1_cds_XP_057447833.1_15674_1	XP_057444783.1;XP_057447832.1;XP_057447833.1
62	lcl|NC_080042.1_cds_XP_057447838.1_15678_lcl|NC_080042.1_cds_XP_057447838.1_15678_1;lcl|NC_080042.1_cds_XP_057447840.1_15680_lcl|NC_080042.1_cds_XP_057447840.1_15680_1;lcl|NC_080042.1_cds_XP_057447841.1_15681_lcl|NC_080042.1_cds_XP_057447841.1_15681_1	XP_057447838.1;XP_057447840.1;XP_057447841.1
63	lcl|NC_080042.1_cds_XP_057447852.1_15696_lcl|NC_080042.1_cds_XP_057447852.1_15696_1;lcl|NC_080042.1_cds_XP_057443571.1_15697_lcl|NC_080042.1_cds_XP_057443571.1_15697_1;lcl|NC_080042.1_cds_XP_057447853.1_15698_lcl|NC_080042.1_cds_XP_057447853.1_15698_1	XP_057443571.1;XP_057447852.1;XP_057447853.1
