potentialBGC	protein_ids	Gene cluster gene accessions
11	lcl|CM034146.1_cds_KAH9329622.1_1780_lcl|CM034146.1_cds_KAH9329622.1_1780_1;lcl|CM034146.1_cds_KAH9329623.1_1781_lcl|CM034146.1_cds_KAH9329623.1_1781_1;lcl|CM034146.1_cds_KAH9329624.1_1782_lcl|CM034146.1_cds_KAH9329624.1_1782_1;lcl|CM034146.1_cds_KAH9329625.1_1783_lcl|CM034146.1_cds_KAH9329625.1_1783_1	
12	lcl|CM034146.1_cds_KAH9329895.1_2058_lcl|CM034146.1_cds_KAH9329895.1_2058_1;lcl|CM034146.1_cds_KAH9329896.1_2059_lcl|CM034146.1_cds_KAH9329896.1_2059_1;lcl|CM034146.1_cds_KAH9329900.1_2063_lcl|CM034146.1_cds_KAH9329900.1_2063_1	
13	lcl|CM034146.1_cds_KAH9329943.1_2106_lcl|CM034146.1_cds_KAH9329943.1_2106_1;lcl|CM034146.1_cds_KAH9329944.1_2107_lcl|CM034146.1_cds_KAH9329944.1_2107_1;lcl|CM034146.1_cds_KAH9329945.1_2108_lcl|CM034146.1_cds_KAH9329945.1_2108_1	
14	lcl|CM034146.1_cds_KAH9330199.1_2366_lcl|CM034146.1_cds_KAH9330199.1_2366_1;lcl|CM034146.1_cds_KAH9330200.1_2367_lcl|CM034146.1_cds_KAH9330200.1_2367_1;lcl|CM034146.1_cds_KAH9330201.1_2368_lcl|CM034146.1_cds_KAH9330201.1_2368_1	
15	lcl|CM034146.1_cds_KAH9330460.1_2635_lcl|CM034146.1_cds_KAH9330460.1_2635_1;lcl|CM034146.1_cds_KAH9330461.1_2636_lcl|CM034146.1_cds_KAH9330461.1_2636_1;lcl|CM034146.1_cds_KAH9330462.1_2637_lcl|CM034146.1_cds_KAH9330462.1_2637_1	
16	lcl|CM034146.1_cds_KAH9331021.1_3199_lcl|CM034146.1_cds_KAH9331021.1_3199_1;lcl|CM034146.1_cds_KAH9331023.1_3201_lcl|CM034146.1_cds_KAH9331023.1_3201_1;lcl|CM034146.1_cds_KAH9331025.1_3203_lcl|CM034146.1_cds_KAH9331025.1_3203_1;lcl|CM034146.1_cds_KAH9331029.1_3207_lcl|CM034146.1_cds_KAH9331029.1_3207_1	
17	lcl|CM034146.1_cds_KAH9331331.1_3517_lcl|CM034146.1_cds_KAH9331331.1_3517_1;lcl|CM034146.1_cds_KAH9331332.1_3518_lcl|CM034146.1_cds_KAH9331332.1_3518_1;lcl|CM034146.1_cds_KAH9331334.1_3520_lcl|CM034146.1_cds_KAH9331334.1_3520_2	
18	lcl|CM034146.1_cds_KAH9331606.1_3803_lcl|CM034146.1_cds_KAH9331606.1_3803_1;lcl|CM034146.1_cds_KAH9331608.1_3805_lcl|CM034146.1_cds_KAH9331608.1_3805_1;lcl|CM034146.1_cds_KAH9331609.1_3806_lcl|CM034146.1_cds_KAH9331609.1_3806_1;lcl|CM034146.1_cds_KAH9331610.1_3807_lcl|CM034146.1_cds_KAH9331610.1_3807_1;lcl|CM034146.1_cds_KAH9331611.1_3808_lcl|CM034146.1_cds_KAH9331611.1_3808_1;lcl|CM034146.1_cds_KAH9331612.1_3809_lcl|CM034146.1_cds_KAH9331612.1_3809_1	
19	lcl|CM034146.1_cds_KAH9331888.1_4094_lcl|CM034146.1_cds_KAH9331888.1_4094_1;lcl|CM034146.1_cds_KAH9331890.1_4096_lcl|CM034146.1_cds_KAH9331890.1_4096_1;lcl|CM034146.1_cds_KAH9331891.1_4097_lcl|CM034146.1_cds_KAH9331891.1_4097_1	
20	lcl|CM034146.1_cds_KAH9332052.1_4259_lcl|CM034146.1_cds_KAH9332052.1_4259_1;lcl|CM034146.1_cds_KAH9332055.1_4262_lcl|CM034146.1_cds_KAH9332055.1_4262_1;lcl|CM034146.1_cds_KAH9332056.1_4263_lcl|CM034146.1_cds_KAH9332056.1_4263_1	
21	lcl|CM034147.1_cds_KAH9324733.1_5038_lcl|CM034147.1_cds_KAH9324733.1_5038_1;lcl|CM034147.1_cds_KAH9324734.1_5039_lcl|CM034147.1_cds_KAH9324734.1_5039_1;lcl|CM034147.1_cds_KAH9324735.1_5040_lcl|CM034147.1_cds_KAH9324735.1_5040_1;lcl|CM034147.1_cds_KAH9324736.1_5041_lcl|CM034147.1_cds_KAH9324736.1_5041_1;lcl|CM034147.1_cds_KAH9324737.1_5042_lcl|CM034147.1_cds_KAH9324737.1_5042_1;lcl|CM034147.1_cds_KAH9324738.1_5043_lcl|CM034147.1_cds_KAH9324738.1_5043_1;lcl|CM034147.1_cds_KAH9324740.1_5045_lcl|CM034147.1_cds_KAH9324740.1_5045_1	
22	lcl|CM034147.1_cds_KAH9324780.1_5086_lcl|CM034147.1_cds_KAH9324780.1_5086_1;lcl|CM034147.1_cds_KAH9324781.1_5087_lcl|CM034147.1_cds_KAH9324781.1_5087_1;lcl|CM034147.1_cds_KAH9324787.1_5093_lcl|CM034147.1_cds_KAH9324787.1_5093_1;lcl|CM034147.1_cds_KAH9324788.1_5094_lcl|CM034147.1_cds_KAH9324788.1_5094_1;lcl|CM034147.1_cds_KAH9324790.1_5096_lcl|CM034147.1_cds_KAH9324790.1_5096_1	
23	lcl|CM034147.1_cds_KAH9324927.1_5238_lcl|CM034147.1_cds_KAH9324927.1_5238_1;lcl|CM034147.1_cds_KAH9324928.1_5239_lcl|CM034147.1_cds_KAH9324928.1_5239_1;lcl|CM034147.1_cds_KAH9324930.1_5241_lcl|CM034147.1_cds_KAH9324930.1_5241_1	
24	lcl|CM034147.1_cds_KAH9324985.1_5296_lcl|CM034147.1_cds_KAH9324985.1_5296_1;lcl|CM034147.1_cds_KAH9324989.1_5300_lcl|CM034147.1_cds_KAH9324989.1_5300_1;lcl|CM034147.1_cds_KAH9324990.1_5301_lcl|CM034147.1_cds_KAH9324990.1_5301_1	
25	lcl|CM034147.1_cds_KAH9324994.1_5305_lcl|CM034147.1_cds_KAH9324994.1_5305_1;lcl|CM034147.1_cds_KAH9324999.1_5310_lcl|CM034147.1_cds_KAH9324999.1_5310_1;lcl|CM034147.1_cds_KAH9325000.1_5311_lcl|CM034147.1_cds_KAH9325000.1_5311_1	
26	lcl|CM034147.1_cds_KAH9325339.1_5665_lcl|CM034147.1_cds_KAH9325339.1_5665_1;lcl|CM034147.1_cds_KAH9325340.1_5666_lcl|CM034147.1_cds_KAH9325340.1_5666_1;lcl|CM034147.1_cds_KAH9325344.1_5670_lcl|CM034147.1_cds_KAH9325344.1_5670_1;lcl|CM034147.1_cds_KAH9325349.1_5675_lcl|CM034147.1_cds_KAH9325349.1_5675_1;lcl|CM034147.1_cds_KAH9325350.1_5676_lcl|CM034147.1_cds_KAH9325350.1_5676_1;lcl|CM034147.1_cds_KAH9325351.1_5677_lcl|CM034147.1_cds_KAH9325351.1_5677_1	
27	lcl|CM034147.1_cds_KAH9325381.1_5707_lcl|CM034147.1_cds_KAH9325381.1_5707_1;lcl|CM034147.1_cds_KAH9325382.1_5708_lcl|CM034147.1_cds_KAH9325382.1_5708_1;lcl|CM034147.1_cds_KAH9325384.1_5710_lcl|CM034147.1_cds_KAH9325384.1_5710_1;lcl|CM034147.1_cds_KAH9325389.1_5715_lcl|CM034147.1_cds_KAH9325389.1_5715_1	
28	lcl|CM034147.1_cds_KAH9325576.1_5909_lcl|CM034147.1_cds_KAH9325576.1_5909_1;lcl|CM034147.1_cds_KAH9325578.1_5911_lcl|CM034147.1_cds_KAH9325578.1_5911_1;lcl|CM034147.1_cds_KAH9325579.1_5912_lcl|CM034147.1_cds_KAH9325579.1_5912_1	
29	lcl|CM034147.1_cds_KAH9325969.1_6312_lcl|CM034147.1_cds_KAH9325969.1_6312_1;lcl|CM034147.1_cds_KAH9325970.1_6313_lcl|CM034147.1_cds_KAH9325970.1_6313_1;lcl|CM034147.1_cds_KAH9325971.1_6314_lcl|CM034147.1_cds_KAH9325971.1_6314_1	
30	lcl|CM034147.1_cds_KAH9326026.1_6369_lcl|CM034147.1_cds_KAH9326026.1_6369_1;lcl|CM034147.1_cds_KAH9326027.1_6370_lcl|CM034147.1_cds_KAH9326027.1_6370_1;lcl|CM034147.1_cds_KAH9326030.1_6373_lcl|CM034147.1_cds_KAH9326030.1_6373_1	
31	lcl|CM034147.1_cds_KAH9326200.1_6544_lcl|CM034147.1_cds_KAH9326200.1_6544_1;lcl|CM034147.1_cds_KAH9326201.1_6545_lcl|CM034147.1_cds_KAH9326201.1_6545_1;lcl|CM034147.1_cds_KAH9326203.1_6547_lcl|CM034147.1_cds_KAH9326203.1_6547_1;lcl|CM034147.1_cds_KAH9326207.1_6551_lcl|CM034147.1_cds_KAH9326207.1_6551_1	
32	lcl|CM034147.1_cds_KAH9326210.1_6554_lcl|CM034147.1_cds_KAH9326210.1_6554_1;lcl|CM034147.1_cds_KAH9326214.1_6558_lcl|CM034147.1_cds_KAH9326214.1_6558_1;lcl|CM034147.1_cds_KAH9326215.1_6559_lcl|CM034147.1_cds_KAH9326215.1_6559_1;lcl|CM034147.1_cds_KAH9326217.1_6561_lcl|CM034147.1_cds_KAH9326217.1_6561_1	
33	lcl|CM034147.1_cds_KAH9326580.1_6933_lcl|CM034147.1_cds_KAH9326580.1_6933_1;lcl|CM034147.1_cds_KAH9326581.1_6934_lcl|CM034147.1_cds_KAH9326581.1_6934_1;lcl|CM034147.1_cds_KAH9326582.1_6935_lcl|CM034147.1_cds_KAH9326582.1_6935_1	
34	lcl|CM034147.1_cds_KAH9327103.1_7468_lcl|CM034147.1_cds_KAH9327103.1_7468_1;lcl|CM034147.1_cds_KAH9327104.1_7469_lcl|CM034147.1_cds_KAH9327104.1_7469_1;lcl|CM034147.1_cds_KAH9327105.1_7470_lcl|CM034147.1_cds_KAH9327105.1_7470_1;lcl|CM034147.1_cds_KAH9327110.1_7475_lcl|CM034147.1_cds_KAH9327110.1_7475_1	
35	lcl|CM034147.1_cds_KAH9327211.1_7578_lcl|CM034147.1_cds_KAH9327211.1_7578_1;lcl|CM034147.1_cds_KAH9327212.1_7579_lcl|CM034147.1_cds_KAH9327212.1_7579_1;lcl|CM034147.1_cds_KAH9327213.1_7580_lcl|CM034147.1_cds_KAH9327213.1_7580_1	
36	lcl|CM034147.1_cds_KAH9327365.1_7733_lcl|CM034147.1_cds_KAH9327365.1_7733_1;lcl|CM034147.1_cds_KAH9327366.1_7734_lcl|CM034147.1_cds_KAH9327366.1_7734_1;lcl|CM034147.1_cds_KAH9327367.1_7735_lcl|CM034147.1_cds_KAH9327367.1_7735_1	
37	lcl|CM034148.1_cds_KAH9303685.1_8284_lcl|CM034148.1_cds_KAH9303685.1_8284_1;lcl|CM034148.1_cds_KAH9303686.1_8285_lcl|CM034148.1_cds_KAH9303686.1_8285_1;lcl|CM034148.1_cds_KAH9303687.1_8286_lcl|CM034148.1_cds_KAH9303687.1_8286_1	
38	lcl|CM034148.1_cds_KAH9303896.1_8499_lcl|CM034148.1_cds_KAH9303896.1_8499_1;lcl|CM034148.1_cds_KAH9303898.1_8501_lcl|CM034148.1_cds_KAH9303898.1_8501_1;lcl|CM034148.1_cds_KAH9303899.1_8502_lcl|CM034148.1_cds_KAH9303899.1_8502_1;lcl|CM034148.1_cds_KAH9303901.1_8504_lcl|CM034148.1_cds_KAH9303901.1_8504_1	
39	lcl|CM034148.1_cds_KAH9304116.1_8720_lcl|CM034148.1_cds_KAH9304116.1_8720_1;lcl|CM034148.1_cds_KAH9304120.1_8724_lcl|CM034148.1_cds_KAH9304120.1_8724_1;lcl|CM034148.1_cds_KAH9304121.1_8725_lcl|CM034148.1_cds_KAH9304121.1_8725_1;lcl|CM034148.1_cds_KAH9304122.1_8726_lcl|CM034148.1_cds_KAH9304122.1_8726_1	
40	lcl|CM034148.1_cds_KAH9304170.1_8776_lcl|CM034148.1_cds_KAH9304170.1_8776_1;lcl|CM034148.1_cds_KAH9304171.1_8777_lcl|CM034148.1_cds_KAH9304171.1_8777_1;lcl|CM034148.1_cds_KAH9304174.1_8780_lcl|CM034148.1_cds_KAH9304174.1_8780_1	
41	lcl|CM034148.1_cds_KAH9304369.1_8982_lcl|CM034148.1_cds_KAH9304369.1_8982_1;lcl|CM034148.1_cds_KAH9304373.1_8986_lcl|CM034148.1_cds_KAH9304373.1_8986_1;lcl|CM034148.1_cds_KAH9304376.1_8989_lcl|CM034148.1_cds_KAH9304376.1_8989_1	
42	lcl|CM034148.1_cds_KAH9304380.1_8993_lcl|CM034148.1_cds_KAH9304380.1_8993_1;lcl|CM034148.1_cds_KAH9304381.1_8994_lcl|CM034148.1_cds_KAH9304381.1_8994_1;lcl|CM034148.1_cds_KAH9304382.1_8995_lcl|CM034148.1_cds_KAH9304382.1_8995_1	
43	lcl|CM034148.1_cds_KAH9304583.1_9206_lcl|CM034148.1_cds_KAH9304583.1_9206_1;lcl|CM034148.1_cds_KAH9304587.1_9210_lcl|CM034148.1_cds_KAH9304587.1_9210_1;lcl|CM034148.1_cds_KAH9304588.1_9211_lcl|CM034148.1_cds_KAH9304588.1_9211_1	
44	lcl|CM034148.1_cds_KAH9305674.1_10325_lcl|CM034148.1_cds_KAH9305674.1_10325_1;lcl|CM034148.1_cds_KAH9305676.1_10327_lcl|CM034148.1_cds_KAH9305676.1_10327_1;lcl|CM034148.1_cds_KAH9305677.1_10328_lcl|CM034148.1_cds_KAH9305677.1_10328_1	
45	lcl|CM034148.1_cds_KAH9305697.1_10348_lcl|CM034148.1_cds_KAH9305697.1_10348_1;lcl|CM034148.1_cds_KAH9305698.1_10349_lcl|CM034148.1_cds_KAH9305698.1_10349_1;lcl|CM034148.1_cds_KAH9305699.1_10350_lcl|CM034148.1_cds_KAH9305699.1_10350_1;lcl|CM034148.1_cds_KAH9305700.1_10351_lcl|CM034148.1_cds_KAH9305700.1_10351_1	
46	lcl|CM034148.1_cds_KAH9305799.1_10452_lcl|CM034148.1_cds_KAH9305799.1_10452_1;lcl|CM034148.1_cds_KAH9305800.1_10453_lcl|CM034148.1_cds_KAH9305800.1_10453_1;lcl|CM034148.1_cds_KAH9305802.1_10455_lcl|CM034148.1_cds_KAH9305802.1_10455_1;lcl|CM034148.1_cds_KAH9305803.1_10456_lcl|CM034148.1_cds_KAH9305803.1_10456_1	
47	lcl|CM034148.1_cds_KAH9306750.1_11429_lcl|CM034148.1_cds_KAH9306750.1_11429_1;lcl|CM034148.1_cds_KAH9306751.1_11430_lcl|CM034148.1_cds_KAH9306751.1_11430_1;lcl|CM034148.1_cds_KAH9306754.1_11433_lcl|CM034148.1_cds_KAH9306754.1_11433_1	
48	lcl|CM034148.1_cds_KAH9307043.1_11737_lcl|CM034148.1_cds_KAH9307043.1_11737_1;lcl|CM034148.1_cds_KAH9307044.1_11738_lcl|CM034148.1_cds_KAH9307044.1_11738_1;lcl|CM034148.1_cds_KAH9307046.1_11740_lcl|CM034148.1_cds_KAH9307046.1_11740_1	
49	lcl|CM034149.1_cds_KAH9300004.1_11878_lcl|CM034149.1_cds_KAH9300004.1_11878_1;lcl|CM034149.1_cds_KAH9300010.1_11884_lcl|CM034149.1_cds_KAH9300010.1_11884_1;lcl|CM034149.1_cds_KAH9300014.1_11888_lcl|CM034149.1_cds_KAH9300014.1_11888_1	
50	lcl|CM034149.1_cds_KAH9300080.1_11954_lcl|CM034149.1_cds_KAH9300080.1_11954_1;lcl|CM034149.1_cds_KAH9300083.1_11957_lcl|CM034149.1_cds_KAH9300083.1_11957_1;lcl|CM034149.1_cds_KAH9300088.1_11962_lcl|CM034149.1_cds_KAH9300088.1_11962_1	
51	lcl|CM034149.1_cds_KAH9300927.1_12823_lcl|CM034149.1_cds_KAH9300927.1_12823_1;lcl|CM034149.1_cds_KAH9300931.1_12827_lcl|CM034149.1_cds_KAH9300931.1_12827_1;lcl|CM034149.1_cds_KAH9300935.1_12831_lcl|CM034149.1_cds_KAH9300935.1_12831_1;lcl|CM034149.1_cds_KAH9300936.1_12832_lcl|CM034149.1_cds_KAH9300936.1_12832_1	
52	lcl|CM034149.1_cds_KAH9300968.1_12865_lcl|CM034149.1_cds_KAH9300968.1_12865_1;lcl|CM034149.1_cds_KAH9300970.1_12867_lcl|CM034149.1_cds_KAH9300970.1_12867_1;lcl|CM034149.1_cds_KAH9300971.1_12868_lcl|CM034149.1_cds_KAH9300971.1_12868_1	
53	lcl|CM034149.1_cds_KAH9301135.1_13035_lcl|CM034149.1_cds_KAH9301135.1_13035_1;lcl|CM034149.1_cds_KAH9301144.1_13044_lcl|CM034149.1_cds_KAH9301144.1_13044_1;lcl|CM034149.1_cds_KAH9301146.1_13046_lcl|CM034149.1_cds_KAH9301146.1_13046_1	
54	lcl|CM034149.1_cds_KAH9301429.1_13341_lcl|CM034149.1_cds_KAH9301429.1_13341_1;lcl|CM034149.1_cds_KAH9301432.1_13344_lcl|CM034149.1_cds_KAH9301432.1_13344_1;lcl|CM034149.1_cds_KAH9301435.1_13347_lcl|CM034149.1_cds_KAH9301435.1_13347_1	
55	lcl|CM034149.1_cds_KAH9301875.1_13796_lcl|CM034149.1_cds_KAH9301875.1_13796_1;lcl|CM034149.1_cds_KAH9301876.1_13797_lcl|CM034149.1_cds_KAH9301876.1_13797_1;lcl|CM034149.1_cds_KAH9301881.1_13802_lcl|CM034149.1_cds_KAH9301881.1_13802_1	
56	lcl|CM034149.1_cds_KAH9302069.1_13991_lcl|CM034149.1_cds_KAH9302069.1_13991_1;lcl|CM034149.1_cds_KAH9302070.1_13992_lcl|CM034149.1_cds_KAH9302070.1_13992_1;lcl|CM034149.1_cds_KAH9302071.1_13993_lcl|CM034149.1_cds_KAH9302071.1_13993_1;lcl|CM034149.1_cds_KAH9302074.1_13996_lcl|CM034149.1_cds_KAH9302074.1_13996_1	
57	lcl|CM034149.1_cds_KAH9302148.1_14078_lcl|CM034149.1_cds_KAH9302148.1_14078_1;lcl|CM034149.1_cds_KAH9302150.1_14080_lcl|CM034149.1_cds_KAH9302150.1_14080_1;lcl|CM034149.1_cds_KAH9302153.1_14083_lcl|CM034149.1_cds_KAH9302153.1_14083_1	
58	lcl|CM034149.1_cds_KAH9302189.1_14121_lcl|CM034149.1_cds_KAH9302189.1_14121_1;lcl|CM034149.1_cds_KAH9302191.1_14123_lcl|CM034149.1_cds_KAH9302191.1_14123_1;lcl|CM034149.1_cds_KAH9302194.1_14126_lcl|CM034149.1_cds_KAH9302194.1_14126_1	
59	lcl|CM034149.1_cds_KAH9302312.1_14250_lcl|CM034149.1_cds_KAH9302312.1_14250_1;lcl|CM034149.1_cds_KAH9302313.1_14251_lcl|CM034149.1_cds_KAH9302313.1_14251_1;lcl|CM034149.1_cds_KAH9302314.1_14252_lcl|CM034149.1_cds_KAH9302314.1_14252_1	
60	lcl|CM034149.1_cds_KAH9302371.1_14309_lcl|CM034149.1_cds_KAH9302371.1_14309_1;lcl|CM034149.1_cds_KAH9302372.1_14310_lcl|CM034149.1_cds_KAH9302372.1_14310_1;lcl|CM034149.1_cds_KAH9302374.1_14312_lcl|CM034149.1_cds_KAH9302374.1_14312_1	
61	lcl|CM034149.1_cds_KAH9302425.1_14363_lcl|CM034149.1_cds_KAH9302425.1_14363_1;lcl|CM034149.1_cds_KAH9302426.1_14364_lcl|CM034149.1_cds_KAH9302426.1_14364_1;lcl|CM034149.1_cds_KAH9302427.1_14365_lcl|CM034149.1_cds_KAH9302427.1_14365_1;lcl|CM034149.1_cds_KAH9302429.1_14367_lcl|CM034149.1_cds_KAH9302429.1_14367_1	
62	lcl|CM034149.1_cds_KAH9302446.1_14385_lcl|CM034149.1_cds_KAH9302446.1_14385_1;lcl|CM034149.1_cds_KAH9302447.1_14386_lcl|CM034149.1_cds_KAH9302447.1_14386_1;lcl|CM034149.1_cds_KAH9302452.1_14391_lcl|CM034149.1_cds_KAH9302452.1_14391_1;lcl|CM034149.1_cds_KAH9302454.1_14393_lcl|CM034149.1_cds_KAH9302454.1_14393_1	
63	lcl|CM034149.1_cds_KAH9302672.1_14615_lcl|CM034149.1_cds_KAH9302672.1_14615_1;lcl|CM034149.1_cds_KAH9302673.1_14616_lcl|CM034149.1_cds_KAH9302673.1_14616_1;lcl|CM034149.1_cds_KAH9302674.1_14617_lcl|CM034149.1_cds_KAH9302674.1_14617_1	
64	lcl|CM034149.1_cds_KAH9302718.1_14662_lcl|CM034149.1_cds_KAH9302718.1_14662_1;lcl|CM034149.1_cds_KAH9302722.1_14666_lcl|CM034149.1_cds_KAH9302722.1_14666_1;lcl|CM034149.1_cds_KAH9302723.1_14667_lcl|CM034149.1_cds_KAH9302723.1_14667_1	
65	lcl|CM034149.1_cds_KAH9302949.1_14899_lcl|CM034149.1_cds_KAH9302949.1_14899_1;lcl|CM034149.1_cds_KAH9302950.1_14900_lcl|CM034149.1_cds_KAH9302950.1_14900_1;lcl|CM034149.1_cds_KAH9302951.1_14901_lcl|CM034149.1_cds_KAH9302951.1_14901_1;lcl|CM034149.1_cds_KAH9302952.1_14902_lcl|CM034149.1_cds_KAH9302952.1_14902_1	
66	lcl|CM034149.1_cds_KAH9303023.1_14973_lcl|CM034149.1_cds_KAH9303023.1_14973_1;lcl|CM034149.1_cds_KAH9303025.1_14975_lcl|CM034149.1_cds_KAH9303025.1_14975_1;lcl|CM034149.1_cds_KAH9303026.1_14976_lcl|CM034149.1_cds_KAH9303026.1_14976_1	
67	lcl|CM034150.1_cds_KAH9320437.1_15458_lcl|CM034150.1_cds_KAH9320437.1_15458_1;lcl|CM034150.1_cds_KAH9320438.1_15459_lcl|CM034150.1_cds_KAH9320438.1_15459_1;lcl|CM034150.1_cds_KAH9320442.1_15463_lcl|CM034150.1_cds_KAH9320442.1_15463_1	
68	lcl|CM034150.1_cds_KAH9320609.1_15634_lcl|CM034150.1_cds_KAH9320609.1_15634_1;lcl|CM034150.1_cds_KAH9320610.1_15635_lcl|CM034150.1_cds_KAH9320610.1_15635_1;lcl|CM034150.1_cds_KAH9320612.1_15637_lcl|CM034150.1_cds_KAH9320612.1_15637_1	
69	lcl|CM034150.1_cds_KAH9320760.1_15792_lcl|CM034150.1_cds_KAH9320760.1_15792_1;lcl|CM034150.1_cds_KAH9320762.1_15794_lcl|CM034150.1_cds_KAH9320762.1_15794_1;lcl|CM034150.1_cds_KAH9320763.1_15795_lcl|CM034150.1_cds_KAH9320763.1_15795_1	
70	lcl|CM034150.1_cds_KAH9321074.1_16108_lcl|CM034150.1_cds_KAH9321074.1_16108_1;lcl|CM034150.1_cds_KAH9321076.1_16110_lcl|CM034150.1_cds_KAH9321076.1_16110_1;lcl|CM034150.1_cds_KAH9321077.1_16111_lcl|CM034150.1_cds_KAH9321077.1_16111_1	
71	lcl|CM034150.1_cds_KAH9321103.1_16137_lcl|CM034150.1_cds_KAH9321103.1_16137_1;lcl|CM034150.1_cds_KAH9321104.1_16138_lcl|CM034150.1_cds_KAH9321104.1_16138_1;lcl|CM034150.1_cds_KAH9321107.1_16141_lcl|CM034150.1_cds_KAH9321107.1_16141_1;lcl|CM034150.1_cds_KAH9321109.1_16143_lcl|CM034150.1_cds_KAH9321109.1_16143_1;lcl|CM034150.1_cds_KAH9321110.1_16144_lcl|CM034150.1_cds_KAH9321110.1_16144_1	
72	lcl|CM034150.1_cds_KAH9321137.1_16171_lcl|CM034150.1_cds_KAH9321137.1_16171_1;lcl|CM034150.1_cds_KAH9321138.1_16172_lcl|CM034150.1_cds_KAH9321138.1_16172_1;lcl|CM034150.1_cds_KAH9321141.1_16175_lcl|CM034150.1_cds_KAH9321141.1_16175_1;lcl|CM034150.1_cds_KAH9321142.1_16176_lcl|CM034150.1_cds_KAH9321142.1_16176_1	
73	lcl|CM034150.1_cds_KAH9321159.1_16193_lcl|CM034150.1_cds_KAH9321159.1_16193_1;lcl|CM034150.1_cds_KAH9321160.1_16194_lcl|CM034150.1_cds_KAH9321160.1_16194_1;lcl|CM034150.1_cds_KAH9321161.1_16195_lcl|CM034150.1_cds_KAH9321161.1_16195_2	
74	lcl|CM034150.1_cds_KAH9323998.1_16211_lcl|CM034150.1_cds_KAH9323998.1_16211_1;lcl|CM034150.1_cds_KAH9321177.1_16212_lcl|CM034150.1_cds_KAH9321177.1_16212_1;lcl|CM034150.1_cds_KAH9321178.1_16213_lcl|CM034150.1_cds_KAH9321178.1_16213_1	
