potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
15	Mate	291468124	306169758	14701630	2OG-FeII_Oxy, DIOX_N, MatE, p450	-	CM034148.1	KI387_010988;KI387_010989;KI387_010990;KI387_010991;KI387_010992;KI387_010993;KI387_044412;KI387_010994;KI387_044413;KI387_044414;KI387_044415;KI387_044416;KI387_010995;KI387_010996;KI387_010997	KAH9306584.1;KAH9306585.1;KAH9306586.1;KAH9306587.1;KAH9306588.1;KAH9306589.1;KAH9307197.1;KAH9306590.1;KAH9307198.1;KAH9307199.1;KAH9307200.1;KAH9307201.1;KAH9306591.1;KAH9306592.1;KAH9306593.1	
16	Alkaloid	857082665	859743927	2661260	BBE, Epimerase, FAD_binding_4, polyprenyl_synt	-	CM034148.1	KI387_011507;KI387_011508;KI387_011509;KI387_011510;KI387_011511;KI387_011512;KI387_011513	KAH9307103.1;KAH9307104.1;KAH9307105.1;KAH9307106.1;KAH9307107.1;KAH9307108.1;KAH9307109.1	
17	Saccharide	957255757	957407293	151540	Cellulose_synt, Transferase	-	CM034148.1	KI387_009298;KI387_009299;KI387_009300;KI387_009301;KI387_009302;KI387_009303;KI387_009304;KI387_009305;KI387_009306;KI387_009307;KI387_009308;KI387_009309;KI387_009310;KI387_009311;KI387_009312;KI387_009313;KI387_009314;KI387_009315;KI387_009316;KI387_009317;KI387_009318;KI387_009319;KI387_009320;KI387_009321;KI387_009322;KI387_009323;KI387_009324;KI387_009325;KI387_009326;KI387_009327;KI387_043801;KI387_009328;KI387_009329;KI387_009330;KI387_009331;KI387_009332;KI387_009333;KI387_009334;KI387_009335;KI387_009336;KI387_009337;KI387_009338;KI387_009339;KI387_009340;KI387_009341;KI387_009342	KAH9304894.1;KAH9304895.1;KAH9304896.1;KAH9304897.1;KAH9304898.1;KAH9304899.1;KAH9304900.1;KAH9304901.1;KAH9304902.1;KAH9304903.1;KAH9304904.1;KAH9304905.1;KAH9304906.1;KAH9304907.1;KAH9304908.1;KAH9304909.1;KAH9304910.1;KAH9304911.1;KAH9304912.1;KAH9304913.1;KAH9304914.1;KAH9304915.1;KAH9304916.1;KAH9304917.1;KAH9304918.1;KAH9304919.1;KAH9304920.1;KAH9304921.1;KAH9304922.1;KAH9304923.1;KAH9307129.1;KAH9304924.1;KAH9304925.1;KAH9304926.1;KAH9304927.1;KAH9304928.1;KAH9304929.1;KAH9304930.1;KAH9304931.1;KAH9304932.1;KAH9304933.1;KAH9304934.1;KAH9304935.1;KAH9304936.1;KAH9304937.1;KAH9304938.1	
18	Putative	62919913	65814679	2894770	Amino_oxidase, Epimerase, Methyltransf_11, p450	-	CM034149.1	KI387_011908;KI387_011909;KI387_011910;KI387_011911;KI387_011912;KI387_011913;KI387_011914;KI387_011915;KI387_011916;KI387_011917;KI387_011918;KI387_011919;KI387_011920;KI387_011921;KI387_011922;KI387_011923;KI387_011924;KI387_011925;KI387_011926;KI387_011927	KAH9300325.1;KAH9300326.1;KAH9300327.1;KAH9300328.1;KAH9300329.1;KAH9300330.1;KAH9300331.1;KAH9300332.1;KAH9300333.1;KAH9300334.1;KAH9300335.1;KAH9300336.1;KAH9300337.1;KAH9300338.1;KAH9300339.1;KAH9300340.1;KAH9300341.1;KAH9300342.1;KAH9300343.1;KAH9300344.1	
19	Saccharide	287309422	292599191	5289770	2OG-FeII_Oxy, ADH_N, ADH_zinc_N, DIOX_N, Glycos_transf_1	-	CM034149.1	KI387_012875;KI387_012876;KI387_012877;KI387_012878;KI387_012879;KI387_012880;KI387_012881;KI387_012882;KI387_012883;KI387_012884;KI387_012885;KI387_012886;KI387_012887;KI387_012888;KI387_012889;KI387_012890;KI387_012891;KI387_012892;KI387_012893;KI387_012894;KI387_012895;KI387_012896;KI387_012897	KAH9301292.1;KAH9301293.1;KAH9301294.1;KAH9301295.1;KAH9301296.1;KAH9301297.1;KAH9301298.1;KAH9301299.1;KAH9301300.1;KAH9301301.1;KAH9301302.1;KAH9301303.1;KAH9301304.1;KAH9301305.1;KAH9301306.1;KAH9301307.1;KAH9301308.1;KAH9301309.1;KAH9301310.1;KAH9301311.1;KAH9301312.1;KAH9301313.1;KAH9301314.1	
20	Terpene-Alkaloid	607974646	615118907	7144260	Acetyltransf_1, Chalcone_3, Cu_amine_oxid, E1_dh, Lipoxygenase, Terpene_synth_C	-	CM034149.1	KI387_013450;KI387_013451;KI387_013452;KI387_013453;KI387_013454;KI387_013455;KI387_013456;KI387_013457;KI387_013458;KI387_013459;KI387_013460;KI387_013461;KI387_013462;KI387_013463;KI387_013464;KI387_013465	KAH9301867.1;KAH9301868.1;KAH9301869.1;KAH9301870.1;KAH9301871.1;KAH9301872.1;KAH9301873.1;KAH9301874.1;KAH9301875.1;KAH9301876.1;KAH9301877.1;KAH9301878.1;KAH9301879.1;KAH9301880.1;KAH9301881.1;KAH9301882.1	
21	Lignan	738469167	739076007	606840	Amino_oxidase, Dirigent, GMC_oxred_C, GMC_oxred_N, p450	-	CM034149.1	KI387_014007;KI387_014008;KI387_014009;KI387_014010;KI387_014011;KI387_014012;KI387_014013	KAH9302424.1;KAH9302425.1;KAH9302426.1;KAH9302427.1;KAH9302428.1;KAH9302429.1;KAH9302430.1	
22	Saccharide	342852252	348894920	6042670	AMP-binding, Glycos_transf_1	-	CM034150.1	KI387_016748;KI387_016749;KI387_016750;KI387_016751;KI387_016752;KI387_016753;KI387_016754;KI387_016755;KI387_016756	KAH9322109.1;KAH9322110.1;KAH9322111.1;KAH9322112.1;KAH9322113.1;KAH9322114.1;KAH9322115.1;KAH9322116.1;KAH9322117.1	
23	Alkaloid	719210270	720854278	1644010	AMP-binding, Abhydrolase_3, Str_synth	-	CM034150.1	KI387_017748;KI387_017749;KI387_017750;KI387_017751;KI387_017752;KI387_017753;KI387_017754;KI387_017755;KI387_017756;KI387_017757;KI387_017758;KI387_017759;KI387_017760	KAH9323109.1;KAH9323110.1;KAH9323111.1;KAH9323112.1;KAH9323113.1;KAH9323114.1;KAH9323115.1;KAH9323116.1;KAH9323117.1;KAH9323118.1;KAH9323119.1;KAH9323120.1;KAH9323121.1	
24	Lignan	750029576	761741993	11712420	Amino_oxidase, Dirigent, Methyltransf_11, p450	-	CM034150.1	KI387_017905;KI387_017906;KI387_017907;KI387_017908;KI387_017909;KI387_017910;KI387_017911;KI387_017912;KI387_017913;KI387_017914;KI387_017915;KI387_017916;KI387_017917;KI387_017918;KI387_017919;KI387_017920;KI387_017921;KI387_017922;KI387_017923;KI387_017924;KI387_017925;KI387_017926;KI387_017927;KI387_017928;KI387_017929;KI387_017930;KI387_017931;KI387_017932;KI387_017933;KI387_017934;KI387_017935	KAH9323266.1;KAH9323267.1;KAH9323268.1;KAH9323269.1;KAH9323270.1;KAH9323271.1;KAH9323272.1;KAH9323273.1;KAH9323274.1;KAH9323275.1;KAH9323276.1;KAH9323277.1;KAH9323278.1;KAH9323279.1;KAH9323280.1;KAH9323281.1;KAH9323282.1;KAH9323283.1;KAH9323284.1;KAH9323285.1;KAH9323286.1;KAH9323287.1;KAH9323288.1;KAH9323289.1;KAH9323290.1;KAH9323291.1;KAH9323292.1;KAH9323293.1;KAH9323294.1;KAH9323295.1;KAH9323296.1	
25	Putative	770838187	773946904	3108720	Epimerase, Methyltransf_11, Peptidase_S10	-	CM034150.1	KI387_017994;KI387_017995;KI387_017996;KI387_017997;KI387_017998;KI387_017999;KI387_018000;KI387_018001;KI387_018002;KI387_018003;KI387_018004;KI387_018005;KI387_018006;KI387_018007;KI387_018008;KI387_018009;KI387_018010;KI387_018011	KAH9323355.1;KAH9323356.1;KAH9323357.1;KAH9323358.1;KAH9323359.1;KAH9323360.1;KAH9323361.1;KAH9323362.1;KAH9323363.1;KAH9323364.1;KAH9323365.1;KAH9323366.1;KAH9323367.1;KAH9323368.1;KAH9323369.1;KAH9323370.1;KAH9323371.1;KAH9323372.1	
26	Putative	799700964	801729299	2028340	ADH_N_2, ADH_zinc_N, His_biosynth, Methyltransf_3, Trp_syntA	-	CM034150.1	KI387_018130;KI387_018131;KI387_018132;KI387_018133;KI387_018134;KI387_018135;KI387_018136;KI387_018137;KI387_018138;KI387_018139;KI387_018140;KI387_018141;KI387_018142;KI387_018143;KI387_018144;KI387_018145	KAH9323491.1;KAH9323492.1;KAH9323493.1;KAH9323494.1;KAH9323495.1;KAH9323496.1;KAH9323497.1;KAH9323498.1;KAH9323499.1;KAH9323500.1;KAH9323501.1;KAH9323502.1;KAH9323503.1;KAH9323504.1;KAH9323505.1;KAH9323506.1	
27	Putative	811593621	814272059	2678440	ADH_N, Aminotran_3, Peptidase_S10, adh_short_C2	-	CM034150.1	KI387_018187;KI387_018188;KI387_018189;KI387_018190;KI387_044481;KI387_018191;KI387_018192;KI387_018193;KI387_018194;KI387_018195;KI387_018196	KAH9323548.1;KAH9323549.1;KAH9323550.1;KAH9323551.1;KAH9324024.1;KAH9323552.1;KAH9323553.1;KAH9323554.1;KAH9323555.1;KAH9323556.1;KAH9323557.1	
28	Saccharide	97303238	99930321	2627080	Cellulose_synt, Glycos_transf_1, Lipoxygenase	-	CM034151.1	KI387_019069;KI387_019070;KI387_019071;KI387_019072;KI387_019073;KI387_019074;KI387_019075;KI387_019076;KI387_019077	KAH9317300.1;KAH9317301.1;KAH9317302.1;KAH9317303.1;KAH9317304.1;KAH9317305.1;KAH9317306.1;KAH9317307.1;KAH9317308.1	
29	Polyketide	506367222	510416628	4049410	AMP-binding, Glyco_hydro_1, PALP, Thr_dehydrat_C	-	CM034151.1	KI387_020312;KI387_020313;KI387_020314;KI387_020315;KI387_020316;KI387_020317;KI387_020318;KI387_020319;KI387_020320;KI387_020321;KI387_020322;KI387_020323;KI387_020324	KAH9318543.1;KAH9318544.1;KAH9318545.1;KAH9318546.1;KAH9318547.1;KAH9318548.1;KAH9318549.1;KAH9318550.1;KAH9318551.1;KAH9318552.1;KAH9318553.1;KAH9318554.1;KAH9318555.1	
30	Terpene	727541166	728329651	788490	Terpene_synth, Terpene_synth_C, p450	-	CM034151.1	KI387_021271;KI387_021272;KI387_021273;KI387_021274;KI387_021275;KI387_021276;KI387_021277;KI387_021278;KI387_021279;KI387_021280;KI387_021281;KI387_021282;KI387_021283;KI387_021284;KI387_021285	KAH9319502.1;KAH9319503.1;KAH9319504.1;KAH9319505.1;KAH9319506.1;KAH9319507.1;KAH9319508.1;KAH9319509.1;KAH9319510.1;KAH9319511.1;KAH9319512.1;KAH9319513.1;KAH9319514.1;KAH9319515.1;KAH9319516.1	
31	Mate	883756567	885567524	1810960	MatE, p450	-	CM034151.1	KI387_021988;KI387_021989;KI387_021990;KI387_021991;KI387_021992;KI387_021993;KI387_021994;KI387_021995;KI387_021996;KI387_021997;KI387_021998;KI387_021999	KAH9320219.1;KAH9320220.1;KAH9320221.1;KAH9320222.1;KAH9320223.1;KAH9320224.1;KAH9320225.1;KAH9320226.1;KAH9320227.1;KAH9320228.1;KAH9320229.1;KAH9320230.1	
32	Putative	138599716	141310693	2710980	ADH_N, AMP-binding, Epimerase, Methyltransf_11, adh_short	-	CM034152.1	KI387_022889;KI387_022890;KI387_022891;KI387_022892;KI387_022893;KI387_022894;KI387_022895;KI387_022896;KI387_022897;KI387_022898;KI387_022899;KI387_022900;KI387_022901;KI387_022902;KI387_022903;KI387_022904;KI387_022905	KAH9314262.1;KAH9314263.1;KAH9314264.1;KAH9314265.1;KAH9314266.1;KAH9314267.1;KAH9314268.1;KAH9314269.1;KAH9314270.1;KAH9314271.1;KAH9314272.1;KAH9314273.1;KAH9314274.1;KAH9314275.1;KAH9314276.1;KAH9314277.1;KAH9314278.1	
33	Saccharide	279904619	281774269	1869650	ADH_N, ADH_zinc_N, Glyco_hydro_1	-	CM034152.1	KI387_023661;KI387_023662;KI387_023663;KI387_023664;KI387_023665;KI387_023666;KI387_023667	KAH9315034.1;KAH9315035.1;KAH9315036.1;KAH9315037.1;KAH9315038.1;KAH9315039.1;KAH9315040.1	
34	Mate	673536030	682012240	8476210	2OG-FeII_Oxy, DIOX_N, Lycopene_cycl, MatE, SE	-	CM034152.1	KI387_024829;KI387_024830;KI387_024831;KI387_024832;KI387_024833;KI387_024834;KI387_024835;KI387_024836;KI387_024837;KI387_024838;KI387_024839;KI387_024840;KI387_024841;KI387_024842;KI387_024843;KI387_024844;KI387_024845;KI387_024846;KI387_024847;KI387_024848;KI387_024849;KI387_024850;KI387_024851;KI387_024852;KI387_024853	KAH9316202.1;KAH9316203.1;KAH9316204.1;KAH9316205.1;KAH9316206.1;KAH9316207.1;KAH9316208.1;KAH9316209.1;KAH9316210.1;KAH9316211.1;KAH9316212.1;KAH9316213.1;KAH9316214.1;KAH9316215.1;KAH9316216.1;KAH9316217.1;KAH9316218.1;KAH9316219.1;KAH9316220.1;KAH9316221.1;KAH9316222.1;KAH9316223.1;KAH9316224.1;KAH9316225.1;KAH9316226.1	
35	Saccharide	87925463	92768798	4843340	2OG-FeII_Oxy, 3Beta_HSD, DIOX_N, Glyco_hydro_1	-	CM034153.1	KI387_025891;KI387_025892;KI387_044572;KI387_025893;KI387_025894;KI387_025895;KI387_025896;KI387_025897;KI387_025898;KI387_025899;KI387_025900;KI387_025901;KI387_025902;KI387_025903;KI387_025904;KI387_025905;KI387_025906;KI387_025907;KI387_025908;KI387_025909;KI387_025910;KI387_025911;KI387_025912;KI387_025913;KI387_025914	KAH9310856.1;KAH9310857.1;KAH9313453.1;KAH9310858.1;KAH9310859.1;KAH9310860.1;KAH9310861.1;KAH9310862.1;KAH9310863.1;KAH9310864.1;KAH9310865.1;KAH9310866.1;KAH9310867.1;KAH9310868.1;KAH9310869.1;KAH9310870.1;KAH9310871.1;KAH9310872.1;KAH9310873.1;KAH9310874.1;KAH9310875.1;KAH9310876.1;KAH9310877.1;KAH9310878.1;KAH9310879.1	
36	Terpene	126254740	128107757	1853020	ERG4_ERG24, Terpene_synth, Terpene_synth_C, p450	-	CM034153.1	KI387_026006;KI387_026007;KI387_026008;KI387_026009;KI387_026010;KI387_026011;KI387_026012;KI387_026013;KI387_026014;KI387_026015;KI387_026016	KAH9310971.1;KAH9310972.1;KAH9310973.1;KAH9310974.1;KAH9310975.1;KAH9310976.1;KAH9310977.1;KAH9310978.1;KAH9310979.1;KAH9310980.1;KAH9310981.1	
37	Alkaloid	179995880	182302860	2306980	ADH_N, ADH_zinc_N, Cu_amine_oxid, p450	-	CM034153.1	KI387_026270;KI387_026271;KI387_026272;KI387_026273;KI387_026274;KI387_026275;KI387_026276;KI387_026277;KI387_026278;KI387_026279;KI387_026280;KI387_026281;KI387_026282;KI387_026283;KI387_026284;KI387_026285;KI387_026286;KI387_026287;KI387_026288	KAH9311235.1;KAH9311236.1;KAH9311237.1;KAH9311238.1;KAH9311239.1;KAH9311240.1;KAH9311241.1;KAH9311242.1;KAH9311243.1;KAH9311244.1;KAH9311245.1;KAH9311246.1;KAH9311247.1;KAH9311248.1;KAH9311249.1;KAH9311250.1;KAH9311251.1;KAH9311252.1;KAH9311253.1	
38	Putative	535770717	537234236	1463520	Abhydrolase_3, ERG4_ERG24	-	CM034153.1	KI387_027270;KI387_027271;KI387_027272;KI387_027273;KI387_027274;KI387_027275;KI387_027276;KI387_027277;KI387_027278;KI387_027279;KI387_027280	KAH9312235.1;KAH9312236.1;KAH9312237.1;KAH9312238.1;KAH9312239.1;KAH9312240.1;KAH9312241.1;KAH9312242.1;KAH9312243.1;KAH9312244.1;KAH9312245.1	
39	Saccharide	593619985	600996512	7376530	3Beta_HSD, UDPGT_2, p450	small phenolic	CM034153.1	KI387_027496;KI387_027497;KI387_027498;KI387_027499;KI387_027500;KI387_027501;KI387_027502;KI387_027503;KI387_027504;KI387_027505;KI387_027506;KI387_027507;KI387_027508;KI387_027509;KI387_027510;KI387_027511;KI387_027512;KI387_027513;KI387_027514;KI387_027515;KI387_027516;KI387_027517;KI387_027518;KI387_027519;KI387_027520;KI387_027521;KI387_027522	KAH9312461.1;KAH9312462.1;KAH9312463.1;KAH9312464.1;KAH9312465.1;KAH9312466.1;KAH9312467.1;KAH9312468.1;KAH9312469.1;KAH9312470.1;KAH9312471.1;KAH9312472.1;KAH9312473.1;KAH9312474.1;KAH9312475.1;KAH9312476.1;KAH9312477.1;KAH9312478.1;KAH9312479.1;KAH9312480.1;KAH9312481.1;KAH9312482.1;KAH9312483.1;KAH9312484.1;KAH9312485.1;KAH9312486.1;KAH9312487.1	
40	Saccharide	602470512	607140327	4669810	ADH_zinc_N, Transferase, UDPGT_2, p450	-	CM034153.1	KI387_027525;KI387_027526;KI387_027527;KI387_027528;KI387_027529;KI387_027530;KI387_027531;KI387_027532;KI387_027533;KI387_027534;KI387_027535;KI387_027536;KI387_027537;KI387_027538;KI387_027539;KI387_027540;KI387_027541	KAH9312490.1;KAH9312491.1;KAH9312492.1;KAH9312493.1;KAH9312494.1;KAH9312495.1;KAH9312496.1;KAH9312497.1;KAH9312498.1;KAH9312499.1;KAH9312500.1;KAH9312501.1;KAH9312502.1;KAH9312503.1;KAH9312504.1;KAH9312505.1;KAH9312506.1	
41	Saccharide	609116623	610229659	1113040	HMGL-like, UDPGT_2	-	CM034153.1	KI387_027549;KI387_027550;KI387_027551;KI387_027552;KI387_027553;KI387_027554;KI387_027555;KI387_027556	KAH9312514.1;KAH9312515.1;KAH9312516.1;KAH9312517.1;KAH9312518.1;KAH9312519.1;KAH9312520.1;KAH9312521.1	
42	Putative	646854745	647813190	958450	3Beta_HSD, Epimerase, SE	-	CM034153.1	KI387_044594;KI387_027704;KI387_027705;KI387_027706;KI387_027707;KI387_027708;KI387_027709;KI387_027710;KI387_027711;KI387_044074;KI387_027712;KI387_027713	KAH9313475.1;KAH9312669.1;KAH9312670.1;KAH9312671.1;KAH9312672.1;KAH9312673.1;KAH9312674.1;KAH9312675.1;KAH9312676.1;KAH9313440.1;KAH9312677.1;KAH9312678.1	
