potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
20	Putative	147177846	147353218	175370	2OG-FeII_Oxy, DIOX_N, Dimerisation, Methyltransf_2, p450	-	NC_039359.1	LOC113354088;LOC113352169;LOC113354089;LOC113349388;LOC113354092;LOC11335_197;LOC113349389;LOC113352170;LOC113354093;LOC113352171;LOC113354094	XP_026453312.1;XP_026451807.1;XP_026453313.1;XP_026449144.1;XP_026453314.1;XP_026453315.1;XP_026449145.1;XP_026451808.1;XP_026453316.1;XP_026451809.1;XP_026453317.1	
21	Fatty_acid	159622284	159741066	118780	AMP-binding, Transferase	-	NC_039359.1	LOC113352341;LOC113352342;LOC113352343;LOC113354198;LOC113352344	XP_026451955.1;XP_026451956.1;XP_026451957.1;XP_026453388.1;XP_026451958.1	
22	Polyketide	187316604	187800224	483620	Abhydrolase_3, Acetyltransf_1, Chal_sti_synt_C, Epimerase	-	NC_039359.1	LOC113352506;LOC113350016;LOC113350017;LOC113350018;LOC113350019;LOC11335_232;LOC113350020;LOC11335_234;LOC113350021;LOC11335_233;LOC113352507;LOC11335_235;LOC113350022	XP_026452103.1;XP_026449860.1;XP_026449861.1;XP_026449862.1;XP_026449863.1;XP_026449865.1;XP_026449864.1;XP_026449867.1;XP_026449866.1;XP_026449868.1;XP_026452104.1;XP_026449870.1;XP_026449869.1	
23	Saccharide	195587546	195793108	205560	Glyco_hydro_1, adh_short, adh_short_C2	-	NC_039359.1	LOC113354346;LOC113354347;LOC113352551;LOC113350126;LOC113350125;LOC113352552;LOC113350127	XP_026453485.1;XP_026453486.1;XP_026452147.1;XP_026449992.1;XP_026449991.1;XP_026452148.1;XP_026449993.1	
24	Putative	204438669	204727290	288620	2OG-FeII_Oxy, Dimerisation, Methyltransf_2, Transferase, adh_short_C2, p450	-	NC_039359.1	LOC113354412;LOC11335_354;LOC113350299;LOC11335_355;LOC11335_356;LOC113354413;LOC11335_357;LOC113352613;LOC113354415;LOC113352614;LOC113352615;LOC113352616;LOC113352617;LOC113352618;LOC113354416;LOC113350301	XP_026453534.1;XP_026453533.1;XP_026450205.1;XP_026450204.1;XP_026450206.1;XP_026453536.1;XP_026453535.1;XP_026452200.1;XP_026453537.1;XP_026452201.1;XP_026452202.1;XP_026452203.1;XP_026452204.1;XP_026452205.1;XP_026453538.1;XP_026450207.1	
25	Saccharide	163861391	164130388	269000	Glyco_hydro_1, Transferase	-	NC_039360.1	LOC113360281;LOC113357926;LOC11335_1715;LOC113361849;LOC113360282;LOC113360283;LOC113361853;LOC113360284	XP_026459589.1;XP_026457203.1;XP_026457202.1;XP_026460731.1;XP_026459591.1;XP_026459592.1;XP_026460732.1;XP_026459593.1	
26	Saccharide	168219260	168787192	567930	Glyco_hydro_1, adh_short, adh_short_C2	-	NC_039360.1	LOC113357968;LOC113357969;LOC11335_1726;LOC113361880;LOC113360322;LOC113357970;LOC113361881;LOC113357971;LOC113357972;LOC113360323	XP_026457240.1;XP_026457243.1;XP_026457242.1;XP_026460751.1;XP_026459627.1;XP_026457244.1;XP_026460752.1;XP_026457245.1;XP_026457246.1;XP_026459628.1	
27	Saccharide	218562099	218664244	102140	Epimerase, Transferase, UDPGT_2, p450	alkaloid, cytokinin	NC_039360.1	LOC113360672;LOC113358696;LOC11335_2040;LOC113358697;LOC113362131;LOC113360673;LOC113358698	XP_026459942.1;XP_026458121.1;XP_026458120.1;XP_026458122.1;XP_026460894.1;XP_026459943.1;XP_026458123.1	
28	Polyketide	221115377	221230149	114770	Chal_sti_synt_C, Chal_sti_synt_N, Dimerisation, Methyltransf_2, p450	-	NC_039360.1	LOC113362144;LOC11336_145;LOC113362145;LOC113358737;LOC113358736	XP_026460902.1;XP_026460901.1;XP_026460903.1;XP_026458177.1;XP_026458176.1	
29	Terpene	222222449	222816187	593740	SQHop_cyclase_C, SQHop_cyclase_N, p450	-	NC_039360.1	LOC113360701;LOC11335_2071;LOC11335_2070;LOC11335_2068;LOC11335_2069;LOC11335_2067;LOC113358754;LOC113360703;LOC113360704;LOC113358756;LOC113362150;LOC113358757;LOC113358758;LOC11335_2072;LOC11335_2073;LOC113358760;LOC113358759	XP_026459960.1;XP_026458203.1;XP_026458204.1;XP_026458199.1;XP_026458200.1;XP_026458202.1;XP_026458201.1;XP_026459961.1;XP_026459962.1;XP_026458205.1;XP_026460905.1;XP_026458206.1;XP_026458208.1;XP_026458209.1;XP_026458210.1;XP_026458212.1;XP_026458211.1	
30	Saccharide	9549666	9852437	302770	UDPGT_2, adh_short, p450	small phenolic	NC_039361.1	LOC113274965;LOC113273620;LOC113274966;LOC113272188;LOC113274967;LOC113272190;LOC113272191;LOC113272192;LOC113274970;LOC113273621;LOC113274971	XP_026380177.1;XP_026379062.1;XP_026380178.1;XP_026377858.1;XP_026380179.1;XP_026377859.1;XP_026377860.1;XP_026377861.1;XP_026380180.1;XP_026379063.1;XP_026380181.1	
31	Polyketide	21320197	21467620	147420	Chal_sti_synt_C, Chal_sti_synt_N, adh_short, adh_short_C2	-	NC_039361.1	LOC113275220;LOC113272391;LOC113275222;LOC113275223;LOC113272392;LOC11327_458;LOC113275224;LOC11327_459;LOC113272393;LOC113272394;LOC113272395;LOC113273765;LOC113275228;LOC113275226;LOC113275225	XP_026380457.1;XP_026378019.1;XP_026380460.1;XP_026380461.1;XP_026378020.1;XP_026380464.1;XP_026380462.1;XP_026380463.1;XP_026378021.1;XP_026378022.1;XP_026378023.1;XP_026379165.1;XP_026380467.1;XP_026380466.1;XP_026380465.1	
32	Alkaloid	24132309	24521687	389380	Abhydrolase_3, BBE, FAD_binding_4, p450	-	NC_039361.1	LOC113275594;LOC113275595;LOC113273900;LOC113272563;LOC113275597;LOC113273901;LOC113275599;LOC113275600;LOC11327_620	XP_026380917.1;XP_026380918.1;XP_026379262.1;XP_026378165.1;XP_026380920.1;XP_026379263.1;XP_026380921.1;XP_026380922.1;XP_026380923.1	
33	Alkaloid	40039963	40302408	262440	Cu_amine_oxid, p450	-	NC_039361.1	LOC113271642;LOC113271643;LOC113271644;LOC11327_1135;LOC113271645;LOC113271646;LOC113274385;LOC11327_1136;LOC11327_1137;LOC113271647;LOC113271649;LOC113271650	XP_026377321.1;XP_026377322.1;XP_026377323.1;XP_026377324.1;XP_026377325.1;XP_026377326.1;XP_026379577.1;XP_026377327.1;XP_026377328.1;XP_026377329.1;XP_026377330.1;XP_026377331.1	
34	Polyketide	56792290	57106303	314010	Chal_sti_synt_C, Epimerase, p450	-	NC_039361.1	LOC113271968;LOC113273509;LOC11327_254;LOC11327_255;LOC113273508;LOC113271970;LOC113271971;LOC113271972;LOC113271973;LOC113271975;LOC113274713;LOC113273514;LOC113273515;LOC11327_256;LOC113274715	XP_026377675.1;XP_026378989.1;XP_026378991.1;XP_026378990.1;XP_026378988.1;XP_026377676.1;XP_026377677.1;XP_026377678.1;XP_026377679.1;XP_026377680.1;XP_026379887.1;XP_026378992.1;XP_026378994.1;XP_026378993.1;XP_026379888.1	
35	Alkaloid	154636033	154865415	229380	Pyridoxal_deC, adh_short_C2, p450	-	NC_039361.1	LOC113273600;LOC113274906;LOC113274907;LOC113272151;LOC113274908;LOC113272152	XP_026379049.1;XP_026380108.1;XP_026380109.1;XP_026377829.1;XP_026380112.1;XP_026377830.1	
36	Alkaloid	6084726	6280902	196180	Aldo_ket_red, BBE, FAD_binding_4, Methyltransf_3	-	NC_039362.1	LOC113278688;LOC113277234;LOC113277235	XP_026383241.1;XP_026382162.1;XP_026382165.1	
37	Alkaloid	14086882	14460174	373290	Pyridoxal_deC, adh_short_C2, p450	-	NC_039362.1	LOC113278786;LOC113281021;LOC11328_420;LOC113281020;LOC113278787;LOC113281022;LOC11328_421;LOC113278789;LOC113278790;LOC113281024;LOC113281025;LOC113281026;LOC11328_422;LOC113281027;LOC11328_423;LOC11328_424	XP_026383320.1;XP_026385438.1;XP_026385436.1;XP_026385435.1;XP_026383321.1;XP_026385439.1;XP_026385440.1;XP_026383322.1;XP_026383323.1;XP_026385441.1;XP_026385442.1;XP_026385443.1;XP_026385444.1;XP_026385446.1;XP_026385447.1;XP_026385448.1	
38	Polyketide	76847908	77094677	246770	Chal_sti_synt_C, Epimerase, p450	-	NC_039362.1	LOC113279205;LOC113279206;LOC113277552;LOC113281963;LOC113279207;LOC113281965;LOC113281964;LOC113281967;LOC113281966;LOC113281968;LOC11328_831	XP_026383690.1;XP_026383692.1;XP_026382402.1;XP_026386663.1;XP_026383693.1;XP_026386665.1;XP_026386664.1;XP_026386667.1;XP_026386666.1;XP_026386668.1;XP_026386669.1	
39	Saccharide	138741022	138914887	173870	ADH_N, ADH_zinc_N, UDPGT_2	*saccharide	NC_039362.1	LOC113282894;LOC113282892;LOC113282895;LOC113279696;LOC113279697;LOC113282896;LOC113282897;LOC113282898;LOC11328_1185;LOC11328_1186;LOC11328_1187;LOC113282899;LOC113279698	XP_026387778.1;XP_026387777.1;XP_026387779.1;XP_026384151.1;XP_026384153.1;XP_026387780.1;XP_026387782.1;XP_026387783.1;XP_026387784.1;XP_026387785.1;XP_026387786.1;XP_026387787.1;XP_026384154.1	
40	Phenolamide-Alkaloid	144088613	144141121	52510	Pyridoxal_deC, Transferase, p450	-	NC_039362.1	LOC113283044;LOC113283043;LOC113279784;LOC113279785;LOC113279786;LOC113279787;LOC113279788	XP_026387979.1;XP_026387978.1;XP_026384235.1;XP_026384236.1;XP_026384237.1;XP_026384238.1;XP_026384239.1	
41	Alkaloid	212204497	212291701	87200	2OG-FeII_Oxy, Bet_v_1, DIOX_N, Transferase	-	NC_039362.1	LOC113278550;LOC113280705;LOC113280707;LOC113278553;LOC113278551;LOC113280708	XP_026383146.1;XP_026385080.1;XP_026385081.1;XP_026383148.1;XP_026383147.1;XP_026385082.1	
42	Putative	214882747	215164166	281420	Amino_oxidase, Transferase	-	NC_039362.1	LOC113280793;LOC113280794;LOC113278601;LOC113280796;LOC113284612;LOC113284613;LOC11328_1879;LOC11328_1880;LOC113278603;LOC113280797;LOC113284616;LOC113280799;LOC113284618;LOC113284619;LOC11328_1881;LOC11328_1882	XP_026385159.1;XP_026385160.1;XP_026383194.1;XP_026385161.1;XP_026389907.1;XP_026389908.1;XP_026389909.1;XP_026389910.1;XP_026383196.1;XP_026385162.1;XP_026389911.1;XP_026385163.1;XP_026389913.1;XP_026389916.1;XP_026389914.1;XP_026389915.1	
43	Saccharide	6547916	6758831	210910	2OG-FeII_Oxy, DIOX_N, Methyltransf_11, UDPGT_2	cyanogenic glucoside, monoterpenoid	NC_039363.1	LOC113286810;LOC113286809;LOC113285379;LOC113290402;LOC113286811;LOC11328_2000;LOC11328_2001;LOC11328_2002;LOC11328_2003;LOC113290403;LOC113286813;LOC113286814;LOC11328_2004	XP_026391216.1;XP_026391215.1;XP_026390066.1;XP_026395794.1;XP_026391217.1;XP_026391218.1;XP_026391219.1;XP_026391220.1;XP_026391221.1;XP_026395795.1;XP_026391222.1;XP_026391223.1;XP_026391224.1	
44	Fatty_acid-Polyketide	8938007	9280433	342430	CER1-like_C, Chal_sti_synt_C, Epimerase, FA_desaturase, FA_hydroxylase	-	NC_039363.1	LOC113285406;LOC113286870;LOC113290440;LOC113290441;LOC113290442;LOC113290443;LOC113285407;LOC113285408;LOC113290444;LOC113286872;LOC113290445	XP_026390082.1;XP_026391289.1;XP_026395831.1;XP_026395832.1;XP_026395833.1;XP_026395834.1;XP_026390083.1;XP_026390084.1;XP_026395835.1;XP_026391290.1;XP_026395837.1	
45	Saccharide-Alkaloid	13576478	13817221	240740	BBE, FAD_binding_4, UDPGT_2, p450	small phenolic-2	NC_039363.1	LOC113285448;LOC113285449;LOC11328_2061;LOC11328_2062;LOC113285451;LOC113285452;LOC113286972;LOC113286971;LOC113286973;LOC113285453;LOC113290516;LOC113285454	XP_026390108.1;XP_026390109.1;XP_026390110.1;XP_026390111.1;XP_026390113.1;XP_026390114.1;XP_026391413.1;XP_026391412.1;XP_026391414.1;XP_026390115.1;XP_026395897.1;XP_026390116.1	
46	Fatty_acid	90958182	91393832	435650	2OG-FeII_Oxy, ADH_N, ADH_zinc_N, DIOX_N, FA_desaturase_2, TPMT	-	NC_039363.1	LOC113285869;LOC113288384;LOC113291062;LOC113291064;LOC113288385;LOC11328_2735;LOC11328_2736;LOC11328_2737;LOC11328_2738;LOC113288388;LOC113291065;LOC113291066;LOC113288389;LOC113288390;LOC113288393;LOC113291070;LOC11328_2741;LOC113285870;LOC11328_2739;LOC11328_2740;LOC113288394;LOC113288395;LOC113291071;LOC113288397;LOC11328_2742;LOC113288398;LOC113291072;LOC113288399;LOC113288401;LOC11328_2743;LOC113288400	XP_026390396.1;XP_026393191.1;XP_026396425.1;XP_026396426.1;XP_026393192.1;XP_026393193.1;XP_026393194.1;XP_026393195.1;XP_026393196.1;XP_026393197.1;XP_026396427.1;XP_026396428.1;XP_026393198.1;XP_026393199.1;XP_026393200.1;XP_026396429.1;XP_026390401.1;XP_026390398.1;XP_026390399.1;XP_026390400.1;XP_026393201.1;XP_026393202.1;XP_026396430.1;XP_026393203.1;XP_026393204.1;XP_026393205.1;XP_026396431.1;XP_026393206.1;XP_026393208.1;XP_026393209.1;XP_026393207.1	
47	Saccharide	123178045	123451906	273860	UDPGT_2, p450	flavonoid-6, oleananes-6	NC_039363.1	LOC113289127;LOC11328_3024;LOC11328_3025;LOC113289128;LOC113291423;LOC113291424;LOC113289131;LOC113289132;LOC113291425;LOC113289130;LOC113289133	XP_026394092.1;XP_026394094.1;XP_026394091.1;XP_026394095.1;XP_026396745.1;XP_026396746.1;XP_026394097.1;XP_026394098.1;XP_026396747.1;XP_026394096.1;XP_026394099.1	
48	Saccharide	1403049	1778571	375520	2OG-FeII_Oxy, DIOX_N, Dimerisation, Methyltransf_2, UDPGT_2, p450	-	NC_039364.1	LOC113292746;LOC113292750;LOC113292753;LOC113294261;LOC113294262;LOC113294281;LOC113292792;LOC113294301;LOC113294305;LOC113292823;LOC113294312;LOC113294323	XP_026397399.1;XP_026397404.1;XP_026397406.1;XP_026398447.1;XP_026398448.1;XP_026398462.1;XP_026397431.1;XP_026398482.1;XP_026398486.1;XP_026397455.1;XP_026398491.1;XP_026398499.1	
49	Fatty_acid-Mate	9216055	9462910	246850	FA_hydroxylase, MatE, adh_short, adh_short_C2, p450	-	NC_039364.1	LOC113300497;LOC113294031;LOC113294032;LOC113293838;LOC113293830;LOC113293050;LOC113294035;LOC113292972;LOC113294036;LOC113294037;LOC113294039;LOC113294042;LOC113294044	XP_026405482.1;XP_026398245.1;XP_026398246.1;XP_026398107.1;XP_026398105.1;XP_026397608.1;XP_026398249.1;XP_026397553.1;XP_026398250.1;XP_026398251.1;XP_026398252.1;XP_026398253.1;XP_026398255.1	
