potentialBGC	protein_ids	Gene cluster gene accessions
21	lcl|NC_039358.1_cds_XP_026403744.1_3943_lcl|NC_039358.1_cds_XP_026403744.1_3943_1;lcl|NC_039358.1_cds_XP_026434780.1_3944_lcl|NC_039358.1_cds_XP_026434780.1_3944_1;lcl|NC_039358.1_cds_XP_026434785.1_3945_lcl|NC_039358.1_cds_XP_026434785.1_3945_1;lcl|NC_039358.1_cds_XP_026403756.1_3946_lcl|NC_039358.1_cds_XP_026403756.1_3946_1	XP_026403744.1;XP_026403756.1;XP_026434780.1;XP_026434785.1
22	lcl|NC_039358.1_cds_XP_026450234.1_4008_lcl|NC_039358.1_cds_XP_026450234.1_4008_1;lcl|NC_039358.1_cds_XP_026404220.1_4009_lcl|NC_039358.1_cds_XP_026404220.1_4009_1;lcl|NC_039358.1_cds_XP_026404213.1_4010_lcl|NC_039358.1_cds_XP_026404213.1_4010_1;lcl|NC_039358.1_cds_XP_026450250.1_4011_lcl|NC_039358.1_cds_XP_026450250.1_4011_1	XP_026404213.1;XP_026404220.1;XP_026450234.1;XP_026450250.1
23	lcl|NC_039358.1_cds_XP_026435341.1_4444_lcl|NC_039358.1_cds_XP_026435341.1_4444_1;lcl|NC_039358.1_cds_XP_026451120.1_4445_lcl|NC_039358.1_cds_XP_026451120.1_4445_1;lcl|NC_039358.1_cds_XP_026451135.1_4446_lcl|NC_039358.1_cds_XP_026451135.1_4446_1	XP_026435341.1;XP_026451120.1;XP_026451135.1
24	lcl|NC_039358.1_cds_XP_026410242.1_4934_lcl|NC_039358.1_cds_XP_026410242.1_4934_1;lcl|NC_039358.1_cds_XP_026452321.1_4936_lcl|NC_039358.1_cds_XP_026452321.1_4936_1;lcl|NC_039358.1_cds_XP_026452335.1_4941_lcl|NC_039358.1_cds_XP_026452335.1_4941_1	XP_026410242.1;XP_026452321.1;XP_026452335.1
25	lcl|NC_039358.1_cds_XP_026412510.1_5318_lcl|NC_039358.1_cds_XP_026412510.1_5318_1;lcl|NC_039358.1_cds_XP_026412525.1_5320_lcl|NC_039358.1_cds_XP_026412525.1_5320_1;lcl|NC_039358.1_cds_XP_026412531.1_5321_lcl|NC_039358.1_cds_XP_026412531.1_5321_1	XP_026412510.1;XP_026412525.1;XP_026412531.1
26	lcl|NC_039358.1_cds_XP_026414076.1_5551_lcl|NC_039358.1_cds_XP_026414076.1_5551_1;lcl|NC_039358.1_cds_XP_026454318.1_5552_lcl|NC_039358.1_cds_XP_026454318.1_5552_1;lcl|NC_039358.1_cds_XP_026454355.1_5553_lcl|NC_039358.1_cds_XP_026454355.1_5553_1	XP_026414076.1;XP_026454318.1;XP_026454355.1
27	lcl|NC_039358.1_cds_XP_026456181.1_5820_lcl|NC_039358.1_cds_XP_026456181.1_5820_1;lcl|NC_039358.1_cds_XP_026415960.1_5821_lcl|NC_039358.1_cds_XP_026415960.1_5821_1;lcl|NC_039358.1_cds_XP_026415955.1_5822_lcl|NC_039358.1_cds_XP_026415955.1_5822_1;lcl|NC_039358.1_cds_XP_026456197.1_5823_lcl|NC_039358.1_cds_XP_026456197.1_5823_1	XP_026415955.1;XP_026415960.1;XP_026456181.1;XP_026456197.1
28	lcl|NC_039358.1_cds_XP_026416880.1_6079_lcl|NC_039358.1_cds_XP_026416880.1_6079_1;lcl|NC_039358.1_cds_XP_026457526.1_6080_lcl|NC_039358.1_cds_XP_026457526.1_6080_1;lcl|NC_039358.1_cds_XP_026457547.1_6082_lcl|NC_039358.1_cds_XP_026457547.1_6082_1;lcl|NC_039358.1_cds_XP_026416908.1_6085_lcl|NC_039358.1_cds_XP_026416908.1_6085_1;lcl|NC_039358.1_cds_XP_026437223.1_6086_lcl|NC_039358.1_cds_XP_026437223.1_6086_1;lcl|NC_039358.1_cds_XP_026457566.1_6087_lcl|NC_039358.1_cds_XP_026457566.1_6087_1	XP_026416880.1;XP_026416908.1;XP_026437223.1;XP_026457526.1;XP_026457547.1;XP_026457566.1
29	lcl|NC_039358.1_cds_XP_026417161.1_6151_lcl|NC_039358.1_cds_XP_026417161.1_6151_1;lcl|NC_039358.1_cds_XP_026417165.1_6152_lcl|NC_039358.1_cds_XP_026417165.1_6152_1;lcl|NC_039358.1_cds_XP_026417169.1_6153_lcl|NC_039358.1_cds_XP_026417169.1_6153_1	XP_026417161.1;XP_026417165.1;XP_026417169.1
30	lcl|NC_039358.1_cds_XP_026418925.1_6449_lcl|NC_039358.1_cds_XP_026418925.1_6449_1;lcl|NC_039358.1_cds_XP_026418934.1_6450_lcl|NC_039358.1_cds_XP_026418934.1_6450_1;lcl|NC_039358.1_cds_XP_026458681.1_6451_lcl|NC_039358.1_cds_XP_026458681.1_6451_1	XP_026418925.1;XP_026418934.1;XP_026458681.1
31	lcl|NC_039358.1_cds_XP_026418951.1_6453_lcl|NC_039358.1_cds_XP_026418951.1_6453_1;lcl|NC_039358.1_cds_XP_026458696.1_6454_lcl|NC_039358.1_cds_XP_026458696.1_6454_1;lcl|NC_039358.1_cds_XP_026437837.1_6455_lcl|NC_039358.1_cds_XP_026437837.1_6455_1	XP_026418951.1;XP_026437837.1;XP_026458696.1
32	lcl|NC_039358.1_cds_XP_026438044.1_6562_lcl|NC_039358.1_cds_XP_026438044.1_6562_1;lcl|NC_039358.1_cds_XP_026419355.1_6563_lcl|NC_039358.1_cds_XP_026419355.1_6563_1;lcl|NC_039358.1_cds_XP_026419361.1_6564_lcl|NC_039358.1_cds_XP_026419361.1_6564_3;lcl|NC_039358.1_cds_XP_026438045.1_6566_lcl|NC_039358.1_cds_XP_026438045.1_6566_1	XP_026419355.1;XP_026419361.1;XP_026438044.1;XP_026438045.1
33	lcl|NC_039358.1_cds_XP_026420578.1_6891_lcl|NC_039358.1_cds_XP_026420578.1_6891_1;lcl|NC_039358.1_cds_XP_026420570.1_6892_lcl|NC_039358.1_cds_XP_026420570.1_6892_1;lcl|NC_039358.1_cds_XP_026460022.1_6893_lcl|NC_039358.1_cds_XP_026460022.1_6893_1	XP_026420570.1;XP_026420578.1;XP_026460022.1
34	lcl|NC_039358.1_cds_XP_026460919.1_7130_lcl|NC_039358.1_cds_XP_026460919.1_7130_1;lcl|NC_039358.1_cds_XP_026460927.1_7131_lcl|NC_039358.1_cds_XP_026460927.1_7131_1;lcl|NC_039358.1_cds_XP_026460932.1_7132_lcl|NC_039358.1_cds_XP_026460932.1_7132_1	XP_026460919.1;XP_026460927.1;XP_026460932.1
35	lcl|NC_039358.1_cds_XP_026460957.1_7136_lcl|NC_039358.1_cds_XP_026460957.1_7136_1;lcl|NC_039358.1_cds_XP_026460965.1_7137_lcl|NC_039358.1_cds_XP_026460965.1_7137_1;lcl|NC_039358.1_cds_XP_026460967.1_7138_lcl|NC_039358.1_cds_XP_026460967.1_7138_1	XP_026460957.1;XP_026460965.1;XP_026460967.1
36	lcl|NC_039358.1_cds_XP_026421995.1_7231_lcl|NC_039358.1_cds_XP_026421995.1_7231_1;lcl|NC_039358.1_cds_XP_026461104.1_7232_lcl|NC_039358.1_cds_XP_026461104.1_7232_1;lcl|NC_039358.1_cds_XP_026422003.1_7233_lcl|NC_039358.1_cds_XP_026422003.1_7233_1	XP_026421995.1;XP_026422003.1;XP_026461104.1
37	lcl|NC_039358.1_cds_XP_026439467.1_7358_lcl|NC_039358.1_cds_XP_026439467.1_7358_1;lcl|NC_039358.1_cds_XP_026377638.1_7359_lcl|NC_039358.1_cds_XP_026377638.1_7359_1;lcl|NC_039358.1_cds_XP_026439474.1_7360_lcl|NC_039358.1_cds_XP_026439474.1_7360_1	XP_026377638.1;XP_026439467.1;XP_026439474.1
38	lcl|NC_039358.1_cds_XP_026439490.1_7364_lcl|NC_039358.1_cds_XP_026439490.1_7364_1;lcl|NC_039358.1_cds_XP_026439502.1_7365_lcl|NC_039358.1_cds_XP_026439502.1_7365_1;lcl|NC_039358.1_cds_XP_026377681.1_7367_lcl|NC_039358.1_cds_XP_026377681.1_7367_1	XP_026377681.1;XP_026439490.1;XP_026439502.1
39	lcl|NC_039358.1_cds_XP_026423925.1_7676_lcl|NC_039358.1_cds_XP_026423925.1_7676_1;lcl|NC_039358.1_cds_XP_026378791.1_7678_lcl|NC_039358.1_cds_XP_026378791.1_7678_1;lcl|NC_039358.1_cds_XP_026378807.1_7679_lcl|NC_039358.1_cds_XP_026378807.1_7679_1;lcl|NC_039358.1_cds_XP_026378814.1_7680_lcl|NC_039358.1_cds_XP_026378814.1_7680_1	XP_026378791.1;XP_026378807.1;XP_026378814.1;XP_026423925.1
40	lcl|NC_039358.1_cds_XP_026424015.1_7702_lcl|NC_039358.1_cds_XP_026424015.1_7702_1;lcl|NC_039358.1_cds_XP_026440212.1_7703_lcl|NC_039358.1_cds_XP_026440212.1_7703_1;lcl|NC_039358.1_cds_XP_026378912.1_7704_lcl|NC_039358.1_cds_XP_026378912.1_7704_1;lcl|NC_039358.1_cds_XP_026378924.1_7705_lcl|NC_039358.1_cds_XP_026378924.1_7705_1	XP_026378912.1;XP_026378924.1;XP_026424015.1;XP_026440212.1
41	lcl|NC_039358.1_cds_XP_026379065.1_7751_lcl|NC_039358.1_cds_XP_026379065.1_7751_1;lcl|NC_039358.1_cds_XP_026424294.1_7752_lcl|NC_039358.1_cds_XP_026424294.1_7752_1;lcl|NC_039358.1_cds_XP_026424310.1_7753_lcl|NC_039358.1_cds_XP_026424310.1_7753_1;lcl|NC_039358.1_cds_XP_026424303.1_7754_lcl|NC_039358.1_cds_XP_026424303.1_7754_1	XP_026379065.1;XP_026424294.1;XP_026424303.1;XP_026424310.1
42	lcl|NC_039358.1_cds_XP_026424767.1_7821_lcl|NC_039358.1_cds_XP_026424767.1_7821_1;lcl|NC_039358.1_cds_XP_026379338.1_7822_lcl|NC_039358.1_cds_XP_026379338.1_7822_1;lcl|NC_039358.1_cds_XP_026424775.1_7823_lcl|NC_039358.1_cds_XP_026424775.1_7823_1;lcl|NC_039358.1_cds_XP_026379345.1_7824_lcl|NC_039358.1_cds_XP_026379345.1_7824_1	XP_026379338.1;XP_026379345.1;XP_026424767.1;XP_026424775.1
43	lcl|NC_039358.1_cds_XP_026425636.1_7995_lcl|NC_039358.1_cds_XP_026425636.1_7995_1;lcl|NC_039358.1_cds_XP_026425649.1_7996_lcl|NC_039358.1_cds_XP_026425649.1_7996_1;lcl|NC_039358.1_cds_XP_026379960.1_7997_lcl|NC_039358.1_cds_XP_026379960.1_7997_1	XP_026379960.1;XP_026425636.1;XP_026425649.1
44	lcl|NC_039358.1_cds_XP_026426311.1_8109_lcl|NC_039358.1_cds_XP_026426311.1_8109_1;lcl|NC_039358.1_cds_XP_026426334.1_8110_lcl|NC_039358.1_cds_XP_026426334.1_8110_1;lcl|NC_039358.1_cds_XP_026380419.1_8111_lcl|NC_039358.1_cds_XP_026380419.1_8111_1	XP_026380419.1;XP_026426311.1;XP_026426334.1
45	lcl|NC_039358.1_cds_XP_026427326.1_8242_lcl|NC_039358.1_cds_XP_026427326.1_8242_1;lcl|NC_039358.1_cds_XP_026427336.1_8243_lcl|NC_039358.1_cds_XP_026427336.1_8243_1;lcl|NC_039358.1_cds_XP_026427344.1_8244_lcl|NC_039358.1_cds_XP_026427344.1_8244_1	XP_026427326.1;XP_026427336.1;XP_026427344.1
46	lcl|NC_039358.1_cds_XP_026381644.1_8461_lcl|NC_039358.1_cds_XP_026381644.1_8461_1;lcl|NC_039358.1_cds_XP_026428384.1_8462_lcl|NC_039358.1_cds_XP_026428384.1_8462_1;lcl|NC_039358.1_cds_XP_026381655.1_8463_lcl|NC_039358.1_cds_XP_026381655.1_8463_1	XP_026381644.1;XP_026381655.1;XP_026428384.1
47	lcl|NC_039359.1_cds_XP_026450545.1_8805_lcl|NC_039359.1_cds_XP_026450545.1_8805_1;lcl|NC_039359.1_cds_XP_026450546.1_8806_lcl|NC_039359.1_cds_XP_026450546.1_8806_1;lcl|NC_039359.1_cds_XP_026446085.1_8808_lcl|NC_039359.1_cds_XP_026446085.1_8808_1;lcl|NC_039359.1_cds_XP_026446088.1_8809_lcl|NC_039359.1_cds_XP_026446088.1_8809_1	XP_026446085.1;XP_026446088.1;XP_026450545.1;XP_026450546.1
48	lcl|NC_039359.1_cds_XP_026446355.1_9137_lcl|NC_039359.1_cds_XP_026446355.1_9137_1;lcl|NC_039359.1_cds_XP_026452508.1_9138_lcl|NC_039359.1_cds_XP_026452508.1_9138_1;lcl|NC_039359.1_cds_XP_026450597.1_9139_lcl|NC_039359.1_cds_XP_026450597.1_9139_1;lcl|NC_039359.1_cds_XP_026450598.1_9141_lcl|NC_039359.1_cds_XP_026450598.1_9141_1	XP_026446355.1;XP_026450597.1;XP_026450598.1;XP_026452508.1
49	lcl|NC_039359.1_cds_XP_026446436.1_9247_lcl|NC_039359.1_cds_XP_026446436.1_9247_1;lcl|NC_039359.1_cds_XP_026450624.1_9248_lcl|NC_039359.1_cds_XP_026450624.1_9248_1;lcl|NC_039359.1_cds_XP_026446437.1_9249_lcl|NC_039359.1_cds_XP_026446437.1_9249_1	XP_026446436.1;XP_026446437.1;XP_026450624.1
50	lcl|NC_039359.1_cds_XP_026446458.1_9279_lcl|NC_039359.1_cds_XP_026446458.1_9279_1;lcl|NC_039359.1_cds_XP_026446459.1_9280_lcl|NC_039359.1_cds_XP_026446459.1_9280_1;lcl|NC_039359.1_cds_XP_026450630.1_9281_lcl|NC_039359.1_cds_XP_026450630.1_9281_1	XP_026446458.1;XP_026446459.1;XP_026450630.1
51	lcl|NC_039359.1_cds_XP_026446706.1_9657_lcl|NC_039359.1_cds_XP_026446706.1_9657_1;lcl|NC_039359.1_cds_XP_026446707.1_9658_lcl|NC_039359.1_cds_XP_026446707.1_9658_1;lcl|NC_039359.1_cds_XP_026446710.1_9659_lcl|NC_039359.1_cds_XP_026446710.1_9659_1;lcl|NC_039359.1_cds_XP_026446709.1_9660_lcl|NC_039359.1_cds_XP_026446709.1_9660_1	XP_026446706.1;XP_026446707.1;XP_026446709.1;XP_026446710.1
52	lcl|NC_039359.1_cds_XP_026450813.1_10089_lcl|NC_039359.1_cds_XP_026450813.1_10089_1;lcl|NC_039359.1_cds_XP_026450814.1_10090_lcl|NC_039359.1_cds_XP_026450814.1_10090_1;lcl|NC_039359.1_cds_XP_026450815.1_10091_lcl|NC_039359.1_cds_XP_026450815.1_10091_1	XP_026450813.1;XP_026450814.1;XP_026450815.1
53	lcl|NC_039359.1_cds_XP_026452681.1_10142_lcl|NC_039359.1_cds_XP_026452681.1_10142_1;lcl|NC_039359.1_cds_XP_026450829.1_10143_lcl|NC_039359.1_cds_XP_026450829.1_10143_1;lcl|NC_039359.1_cds_XP_026450830.1_10144_lcl|NC_039359.1_cds_XP_026450830.1_10144_1;lcl|NC_039359.1_cds_XP_026450831.1_10145_lcl|NC_039359.1_cds_XP_026450831.1_10145_1;lcl|NC_039359.1_cds_XP_026447039.1_10146_lcl|NC_039359.1_cds_XP_026447039.1_10146_1	XP_026447039.1;XP_026450829.1;XP_026450830.1;XP_026450831.1;XP_026452681.1
54	lcl|NC_039359.1_cds_XP_026450866.1_10246_lcl|NC_039359.1_cds_XP_026450866.1_10246_1;lcl|NC_039359.1_cds_XP_026452702.1_10247_lcl|NC_039359.1_cds_XP_026452702.1_10247_1;lcl|NC_039359.1_cds_XP_026447093.1_10248_lcl|NC_039359.1_cds_XP_026447093.1_10248_1	XP_026447093.1;XP_026450866.1;XP_026452702.1
55	lcl|NC_039359.1_cds_XP_026450933.1_10423_lcl|NC_039359.1_cds_XP_026450933.1_10423_1;lcl|NC_039359.1_cds_XP_026450934.1_10424_lcl|NC_039359.1_cds_XP_026450934.1_10424_1;lcl|NC_039359.1_cds_XP_026452754.1_10427_lcl|NC_039359.1_cds_XP_026452754.1_10427_1	XP_026450933.1;XP_026450934.1;XP_026452754.1
56	lcl|NC_039359.1_cds_XP_026447204.1_10501_lcl|NC_039359.1_cds_XP_026447204.1_10501_1;lcl|NC_039359.1_cds_XP_026447207.1_10503_lcl|NC_039359.1_cds_XP_026447207.1_10503_1;lcl|NC_039359.1_cds_XP_026447206.1_10504_lcl|NC_039359.1_cds_XP_026447206.1_10504_1;lcl|NC_039359.1_cds_XP_026447208.1_10505_lcl|NC_039359.1_cds_XP_026447208.1_10505_1	XP_026447204.1;XP_026447206.1;XP_026447207.1;XP_026447208.1
57	lcl|NC_039359.1_cds_XP_026452812.1_10737_lcl|NC_039359.1_cds_XP_026452812.1_10737_1;lcl|NC_039359.1_cds_XP_026451047.1_10738_lcl|NC_039359.1_cds_XP_026451047.1_10738_1;lcl|NC_039359.1_cds_XP_026451048.1_10739_lcl|NC_039359.1_cds_XP_026451048.1_10739_1	XP_026451047.1;XP_026451048.1;XP_026452812.1
58	lcl|NC_039359.1_cds_XP_026452845.1_10899_lcl|NC_039359.1_cds_XP_026452845.1_10899_1;lcl|NC_039359.1_cds_XP_026451101.1_10900_lcl|NC_039359.1_cds_XP_026451101.1_10900_1;lcl|NC_039359.1_cds_XP_026451102.1_10901_lcl|NC_039359.1_cds_XP_026451102.1_10901_1	XP_026451101.1;XP_026451102.1;XP_026452845.1
59	lcl|NC_039359.1_cds_XP_026451128.1_10963_lcl|NC_039359.1_cds_XP_026451128.1_10963_1;lcl|NC_039359.1_cds_XP_026452856.1_10964_lcl|NC_039359.1_cds_XP_026452856.1_10964_1;lcl|NC_039359.1_cds_XP_026451129.1_10965_lcl|NC_039359.1_cds_XP_026451129.1_10965_1	XP_026451128.1;XP_026451129.1;XP_026452856.1
60	lcl|NC_039359.1_cds_XP_026447743.1_11471_lcl|NC_039359.1_cds_XP_026447743.1_11471_1;lcl|NC_039359.1_cds_XP_026451279.1_11472_lcl|NC_039359.1_cds_XP_026451279.1_11472_1;lcl|NC_039359.1_cds_XP_026447744.1_11473_lcl|NC_039359.1_cds_XP_026447744.1_11473_1	XP_026447743.1;XP_026447744.1;XP_026451279.1
61	lcl|NC_039359.1_cds_XP_026451322.1_11632_lcl|NC_039359.1_cds_XP_026451322.1_11632_1;lcl|NC_039359.1_cds_XP_026447848.1_11637_lcl|NC_039359.1_cds_XP_026447848.1_11637_1;lcl|NC_039359.1_cds_XP_026447849.1_11638_lcl|NC_039359.1_cds_XP_026447849.1_11638_1	XP_026447848.1;XP_026447849.1;XP_026451322.1
