potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
11	Saccharide	27247	1036955	1009710	Aminotran_1_2, Glycos_transf_1, UbiA, p450	-	NW_006238996.1	LOC102603705;LOC102584375;LOC102604041;LOC102604378;LOC107060266;LOC107060267;LOC102604709;LOC102605051;LOC102605614;LOC10260_557;LOC107060268;LOC107060269;LOC107060270;LOC102585030	XP_006345630.1;XP_006345657.2;XP_006345631.1;XP_006345632.1;XP_015163432.1;XP_015163433.1;XP_006345633.1;XP_006345634.1;XP_006345635.1;NP_001274906.1;XP_015163434.1;XP_015163435.1;XP_015163436.1;XP_006345658.1	
12	Fatty_acid-Saccharide	766781	1138045	371260	AMP-binding, Aldo_ket_red, FA_desaturase, UDPGT_2, adh_short, p450	flavonoid, oleananes	NW_006239005.1	LOC102581729;LOC10258_920;LOC10258_921;LOC10258_922;LOC102582055;LOC102600467;LOC102582377;LOC102582725;LOC102583063;LOC102583387;LOC10258_923;LOC10258_924;LOC102584601;LOC102584924;LOC10258_925;LOC10258_926;LOC102601135;LOC102585247;LOC102585809;LOC102601811;LOC10258_927;LOC102586144;LOC102588340;LOC102588887;LOC102602149;LOC102589212;LOC102589537	XP_006346603.1;XP_015163853.1;XP_015163854.1;XP_015163855.1;XP_006346604.1;XP_006346653.1;XP_006346605.1;XP_006346606.2;XP_006346607.1;XP_006346608.1;XP_006346609.1;XP_006346610.1;XP_006346613.1;XP_015163857.1;XP_006346614.2;XP_015163856.1;XP_006346655.1;XP_006346615.1;XP_006346616.1;XP_006346656.2;XP_006346617.1;XP_015163858.1;XP_006346618.1;XP_006346619.1;XP_015163838.1;XP_006346620.1;XP_006346621.1	
13	Cyclopeptide	529500	958768	429270	BURP	-	NW_006239010.1	LOC107060470;LOC107060516;LOC107060471;LOC102605175;LOC102584063;LOC107060505;LOC102605855;LOC102606192;LOC107060472;LOC102578200;LOC107060473;LOC107060474;LOC107060475;LOC102578524;LOC107060476;LOC107060477;LOC107060478;LOC102584386;LOC102584724;LOC102585040;LOC102585367;LOC102578869;LOC102586038;LOC10258_934;LOC10258_935;LOC102586370;LOC10258_936;LOC102586695;LOC107060518;LOC102579201;LOC102579524;RA215;LOC102587374;LOC102587696;LOC10258_937;LOC102588012;LOC102588781;LOC102579850;LOC107060479;LOC107060480;LOC107060481;LOC102589433;LOC102589761;LOC107060482	XP_015163920.1;XP_015163979.1;XP_015163921.1;XP_006346788.2;XP_006346727.1;XP_015163965.1;XP_015163966.1;XP_006346789.1;XP_015163922.1;XP_006346790.1;XP_015163923.1;XP_015163924.1;XP_015163925.1;XP_015163926.1;XP_015163927.1;XP_015163928.1;XP_015163929.1;XP_006346728.1;XP_006346729.1;XP_006346730.2;XP_006346731.1;XP_006346792.1;XP_006346732.1;XP_015163980.1;XP_015163981.1;XP_006346733.1;XP_015163982.1;XP_006346734.1;XP_015163983.1;XP_006346793.1;XP_006346794.1;NP_001274876.1;XP_015163984.1;NP_001274912.1;XP_006346740.1;XP_006346738.1;XP_006346741.1;XP_015163930.1;XP_015163931.1;XP_015163932.1;XP_015163933.1;XP_006346743.1;XP_006346744.1;XP_015163934.1	
14	Saccharide	341996	441129	99130	Epimerase, Glycos_transf_2, Transferase	-	NW_006239016.1	LOC102595755;LOC102596093;LOC102596541;LOC102597079;LOC102597534;LOC102597845;LOC102582627;LOC102598153	XP_006347216.1;XP_006347217.1;XP_006347218.1;XP_006347219.1;XP_006347220.1;XP_006347221.1;XP_006347254.1;XP_006347222.1	
15	Saccharide	532944	610844	77900	Epimerase, UDPGT_2, p450	alkaloid, cytokinin	NW_006239016.1	LOC102577788;LOC10257_233;LOC102602491;LOC102583618;LOC102583956;LOC10258_979;LOC10258_980;LOC102584272;LOC102602824;LOC102603161	NP_001275119.1;XP_006347235.1;XP_006347236.1;XP_006347256.1;XP_015164192.1;XP_015164194.1;XP_015164193.1;XP_006347258.1;XP_006347237.1;XP_006347238.1	
16	Alkaloid	1557170	1657773	100600	Aminotran_1_2, Cu_amine_oxid, adh_short	-	NW_006239017.1	LOC102586593;LOC102586930;LOC102587267;LOC102587586;LOC102606304;LOC102587908;LOC102588233;LOC102588567;LOC102588893;LOC102589217;LOC102589542;LOC10258_1008	XP_006347431.1;XP_006347432.1;XP_006347433.1;XP_006347434.1;XP_006347489.2;XP_006347435.1;XP_006347436.1;XP_006347437.1;XP_006347438.1;XP_006347439.1;XP_006347441.1;XP_006347440.1	
17	Saccharide	859117	1039663	180550	AMP-binding, Cellulose_synt, p450	-	NW_006239018.1	LOC102605744;LOC10260_685;LOC102606078;LOC102578421;LOC102606416;LOC102579747;LOC102580066;LOC10258_1017;LOC102580391;LOC102580732;LOC102581073;LOC102581411;LOC102581742;LOC102582067;LOC10258_1018	XP_015164343.1;XP_006347568.1;XP_006347569.1;XP_015164344.1;XP_006347570.1;XP_006347571.1;XP_006347572.1;XP_015164345.1;XP_006347573.2;XP_006347574.1;XP_006347575.1;XP_006347576.1;XP_006347577.1;XP_006347578.1;XP_006347579.1	
18	Saccharide	1553805	1641205	87400	AMP-binding, Amino_oxidase, Glycos_transf_1, SQS_PSY	-	NW_006239023.1	LOC102602050;LOC10260_713;LOC102588025;LOC102588355;LOC107060784;LOC102588688;LOC102589016;LOC102589336;LOC10258_1093;LOC10258_1094;LOC102589882;LOC102590201;LOC102591228;LOC102591553;LOC102591897	XP_006348212.1;XP_015164577.1;XP_006348179.1;XP_006348180.1;XP_015164544.1;XP_006348181.1;XP_006348182.1;XP_006348183.1;XP_006348184.1;XP_015164579.1;XP_006348185.1;XP_006348186.1;XP_006348187.2;XP_006348188.1;XP_006348189.1	
19	Saccharide	817704	1117543	299840	Epimerase, Peptidase_S10, Transferase, UDPGT_2, p450	alkaloid-2, cytokinin-2	NW_006239029.1	LOC102581423;LOC10258_1160;LOC102582195;LOC102606313;LOC102582521;LOC10258_1161;LOC107060897;LOC102582868;P;P_1;LOC102578651;LOC102578987;LOC102583204;LOC10258_1162;LOC102583738;LOC10258_1163;LOC102584284;LOC102584624;LOC102585264;LOC10258_1164;LOC10258_1165;LOC102584945;LOC107060907;LOC102585941;LOC10258_1166;LOC102586282;LOC102586606;LOC102586946;LOC102587281;LOC102587598;LOC10258_1167;LOC102588147	XP_006349048.1;XP_006349050.1;XP_006349051.1;XP_006349126.2;XP_015164935.1;XP_006349052.1;XP_015164914.1;XP_006349053.1;XP_015164908.1;NP_001274807.1;XP_006349128.2;XP_015164915.1;XP_006349054.1;XP_006349055.1;XP_006349056.1;XP_006349057.1;XP_006349058.1;XP_006349059.1;XP_006349061.1;XP_006349062.1;XP_015164938.1;XP_006349060.1;XP_015164939.1;XP_006349063.1;XP_015164940.1;XP_006349064.1;XP_006349065.1;XP_006349066.1;XP_006349067.1;XP_006349068.1;XP_006349069.1;XP_006349070.1	
20	Saccharide-Polyketide	18093	80066	61970	Cellulose_synt, Chal_sti_synt_C, Chal_sti_synt_N, Methyltransf_7	-	NW_006239032.1	LOC102579540;LOC102606211;CHS2;LOC102578543;LOC102578888;LOC102579864	XP_006349526.1;XP_006349441.1;NP_001275296.1;XP_006349443.1;XP_015165062.1;XP_006349527.1	
21	Alkaloid	408019	512623	104600	AMP-binding, Bet_v_1, ECH_2, Epimerase	-	NW_006239038.1	LOC107061032;LOC102606432;LOC102595776;LOC102578436;LOC10257_331;LOC102578780;LOC10257_332;LOC102579106;LOC102579434;LOC102579759;LOC102580190;LOC102596111;LOC102596439;LOC102580514;LOC102580863;LOC102581198;LOC102596771;LOC102581535;LOC102581870;LOC102582198;LOC10258_1235;LOC10258_1236	XP_015165210.1;XP_006349819.1;XP_006349950.1;XP_006349820.1;XP_015165240.1;XP_015165241.1;XP_006349821.1;XP_015165242.1;XP_006349823.1;XP_015165243.1;XP_006349825.1;XP_006349951.1;XP_006349952.1;XP_006349826.2;XP_006349827.1;XP_006349828.1;XP_006349953.1;XP_006349829.1;XP_006349830.1;XP_006349831.1;XP_006349832.1;XP_015165244.1	
22	Alkaloid	4856	402932	398080	ADH_N, ADH_zinc_N, Cu_amine_oxid, Transferase	-	NW_006239055.1	LOC102580415;LOC102580758;LOC102577558;LOC102594234;LOC107061284;LOC102581981;LOC102595229;LOC102582308;LOC102582878;LOC102583418;LOC10258_1333	XP_015165786.1;XP_006351050.2;NP_001275189.1;XP_006351089.1;XP_015165782.1;XP_006351054.1;XP_006351092.2;XP_006351055.1;XP_006351057.1;NP_001275113.1;XP_015165781.1	
23	Alkaloid	330945	496804	165860	Dimerisation, FAD_binding_4, Lycopene_cycl, Methyltransf_11, Methyltransf_2, Str_synth, Transferase	-	NW_006239057.1	LOC102596444;LOC102596778;GLDH;GLDH_1;LOC102597428;LOC10259_1534;LOC102598181;LOC102598516;LOC102582880;LOC102583213;LOC102583538;LOC102583864;LOC10259_1535;LOC102598847;LOC102599169;LOC107061325;LOC107061326;LOC107061327;LOC102599498;LOC102584182;LOC10258_1365;LOC102599826;LOC102600163	XP_006351261.1;XP_006351262.1;NP_001275320.1;XP_006351263.1;XP_006351264.1;XP_006351266.1;XP_006351267.1;XP_006351268.1;XP_006351388.2;XP_006351389.1;XP_006351390.1;XP_006351391.1;XP_006351269.1;XP_015165904.1;XP_006351270.1;XP_015165876.1;XP_015165877.1;XP_015165878.1;XP_006351271.1;XP_015165905.1;XP_006351392.1;XP_006351272.1;XP_006351273.1	
24	Terpene	240014	482188	242170	Amino_oxidase, Terpene_synth, Terpene_synth_C	-	NW_006239061.1	LOC102589349;LOC102590006;LOC10259_1578;LOC102589669;LOC102590321;LOC102590535;LOC102601401;LOC102591240;LOC102590892;LOC102591566;LOC102591915;LOC102602070;LOC10260_967;LOC102592242;LOC10259_1579;LOC102592586;STMADS11;STMADS11_1	XP_006351724.1;XP_006351726.1;XP_015166115.1;XP_006351725.1;XP_015166083.1;XP_015166084.1;XP_015166116.1;XP_015166117.1;XP_006351728.1;XP_006351729.1;XP_006351730.2;XP_015166118.1;XP_006351844.1;XP_006351731.1;XP_015166120.1;XP_015166119.1;XP_006351733.1;NP_001274754.1	
25	Putative	559088	672345	113260	2OG-FeII_Oxy, DIOX_N, Transferase	-	NW_006239061.1	LOC102596116;LOC10259_1580;LOC10259_1581;LOC10259_1582;LOC102596780;LOC102597102;LOC102597429;LOC102597750;LOC102598848;LOC102604078;LOC102604755;LOC102599933;LOC102599500;LOC107061410;LOC102605429;LOC102600267;LOC102600595	XP_006351744.1;XP_015166123.1;XP_015166124.1;XP_015166125.1;XP_006351746.2;XP_006351747.2;XP_006351748.1;XP_006351749.1;XP_006351752.1;XP_006351849.1;XP_006351850.1;XP_006351754.1;XP_006351753.1;XP_015166090.1;XP_006351852.1;XP_006351755.1;XP_006351756.1	
26	Alkaloid-Mate-Terpene-Saccharide-Phenolamide	1060048	1481017	420970	2OG-FeII_Oxy, Amino_oxidase, Aminotran_1_2, Aminotran_3, DIOX_N, Epimerase, MatE, Pyridoxal_deC, SQHop_cyclase_C, SQHop_cyclase_N, Transferase, UDPGT_2, p450	beta-amyrin, flavonoid, triterpene	NW_006239064.1	LOC102600596;LOC10260_981;LOC102600051;LOC10260_982;LOC102599073;LOC10259_1611;LOC10259_1612;LOC10259_1613;LOC10259_1614;LOC10259_1615;LOC10259_1616;LOC107061453;LOC107061454;LOC102598519;LOC10259_1617;LOC102594239;LOC102598184;LOC102597873;LOC102594577;LOC10259_1618;LOC102597559;LOC10259_1619;LOC10259_1620;LOC10259_1621;LOC102596910;LOC102594899;LOC102596570;LOC102596238;LOC102595896;LOC102595558;LOC102595233;LOC102594898;LOC102594576;LOC102594238;LOC107061455;LOC102595559;LOC102593690;LOC102593367	XP_006351997.1;XP_006351998.1;XP_006351995.1;XP_006351996.1;XP_015166224.1;XP_015166223.1;XP_006351994.1;XP_006351993.1;XP_015166225.1;XP_006351992.1;XP_006351991.1;XP_015166199.1;XP_015166200.1;XP_006351989.1;XP_006351990.1;XP_006352054.1;XP_006351988.1;XP_006351987.1;XP_006352055.1;XP_006351986.1;XP_015166228.1;XP_006351985.1;XP_015166226.1;XP_015166227.1;XP_006351984.1;XP_006352056.1;XP_006351983.1;XP_006351982.1;XP_006351981.1;XP_006351980.1;XP_006351979.1;XP_006351978.1;XP_006351977.1;XP_006351976.1;XP_015166201.1;XP_006352057.1;XP_015166230.1;XP_015166195.1	
27	Saccharide	944623	1077564	132940	AMP-binding, Cellulose_synt, oMT, p450	-	NW_006239074.1	GAMMA-TM_1;GAMMA-TM_2;GAMMA-TMT;LOC102588263;LOC102588595;LOC102588915;LOC10258_1574;LOC102589464;LOC102589793;LOC102590122;LOC102602741	NP_001275191.1;XP_006352913.1;XP_015166573.1;XP_006352914.1;XP_006352915.1;XP_006352916.1;XP_015166605.1;XP_006352918.1;XP_006352919.1;XP_006352920.1;XP_006352953.1	
28	Fatty_acid-Saccharide-Alkaloid	442347	701798	259450	2OG-FeII_Oxy, BBE, DIOX_N, FAD_binding_4, FA_hydroxylase, UDPGT_2	*saccharide	NW_006239075.1	LOC102593914;LOC102594246;LOC102592927;LOC102594583;LOC102593264;LOC102593591;LOC102594245;LOC102595242;LOC102596244;LOC102594905;LOC102596575;LOC102595241;LOC102595566;LOC102595903;LOC10259_1717;LOC10259_1718;LOC102596912;LOC102596452;LOC102596786;LOC102597109	XP_006353076.1;XP_006353077.2;XP_015166625.1;XP_006353078.1;XP_006352996.1;XP_006352997.1;XP_006352998.1;XP_015166638.1;XP_006353081.1;XP_006352999.1;XP_006353082.1;XP_006353000.1;XP_006353001.1;XP_006353002.1;XP_006353003.1;XP_015166639.1;XP_015166640.1;XP_006353004.1;XP_006353005.1;XP_006353006.1	
29	Fatty_acid-Saccharide	1134619	1258925	124310	FA_desaturase_2, Glyco_hydro_1, Transferase	-	NW_006239078.1	LOC102601619;LOC10260_1074;LOC102602180;LOC10260_1075;LOC10260_1076;LOC10260_1077;LOC107061629;LOC102603190;LOC102603531;LOC102603870;LOC102604205;LOC102604533;LOC102577562;LOC10257_418;LOC102605655;LOC102605989;LOC102606326;LOC102578335;LOC102578665	XP_006353248.1;XP_006353249.1;XP_015166740.1;XP_006353250.1;XP_006353251.1;XP_015166739.1;XP_015166708.1;XP_006353254.1;XP_006353255.1;XP_006353256.1;XP_006353257.1;XP_015166741.1;XP_006353260.1;NP_001275198.1;XP_006353261.1;XP_006353262.1;XP_006353263.1;XP_006353264.1;XP_006353265.1	
30	Fatty_acid	1006142	1297866	291720	2OG-FeII_Oxy, ADH_N, ADH_zinc_N, DIOX_N, FA_desaturase, Lipoxygenase, adh_short_C2	-	NW_006239095.1	LOC102593159;LOC10259_1821;LOC102604871;LOC102593496;LOC102605541;LOC102593821;LOC102594135;LOC102594466;LOC10259_1822;LOC102595131;LOC102594793;LOC102595458;LOC102595784;LOC102596122;LOC102596456;LOC102597329;LOC102597655	XP_006354202.1;XP_015167174.1;XP_015167130.1;XP_006354203.1;XP_006354234.2;XP_006354204.1;XP_006354205.2;XP_006354206.1;XP_006354208.1;XP_015167175.1;XP_006354207.2;XP_006354209.2;XP_006354210.1;NP_001274843.1;XP_006354212.1;XP_006354214.1;XP_006354215.1	
31	Saccharide	1076707	1251025	174320	2OG-FeII_Oxy, DIOX_N, ECH_2, UDPGT_2	flavonoid, oleananes	NW_006239101.1	LOC107061881;LOC107061877;LOC102592932;LOC102585738;LOC10258_1747;LOC102593270;LOC107061878;LOC102586070;LOC107061879;LOC102586403;LOC107061880;LOC102586729;LOC107061882	XP_015167299.1;XP_015167293.1;XP_006354413.1;XP_015167326.1;XP_006354396.1;XP_015167294.1;XP_015167295.1;XP_006354397.1;XP_015167296.1;XP_006354398.1;XP_015167297.1;XP_006354399.1;XP_015167300.1	
32	Saccharide	846364	993925	147560	2OG-FeII_Oxy, DIOX_N, UDPGT_2	*saccharide-2	NW_006239103.1	LOC102583226;LOC102594589;LOC107061895;LOC102583880;LOC102584194;LOC10258_1755;LOC107061896;LOC10259_1861;LOC102596577;LOC10259_1862;LOC10259_1863;LOC102584532;LOC102595909;LOC107061897;LOC107061898;LOC102595572;LOC10259_1864;LOC102595249;LOC102594912;LOC102585512;LOC107061906;LOC107061907;LOC102597238;LOC102597565;LOC102597881;LOC10259_1865;LOC102598195;LOC102598531;LOC107061904;LOC107061899	XP_006354548.2;XP_006354505.1;XP_015167343.1;XP_015167357.1;XP_006354550.1;XP_015167379.1;XP_015167344.1;XP_006354511.1;XP_015167377.1;XP_015167378.1;XP_006354510.1;XP_006354551.1;XP_006354509.1;XP_015167346.1;XP_015167347.1;XP_015167380.1;XP_006354508.1;XP_006354507.1;XP_006354506.1;XP_015167348.1;XP_015167381.1;XP_015167382.1;XP_006354512.1;XP_006354513.1;XP_015167383.1;XP_006354514.1;XP_006354515.1;XP_006354516.1;XP_015167359.1;XP_015167349.1	
33	Saccharide	1146719	1190409	43690	2OG-FeII_Oxy, Cellulose_synt, DIOX_N, UDPGT_2	*saccharide, oleananes-2	NW_006239103.1	LOC102602964;LOC102603640;LOC102586179;LOC107061902;LOC102586843;LOC10258_1756;LOC10258_1757	XP_015167352.1;XP_006354527.1;XP_015167353.1;XP_015167354.1;XP_006354557.2;XP_015167387.1;XP_015167388.1	
34	Putative	245947	588012	342060	AMP-binding, ECH_2, Methyltransf_7, UbiA, p450	-	NW_006239104.1	LOC102597332;LOC102597010;LOC10259_1883;LOC102597659;LOC10259_1881;LOC10259_1882;LOC10259_1884;LOC10259_1885;LOC10259_1886;LOC10259_1887;LOC10259_1888;LOC10259_1889;LOC102598642;LOC102598970;LOC102599292;LOC10259_1890;LOC10259_1891;LOC10259_1892;LOC10259_1893;LOC10259_1894;LOC10259_1895;LOC102601852;LOC102597660;LOC102597978;LOC102598302;LOC102598643;LOC102598971;LOC102599293;LOC102599619;LOC102602185;LOC10260_1170;LOC102602750;LOC102603086;LOC102603419;LOC107061915;LOC102603753;LOC102604642;LOC102604984;LOC102605323;LOC10260_1171	XP_006354588.1;XP_015167400.1;XP_015167422.1;XP_006354589.1;XP_015167419.1;XP_015167418.1;XP_015167420.1;XP_015167421.1;XP_015167425.1;XP_015167423.1;XP_015167426.1;XP_015167424.1;XP_006354593.1;XP_006354594.1;XP_006354595.1;XP_006354596.1;XP_006354597.1;XP_006354598.1;XP_006354599.1;XP_006354600.1;XP_015167427.1;XP_015167395.1;XP_006354671.1;XP_006354672.1;XP_015167396.1;XP_015167397.1;XP_006354675.2;XP_006354676.1;XP_015167401.1;XP_006354603.1;XP_006354602.1;XP_006354604.2;XP_006354605.1;XP_006354606.1;XP_015167402.1;XP_006354607.1;XP_006354609.1;XP_006354610.1;XP_006354611.1;XP_015167428.1	
35	Terpene	79022	1047660	968640	Aminotran_3, Terpene_synth, Terpene_synth_C, adh_short, p450	-	NW_006239106.1	LOC102580771;LOC102581111;LOC102581446;LOC107061937;LOC102581773;LOC102590904;LOC102577810;LOC102582419;LOC102591254;LOC102591582;LOC102591929;LOC102582767;LOC10258_1772;LOC10258_1773;LOC102583882;LOC102584196;LOC102584534;LOC102584862;LOC107061939;LOC102592596;LOC102585176;LOC107061940;LOC102592935;LOC107061945;LOC102585514;LOC107061941;LOC102586181;LOC102593920;LOC102586514;LOC102586845	XP_006354692.1;XP_006354693.1;XP_006354694.1;XP_015167469.1;XP_006354695.1;XP_015167477.1;XP_006354696.1;XP_006354697.1;XP_006354721.1;XP_015167478.1;XP_006354722.1;XP_006354699.2;XP_006354698.2;XP_015167479.1;XP_006354701.1;XP_006354702.2;XP_006354703.1;XP_006354704.1;XP_015167470.1;XP_015167471.1;XP_006354705.1;XP_015167472.1;XP_015167473.1;XP_015167480.1;XP_006354706.1;XP_015167474.1;XP_006354707.1;XP_015167481.1;XP_006354708.1;XP_006354709.1	
36	Saccharide	487385	752941	265560	ADH_N, ADH_zinc_N, UDPGT_2	cyanogenic glucoside, monoterpenoid	NW_006239115.1	LOC102583327;LOC107062022;LOC102592705;LOC102583647;LOC102593046;LOC107062023;LOC102584649;LOC102593377;LOC107062024;LOC102584969;LOC102593704;LOC102585292	XP_006355135.2;XP_015167683.1;XP_015167677.1;XP_006355136.1;XP_006355161.1;XP_015167684.1;XP_006355137.1;XP_015167687.1;XP_015167685.1;XP_006355138.1;XP_006355163.1;XP_006355139.1	
37	Alkaloid	220178	280464	60290	AMP-binding, Abhydrolase_3, Amino_oxidase, Cu_amine_oxid	-	NW_006239139.1	LOC102587739;LOC102588059;LOC102588386;LOC10258_1912;LOC10258_1913;LOC102588715;LOC102589047;LOC102589367;LOC102586076;LOC102590025;LOC102589689;LOC102586410;LOC102586736	XP_006356026.1;XP_006356027.1;XP_006356028.1;XP_015168131.1;XP_015168132.1;XP_006356029.1;XP_006356030.1;XP_006356031.1;XP_015168134.1;XP_006356033.1;XP_006356032.1;XP_006356100.2;XP_006356101.1	
