potentialBGC	protein_ids	Gene cluster gene accessions
26	lcl|NW_006238952.1_cds_XP_006341664.1_4608_lcl|NW_006238952.1_cds_XP_006341664.1_4608_1;lcl|NW_006238952.1_cds_XP_006341665.1_4609_lcl|NW_006238952.1_cds_XP_006341665.1_4609_1;lcl|NW_006238952.1_cds_XP_006341666.1_4610_lcl|NW_006238952.1_cds_XP_006341666.1_4610_1	XP_006341664.1;XP_006341665.1;XP_006341666.1
27	lcl|NW_006238953.1_cds_XP_015161775.1_4643_lcl|NW_006238953.1_cds_XP_015161775.1_4643_1;lcl|NW_006238953.1_cds_XP_006341723.1_4644_lcl|NW_006238953.1_cds_XP_006341723.1_4644_1;lcl|NW_006238953.1_cds_XP_006341724.1_4645_lcl|NW_006238953.1_cds_XP_006341724.1_4645_1	XP_006341723.1;XP_006341724.1;XP_015161775.1
28	lcl|NW_006238953.1_cds_XP_006341751.1_4696_lcl|NW_006238953.1_cds_XP_006341751.1_4696_1;lcl|NW_006238953.1_cds_XP_006341752.1_4697_lcl|NW_006238953.1_cds_XP_006341752.1_4697_1;lcl|NW_006238953.1_cds_XP_006341753.2_4698_lcl|NW_006238953.1_cds_XP_006341753.2_4698_1	XP_006341751.1;XP_006341752.1;XP_006341753.2
29	lcl|NW_006238955.1_cds_XP_015161828.1_4799_lcl|NW_006238955.1_cds_XP_015161828.1_4799_1;lcl|NW_006238955.1_cds_XP_006341873.1_4800_lcl|NW_006238955.1_cds_XP_006341873.1_4800_1;lcl|NW_006238955.1_cds_XP_015161829.1_4801_lcl|NW_006238955.1_cds_XP_015161829.1_4801_1	XP_006341873.1;XP_015161828.1;XP_015161829.1
30	lcl|NW_006238958.1_cds_XP_006341916.1_4900_lcl|NW_006238958.1_cds_XP_006341916.1_4900_1;lcl|NW_006238958.1_cds_XP_006341917.1_4901_lcl|NW_006238958.1_cds_XP_006341917.1_4901_1;lcl|NW_006238958.1_cds_XP_006341918.1_4902_lcl|NW_006238958.1_cds_XP_006341918.1_4902_1;lcl|NW_006238958.1_cds_XP_015161880.1_4903_lcl|NW_006238958.1_cds_XP_015161880.1_4903_1;lcl|NW_006238958.1_cds_XP_006341923.1_4908_lcl|NW_006238958.1_cds_XP_006341923.1_4908_1;lcl|NW_006238958.1_cds_XP_006341924.1_4909_lcl|NW_006238958.1_cds_XP_006341924.1_4909_1	XP_006341916.1;XP_006341917.1;XP_006341918.1;XP_006341923.1;XP_006341924.1;XP_015161880.1
31	lcl|NW_006238958.1_cds_XP_015161888.1_4958_lcl|NW_006238958.1_cds_XP_015161888.1_4958_1;lcl|NW_006238958.1_cds_XP_006341955.1_4959_lcl|NW_006238958.1_cds_XP_006341955.1_4959_1;lcl|NW_006238958.1_cds_XP_006341957.1_4960_lcl|NW_006238958.1_cds_XP_006341957.1_4960_1;lcl|NW_006238958.1_cds_XP_006341956.1_4961_lcl|NW_006238958.1_cds_XP_006341956.1_4961_1	XP_006341955.1;XP_006341956.1;XP_006341957.1;XP_015161888.1
32	lcl|NW_006238958.1_cds_XP_006342106.1_5151_lcl|NW_006238958.1_cds_XP_006342106.1_5151_1;lcl|NW_006238958.1_cds_XP_006342244.1_5152_lcl|NW_006238958.1_cds_XP_006342244.1_5152_1;lcl|NW_006238958.1_cds_NP_001275942.1_5153_lcl|NW_006238958.1_cds_NP_001275942.1_5153_1	NP_001275942.1;XP_006342106.1;XP_006342244.1
33	lcl|NW_006238962.1_cds_XP_006342426.1_5512_lcl|NW_006238962.1_cds_XP_006342426.1_5512_1;lcl|NW_006238962.1_cds_XP_006342427.1_5513_lcl|NW_006238962.1_cds_XP_006342427.1_5513_1;lcl|NW_006238962.1_cds_XP_006342428.1_5514_lcl|NW_006238962.1_cds_XP_006342428.1_5514_1;lcl|NW_006238962.1_cds_XP_015162135.1_5515_lcl|NW_006238962.1_cds_XP_015162135.1_5515_1;lcl|NW_006238962.1_cds_XP_006342429.1_5516_lcl|NW_006238962.1_cds_XP_006342429.1_5516_1	XP_006342426.1;XP_006342427.1;XP_006342428.1;XP_006342429.1;XP_015162135.1
34	lcl|NW_006238962.1_cds_XP_006342517.1_5635_lcl|NW_006238962.1_cds_XP_006342517.1_5635_1;lcl|NW_006238962.1_cds_XP_006342519.1_5637_lcl|NW_006238962.1_cds_XP_006342519.1_5637_1;lcl|NW_006238962.1_cds_XP_015162074.1_5638_lcl|NW_006238962.1_cds_XP_015162074.1_5638_1;lcl|NW_006238962.1_cds_XP_015162073.1_5639_lcl|NW_006238962.1_cds_XP_015162073.1_5639_1	XP_006342517.1;XP_006342519.1;XP_015162073.1;XP_015162074.1
35	lcl|NW_006238963.1_cds_XP_006342778.1_5917_lcl|NW_006238963.1_cds_XP_006342778.1_5917_1;lcl|NW_006238963.1_cds_XP_006342779.1_5918_lcl|NW_006238963.1_cds_XP_006342779.1_5918_1;lcl|NW_006238963.1_cds_XP_006342780.1_5919_lcl|NW_006238963.1_cds_XP_006342780.1_5919_1	XP_006342778.1;XP_006342779.1;XP_006342780.1
36	lcl|NW_006238964.1_cds_XP_006342915.1_6084_lcl|NW_006238964.1_cds_XP_006342915.1_6084_1;lcl|NW_006238964.1_cds_XP_006342916.1_6085_lcl|NW_006238964.1_cds_XP_006342916.1_6085_1;lcl|NW_006238964.1_cds_XP_006342917.1_6086_lcl|NW_006238964.1_cds_XP_006342917.1_6086_1	XP_006342915.1;XP_006342916.1;XP_006342917.1
37	lcl|NW_006238964.1_cds_XP_006343108.1_6340_lcl|NW_006238964.1_cds_XP_006343108.1_6340_1;lcl|NW_006238964.1_cds_XP_006343109.1_6341_lcl|NW_006238964.1_cds_XP_006343109.1_6341_1;lcl|NW_006238964.1_cds_XP_006343110.1_6342_lcl|NW_006238964.1_cds_XP_006343110.1_6342_1	XP_006343108.1;XP_006343109.1;XP_006343110.1
38	lcl|NW_006238968.1_cds_XP_006343339.2_6619_lcl|NW_006238968.1_cds_XP_006343339.2_6619_1;lcl|NW_006238968.1_cds_XP_015162381.1_6620_lcl|NW_006238968.1_cds_XP_015162381.1_6620_1;lcl|NW_006238968.1_cds_XP_006343340.1_6621_lcl|NW_006238968.1_cds_XP_006343340.1_6621_1	XP_006343339.2;XP_006343340.1;XP_015162381.1
39	lcl|NW_006238971.1_cds_XP_015162462.1_6798_lcl|NW_006238971.1_cds_XP_015162462.1_6798_1;lcl|NW_006238971.1_cds_XP_006343495.1_6799_lcl|NW_006238971.1_cds_XP_006343495.1_6799_1;lcl|NW_006238971.1_cds_XP_006343494.1_6800_lcl|NW_006238971.1_cds_XP_006343494.1_6800_1	XP_006343494.1;XP_006343495.1;XP_015162462.1
40	lcl|NW_006238972.1_cds_XP_015162490.1_6848_lcl|NW_006238972.1_cds_XP_015162490.1_6848_1;lcl|NW_006238972.1_cds_XP_006343529.1_6850_lcl|NW_006238972.1_cds_XP_006343529.1_6850_1;lcl|NW_006238972.1_cds_XP_006343530.1_6852_lcl|NW_006238972.1_cds_XP_006343530.1_6852_1	XP_006343529.1;XP_006343530.1;XP_015162490.1
41	lcl|NW_006238973.1_cds_XP_015162499.1_6861_lcl|NW_006238973.1_cds_XP_015162499.1_6861_1;lcl|NW_006238973.1_cds_XP_006343542.1_6862_lcl|NW_006238973.1_cds_XP_006343542.1_6862_1;lcl|NW_006238973.1_cds_XP_006343543.1_6863_lcl|NW_006238973.1_cds_XP_006343543.1_6863_1	XP_006343542.1;XP_006343543.1;XP_015162499.1
42	lcl|NW_006238973.1_cds_XP_015162502.1_6885_lcl|NW_006238973.1_cds_XP_015162502.1_6885_1;lcl|NW_006238973.1_cds_XP_015162503.1_6886_lcl|NW_006238973.1_cds_XP_015162503.1_6886_1;lcl|NW_006238973.1_cds_XP_015162522.1_6887_lcl|NW_006238973.1_cds_XP_015162522.1_6887_1	XP_015162502.1;XP_015162503.1;XP_015162522.1
43	lcl|NW_006238973.1_cds_XP_006343562.1_6906_lcl|NW_006238973.1_cds_XP_006343562.1_6906_1;lcl|NW_006238973.1_cds_XP_006343563.1_6907_lcl|NW_006238973.1_cds_XP_006343563.1_6907_1;lcl|NW_006238973.1_cds_XP_006343719.1_6909_lcl|NW_006238973.1_cds_XP_006343719.1_6909_1	XP_006343562.1;XP_006343563.1;XP_006343719.1
44	lcl|NW_006238976.1_cds_XP_006343795.1_7158_lcl|NW_006238976.1_cds_XP_006343795.1_7158_1;lcl|NW_006238976.1_cds_XP_006343796.1_7159_lcl|NW_006238976.1_cds_XP_006343796.1_7159_1;lcl|NW_006238976.1_cds_XP_006343797.1_7160_lcl|NW_006238976.1_cds_XP_006343797.1_7160_1	XP_006343795.1;XP_006343796.1;XP_006343797.1
45	lcl|NW_006238976.1_cds_XP_006343804.1_7171_lcl|NW_006238976.1_cds_XP_006343804.1_7171_1;lcl|NW_006238976.1_cds_XP_006343805.1_7172_lcl|NW_006238976.1_cds_XP_006343805.1_7172_1;lcl|NW_006238976.1_cds_XP_015162603.1_7173_lcl|NW_006238976.1_cds_XP_015162603.1_7173_1	XP_006343804.1;XP_006343805.1;XP_015162603.1
46	lcl|NW_006238976.1_cds_XP_006343841.1_7218_lcl|NW_006238976.1_cds_XP_006343841.1_7218_1;lcl|NW_006238976.1_cds_XP_006343842.1_7219_lcl|NW_006238976.1_cds_XP_006343842.1_7219_1;lcl|NW_006238976.1_cds_NP_001275004.1_7220_lcl|NW_006238976.1_cds_NP_001275004.1_7220_1	NP_001275004.1;XP_006343841.1;XP_006343842.1
47	lcl|NW_006238976.1_cds_XP_006343867.1_7248_lcl|NW_006238976.1_cds_XP_006343867.1_7248_1;lcl|NW_006238976.1_cds_XP_006343869.1_7250_lcl|NW_006238976.1_cds_XP_006343869.1_7250_1;lcl|NW_006238976.1_cds_XP_006343870.1_7251_lcl|NW_006238976.1_cds_XP_006343870.1_7251_2	XP_006343867.1;XP_006343869.1;XP_006343870.1
48	lcl|NW_006238976.1_cds_NP_001274898.1_7327_lcl|NW_006238976.1_cds_NP_001274898.1_7327_1;lcl|NW_006238976.1_cds_XP_006343936.1_7328_lcl|NW_006238976.1_cds_XP_006343936.1_7328_1;lcl|NW_006238976.1_cds_XP_015162584.1_7331_lcl|NW_006238976.1_cds_XP_015162584.1_7331_1	NP_001274898.1;XP_006343936.1;XP_015162584.1
49	lcl|NW_006238976.1_cds_XP_015162585.1_7377_lcl|NW_006238976.1_cds_XP_015162585.1_7377_1;lcl|NW_006238976.1_cds_XP_006343980.1_7378_lcl|NW_006238976.1_cds_XP_006343980.1_7378_1;lcl|NW_006238976.1_cds_XP_006343981.1_7379_lcl|NW_006238976.1_cds_XP_006343981.1_7379_1	XP_006343980.1;XP_006343981.1;XP_015162585.1
50	lcl|NW_006238977.1_cds_XP_015162652.1_7500_lcl|NW_006238977.1_cds_XP_015162652.1_7500_1;lcl|NW_006238977.1_cds_XP_006344077.1_7501_lcl|NW_006238977.1_cds_XP_006344077.1_7501_1;lcl|NW_006238977.1_cds_XP_006344078.1_7503_lcl|NW_006238977.1_cds_XP_006344078.1_7503_1	XP_006344077.1;XP_006344078.1;XP_015162652.1
51	lcl|NW_006238978.1_cds_XP_015162711.1_7601_lcl|NW_006238978.1_cds_XP_015162711.1_7601_1;lcl|NW_006238978.1_cds_XP_015162712.1_7602_lcl|NW_006238978.1_cds_XP_015162712.1_7602_1;lcl|NW_006238978.1_cds_XP_015162713.1_7603_lcl|NW_006238978.1_cds_XP_015162713.1_7603_1	XP_015162711.1;XP_015162712.1;XP_015162713.1
52	lcl|NW_006238978.1_cds_XP_006344157.1_7608_lcl|NW_006238978.1_cds_XP_006344157.1_7608_1;lcl|NW_006238978.1_cds_XP_015162715.1_7609_lcl|NW_006238978.1_cds_XP_015162715.1_7609_1;lcl|NW_006238978.1_cds_XP_015162749.1_7610_lcl|NW_006238978.1_cds_XP_015162749.1_7610_1;lcl|NW_006238978.1_cds_XP_006344158.1_7611_lcl|NW_006238978.1_cds_XP_006344158.1_7611_1;lcl|NW_006238978.1_cds_XP_015162716.1_7612_lcl|NW_006238978.1_cds_XP_015162716.1_7612_1;lcl|NW_006238978.1_cds_XP_015162717.1_7613_lcl|NW_006238978.1_cds_XP_015162717.1_7613_1	XP_006344157.1;XP_006344158.1;XP_015162715.1;XP_015162716.1;XP_015162717.1;XP_015162749.1
53	lcl|NW_006238981.1_cds_XP_006344489.1_8039_lcl|NW_006238981.1_cds_XP_006344489.1_8039_1;lcl|NW_006238981.1_cds_XP_015162881.1_8040_lcl|NW_006238981.1_cds_XP_015162881.1_8040_1;lcl|NW_006238981.1_cds_XP_006344490.1_8041_lcl|NW_006238981.1_cds_XP_006344490.1_8041_1	XP_006344489.1;XP_006344490.1;XP_015162881.1
54	lcl|NW_006238983.1_cds_XP_006344582.1_8172_lcl|NW_006238983.1_cds_XP_006344582.1_8172_1;lcl|NW_006238983.1_cds_XP_015162959.1_8173_lcl|NW_006238983.1_cds_XP_015162959.1_8173_1;lcl|NW_006238983.1_cds_XP_006344583.1_8175_lcl|NW_006238983.1_cds_XP_006344583.1_8175_1	XP_006344582.1;XP_006344583.1;XP_015162959.1
55	lcl|NW_006238986.1_cds_XP_006344890.1_8541_lcl|NW_006238986.1_cds_XP_006344890.1_8541_1;lcl|NW_006238986.1_cds_XP_015163068.1_8542_lcl|NW_006238986.1_cds_XP_015163068.1_8542_1;lcl|NW_006238986.1_cds_XP_006344954.1_8543_lcl|NW_006238986.1_cds_XP_006344954.1_8543_1	XP_006344890.1;XP_006344954.1;XP_015163068.1
56	lcl|NW_006238986.1_cds_XP_015163113.1_8601_lcl|NW_006238986.1_cds_XP_015163113.1_8601_1;lcl|NW_006238986.1_cds_XP_006344965.1_8602_lcl|NW_006238986.1_cds_XP_006344965.1_8602_1;lcl|NW_006238986.1_cds_XP_006344927.1_8603_lcl|NW_006238986.1_cds_XP_006344927.1_8603_1	XP_006344927.1;XP_006344965.1;XP_015163113.1
57	lcl|NW_006238987.1_cds_XP_006345051.1_8743_lcl|NW_006238987.1_cds_XP_006345051.1_8743_1;lcl|NW_006238987.1_cds_XP_015163166.1_8744_lcl|NW_006238987.1_cds_XP_015163166.1_8744_1;lcl|NW_006238987.1_cds_XP_006345054.1_8745_lcl|NW_006238987.1_cds_XP_006345054.1_8745_1	XP_006345051.1;XP_006345054.1;XP_015163166.1
58	lcl|NW_006238988.1_cds_XP_006345232.1_8967_lcl|NW_006238988.1_cds_XP_006345232.1_8967_1;lcl|NW_006238988.1_cds_XP_006345284.1_8968_lcl|NW_006238988.1_cds_XP_006345284.1_8968_1;lcl|NW_006238988.1_cds_XP_015163245.1_8969_lcl|NW_006238988.1_cds_XP_015163245.1_8969_1;lcl|NW_006238988.1_cds_XP_006345233.1_8970_lcl|NW_006238988.1_cds_XP_006345233.1_8970_1	XP_006345232.1;XP_006345233.1;XP_006345284.1;XP_015163245.1
59	lcl|NW_006238994.1_cds_XP_006345416.1_9232_lcl|NW_006238994.1_cds_XP_006345416.1_9232_1;lcl|NW_006238994.1_cds_XP_015163343.1_9233_lcl|NW_006238994.1_cds_XP_015163343.1_9233_1;lcl|NW_006238994.1_cds_XP_006345417.1_9234_lcl|NW_006238994.1_cds_XP_006345417.1_9234_1	XP_006345416.1;XP_006345417.1;XP_015163343.1
