potentialBGC	protein_ids	Gene cluster gene accessions
11	lcl|NC_063256.1_cds_XP_048226427.1_1742_lcl|NC_063256.1_cds_XP_048226427.1_1742_1;lcl|NC_063256.1_cds_XP_002531865.1_1750_lcl|NC_063256.1_cds_XP_002531865.1_1750_2;lcl|NC_063256.1_cds_XP_002531866.2_1751_lcl|NC_063256.1_cds_XP_002531866.2_1751_1	XP_002531865.1;XP_002531866.2;XP_048226427.1
12	lcl|NC_063256.1_cds_XP_015577218.1_1856_lcl|NC_063256.1_cds_XP_015577218.1_1856_1;lcl|NC_063256.1_cds_XP_048226425.1_1857_lcl|NC_063256.1_cds_XP_048226425.1_1857_1;lcl|NC_063256.1_cds_XP_048228564.1_1858_lcl|NC_063256.1_cds_XP_048228564.1_1858_1	XP_015577218.1;XP_048226425.1;XP_048228564.1
13	lcl|NC_063256.1_cds_XP_002515153.2_2133_lcl|NC_063256.1_cds_XP_002515153.2_2133_1;lcl|NC_063256.1_cds_XP_048226434.1_2134_lcl|NC_063256.1_cds_XP_048226434.1_2134_1;lcl|NC_063256.1_cds_XP_015572317.2_2135_lcl|NC_063256.1_cds_XP_015572317.2_2135_1	XP_002515153.2;XP_015572317.2;XP_048226434.1
14	lcl|NC_063256.1_cds_XP_002529094.2_2573_lcl|NC_063256.1_cds_XP_002529094.2_2573_1;lcl|NC_063256.1_cds_XP_002529095.3_2574_lcl|NC_063256.1_cds_XP_002529095.3_2574_1;lcl|NC_063256.1_cds_XP_002529096.2_2575_lcl|NC_063256.1_cds_XP_002529096.2_2575_1;lcl|NC_063256.1_cds_XP_002529097.2_2576_lcl|NC_063256.1_cds_XP_002529097.2_2576_1;lcl|NC_063256.1_cds_XP_002529098.2_2577_lcl|NC_063256.1_cds_XP_002529098.2_2577_1	XP_002529094.2;XP_002529095.3;XP_002529096.2;XP_002529097.2;XP_002529098.2
15	lcl|NC_063256.1_cds_XP_048228897.1_2798_lcl|NC_063256.1_cds_XP_048228897.1_2798_1;lcl|NC_063256.1_cds_XP_048228900.1_2799_lcl|NC_063256.1_cds_XP_048228900.1_2799_1;lcl|NC_063256.1_cds_XP_015574339.2_2800_lcl|NC_063256.1_cds_XP_015574339.2_2800_1	XP_015574339.2;XP_048228897.1;XP_048228900.1
16	lcl|NC_063256.1_cds_XP_002521942.2_3135_lcl|NC_063256.1_cds_XP_002521942.2_3135_1;lcl|NC_063256.1_cds_XP_025013618.1_3136_lcl|NC_063256.1_cds_XP_025013618.1_3136_1;lcl|NC_063256.1_cds_XP_048235815.1_3137_lcl|NC_063256.1_cds_XP_048235815.1_3137_1	XP_002521942.2;XP_025013618.1;XP_048235815.1
17	lcl|NC_063256.1_cds_XP_002521923.2_3152_lcl|NC_063256.1_cds_XP_002521923.2_3152_1;lcl|NC_063256.1_cds_XP_048234986.1_3153_lcl|NC_063256.1_cds_XP_048234986.1_3153_1;lcl|NC_063256.1_cds_XP_002521918.1_3154_lcl|NC_063256.1_cds_XP_002521918.1_3154_1	XP_002521918.1;XP_002521923.2;XP_048234986.1
18	lcl|NC_063256.1_cds_XP_048226362.1_3205_lcl|NC_063256.1_cds_XP_048226362.1_3205_1;lcl|NC_063256.1_cds_XP_048226363.1_3206_lcl|NC_063256.1_cds_XP_048226363.1_3206_1;lcl|NC_063256.1_cds_XP_002516715.2_3207_lcl|NC_063256.1_cds_XP_002516715.2_3207_1	XP_002516715.2;XP_048226362.1;XP_048226363.1
19	lcl|NC_063256.1_cds_XP_015577287.3_3388_lcl|NC_063256.1_cds_XP_015577287.3_3388_1;lcl|NC_063256.1_cds_XP_002523235.2_3389_lcl|NC_063256.1_cds_XP_002523235.2_3389_1;lcl|NC_063256.1_cds_XP_048229544.1_3390_lcl|NC_063256.1_cds_XP_048229544.1_3390_1	XP_002523235.2;XP_015577287.3;XP_048229544.1
20	lcl|NC_063256.1_cds_XP_002520512.2_3595_lcl|NC_063256.1_cds_XP_002520512.2_3595_1;lcl|NC_063256.1_cds_XP_015575538.2_3596_lcl|NC_063256.1_cds_XP_015575538.2_3596_1;lcl|NC_063256.1_cds_XP_015575539.2_3597_lcl|NC_063256.1_cds_XP_015575539.2_3597_1	XP_002520512.2;XP_015575538.2;XP_015575539.2
21	lcl|NC_063257.1_cds_XP_002510671.2_3996_lcl|NC_063257.1_cds_XP_002510671.2_3996_1;lcl|NC_063257.1_cds_XP_002510669.2_3998_lcl|NC_063257.1_cds_XP_002510669.2_3998_1;lcl|NC_063257.1_cds_XP_002510668.2_3999_lcl|NC_063257.1_cds_XP_002510668.2_3999_1;lcl|NC_063257.1_cds_XP_002510667.1_4000_lcl|NC_063257.1_cds_XP_002510667.1_4000_1;lcl|NC_063257.1_cds_XP_002510664.1_4001_lcl|NC_063257.1_cds_XP_002510664.1_4001_1	XP_002510664.1;XP_002510667.1;XP_002510668.2;XP_002510669.2;XP_002510671.2
22	lcl|NC_063257.1_cds_XP_002510368.1_4411_lcl|NC_063257.1_cds_XP_002510368.1_4411_1;lcl|NC_063257.1_cds_XP_002510366.1_4412_lcl|NC_063257.1_cds_XP_002510366.1_4412_1;lcl|NC_063257.1_cds_XP_002510365.2_4413_lcl|NC_063257.1_cds_XP_002510365.2_4413_1	XP_002510365.2;XP_002510366.1;XP_002510368.1
23	lcl|NC_063257.1_cds_XP_015573805.1_4432_lcl|NC_063257.1_cds_XP_015573805.1_4432_1;lcl|NC_063257.1_cds_XP_015576555.1_4433_lcl|NC_063257.1_cds_XP_015576555.1_4433_1;lcl|NC_063257.1_cds_XP_015576562.1_4434_lcl|NC_063257.1_cds_XP_015576562.1_4434_1	XP_015573805.1;XP_015576555.1;XP_015576562.1
24	lcl|NC_063257.1_cds_XP_002510251.1_4579_lcl|NC_063257.1_cds_XP_002510251.1_4579_1;lcl|NC_063257.1_cds_XP_025013151.1_4580_lcl|NC_063257.1_cds_XP_025013151.1_4580_1;lcl|NC_063257.1_cds_XP_002510249.2_4581_lcl|NC_063257.1_cds_XP_002510249.2_4581_1	XP_002510249.2;XP_002510251.1;XP_025013151.1
25	lcl|NC_063257.1_cds_XP_002513918.2_5168_lcl|NC_063257.1_cds_XP_002513918.2_5168_1;lcl|NC_063257.1_cds_XP_002513914.2_5175_lcl|NC_063257.1_cds_XP_002513914.2_5175_1;lcl|NC_063257.1_cds_XP_002513913.2_5176_lcl|NC_063257.1_cds_XP_002513913.2_5176_1	XP_002513913.2;XP_002513914.2;XP_002513918.2
26	lcl|NC_063257.1_cds_XP_015571585.1_5187_lcl|NC_063257.1_cds_XP_015571585.1_5187_1;lcl|NC_063257.1_cds_XP_002513907.2_5188_lcl|NC_063257.1_cds_XP_002513907.2_5188_1;lcl|NC_063257.1_cds_XP_002513906.1_5189_lcl|NC_063257.1_cds_XP_002513906.1_5189_1	XP_002513906.1;XP_002513907.2;XP_015571585.1
27	lcl|NC_063257.1_cds_XP_002513815.1_5335_lcl|NC_063257.1_cds_XP_002513815.1_5335_1;lcl|NC_063257.1_cds_XP_048226874.1_5336_lcl|NC_063257.1_cds_XP_048226874.1_5336_1;lcl|NC_063257.1_cds_XP_015571607.1_5337_lcl|NC_063257.1_cds_XP_015571607.1_5337_1	XP_002513815.1;XP_015571607.1;XP_048226874.1
28	lcl|NC_063257.1_cds_XP_002513784.1_5373_lcl|NC_063257.1_cds_XP_002513784.1_5373_1;lcl|NC_063257.1_cds_XP_002513783.1_5374_lcl|NC_063257.1_cds_XP_002513783.1_5374_1;lcl|NC_063257.1_cds_XP_015571561.1_5375_lcl|NC_063257.1_cds_XP_015571561.1_5375_1;lcl|NC_063257.1_cds_XP_002513782.1_5376_lcl|NC_063257.1_cds_XP_002513782.1_5376_1;lcl|NC_063257.1_cds_XP_002513781.1_5377_lcl|NC_063257.1_cds_XP_002513781.1_5377_1;lcl|NC_063257.1_cds_XP_048227072.1_5381_lcl|NC_063257.1_cds_XP_048227072.1_5381_1	XP_002513781.1;XP_002513782.1;XP_002513783.1;XP_002513784.1;XP_015571561.1;XP_048227072.1
29	lcl|NC_063257.1_cds_XP_048227444.1_5399_lcl|NC_063257.1_cds_XP_048227444.1_5399_1;lcl|NC_063257.1_cds_XP_002513766.1_5400_lcl|NC_063257.1_cds_XP_002513766.1_5400_1;lcl|NC_063257.1_cds_XP_002513765.1_5401_lcl|NC_063257.1_cds_XP_002513765.1_5401_1	XP_002513765.1;XP_002513766.1;XP_048227444.1
30	lcl|NC_063257.1_cds_XP_025013309.1_5536_lcl|NC_063257.1_cds_XP_025013309.1_5536_1;lcl|NC_063257.1_cds_XP_002520274.1_5537_lcl|NC_063257.1_cds_XP_002520274.1_5537_1;lcl|NC_063257.1_cds_XP_002520272.1_5538_lcl|NC_063257.1_cds_XP_002520272.1_5538_1	XP_002520272.1;XP_002520274.1;XP_025013309.1
31	lcl|NC_063257.1_cds_XP_002526167.2_5590_lcl|NC_063257.1_cds_XP_002526167.2_5590_1;lcl|NC_063257.1_cds_XP_048227194.1_5591_lcl|NC_063257.1_cds_XP_048227194.1_5591_1;lcl|NC_063257.1_cds_NP_001310674.1_5592_lcl|NC_063257.1_cds_NP_001310674.1_5592_1	NP_001310674.1;XP_002526167.2;XP_048227194.1
32	lcl|NC_063257.1_cds_XP_048227224.1_6189_lcl|NC_063257.1_cds_XP_048227224.1_6189_1;lcl|NC_063257.1_cds_XP_048227186.1_6190_lcl|NC_063257.1_cds_XP_048227186.1_6190_1;lcl|NC_063257.1_cds_XP_002525518.1_6191_lcl|NC_063257.1_cds_XP_002525518.1_6191_1	XP_002525518.1;XP_048227186.1;XP_048227224.1
33	lcl|NC_063257.1_cds_XP_002526382.1_6296_lcl|NC_063257.1_cds_XP_002526382.1_6296_1;lcl|NC_063257.1_cds_XP_002532931.2_6297_lcl|NC_063257.1_cds_XP_002532931.2_6297_1;lcl|NC_063257.1_cds_XP_002532930.1_6298_lcl|NC_063257.1_cds_XP_002532930.1_6298_1;lcl|NC_063257.1_cds_XP_025015526.2_6299_lcl|NC_063257.1_cds_XP_025015526.2_6299_1	XP_002526382.1;XP_002532930.1;XP_002532931.2;XP_025015526.2
34	lcl|NC_063257.1_cds_XP_048226623.1_6414_lcl|NC_063257.1_cds_XP_048226623.1_6414_1;lcl|NC_063257.1_cds_XP_048227245.1_6416_lcl|NC_063257.1_cds_XP_048227245.1_6416_1;lcl|NC_063257.1_cds_XP_048227246.1_6417_lcl|NC_063257.1_cds_XP_048227246.1_6417_1;lcl|NC_063257.1_cds_XP_002520094.1_6418_lcl|NC_063257.1_cds_XP_002520094.1_6418_1	XP_002520094.1;XP_048226623.1;XP_048227245.1;XP_048227246.1
35	lcl|NC_063257.1_cds_XP_002519590.1_6565_lcl|NC_063257.1_cds_XP_002519590.1_6565_1;lcl|NC_063257.1_cds_XP_015574915.1_6567_lcl|NC_063257.1_cds_XP_015574915.1_6567_1;lcl|NC_063257.1_cds_XP_015574916.1_6568_lcl|NC_063257.1_cds_XP_015574916.1_6568_1;lcl|NC_063257.1_cds_XP_002519593.3_6569_lcl|NC_063257.1_cds_XP_002519593.3_6569_1	XP_002519590.1;XP_002519593.3;XP_015574915.1;XP_015574916.1
36	lcl|NC_063258.1_cds_XP_048227521.1_7037_lcl|NC_063258.1_cds_XP_048227521.1_7037_1;lcl|NC_063258.1_cds_XP_048228000.1_7038_lcl|NC_063258.1_cds_XP_048228000.1_7038_1;lcl|NC_063258.1_cds_XP_002533449.1_7039_lcl|NC_063258.1_cds_XP_002533449.1_7039_1	XP_002533449.1;XP_048227521.1;XP_048228000.1
37	lcl|NC_063258.1_cds_XP_002523538.2_7604_lcl|NC_063258.1_cds_XP_002523538.2_7604_1;lcl|NC_063258.1_cds_NP_001310635.1_7605_lcl|NC_063258.1_cds_NP_001310635.1_7605_1;lcl|NC_063258.1_cds_XP_048227472.1_7606_lcl|NC_063258.1_cds_XP_048227472.1_7606_1;lcl|NC_063258.1_cds_XP_025013906.1_7607_lcl|NC_063258.1_cds_XP_025013906.1_7607_1;lcl|NC_063258.1_cds_XP_048228323.1_7608_lcl|NC_063258.1_cds_XP_048228323.1_7608_1	NP_001310635.1;XP_002523538.2;XP_025013906.1;XP_048227472.1;XP_048228323.1
38	lcl|NC_063258.1_cds_XP_015578031.3_7790_lcl|NC_063258.1_cds_XP_015578031.3_7790_1;lcl|NC_063258.1_cds_XP_002524494.2_7791_lcl|NC_063258.1_cds_XP_002524494.2_7791_1;lcl|NC_063258.1_cds_XP_002524493.2_7792_lcl|NC_063258.1_cds_XP_002524493.2_7792_1	XP_002524493.2;XP_002524494.2;XP_015578031.3
39	lcl|NC_063258.1_cds_XP_002514303.1_7965_lcl|NC_063258.1_cds_XP_002514303.1_7965_1;lcl|NC_063258.1_cds_XP_048227722.1_7966_lcl|NC_063258.1_cds_XP_048227722.1_7966_1;lcl|NC_063258.1_cds_XP_048227723.1_7967_lcl|NC_063258.1_cds_XP_048227723.1_7967_1;lcl|NC_063258.1_cds_XP_048227721.1_7968_lcl|NC_063258.1_cds_XP_048227721.1_7968_1	XP_002514303.1;XP_048227721.1;XP_048227722.1;XP_048227723.1
40	lcl|NC_063258.1_cds_XP_015571786.2_8011_lcl|NC_063258.1_cds_XP_015571786.2_8011_1;lcl|NC_063258.1_cds_XP_015571787.1_8012_lcl|NC_063258.1_cds_XP_015571787.1_8012_1;lcl|NC_063258.1_cds_XP_002514275.1_8013_lcl|NC_063258.1_cds_XP_002514275.1_8013_1	XP_002514275.1;XP_015571786.2;XP_015571787.1
41	lcl|NC_063258.1_cds_XP_002516172.1_8503_lcl|NC_063258.1_cds_XP_002516172.1_8503_1;lcl|NC_063258.1_cds_XP_002516169.1_8507_lcl|NC_063258.1_cds_XP_002516169.1_8507_1;lcl|NC_063258.1_cds_XP_002516167.1_8508_lcl|NC_063258.1_cds_XP_002516167.1_8508_1;lcl|NC_063258.1_cds_XP_002516166.2_8509_lcl|NC_063258.1_cds_XP_002516166.2_8509_1	XP_002516166.2;XP_002516167.1;XP_002516169.1;XP_002516172.1
42	lcl|NC_063258.1_cds_XP_048227776.1_8764_lcl|NC_063258.1_cds_XP_048227776.1_8764_1;lcl|NC_063258.1_cds_XP_002516544.1_8765_lcl|NC_063258.1_cds_XP_002516544.1_8765_1;lcl|NC_063258.1_cds_XP_015573060.1_8766_lcl|NC_063258.1_cds_XP_015573060.1_8766_1	XP_002516544.1;XP_015573060.1;XP_048227776.1
43	lcl|NC_063258.1_cds_XP_002515458.1_9096_lcl|NC_063258.1_cds_XP_002515458.1_9096_1;lcl|NC_063258.1_cds_XP_002515456.1_9097_lcl|NC_063258.1_cds_XP_002515456.1_9097_1;lcl|NC_063258.1_cds_XP_002515455.2_9098_lcl|NC_063258.1_cds_XP_002515455.2_9098_1	XP_002515455.2;XP_002515456.1;XP_002515458.1
44	lcl|NC_063259.1_cds_XP_002533995.2_9621_lcl|NC_063259.1_cds_XP_002533995.2_9621_1;lcl|NC_063259.1_cds_XP_002530111.2_9622_lcl|NC_063259.1_cds_XP_002530111.2_9622_1;lcl|NC_063259.1_cds_XP_002530113.1_9623_lcl|NC_063259.1_cds_XP_002530113.1_9623_1	XP_002530111.2;XP_002530113.1;XP_002533995.2
45	lcl|NC_063259.1_cds_XP_002511566.3_10690_lcl|NC_063259.1_cds_XP_002511566.3_10690_1;lcl|NC_063259.1_cds_XP_002511563.2_10691_lcl|NC_063259.1_cds_XP_002511563.2_10691_2;lcl|NC_063259.1_cds_XP_002511560.1_10696_lcl|NC_063259.1_cds_XP_002511560.1_10696_1	XP_002511560.1;XP_002511563.2;XP_002511566.3
46	lcl|NC_063259.1_cds_XP_048229101.1_11154_lcl|NC_063259.1_cds_XP_048229101.1_11154_1;lcl|NC_063259.1_cds_NP_001310646.1_11156_lcl|NC_063259.1_cds_NP_001310646.1_11156_1;lcl|NC_063259.1_cds_XP_048229001.1_11157_lcl|NC_063259.1_cds_XP_048229001.1_11157_1;lcl|NC_063259.1_cds_XP_015580094.1_11158_lcl|NC_063259.1_cds_XP_015580094.1_11158_1;lcl|NC_063259.1_cds_XP_002511223.1_11159_lcl|NC_063259.1_cds_XP_002511223.1_11159_1;lcl|NC_063259.1_cds_XP_002511221.1_11160_lcl|NC_063259.1_cds_XP_002511221.1_11160_3	NP_001310646.1;XP_002511221.1;XP_002511223.1;XP_015580094.1;XP_048229001.1;XP_048229101.1
47	lcl|NC_063259.1_cds_XP_002510862.1_11622_lcl|NC_063259.1_cds_XP_002510862.1_11622_1;lcl|NC_063259.1_cds_XP_002510861.1_11623_lcl|NC_063259.1_cds_XP_002510861.1_11623_1;lcl|NC_063259.1_cds_XP_002510860.1_11624_lcl|NC_063259.1_cds_XP_002510860.1_11624_1	XP_002510860.1;XP_002510861.1;XP_002510862.1
48	lcl|NC_063259.1_cds_XP_002510830.1_11661_lcl|NC_063259.1_cds_XP_002510830.1_11661_1;lcl|NC_063259.1_cds_XP_002510829.1_11662_lcl|NC_063259.1_cds_XP_002510829.1_11662_1;lcl|NC_063259.1_cds_XP_002510826.1_11664_lcl|NC_063259.1_cds_XP_002510826.1_11664_1	XP_002510826.1;XP_002510829.1;XP_002510830.1
49	lcl|NC_063259.1_cds_XP_015571234.1_11847_lcl|NC_063259.1_cds_XP_015571234.1_11847_1;lcl|NC_063259.1_cds_XP_002513640.2_11848_lcl|NC_063259.1_cds_XP_002513640.2_11848_2;lcl|NC_063259.1_cds_XP_048228663.1_11849_lcl|NC_063259.1_cds_XP_048228663.1_11849_1	XP_002513640.2;XP_015571234.1;XP_048228663.1
50	lcl|NC_063259.1_cds_XP_002513570.1_11949_lcl|NC_063259.1_cds_XP_002513570.1_11949_1;lcl|NC_063259.1_cds_XP_048228881.1_11950_lcl|NC_063259.1_cds_XP_048228881.1_11950_1;lcl|NC_063259.1_cds_XP_015571355.2_11951_lcl|NC_063259.1_cds_XP_015571355.2_11951_1	XP_002513570.1;XP_015571355.2;XP_048228881.1
51	lcl|NC_063259.1_cds_XP_015571240.3_12038_lcl|NC_063259.1_cds_XP_015571240.3_12038_1;lcl|NC_063259.1_cds_XP_002513513.1_12039_lcl|NC_063259.1_cds_XP_002513513.1_12039_1;lcl|NC_063259.1_cds_XP_002513512.2_12040_lcl|NC_063259.1_cds_XP_002513512.2_12040_1	XP_002513512.2;XP_002513513.1;XP_015571240.3
52	lcl|NC_063259.1_cds_XP_002513346.2_12297_lcl|NC_063259.1_cds_XP_002513346.2_12297_1;lcl|NC_063259.1_cds_XP_015571186.3_12298_lcl|NC_063259.1_cds_XP_015571186.3_12298_1;lcl|NC_063259.1_cds_XP_002513344.1_12299_lcl|NC_063259.1_cds_XP_002513344.1_12299_1	XP_002513344.1;XP_002513346.2;XP_015571186.3
53	lcl|NC_063259.1_cds_XP_002513334.4_12310_lcl|NC_063259.1_cds_XP_002513334.4_12310_1;lcl|NC_063259.1_cds_NP_001310623.1_12311_lcl|NC_063259.1_cds_NP_001310623.1_12311_1;lcl|NC_063259.1_cds_XP_002513332.1_12312_lcl|NC_063259.1_cds_XP_002513332.1_12312_1;lcl|NC_063259.1_cds_NP_001310622.1_12313_lcl|NC_063259.1_cds_NP_001310622.1_12313_1	NP_001310622.1;NP_001310623.1;XP_002513332.1;XP_002513334.4
54	lcl|NC_063260.1_cds_XP_015576289.1_12421_lcl|NC_063260.1_cds_XP_015576289.1_12421_1;lcl|NC_063260.1_cds_XP_015576281.1_12422_lcl|NC_063260.1_cds_XP_015576281.1_12422_1;lcl|NC_063260.1_cds_XP_002521582.1_12423_lcl|NC_063260.1_cds_XP_002521582.1_12423_1	XP_002521582.1;XP_015576281.1;XP_015576289.1
55	lcl|NC_063260.1_cds_XP_015579929.1_13696_lcl|NC_063260.1_cds_XP_015579929.1_13696_1;lcl|NC_063260.1_cds_XP_002533543.1_13697_lcl|NC_063260.1_cds_XP_002533543.1_13697_1;lcl|NC_063260.1_cds_XP_002533539.1_13702_lcl|NC_063260.1_cds_XP_002533539.1_13702_1	XP_002533539.1;XP_002533543.1;XP_015579929.1
56	lcl|NC_063260.1_cds_XP_048230811.1_13955_lcl|NC_063260.1_cds_XP_048230811.1_13955_1;lcl|NC_063260.1_cds_XP_002521890.2_13956_lcl|NC_063260.1_cds_XP_002521890.2_13956_1;lcl|NC_063260.1_cds_XP_002521889.1_13957_lcl|NC_063260.1_cds_XP_002521889.1_13957_1	XP_002521889.1;XP_002521890.2;XP_048230811.1
57	lcl|NC_063260.1_cds_XP_015574574.2_14107_lcl|NC_063260.1_cds_XP_015574574.2_14107_1;lcl|NC_063260.1_cds_XP_002519104.2_14108_lcl|NC_063260.1_cds_XP_002519104.2_14108_1;lcl|NC_063260.1_cds_XP_015574573.2_14109_lcl|NC_063260.1_cds_XP_015574573.2_14109_1;lcl|NC_063260.1_cds_XP_015574575.2_14110_lcl|NC_063260.1_cds_XP_015574575.2_14110_1	XP_002519104.2;XP_015574573.2;XP_015574574.2;XP_015574575.2
58	lcl|NC_063260.1_cds_XP_002519030.1_14231_lcl|NC_063260.1_cds_XP_002519030.1_14231_1;lcl|NC_063260.1_cds_XP_015574623.1_14232_lcl|NC_063260.1_cds_XP_015574623.1_14232_1;lcl|NC_063260.1_cds_XP_002519027.2_14233_lcl|NC_063260.1_cds_XP_002519027.2_14233_1	XP_002519027.2;XP_002519030.1;XP_015574623.1
59	lcl|NC_063260.1_cds_XP_002519016.2_14241_lcl|NC_063260.1_cds_XP_002519016.2_14241_1;lcl|NC_063260.1_cds_XP_002519016.2_14241_lcl|NC_063260.1_cds_XP_002519016.2_14241_2;lcl|NC_063260.1_cds_XP_048231113.1_14247_lcl|NC_063260.1_cds_XP_048231113.1_14247_1;lcl|NC_063260.1_cds_XP_025013097.2_14248_lcl|NC_063260.1_cds_XP_025013097.2_14248_1;lcl|NC_063260.1_cds_XP_002519008.1_14249_lcl|NC_063260.1_cds_XP_002519008.1_14249_1;lcl|NC_063260.1_cds_XP_048230669.1_14250_lcl|NC_063260.1_cds_XP_048230669.1_14250_1	XP_002519008.1;XP_002519016.2;XP_025013097.2;XP_048230669.1;XP_048231113.1
60	lcl|NC_063260.1_cds_XP_002529792.1_14482_lcl|NC_063260.1_cds_XP_002529792.1_14482_1;lcl|NC_063260.1_cds_XP_002529790.1_14483_lcl|NC_063260.1_cds_XP_002529790.1_14483_1;lcl|NC_063260.1_cds_NP_001310682.1_14484_lcl|NC_063260.1_cds_NP_001310682.1_14484_1	NP_001310682.1;XP_002529790.1;XP_002529792.1
61	lcl|NC_063260.1_cds_XP_002522247.1_15224_lcl|NC_063260.1_cds_XP_002522247.1_15224_1;lcl|NC_063260.1_cds_XP_048229560.1_15226_lcl|NC_063260.1_cds_XP_048229560.1_15226_1;lcl|NC_063260.1_cds_XP_002522240.3_15227_lcl|NC_063260.1_cds_XP_002522240.3_15227_1	XP_002522240.3;XP_002522247.1;XP_048229560.1
62	lcl|NC_063260.1_cds_XP_048229601.1_15270_lcl|NC_063260.1_cds_XP_048229601.1_15270_1;lcl|NC_063260.1_cds_XP_002534414.2_15271_lcl|NC_063260.1_cds_XP_002534414.2_15271_1;lcl|NC_063260.1_cds_XP_002522586.1_15272_lcl|NC_063260.1_cds_XP_002522586.1_15272_1	XP_002522586.1;XP_002534414.2;XP_048229601.1
