potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
11	Alkaloid	24460546	24593882	133340	Acetyltransf_1, Bet_v_1, p450	-	NC_026656.2	LOC101220536;LOC101220777;LOC101221011;LOC101221245;LOC101205049;LOC101204800;LOC105434706;LOC101204559;LOC101220307;LOC101220067;LOC101219832;LOC101219590;LOC10121_1277;LOC10121_1278;LOC10121_1279;LOC10121_1280;LOC10121_1281;LOC101218952;LOC10121_1282;LOC101218722;LOC101219194;LOC101204313;LOC101218487;LOC101204075	XP_011650072.2;XP_004148095.1;XP_004148096.2;XP_004148097.1;XP_011650074.1;XP_004151744.2;XP_011650075.1;XP_011650076.2;XP_004148093.1;XP_004148092.1;XP_004148091.1;XP_031737302.1;XP_004148090.1;XP_031737304.1;XP_031737303.1;XP_031737305.1;XP_031737306.1;XP_004148087.1;XP_011650078.1;XP_011650079.1;XP_004148088.1;XP_011650080.1;XP_004148085.1;XP_011650081.1	
12	Terpene	4910103	5101809	191710	AMP-binding, Epimerase, Terpene_synth, Terpene_synth_C	-	NC_026657.2	LOC101209056;LOC10120_1512;LOC101215621;LOC101215384;LOC10121_2099;LOC101215138;LOC101214902;LOC101214660;LOC101214420;LOC101214179;LOC101213937;LOC10121_2100;LOC101208814;LOC10120_1513;LOC101213692;LOC101213457;LOC101213214;LOC101208091;LOC101208575;LOC101208335;LOC105434433;LOC101212976;LOC101207850;LOC10121_2101;LOC101212735;LOC101212495	XP_004147806.1;XP_011652388.1;XP_011652389.1;XP_011652390.1;XP_011652391.1;XP_011652392.1;XP_011652881.1;XP_011652393.1;XP_004147828.2;XP_011652394.1;XP_031739151.1;XP_004147826.3;XP_031739181.1;XP_004147805.2;XP_004147825.1;XP_004147824.1;XP_011652395.1;XP_004147802.1;XP_004147804.1;XP_004147803.2;XP_011652396.1;XP_011652397.1;XP_004147801.1;XP_031737821.1;XP_004147821.1;XP_004147820.1	
13	Terpene-Alkaloid	24790408	24977998	187590	PRISE, Pyridoxal_deC, p450	-	NC_026657.2	LOC101212983;LOC10121_1383;LOC101211540;LOC101212504;LOC101211697;LOC101211452;LOC101209720;LOC10120_945;LOC10120_946;LOC10120_947;LOC101209475;LOC10120_948;LOC101211200;LOC101208986;LOC101210952;LOC101209230;LOC101208743;LOC10120_949;LOC10120_950;LOC101210708;LOC101208501;LOC101208262;LOC101208019	XP_011650543.1;XP_031739214.1;NP_001267674.1;XP_031738839.1;NP_001292628.1;XP_011650545.2;XP_031739392.1;XP_031739393.1;XP_031739394.1;XP_011650547.1;XP_031739317.1;XP_004149305.1;XP_011650548.1;XP_004149303.1;XP_011652740.1;XP_004149304.1;XP_011650549.1;XP_011650550.1;XP_011650552.1;XP_004149310.1;XP_004149301.1;XP_011650553.1;XP_004149299.1	
14	Saccharide	30427710	30466799	39090	ERG4_ERG24, Glycos_transf_2, p450	-	NC_026657.2	LOC101222358;LOC101204090;LOC101204327;LOC10120_1262;LOC101222597;LOC101222839;LOC101204573;LOC101204813;LOC10120_1267;LOC101205061;LOC10120_1263;LOC10120_1264;LOC10120_1265;LOC10120_1266;LOC10120_1268;LOC101205301;LOC101205538;LOC101223077;LOC10122_612;LOC101202807;LOC10120_1271;LOC10120_1270;LOC10120_1269;LOC101205771;LOC101203044;LOC101203278;LOC10120_1272	XP_004152064.1;XP_004152001.1;XP_004152002.2;XP_031737490.1;XP_004152065.1;XP_011651620.1;XP_004152003.1;XP_004152004.1;XP_031738196.1;XP_031738193.1;XP_031738194.1;XP_031738195.1;XP_004152005.1;XP_011651621.1;XP_031738197.1;XP_004152006.1;XP_011651622.1;XP_011651623.2;XP_031737666.1;XP_011651627.1;XP_011651625.1;XP_011651624.1;XP_011651626.1;XP_004152008.1;XP_004152069.1;XP_011651628.1;XP_031738441.1	
15	Saccharide	33709386	33770960	61570	Glycos_transf_1, p450	-	NC_026657.2	LOC101222700;LOC105435128;LOC101207081;LOC101206598;LOC101207816;LOC101207572;LOC10120_1374;LOC101207322;LOC10120_1375;LOC101222935	XP_004138005.1;XP_011652850.1;XP_004137866.1;XP_004137864.1;XP_004137869.1;XP_004137868.1;XP_031738351.1;XP_004137867.1;XP_011651987.1;XP_011651988.1	
16	Saccharide	36424345	36622166	197820	Glyco_hydro_1, p450	-	NC_026657.2	LOC105435001;LOC101213691;LOC10121_2026;LOC101213456;LOC101221497;LOC10122_685;LOC105435134;LOC101213213;LOC101212975;LOC101212733;LOC101207867;LOC116402471;LOC101212009;LOC10120_1466;LOC101205921	XP_011652234.1;XP_011652235.1;XP_031738011.1;XP_004147500.2;XP_004151361.3;XP_031737931.1;XP_011652864.1;XP_004147499.1;XP_004147498.2;XP_004147497.3;XP_004151308.2;XP_031737599.1;XP_031738598.1;XP_011652237.1;XP_004147475.1	
17	Fatty_acid	13787673	13973538	185870	AMP-binding, Amino_oxidase, FA_desaturase, Lipoxygenase, adh_short_C2	-	NC_026658.2	LOC101210764;LOC10121_2498;LOC101217509;LOC10121_2499;LOC10121_2500;LOC101217279;LOC101210519;LOC10121_2501;LOC116403205;LOC105435235;LOC101210272;LOC10121_2502;LOC101204258;LOC10121_2503;LOC101210021;LOC101216566;LOC101216318;LOC101216079;LOC101215837;LOC101215600;LOC101215361;LOC101214880;LOC101209531;LOC101214639;LOC10121_2504;LOC101209041;LOC101214400;LOC105435236;LOC105435365	XP_004142141.1;XP_031739860.1;XP_031739861.1;XP_031739862.1;XP_004142245.2;XP_011653570.2;XP_004142140.1;XP_031739651.1;XP_031739650.1;XP_031740427.1;XP_004142139.1;XP_011653573.1;XP_031740699.1;XP_031740479.1;XP_011653575.1;XP_011653576.2;XP_004142240.3;XP_011653577.1;XP_004142238.3;XP_031740428.1;XP_004142237.1;XP_004142236.1;XP_004142137.1;XP_004142235.2;XP_031739579.1;XP_004142135.2;XP_011653580.1;XP_031739516.1;XP_031739678.1	
18	Fatty_acid-Saccharide	18262531	18492292	229760	FA_hydroxylase, UDPGT_2, p450	alkaloid-3, cytokinin-3	NC_026658.2	LOC101204738;LOC101204983;LOC10120_1823;LOC101205225;LOC101205701;LOC101204494;LOC101205930;LOC101213872;LOC101210715;LOC101209969;LOC10120_1824;LOC101210471;LOC10121_2607;LOC10121_2608;LOC10121_2609;LOC10121_2610;LOC10121_2611;LOC101209725;LOC101209480;LOC101210219	XP_004150515.1;XP_011653830.1;XP_031740592.1;XP_031740590.1;XP_011654383.1;XP_004150514.3;XP_004150520.2;XP_004151727.2;XP_004150614.1;XP_031740787.1;XP_031740788.1;XP_031740376.1;XP_031740377.1;XP_031740378.1;XP_031740379.1;XP_031740380.1;XP_004150613.2;XP_004150610.1;XP_011653834.1;XP_031739691.1	
19	Saccharide	22799526	22864030	64500	Aminotran_3, UDPGT_2	flavonoid	NC_026658.2	LOC101207859;LOC101208585;LOC10120_1889;LOC10120_1890;LOC10120_1891;LOC10120_1892;LOC10120_1893;LOC101208345;LOC101210302;LOC116403208;LOC101219899;LOC101219660;LOC101220527;LOC10122_884;LOC10122_885;LOC10122_886	XP_004149526.1;XP_031740161.1;XP_031740162.1;XP_031740159.1;XP_031740160.1;XP_004149529.1;XP_011653999.1;XP_004149528.1;XP_031739739.1;XP_031739667.1;XP_004145994.3;XP_011654001.1;XP_031740030.1;XP_004145997.2;XP_011654002.1;XP_031740031.1	
20	Saccharide	23982010	24051724	69710	Glyco_hydro_1, adh_short, p450	-	NC_026658.2	LOC101207830;LOC101208071;NPR;LOC101208316;LOC101208795;LOC10120_1917;LOC101209039;LOC10120_1918;LOC10120_1919;LOC101220587;LOC101209283;LOC101209528	XP_004141230.1;XP_004141231.2;NP_001267713.1;XP_004141232.1;XP_031740219.1;XP_031740220.1;XP_011654080.1;XP_011654079.1;XP_004141235.1;XP_004141366.1;NP_001267703.1;XP_004141237.1	
21	Saccharide	814328	900714	86390	2OG-FeII_Oxy, ADH_N, ADH_zinc_N, DIOX_N, Glycos_transf_1	-	NC_026659.2	LOC101210451;LOC101209949;LOC101210200;LOC101209707;LOC101209462;LOC105435432;LOC101208974;LOC101208729;LOC101208487;LOC101210776	XP_004145880.1;XP_004145878.1;XP_004145879.2;XP_011654673.1;XP_004145876.1;XP_011654674.1;XP_004145874.1;XP_011654675.1;XP_004145872.1;XP_011654676.1	
22	Putative	2214411	2275554	61140	Aminotran_1_2, p450	-	NC_026659.2	LOC101208090;LOC10120_2017;LOC10120_2018;LOC10120_2019;LOC10120_2020;LOC101217381;LOC10121_2904;LOC101217610;LOC101217847;LOC101218082;LOC101218322;LOC101218561;LOC101208333;LOC101218796;LOC105435641;LOC101219025;LOC101208573	XP_031741231.1;XP_031741232.1;XP_031741233.1;XP_004147559.1;XP_031741234.1;XP_031741235.1;XP_031741236.1;XP_004147598.2;XP_004147599.2;XP_004147600.2;XP_011654780.1;XP_004147602.1;XP_004147560.1;XP_004147603.1;XP_011656154.1;XP_004147604.3;XP_004147561.1	
23	Alkaloid	2443473	2487234	43760	Cu_amine_oxid, p450	-	NC_026659.2	LOC101213059;LOC101212818;LOC101220225;LOC101220462;LOC101213303;LOC101213545;LOC101213781;LOC105435442	XP_004147579.1;XP_004147578.1;XP_004147609.1;XP_004147610.2;XP_004147580.1;XP_011654786.1;XP_004147582.1;XP_011654787.1	
24	Lignan-Polyketide	4397341	4490332	92990	Chal_sti_synt_C, Dirigent	-	NC_026659.2	LOC101223186;LOC10121_2967;LOC101218784;LOC101222954;LOC101221801;LOC101221340;LOC101221575;LOC101204152;LOC101203903;LOC101208257;LOC101204391;LOC101203666	XP_004143685.1;XP_031740867.1;XP_004143588.1;XP_004143684.1;XP_004150962.1;XP_004150960.1;XP_004150961.1;XP_004147709.1;XP_004147708.1;XP_004147726.1;XP_004147710.2;XP_011654937.1	
25	Saccharide	6165932	6267267	101330	Glycos_transf_1, Methyltransf_11, Transferase	-	NC_026659.2	LOC101207929;LOC101222663;LOC101207680;LOC101207434;LOC101222424;LOC101222188;LOC101207189;LOC101206710;LOC10120_2066;LOC101221950;LOC101206467;LOC101221718;LOC101221482;LOC10122_965	XP_004148201.1;XP_004148180.1;XP_004148200.1;XP_031741031.1;XP_004148179.1;XP_004148178.1;XP_004148198.3;XP_004148196.1;XP_031741955.1;XP_004148177.1;XP_031742082.1;XP_004148176.1;XP_011655005.2;XP_011655004.2	
26	Saccharide	15085099	15332266	247170	AMP-binding, Glycos_transf_1, SQS_PSY	-	NC_026659.2	LOC101206954;LOC101206714;LOC116403911;LOC116403912;LOC101210048;LOC101209801;LOC10120_2128;LOC10120_2129;LOC101206471;LOC10120_2130;LOC116403914;LOC101218585;LOC105435664;LOC10121_3119;LOC10121_3118;LOC101211461;LOC10121_3117;LOC105435665;LOC101209310	XP_004148909.1;XP_004148908.1;XP_031741715.1;XP_031741716.1;XP_011655134.1;XP_031741241.1;XP_011655136.1;XP_031741242.1;XP_031741913.1;XP_004148907.1;XP_031741718.1;XP_004153644.3;XP_011656203.2;NP_001267613.1;XP_011654428.1;XP_011654426.1;XP_011654427.1;XP_031741719.1;XP_004148915.1	
27	Fatty_acid-Saccharide	569203	743000	173800	AMP-binding, Amino_oxidase, Aminotran_1_2, FA_desaturase, Glycos_transf_1, UDPGT_2	flavonoid	NC_026660.2	LOC101218448;LOC10121_3512;LOC10121_3513;CS-ACS1;LOC10121_3514;LOC101218841;LOC105435724;LOC105435725;LOC101211976;LOC101215907;LOC101215664;LOC10121_3515;LOC10121_3516;LOC101212216;LOC101212461;LOC101214146;LOC105435727;LOC105435728;LOC105435729;LOC105435732;LOC105435733;LOC101213660;LOC101212704;LOC10121_3519;LOC10121_3518;LOC101213181;LOC10121_3517	XP_004138486.1;XP_011656358.1;XP_031743974.1;NP_001292642.1;XP_031744064.1;XP_004138487.2;XP_011656360.1;XP_011656361.2;XP_004138456.1;XP_031743128.1;XP_031743972.1;XP_004138472.1;XP_011656364.1;XP_004138457.1;XP_004138458.1;XP_004138466.1;XP_011656366.1;XP_011656367.1;XP_011656368.1;XP_011656370.1;XP_011656371.1;XP_004138463.1;XP_004138459.1;XP_011656376.1;XP_004138461.1;XP_031743569.1;XP_011656375.1	
28	Terpene	6098053	6145720	47670	Prenyltrans, SQHop_cyclase_C, SQHop_cyclase_N, Transferase, p450	Cucurbitadienol	NC_026660.2	LOC101208314;LOC101208069;LOC101204774;LOC101207828;LOC101204533;LOC101204287;LOC101207333;LOC10120_2569;LOC101204046;LOC10120_2565;LOC10120_2566;LOC10120_2567;LOC10120_2568	XP_011658393.1;NP_001289568.1;NP_001295785.1;XP_004140662.1;NP_001292630.1;NP_001295806.1;NP_001292621.1;XP_031743608.1;XP_031743604.1;XP_004140565.2;XP_031743606.1;XP_031743605.1;XP_031743607.1	
29	Saccharide	18337407	18363426	26020	ADH_N_2, ADH_zinc_N, UDPGT_2	carboxyl-3	NC_026660.2	MPK6;LOC101202851;LOC101223124;LOC101205037;LOC101204788	XP_004144187.1;XP_031742553.1;XP_004144267.2;XP_004144190.1;XP_004144189.1	
30	Alkaloid	21651287	21701127	49840	Cu_amine_oxid, Lipoxygenase	-	NC_026660.2	LOC101221992;LOC101222232;LOC101222468;LOC101214793;LOX9	XP_004140256.1;XP_004140257.1;XP_011657569.1;XP_004140145.1;NP_001267584.1	
31	Fatty_acid-Alkaloid	30601733	30646688	44950	BBE, FAD_binding_4, FA_hydroxylase, Methyltransf_11	-	NC_026660.2	LOC105435973;LOC101203123;LOC101223157;LOC101209414;LOC101209166;LOC101210156;LOC101209907;LOC101209662;LOC101209416;LOC101208923;LOC101208679;LOC10120_3029;LOC10120_3030	XP_011658329.1;XP_004134612.1;XP_004134610.1;XP_004134554.1;XP_004134553.2;XP_004134895.1;XP_004134894.2;XP_011658331.1;XP_004134892.1;XP_004134552.1;XP_011658332.1;XP_011658333.1;XP_004134551.1	
32	Lignan-Saccharide	2528828	2606896	78070	Cellulose_synt, Dirigent, p450	-	NC_026661.2	LOC101206298;LOC101203089;LOC101223126;LOC101202853;LOC10120_3093;LOC101222894;LOC10122_1486;LOC101206056;LOC10120_3094;LOC101205822;LOC101222245;LOC101205587;LOC101205351;LOC101205108;LOC101204858	XP_004144598.1;XP_004144505.1;XP_004144503.1;XP_011658696.1;XP_004144504.1;XP_011658697.1;XP_004144502.1;XP_031744761.1;XP_031744762.1;XP_004144596.1;XP_004144499.1;XP_011658698.2;XP_004144594.1;XP_004144593.2;XP_004144592.1	
33	Saccharide	4074800	4231236	156440	DAHP_synth_2, Oxidored_FMN, Prenyltransf, UDPGT_2, UbiA	cyanogenic glucoside-6, monoterpenoid-6	NC_026661.2	LOC10543_381;LOC105436088;LOC10543_380;LOC116405155;LOC105436089;LOC101204196;LOC10120_3104;LOC10120_3105;LOC10120_3106;LOC10120_3107;LOC10120_3108;LOC10120_3109;LOC10120_3110;LOC10120_3111;LOC10120_3112;LOC10120_3113;LOC10120_3114;LOC10120_3115;LOC10120_3116;LOC10120_3117;LOC10120_3118;LOC10120_3119;LOC10120_3120;LOC10120_3121;LOC10120_3122;LOC101220652;LOC101204686;LOC105436090;LOC101204926;LOC101218965;LOC101218180;LOC10121_4367;LOC101221362;LOC101221123;LOC101221603;LOC101221829;LOC101205171;LOC10120_3123;LOC10120_3124;LOC105436236;LOC105436237;LOC105436091;LOC101205649;LOC10120_3125;LOC10120_3126;LOC101222542;LOC101205882;LOC10120_3127	XP_031744782.1;XP_031744783.1;XP_011658801.2;XP_031744781.1;XP_011658802.2;XP_031744346.1;XP_031744347.1;XP_031744348.1;XP_031744349.1;XP_031744350.1;XP_031744351.1;XP_031744352.1;XP_031744353.1;XP_011658790.1;XP_011658791.1;XP_011658792.1;XP_011658793.1;XP_011658794.1;XP_011658795.1;XP_011658796.1;XP_011658797.1;XP_011658798.1;XP_004137054.2;XP_011658799.1;XP_011658800.1;XP_011658789.2;XP_031745218.1;XP_011658803.2;XP_031745219.1;XP_011658804.2;XP_011658805.2;XP_031744640.1;XP_004136882.1;XP_031744639.1;XP_004136883.1;XP_004136884.1;XP_004137058.2;XP_031744945.1;XP_031744946.1;XP_011659717.1;XP_011659718.1;XP_011658811.1;XP_031745176.1;XP_031745177.1;XP_011658812.1;XP_004136886.2;XP_011658815.1;XP_011658816.1	
34	Putative	19385850	19448985	63130	Acetyltransf_1, Methyltransf_11, Peptidase_S10, p450	-	NC_026661.2	LOC101213168;LOC10543_406;LOC105436182;LOC101212202;LOC101211962;LOC101211727;LOC10121_4626;LOC10121_4627;LOC101214301;LOC101214058;LOC10121_4628;LOC10121_4629;LOC10121_4630;LOC10121_4631;LOC101213811;LOC101211483;LOC101211233;LOC10121_4632;LOC101210984;LOC101210742;LOC101210498	XP_004135958.1;XP_011659426.1;XP_011659425.1;XP_004135954.3;XP_004135953.1;XP_004135952.1;XP_011659427.1;XP_011659428.1;XP_004136133.1;XP_031744225.1;XP_031744226.1;XP_004136132.1;XP_031744227.1;XP_031744228.1;XP_004136131.1;XP_004135951.1;XP_004135950.1;XP_031744576.1;XP_004135949.1;XP_004135948.1;XP_004135947.2	
35	Putative	20665446	20744155	78710	2OG-FeII_Oxy, Aminotran_1_2, DIOX_N	-	NC_026661.2	LOC101202740;LOC101220102;LOC10122_1589;LOC101219865;LOC10121_4657;LOC101223012;LOC101219623;LOC101219385;LOC101219147;LOC116405067;LOC101221824;LOC101222299	XP_011659548.1;XP_004136074.1;XP_031744406.1;XP_004136073.1;XP_031744410.1;XP_004135830.1;XP_004136072.1;XP_004136071.2;NP_001267625.1;XP_031744480.1;XP_031744481.1;XP_004135827.1	
36	Saccharide	6094	115719	109620	Aminotran_3, Glyco_hydro_1, UDPGT_2	small phenolic	NW_022279569.1	LOC116406240;LOC101214511;LOC116401614;LOC116406241;LOC101214031;LOC101208662;LOC101208419;LOC10120_3397;LOC10120_3398;LOC10120_3399;LOC10120_3400;LOC101213550;LOC116406237;LOC11640_536;LOC11640_537;LOC116406244	XP_031745812.1;XP_004149165.1;XP_004149148.1;XP_031745819.1;XP_004149163.2;XP_004149146.2;XP_011653133.1;XP_031745810.1;XP_011653134.1;XP_031745809.1;XP_004149145.1;XP_011653132.2;XP_031745805.1;XP_031745807.1;XP_031745808.1;XP_031745821.1	
