potentialBGC	protein_ids	Gene cluster gene accessions
11	lcl|NC_026655.2_cds_XP_004146708.1_2326_lcl|NC_026655.2_cds_XP_004146708.1_2326_1;lcl|NC_026655.2_cds_XP_011655753.1_2327_lcl|NC_026655.2_cds_XP_011655753.1_2327_1;lcl|NC_026655.2_cds_XP_011655766.1_2329_lcl|NC_026655.2_cds_XP_011655766.1_2329_1	XP_004146708.1;XP_011655753.1;XP_011655766.1
12	lcl|NC_026655.2_cds_XP_004150214.1_2889_lcl|NC_026655.2_cds_XP_004150214.1_2889_1;lcl|NC_026655.2_cds_XP_004150221.1_2890_lcl|NC_026655.2_cds_XP_004150221.1_2890_1;lcl|NC_026655.2_cds_XP_031739238.1_2891_lcl|NC_026655.2_cds_XP_031739238.1_2891_1	XP_004150214.1;XP_004150221.1;XP_031739238.1
13	lcl|NC_026655.2_cds_XP_004135537.1_3203_lcl|NC_026655.2_cds_XP_004135537.1_3203_1;lcl|NC_026655.2_cds_XP_004135538.1_3204_lcl|NC_026655.2_cds_XP_004135538.1_3204_1;lcl|NC_026655.2_cds_XP_004135720.1_3205_lcl|NC_026655.2_cds_XP_004135720.1_3205_1	XP_004135537.1;XP_004135538.1;XP_004135720.1
14	lcl|NC_026655.2_cds_XP_031739407.1_3723_lcl|NC_026655.2_cds_XP_031739407.1_3723_1;lcl|NC_026655.2_cds_XP_011659997.1_3724_lcl|NC_026655.2_cds_XP_011659997.1_3724_1;lcl|NC_026655.2_cds_XP_004144014.1_3729_lcl|NC_026655.2_cds_XP_004144014.1_3729_1	XP_004144014.1;XP_011659997.1;XP_031739407.1
15	lcl|NC_026655.2_cds_XP_004139052.1_4080_lcl|NC_026655.2_cds_XP_004139052.1_4080_1;lcl|NC_026655.2_cds_XP_004139053.1_4081_lcl|NC_026655.2_cds_XP_004139053.1_4081_1;lcl|NC_026655.2_cds_XP_004139054.1_4082_lcl|NC_026655.2_cds_XP_004139054.1_4082_1	XP_004139052.1;XP_004139053.1;XP_004139054.1
16	lcl|NC_026655.2_cds_XP_004139102.1_4246_lcl|NC_026655.2_cds_XP_004139102.1_4246_1;lcl|NC_026655.2_cds_XP_004139103.1_4247_lcl|NC_026655.2_cds_XP_004139103.1_4247_1;lcl|NC_026655.2_cds_XP_004139167.1_4248_lcl|NC_026655.2_cds_XP_004139167.1_4248_1;lcl|NC_026655.2_cds_XP_031743406.1_4249_lcl|NC_026655.2_cds_XP_031743406.1_4249_1	XP_004139102.1;XP_004139103.1;XP_004139167.1;XP_031743406.1
17	lcl|NC_026656.2_cds_XP_031736673.1_4593_lcl|NC_026656.2_cds_XP_031736673.1_4593_1;lcl|NC_026656.2_cds_XP_011648605.1_4594_lcl|NC_026656.2_cds_XP_011648605.1_4594_1;lcl|NC_026656.2_cds_XP_004141056.1_4596_lcl|NC_026656.2_cds_XP_004141056.1_4596_1;lcl|NC_026656.2_cds_XP_004141053.1_4600_lcl|NC_026656.2_cds_XP_004141053.1_4600_1	XP_004141053.1;XP_004141056.1;XP_011648605.1;XP_031736673.1
18	lcl|NC_026656.2_cds_XP_004139392.1_4888_lcl|NC_026656.2_cds_XP_004139392.1_4888_1;lcl|NC_026656.2_cds_XP_011648734.1_4889_lcl|NC_026656.2_cds_XP_011648734.1_4889_1;lcl|NC_026656.2_cds_XP_031736349.1_4890_lcl|NC_026656.2_cds_XP_031736349.1_4890_1	XP_004139392.1;XP_011648734.1;XP_031736349.1
19	lcl|NC_026656.2_cds_XP_011648921.2_5328_lcl|NC_026656.2_cds_XP_011648921.2_5328_1;lcl|NC_026656.2_cds_XP_031736690.1_5329_lcl|NC_026656.2_cds_XP_031736690.1_5329_1;lcl|NC_026656.2_cds_XP_031736583.1_5330_lcl|NC_026656.2_cds_XP_031736583.1_5330_1;lcl|NC_026656.2_cds_XP_031736342.1_5331_lcl|NC_026656.2_cds_XP_031736342.1_5331_1	XP_011648921.2;XP_031736342.1;XP_031736583.1;XP_031736690.1
20	lcl|NC_026656.2_cds_XP_004138997.1_5702_lcl|NC_026656.2_cds_XP_004138997.1_5702_1;lcl|NC_026656.2_cds_XP_011649066.1_5703_lcl|NC_026656.2_cds_XP_011649066.1_5703_1;lcl|NC_026656.2_cds_XP_031736826.1_5704_lcl|NC_026656.2_cds_XP_031736826.1_5704_1	XP_004138997.1;XP_011649066.1;XP_031736826.1
21	lcl|NC_026656.2_cds_XP_031737249.1_5875_lcl|NC_026656.2_cds_XP_031737249.1_5875_1;lcl|NC_026656.2_cds_XP_011649138.2_5876_lcl|NC_026656.2_cds_XP_011649138.2_5876_1;lcl|NC_026656.2_cds_XP_011649135.2_5877_lcl|NC_026656.2_cds_XP_011649135.2_5877_1	XP_011649135.2;XP_011649138.2;XP_031737249.1
22	lcl|NC_026656.2_cds_XP_011649139.2_5880_lcl|NC_026656.2_cds_XP_011649139.2_5880_1;lcl|NC_026656.2_cds_XP_031736387.1_5881_lcl|NC_026656.2_cds_XP_031736387.1_5881_1;lcl|NC_026656.2_cds_XP_031736386.1_5882_lcl|NC_026656.2_cds_XP_031736386.1_5882_1	XP_011649139.2;XP_031736386.1;XP_031736387.1
23	lcl|NC_026656.2_cds_XP_011649151.1_5909_lcl|NC_026656.2_cds_XP_011649151.1_5909_1;lcl|NC_026656.2_cds_XP_031736560.1_5910_lcl|NC_026656.2_cds_XP_031736560.1_5910_1;lcl|NC_026656.2_cds_XP_031736559.1_5911_lcl|NC_026656.2_cds_XP_031736559.1_5911_1	XP_011649151.1;XP_031736559.1;XP_031736560.1
24	lcl|NC_026656.2_cds_XP_004145409.1_6045_lcl|NC_026656.2_cds_XP_004145409.1_6045_1;lcl|NC_026656.2_cds_XP_004154254.1_6046_lcl|NC_026656.2_cds_XP_004154254.1_6046_1;lcl|NC_026656.2_cds_XP_004145358.2_6047_lcl|NC_026656.2_cds_XP_004145358.2_6047_1	XP_004145358.2;XP_004145409.1;XP_004154254.1
25	lcl|NC_026656.2_cds_XP_004148862.1_6129_lcl|NC_026656.2_cds_XP_004148862.1_6129_1;lcl|NC_026656.2_cds_XP_004148839.1_6130_lcl|NC_026656.2_cds_XP_004148839.1_6130_1;lcl|NC_026656.2_cds_XP_004148838.1_6131_lcl|NC_026656.2_cds_XP_004148838.1_6131_1;lcl|NC_026656.2_cds_XP_031736768.1_6132_lcl|NC_026656.2_cds_XP_031736768.1_6132_1	XP_004148838.1;XP_004148839.1;XP_004148862.1;XP_031736768.1
26	lcl|NC_026656.2_cds_XP_004148045.1_6420_lcl|NC_026656.2_cds_XP_004148045.1_6420_1;lcl|NC_026656.2_cds_XP_004148047.1_6422_lcl|NC_026656.2_cds_XP_004148047.1_6422_1;lcl|NC_026656.2_cds_XP_031736591.1_6423_lcl|NC_026656.2_cds_XP_031736591.1_6423_3	XP_004148045.1;XP_004148047.1;XP_031736591.1
27	lcl|NC_026656.2_cds_XP_004148440.1_6466_lcl|NC_026656.2_cds_XP_004148440.1_6466_1;lcl|NC_026656.2_cds_XP_031736341.1_6467_lcl|NC_026656.2_cds_XP_031736341.1_6467_1;lcl|NC_026656.2_cds_XP_031737098.1_6468_lcl|NC_026656.2_cds_XP_031737098.1_6468_1	XP_004148440.1;XP_031736341.1;XP_031737098.1
28	lcl|NC_026656.2_cds_XP_004142907.1_6899_lcl|NC_026656.2_cds_XP_004142907.1_6899_1;lcl|NC_026656.2_cds_XP_011649552.1_6900_lcl|NC_026656.2_cds_XP_011649552.1_6900_1;lcl|NC_026656.2_cds_XP_004143033.1_6901_lcl|NC_026656.2_cds_XP_004143033.1_6901_1	XP_004142907.1;XP_004143033.1;XP_011649552.1
29	lcl|NC_026656.2_cds_XP_004152753.1_7223_lcl|NC_026656.2_cds_XP_004152753.1_7223_1;lcl|NC_026656.2_cds_XP_031737059.1_7224_lcl|NC_026656.2_cds_XP_031737059.1_7224_1;lcl|NC_026656.2_cds_XP_004152624.1_7225_lcl|NC_026656.2_cds_XP_004152624.1_7225_1	XP_004152624.1;XP_004152753.1;XP_031737059.1
30	lcl|NC_026656.2_cds_XP_011649735.2_7380_lcl|NC_026656.2_cds_XP_011649735.2_7380_1;lcl|NC_026656.2_cds_XP_011649736.1_7381_lcl|NC_026656.2_cds_XP_011649736.1_7381_1;lcl|NC_026656.2_cds_XP_011649737.1_7382_lcl|NC_026656.2_cds_XP_011649737.1_7382_1	XP_011649735.2;XP_011649736.1;XP_011649737.1
31	lcl|NC_026656.2_cds_XP_004138723.2_7570_lcl|NC_026656.2_cds_XP_004138723.2_7570_1;lcl|NC_026656.2_cds_XP_011649829.1_7571_lcl|NC_026656.2_cds_XP_011649829.1_7571_1;lcl|NC_026656.2_cds_XP_011649832.1_7576_lcl|NC_026656.2_cds_XP_011649832.1_7576_1	XP_004138723.2;XP_011649829.1;XP_011649832.1
32	lcl|NC_026656.2_cds_XP_004138700.1_7615_lcl|NC_026656.2_cds_XP_004138700.1_7615_1;lcl|NC_026656.2_cds_XP_011649848.2_7616_lcl|NC_026656.2_cds_XP_011649848.2_7616_1;lcl|NC_026656.2_cds_XP_031737442.1_7617_lcl|NC_026656.2_cds_XP_031737442.1_7617_1	XP_004138700.1;XP_011649848.2;XP_031737442.1
33	lcl|NC_026657.2_cds_XP_011650265.1_8177_lcl|NC_026657.2_cds_XP_011650265.1_8177_1;lcl|NC_026657.2_cds_XP_004146208.2_8178_lcl|NC_026657.2_cds_XP_004146208.2_8178_3;lcl|NC_026657.2_cds_XP_004146167.1_8179_lcl|NC_026657.2_cds_XP_004146167.1_8179_1	XP_004146167.1;XP_004146208.2;XP_011650265.1
34	lcl|NC_026657.2_cds_XP_004148282.1_8621_lcl|NC_026657.2_cds_XP_004148282.1_8621_1;lcl|NC_026657.2_cds_XP_004148281.1_8622_lcl|NC_026657.2_cds_XP_004148281.1_8622_1;lcl|NC_026657.2_cds_XP_004148280.2_8623_lcl|NC_026657.2_cds_XP_004148280.2_8623_1	XP_004148280.2;XP_004148281.1;XP_004148282.1
35	lcl|NC_026657.2_cds_XP_004149351.2_8801_lcl|NC_026657.2_cds_XP_004149351.2_8801_1;lcl|NC_026657.2_cds_XP_004149360.3_8802_lcl|NC_026657.2_cds_XP_004149360.3_8802_1;lcl|NC_026657.2_cds_XP_011650521.2_8803_lcl|NC_026657.2_cds_XP_011650521.2_8803_1;lcl|NC_026657.2_cds_XP_011650522.1_8804_lcl|NC_026657.2_cds_XP_011650522.1_8804_1	XP_004149351.2;XP_004149360.3;XP_011650521.2;XP_011650522.1
36	lcl|NC_026657.2_cds_XP_004149310.1_8895_lcl|NC_026657.2_cds_XP_004149310.1_8895_1;lcl|NC_026657.2_cds_XP_004149301.1_8896_lcl|NC_026657.2_cds_XP_004149301.1_8896_1;lcl|NC_026657.2_cds_XP_011650553.1_8897_lcl|NC_026657.2_cds_XP_011650553.1_8897_1	XP_004149301.1;XP_004149310.1;XP_011650553.1
37	lcl|NC_026657.2_cds_XP_004134405.1_9747_lcl|NC_026657.2_cds_XP_004134405.1_9747_1;lcl|NC_026657.2_cds_XP_004134052.1_9749_lcl|NC_026657.2_cds_XP_004134052.1_9749_1;lcl|NC_026657.2_cds_XP_004134407.1_9750_lcl|NC_026657.2_cds_XP_004134407.1_9750_1	XP_004134052.1;XP_004134405.1;XP_004134407.1
38	lcl|NC_026657.2_cds_XP_031739464.1_9780_lcl|NC_026657.2_cds_XP_031739464.1_9780_1;lcl|NC_026657.2_cds_XP_004134065.1_9781_lcl|NC_026657.2_cds_XP_004134065.1_9781_1;lcl|NC_026657.2_cds_XP_004134411.1_9782_lcl|NC_026657.2_cds_XP_004134411.1_9782_1	XP_004134065.1;XP_004134411.1;XP_031739464.1
39	lcl|NC_026657.2_cds_XP_004134079.1_9804_lcl|NC_026657.2_cds_XP_004134079.1_9804_1;lcl|NC_026657.2_cds_XP_004134080.1_9805_lcl|NC_026657.2_cds_XP_004134080.1_9805_1;lcl|NC_026657.2_cds_XP_004134081.1_9806_lcl|NC_026657.2_cds_XP_004134081.1_9806_1	XP_004134079.1;XP_004134080.1;XP_004134081.1
40	lcl|NC_026657.2_cds_XP_004134430.2_9848_lcl|NC_026657.2_cds_XP_004134430.2_9848_1;lcl|NC_026657.2_cds_XP_004134106.1_9849_lcl|NC_026657.2_cds_XP_004134106.1_9849_2;lcl|NC_026657.2_cds_XP_011650953.1_9850_lcl|NC_026657.2_cds_XP_011650953.1_9850_1	XP_004134106.1;XP_004134430.2;XP_011650953.1
41	lcl|NC_026657.2_cds_XP_004134117.1_9868_lcl|NC_026657.2_cds_XP_004134117.1_9868_1;lcl|NC_026657.2_cds_XP_004134119.1_9869_lcl|NC_026657.2_cds_XP_004134119.1_9869_1;lcl|NC_026657.2_cds_XP_004134120.1_9870_lcl|NC_026657.2_cds_XP_004134120.1_9870_1	XP_004134117.1;XP_004134119.1;XP_004134120.1
42	lcl|NC_026657.2_cds_XP_004134185.1_10039_lcl|NC_026657.2_cds_XP_004134185.1_10039_1;lcl|NC_026657.2_cds_XP_004134186.1_10040_lcl|NC_026657.2_cds_XP_004134186.1_10040_1;lcl|NC_026657.2_cds_XP_004134187.1_10041_lcl|NC_026657.2_cds_XP_004134187.1_10041_1;lcl|NC_026657.2_cds_XP_011651032.1_10042_lcl|NC_026657.2_cds_XP_011651032.1_10042_1	XP_004134185.1;XP_004134186.1;XP_004134187.1;XP_011651032.1
43	lcl|NC_026657.2_cds_XP_004148154.1_10332_lcl|NC_026657.2_cds_XP_004148154.1_10332_1;lcl|NC_026657.2_cds_XP_004148123.1_10333_lcl|NC_026657.2_cds_XP_004148123.1_10333_1;lcl|NC_026657.2_cds_XP_004148122.1_10335_lcl|NC_026657.2_cds_XP_004148122.1_10335_1	XP_004148122.1;XP_004148123.1;XP_004148154.1
44	lcl|NC_026657.2_cds_XP_004150306.1_10356_lcl|NC_026657.2_cds_XP_004150306.1_10356_1;lcl|NC_026657.2_cds_XP_004140798.2_10358_lcl|NC_026657.2_cds_XP_004140798.2_10358_1;lcl|NC_026657.2_cds_XP_011651132.2_10359_lcl|NC_026657.2_cds_XP_011651132.2_10359_1	XP_004140798.2;XP_004150306.1;XP_011651132.2
45	lcl|NC_026657.2_cds_XP_004140738.2_10501_lcl|NC_026657.2_cds_XP_004140738.2_10501_1;lcl|NC_026657.2_cds_XP_031739082.1_10502_lcl|NC_026657.2_cds_XP_031739082.1_10502_1;lcl|NC_026657.2_cds_XP_031739087.1_10503_lcl|NC_026657.2_cds_XP_031739087.1_10503_1	XP_004140738.2;XP_031739082.1;XP_031739087.1
46	lcl|NC_026657.2_cds_XP_004140724.1_10555_lcl|NC_026657.2_cds_XP_004140724.1_10555_1;lcl|NC_026657.2_cds_XP_031738943.1_10556_lcl|NC_026657.2_cds_XP_031738943.1_10556_1;lcl|NC_026657.2_cds_XP_004140723.1_10562_lcl|NC_026657.2_cds_XP_004140723.1_10562_1	XP_004140723.1;XP_004140724.1;XP_031738943.1
47	lcl|NC_026657.2_cds_XP_004146274.1_10756_lcl|NC_026657.2_cds_XP_004146274.1_10756_1;lcl|NC_026657.2_cds_XP_031739166.1_10757_lcl|NC_026657.2_cds_XP_031739166.1_10757_1;lcl|NC_026657.2_cds_XP_011651297.1_10759_lcl|NC_026657.2_cds_XP_011651297.1_10759_1	XP_004146274.1;XP_011651297.1;XP_031739166.1
48	lcl|NC_026657.2_cds_XP_031737542.1_11069_lcl|NC_026657.2_cds_XP_031737542.1_11069_1;lcl|NC_026657.2_cds_XP_004151992.1_11070_lcl|NC_026657.2_cds_XP_004151992.1_11070_1;lcl|NC_026657.2_cds_XP_031738716.1_11071_lcl|NC_026657.2_cds_XP_031738716.1_11071_1	XP_004151992.1;XP_031737542.1;XP_031738716.1
49	lcl|NC_026657.2_cds_XP_004152034.1_11144_lcl|NC_026657.2_cds_XP_004152034.1_11144_1;lcl|NC_026657.2_cds_XP_004152033.1_11145_lcl|NC_026657.2_cds_XP_004152033.1_11145_1;lcl|NC_026657.2_cds_XP_004151967.1_11146_lcl|NC_026657.2_cds_XP_004151967.1_11146_1;lcl|NC_026657.2_cds_XP_004151966.2_11147_lcl|NC_026657.2_cds_XP_004151966.2_11147_1	XP_004151966.2;XP_004151967.1;XP_004152033.1;XP_004152034.1
50	lcl|NC_026657.2_cds_XP_004147998.2_11315_lcl|NC_026657.2_cds_XP_004147998.2_11315_1;lcl|NC_026657.2_cds_XP_031737558.1_11316_lcl|NC_026657.2_cds_XP_031737558.1_11316_1;lcl|NC_026657.2_cds_XP_004147999.1_11317_lcl|NC_026657.2_cds_XP_004147999.1_11317_1	XP_004147998.2;XP_004147999.1;XP_031737558.1
51	lcl|NC_026657.2_cds_XP_004148022.1_11349_lcl|NC_026657.2_cds_XP_004148022.1_11349_1;lcl|NC_026657.2_cds_XP_031737982.1_11350_lcl|NC_026657.2_cds_XP_031737982.1_11350_1;lcl|NC_026657.2_cds_XP_031737983.1_11351_lcl|NC_026657.2_cds_XP_031737983.1_11351_1	XP_004148022.1;XP_031737982.1;XP_031737983.1
52	lcl|NC_026657.2_cds_XP_004149721.1_11881_lcl|NC_026657.2_cds_XP_004149721.1_11881_1;lcl|NC_026657.2_cds_XP_011651767.1_11882_lcl|NC_026657.2_cds_XP_011651767.1_11882_1;lcl|NC_026657.2_cds_XP_011651768.1_11883_lcl|NC_026657.2_cds_XP_011651768.1_11883_1;lcl|NC_026657.2_cds_XP_004149718.1_11885_lcl|NC_026657.2_cds_XP_004149718.1_11885_1	XP_004149718.1;XP_004149721.1;XP_011651767.1;XP_011651768.1
53	lcl|NC_026657.2_cds_XP_031738830.1_11954_lcl|NC_026657.2_cds_XP_031738830.1_11954_2;lcl|NC_026657.2_cds_XP_031738831.1_11955_lcl|NC_026657.2_cds_XP_031738831.1_11955_1;lcl|NC_026657.2_cds_XP_004137646.3_11958_lcl|NC_026657.2_cds_XP_004137646.3_11958_1	XP_004137646.3;XP_031738830.1;XP_031738831.1
54	lcl|NC_026657.2_cds_XP_031737816.1_11991_lcl|NC_026657.2_cds_XP_031737816.1_11991_1;lcl|NC_026657.2_cds_XP_031737719.1_11992_lcl|NC_026657.2_cds_XP_031737719.1_11992_1;lcl|NC_026657.2_cds_XP_031737773.1_11993_lcl|NC_026657.2_cds_XP_031737773.1_11993_1;lcl|NC_026657.2_cds_XP_031737885.1_11994_lcl|NC_026657.2_cds_XP_031737885.1_11994_1;lcl|NC_026657.2_cds_XP_004137661.2_11995_lcl|NC_026657.2_cds_XP_004137661.2_11995_1	XP_004137661.2;XP_031737719.1;XP_031737773.1;XP_031737816.1;XP_031737885.1
55	lcl|NC_026657.2_cds_XP_004137687.1_12044_lcl|NC_026657.2_cds_XP_004137687.1_12044_1;lcl|NC_026657.2_cds_XP_004137688.1_12045_lcl|NC_026657.2_cds_XP_004137688.1_12045_1;lcl|NC_026657.2_cds_XP_004137689.1_12046_lcl|NC_026657.2_cds_XP_004137689.1_12046_1	XP_004137687.1;XP_004137688.1;XP_004137689.1
56	lcl|NC_026657.2_cds_XP_004137914.1_12131_lcl|NC_026657.2_cds_XP_004137914.1_12131_1;lcl|NC_026657.2_cds_XP_004137734.1_12132_lcl|NC_026657.2_cds_XP_004137734.1_12132_1;lcl|NC_026657.2_cds_XP_004137735.1_12133_lcl|NC_026657.2_cds_XP_004137735.1_12133_1;lcl|NC_026657.2_cds_XP_004137737.1_12135_lcl|NC_026657.2_cds_XP_004137737.1_12135_1	XP_004137734.1;XP_004137735.1;XP_004137737.1;XP_004137914.1
57	lcl|NC_026657.2_cds_XP_004137928.2_12181_lcl|NC_026657.2_cds_XP_004137928.2_12181_1;lcl|NC_026657.2_cds_XP_004137777.1_12182_lcl|NC_026657.2_cds_XP_004137777.1_12182_1;lcl|NC_026657.2_cds_XP_004137775.1_12183_lcl|NC_026657.2_cds_XP_004137775.1_12183_1	XP_004137775.1;XP_004137777.1;XP_004137928.2
58	lcl|NC_026657.2_cds_XP_031739029.1_12493_lcl|NC_026657.2_cds_XP_031739029.1_12493_1;lcl|NC_026657.2_cds_XP_004149216.2_12496_lcl|NC_026657.2_cds_XP_004149216.2_12496_1;lcl|NC_026657.2_cds_XP_004149215.2_12497_lcl|NC_026657.2_cds_XP_004149215.2_12497_1	XP_004149215.2;XP_004149216.2;XP_031739029.1
59	lcl|NC_026657.2_cds_XP_004136629.1_12881_lcl|NC_026657.2_cds_XP_004136629.1_12881_1;lcl|NC_026657.2_cds_NP_001267552.1_12882_lcl|NC_026657.2_cds_NP_001267552.1_12882_1;lcl|NC_026657.2_cds_XP_031737454.1_12883_lcl|NC_026657.2_cds_XP_031737454.1_12883_1	NP_001267552.1;XP_004136629.1;XP_031737454.1
60	lcl|NC_026657.2_cds_XP_011652280.1_13180_lcl|NC_026657.2_cds_XP_011652280.1_13180_1;lcl|NC_026657.2_cds_XP_004141189.2_13181_lcl|NC_026657.2_cds_XP_004141189.2_13181_1;lcl|NC_026657.2_cds_XP_031737710.1_13182_lcl|NC_026657.2_cds_XP_031737710.1_13182_1	XP_004141189.2;XP_011652280.1;XP_031737710.1
61	lcl|NC_026657.2_cds_XP_004141122.1_13254_lcl|NC_026657.2_cds_XP_004141122.1_13254_1;lcl|NC_026657.2_cds_XP_011652309.2_13255_lcl|NC_026657.2_cds_XP_011652309.2_13255_1;lcl|NC_026657.2_cds_XP_004141200.1_13256_lcl|NC_026657.2_cds_XP_004141200.1_13256_1	XP_004141122.1;XP_004141200.1;XP_011652309.2
62	lcl|NC_026657.2_cds_XP_004147794.1_13517_lcl|NC_026657.2_cds_XP_004147794.1_13517_1;lcl|NC_026657.2_cds_XP_004147795.1_13518_lcl|NC_026657.2_cds_XP_004147795.1_13518_1;lcl|NC_026657.2_cds_XP_004147793.1_13521_lcl|NC_026657.2_cds_XP_004147793.1_13521_1;lcl|NC_026657.2_cds_XP_011652405.1_13522_lcl|NC_026657.2_cds_XP_011652405.1_13522_1	XP_004147793.1;XP_004147794.1;XP_004147795.1;XP_011652405.1
63	lcl|NC_026657.2_cds_XP_011652625.1_14068_lcl|NC_026657.2_cds_XP_011652625.1_14068_2;lcl|NC_026657.2_cds_XP_004136402.1_14069_lcl|NC_026657.2_cds_XP_004136402.1_14069_1;lcl|NC_026657.2_cds_XP_011652626.1_14070_lcl|NC_026657.2_cds_XP_011652626.1_14070_1	XP_004136402.1;XP_011652625.1;XP_011652626.1
64	lcl|NC_026658.2_cds_XP_004152187.1_14490_lcl|NC_026658.2_cds_XP_004152187.1_14490_1;lcl|NC_026658.2_cds_XP_004152186.1_14491_lcl|NC_026658.2_cds_XP_004152186.1_14491_1;lcl|NC_026658.2_cds_XP_031739792.1_14492_lcl|NC_026658.2_cds_XP_031739792.1_14492_1	XP_004152186.1;XP_004152187.1;XP_031739792.1
65	lcl|NC_026658.2_cds_XP_004148998.1_15087_lcl|NC_026658.2_cds_XP_004148998.1_15087_1;lcl|NC_026658.2_cds_XP_004148997.1_15088_lcl|NC_026658.2_cds_XP_004148997.1_15088_1;lcl|NC_026658.2_cds_XP_004148994.1_15091_lcl|NC_026658.2_cds_XP_004148994.1_15091_1	XP_004148994.1;XP_004148997.1;XP_004148998.1
66	lcl|NC_026658.2_cds_XP_031739983.1_15400_lcl|NC_026658.2_cds_XP_031739983.1_15400_1;lcl|NC_026658.2_cds_XP_004137286.1_15401_lcl|NC_026658.2_cds_XP_004137286.1_15401_1;lcl|NC_026658.2_cds_XP_004137285.1_15402_lcl|NC_026658.2_cds_XP_004137285.1_15402_1	XP_004137285.1;XP_004137286.1;XP_031739983.1
