potentialBGC	protein_ids	Gene cluster gene accessions
11	lcl|NC_089035.1_cds_XP_015622212.1_1437_lcl|NC_089035.1_cds_XP_015622212.1_1437_1;lcl|NC_089035.1_cds_XP_015622211.1_1438_lcl|NC_089035.1_cds_XP_015622211.1_1438_1;lcl|NC_089035.1_cds_XP_025880203.1_1441_lcl|NC_089035.1_cds_XP_025880203.1_1441_1	XP_015622211.1;XP_015622212.1;XP_025880203.1
12	lcl|NC_089035.1_cds_NP_001393119.1_1475_lcl|NC_089035.1_cds_NP_001393119.1_1475_1;lcl|NC_089035.1_cds_XP_015622871.1_1476_lcl|NC_089035.1_cds_XP_015622871.1_1476_1;lcl|NC_089035.1_cds_XP_066162975.1_1477_lcl|NC_089035.1_cds_XP_066162975.1_1477_1	NP_001393119.1;XP_015622871.1;XP_066162975.1
13	lcl|NC_089035.1_cds_XP_015643435.1_1675_lcl|NC_089035.1_cds_XP_015643435.1_1675_1;lcl|NC_089035.1_cds_XP_015642324.1_1676_lcl|NC_089035.1_cds_XP_015642324.1_1676_1;lcl|NC_089035.1_cds_XP_015637367.1_1677_lcl|NC_089035.1_cds_XP_015637367.1_1677_1;lcl|NC_089035.1_cds_NP_001388665.1_1678_lcl|NC_089035.1_cds_NP_001388665.1_1678_1	NP_001388665.1;XP_015637367.1;XP_015642324.1;XP_015643435.1
14	lcl|NC_089035.1_cds_XP_066162802.1_1813_lcl|NC_089035.1_cds_XP_066162802.1_1813_1;lcl|NC_089035.1_cds_XP_015625388.1_1814_lcl|NC_089035.1_cds_XP_015625388.1_1814_1;lcl|NC_089035.1_cds_XP_015629988.1_1815_lcl|NC_089035.1_cds_XP_015629988.1_1815_1	XP_015625388.1;XP_015629988.1;XP_066162802.1
15	lcl|NC_089035.1_cds_XP_015632639.1_2001_lcl|NC_089035.1_cds_XP_015632639.1_2001_1;lcl|NC_089035.1_cds_XP_015631703.1_2002_lcl|NC_089035.1_cds_XP_015631703.1_2002_1;lcl|NC_089035.1_cds_XP_015634504.1_2003_lcl|NC_089035.1_cds_XP_015634504.1_2003_1;lcl|NC_089035.1_cds_XP_025881117.2_2004_lcl|NC_089035.1_cds_XP_025881117.2_2004_1;lcl|NC_089035.1_cds_XP_025881118.1_2005_lcl|NC_089035.1_cds_XP_025881118.1_2005_1	XP_015631703.1;XP_015632639.1;XP_015634504.1;XP_025881117.2;XP_025881118.1
16	lcl|NC_089035.1_cds_XP_015647469.1_2079_lcl|NC_089035.1_cds_XP_015647469.1_2079_1;lcl|NC_089035.1_cds_XP_015647478.1_2080_lcl|NC_089035.1_cds_XP_015647478.1_2080_1;lcl|NC_089035.1_cds_XP_015647457.1_2082_lcl|NC_089035.1_cds_XP_015647457.1_2082_1;lcl|NC_089035.1_cds_NP_001388445.1_2083_lcl|NC_089035.1_cds_NP_001388445.1_2083_1	NP_001388445.1;XP_015647457.1;XP_015647469.1;XP_015647478.1
17	lcl|NC_089035.1_cds_XP_015621618.1_2441_lcl|NC_089035.1_cds_XP_015621618.1_2441_1;lcl|NC_089035.1_cds_XP_015642682.1_2442_lcl|NC_089035.1_cds_XP_015642682.1_2442_1;lcl|NC_089035.1_cds_XP_015626456.1_2443_lcl|NC_089035.1_cds_XP_015626456.1_2443_1	XP_015621618.1;XP_015626456.1;XP_015642682.1
18	lcl|NC_089035.1_cds_XP_015636108.1_2549_lcl|NC_089035.1_cds_XP_015636108.1_2549_1;lcl|NC_089035.1_cds_XP_015612494.1_2550_lcl|NC_089035.1_cds_XP_015612494.1_2550_1;lcl|NC_089035.1_cds_XP_015643926.1_2551_lcl|NC_089035.1_cds_XP_015643926.1_2551_1	XP_015612494.1;XP_015636108.1;XP_015643926.1
19	lcl|NC_089035.1_cds_XP_015638279.1_2690_lcl|NC_089035.1_cds_XP_015638279.1_2690_1;lcl|NC_089035.1_cds_XP_066164022.1_2691_lcl|NC_089035.1_cds_XP_066164022.1_2691_1;lcl|NC_089035.1_cds_XP_015621626.1_2692_lcl|NC_089035.1_cds_XP_015621626.1_2692_1	XP_015621626.1;XP_015638279.1;XP_066164022.1
20	lcl|NC_089035.1_cds_NP_001385207.1_3079_lcl|NC_089035.1_cds_NP_001385207.1_3079_1;lcl|NC_089035.1_cds_XP_015638703.1_3080_lcl|NC_089035.1_cds_XP_015638703.1_3080_1;lcl|NC_089035.1_cds_XP_015619719.1_3082_lcl|NC_089035.1_cds_XP_015619719.1_3082_1	NP_001385207.1;XP_015619719.1;XP_015638703.1
21	lcl|NC_089035.1_cds_XP_015611404.1_3193_lcl|NC_089035.1_cds_XP_015611404.1_3193_1;lcl|NC_089035.1_cds_XP_015611412.1_3194_lcl|NC_089035.1_cds_XP_015611412.1_3194_1;lcl|NC_089035.1_cds_XP_015621785.1_3195_lcl|NC_089035.1_cds_XP_015621785.1_3195_1	XP_015611404.1;XP_015611412.1;XP_015621785.1
22	lcl|NC_089035.1_cds_XP_015621688.1_3972_lcl|NC_089035.1_cds_XP_015621688.1_3972_1;lcl|NC_089035.1_cds_XP_015621687.2_3973_lcl|NC_089035.1_cds_XP_015621687.2_3973_1;lcl|NC_089035.1_cds_XP_015634785.1_3974_lcl|NC_089035.1_cds_XP_015634785.1_3974_1;lcl|NC_089035.1_cds_XP_015624521.2_3975_lcl|NC_089035.1_cds_XP_015624521.2_3975_1	XP_015621687.2;XP_015621688.1;XP_015624521.2;XP_015634785.1
23	lcl|NC_089035.1_cds_XP_066164235.1_4435_lcl|NC_089035.1_cds_XP_066164235.1_4435_1;lcl|NC_089035.1_cds_XP_015639559.3_4436_lcl|NC_089035.1_cds_XP_015639559.3_4436_1;lcl|NC_089035.1_cds_XP_066164236.1_4437_lcl|NC_089035.1_cds_XP_066164236.1_4437_1	XP_015639559.3;XP_066164235.1;XP_066164236.1
24	lcl|NC_089035.1_cds_XP_015639695.1_4603_lcl|NC_089035.1_cds_XP_015639695.1_4603_1;lcl|NC_089035.1_cds_XP_015643625.1_4604_lcl|NC_089035.1_cds_XP_015643625.1_4604_1;lcl|NC_089035.1_cds_XP_015630482.1_4605_lcl|NC_089035.1_cds_XP_015630482.1_4605_1;lcl|NC_089035.1_cds_XP_015627758.1_4607_lcl|NC_089035.1_cds_XP_015627758.1_4607_3	XP_015627758.1;XP_015630482.1;XP_015639695.1;XP_015643625.1
25	lcl|NC_089035.1_cds_XP_015621068.2_4915_lcl|NC_089035.1_cds_XP_015621068.2_4915_1;lcl|NC_089035.1_cds_XP_015622191.1_4916_lcl|NC_089035.1_cds_XP_015622191.1_4916_1;lcl|NC_089035.1_cds_XP_015619853.1_4917_lcl|NC_089035.1_cds_XP_015619853.1_4917_1	XP_015619853.1;XP_015621068.2;XP_015622191.1
26	lcl|NC_089035.1_cds_XP_015641332.1_4978_lcl|NC_089035.1_cds_XP_015641332.1_4978_2;lcl|NC_089035.1_cds_XP_025878148.1_4983_lcl|NC_089035.1_cds_XP_025878148.1_4983_1;lcl|NC_089035.1_cds_XP_025878149.1_4984_lcl|NC_089035.1_cds_XP_025878149.1_4984_1	XP_015641332.1;XP_025878148.1;XP_025878149.1
27	lcl|NC_089035.1_cds_XP_015638750.1_5255_lcl|NC_089035.1_cds_XP_015638750.1_5255_1;lcl|NC_089035.1_cds_XP_015627858.1_5256_lcl|NC_089035.1_cds_XP_015627858.1_5256_1;lcl|NC_089035.1_cds_XP_015646377.1_5257_lcl|NC_089035.1_cds_XP_015646377.1_5257_1	XP_015627858.1;XP_015638750.1;XP_015646377.1
28	lcl|NC_089035.1_cds_XP_015644175.1_5456_lcl|NC_089035.1_cds_XP_015644175.1_5456_1;lcl|NC_089035.1_cds_XP_025878224.1_5457_lcl|NC_089035.1_cds_XP_025878224.1_5457_1;lcl|NC_089035.1_cds_XP_025878225.1_5458_lcl|NC_089035.1_cds_XP_025878225.1_5458_1;lcl|NC_089035.1_cds_XP_015629135.1_5459_lcl|NC_089035.1_cds_XP_015629135.1_5459_1	XP_015629135.1;XP_015644175.1;XP_025878224.1;XP_025878225.1
29	lcl|NC_089035.1_cds_XP_025878234.1_5488_lcl|NC_089035.1_cds_XP_025878234.1_5488_1;lcl|NC_089035.1_cds_NP_001395947.1_5490_lcl|NC_089035.1_cds_NP_001395947.1_5490_1;lcl|NC_089035.1_cds_NP_001395948.1_5491_lcl|NC_089035.1_cds_NP_001395948.1_5491_1;lcl|NC_089035.1_cds_NP_001395950.1_5492_lcl|NC_089035.1_cds_NP_001395950.1_5492_1	NP_001395947.1;NP_001395948.1;NP_001395950.1;XP_025878234.1
30	lcl|NC_089035.1_cds_XP_015620702.1_5532_lcl|NC_089035.1_cds_XP_015620702.1_5532_1;lcl|NC_089035.1_cds_XP_015627098.1_5533_lcl|NC_089035.1_cds_XP_015627098.1_5533_1;lcl|NC_089035.1_cds_XP_066162855.1_5535_lcl|NC_089035.1_cds_XP_066162855.1_5535_1;lcl|NC_089035.1_cds_NP_001388588.1_5536_lcl|NC_089035.1_cds_NP_001388588.1_5536_1	NP_001388588.1;XP_015620702.1;XP_015627098.1;XP_066162855.1
31	lcl|NC_089036.1_cds_XP_015625683.1_6142_lcl|NC_089036.1_cds_XP_015625683.1_6142_1;lcl|NC_089036.1_cds_NP_001388683.1_6143_lcl|NC_089036.1_cds_NP_001388683.1_6143_1;lcl|NC_089036.1_cds_XP_066163566.1_6146_lcl|NC_089036.1_cds_XP_066163566.1_6146_2	NP_001388683.1;XP_015625683.1;XP_066163566.1
32	lcl|NC_089036.1_cds_XP_015623587.1_6211_lcl|NC_089036.1_cds_XP_015623587.1_6211_2;lcl|NC_089036.1_cds_NP_001393350.1_6212_lcl|NC_089036.1_cds_NP_001393350.1_6212_1;lcl|NC_089036.1_cds_NP_001393351.1_6213_lcl|NC_089036.1_cds_NP_001393351.1_6213_1	NP_001393350.1;NP_001393351.1;XP_015623587.1
33	lcl|NC_089036.1_cds_XP_015626953.1_6623_lcl|NC_089036.1_cds_XP_015626953.1_6623_1;lcl|NC_089036.1_cds_XP_015626954.1_6624_lcl|NC_089036.1_cds_XP_015626954.1_6624_1;lcl|NC_089036.1_cds_XP_015624259.1_6627_lcl|NC_089036.1_cds_XP_015624259.1_6627_1	XP_015624259.1;XP_015626953.1;XP_015626954.1
34	lcl|NC_089036.1_cds_NP_001396297.1_6836_lcl|NC_089036.1_cds_NP_001396297.1_6836_1;lcl|NC_089036.1_cds_XP_015627583.1_6837_lcl|NC_089036.1_cds_XP_015627583.1_6837_1;lcl|NC_089036.1_cds_XP_066163295.1_6841_lcl|NC_089036.1_cds_XP_066163295.1_6841_1	NP_001396297.1;XP_015627583.1;XP_066163295.1
35	lcl|NC_089036.1_cds_NP_001396319.1_6914_lcl|NC_089036.1_cds_NP_001396319.1_6914_1;lcl|NC_089036.1_cds_XP_015622682.1_6915_lcl|NC_089036.1_cds_XP_015622682.1_6915_1;lcl|NC_089036.1_cds_XP_015623631.1_6916_lcl|NC_089036.1_cds_XP_015623631.1_6916_1	NP_001396319.1;XP_015622682.1;XP_015623631.1
36	lcl|NC_089036.1_cds_XP_015626912.1_7003_lcl|NC_089036.1_cds_XP_015626912.1_7003_1;lcl|NC_089036.1_cds_XP_015626909.1_7004_lcl|NC_089036.1_cds_XP_015626909.1_7004_1;lcl|NC_089036.1_cds_XP_015626910.1_7005_lcl|NC_089036.1_cds_XP_015626910.1_7005_1	XP_015626909.1;XP_015626910.1;XP_015626912.1
37	lcl|NC_089036.1_cds_XP_015624646.1_7210_lcl|NC_089036.1_cds_XP_015624646.1_7210_1;lcl|NC_089036.1_cds_XP_015624368.2_7211_lcl|NC_089036.1_cds_XP_015624368.2_7211_1;lcl|NC_089036.1_cds_XP_015623669.1_7212_lcl|NC_089036.1_cds_XP_015623669.1_7212_1	XP_015623669.1;XP_015624368.2;XP_015624646.1
38	lcl|NC_089036.1_cds_XP_066164072.1_7405_lcl|NC_089036.1_cds_XP_066164072.1_7405_1;lcl|NC_089036.1_cds_XP_015625196.1_7406_lcl|NC_089036.1_cds_XP_015625196.1_7406_1;lcl|NC_089036.1_cds_XP_015625195.1_7407_lcl|NC_089036.1_cds_XP_015625195.1_7407_1	XP_015625195.1;XP_015625196.1;XP_066164072.1
39	lcl|NC_089036.1_cds_XP_015626376.1_7777_lcl|NC_089036.1_cds_XP_015626376.1_7777_1;lcl|NC_089036.1_cds_XP_015624414.1_7786_lcl|NC_089036.1_cds_XP_015624414.1_7786_1;lcl|NC_089036.1_cds_XP_015627451.1_7787_lcl|NC_089036.1_cds_XP_015627451.1_7787_1	XP_015624414.1;XP_015626376.1;XP_015627451.1
40	lcl|NC_089036.1_cds_XP_015624787.1_7957_lcl|NC_089036.1_cds_XP_015624787.1_7957_1;lcl|NC_089036.1_cds_XP_015624434.2_7958_lcl|NC_089036.1_cds_XP_015624434.2_7958_1;lcl|NC_089036.1_cds_XP_015624807.1_7959_lcl|NC_089036.1_cds_XP_015624807.1_7959_1	XP_015624434.2;XP_015624787.1;XP_015624807.1
41	lcl|NC_089036.1_cds_NP_001403543.1_7972_lcl|NC_089036.1_cds_NP_001403543.1_7972_1;lcl|NC_089036.1_cds_NP_001403544.1_7973_lcl|NC_089036.1_cds_NP_001403544.1_7973_1;lcl|NC_089036.1_cds_NP_001403545.1_7974_lcl|NC_089036.1_cds_NP_001403545.1_7974_1	NP_001403543.1;NP_001403544.1;NP_001403545.1
42	lcl|NC_089036.1_cds_NP_001403547.1_8039_lcl|NC_089036.1_cds_NP_001403547.1_8039_1;lcl|NC_089036.1_cds_NP_001403548.1_8040_lcl|NC_089036.1_cds_NP_001403548.1_8040_1;lcl|NC_089036.1_cds_NP_001403549.1_8041_lcl|NC_089036.1_cds_NP_001403549.1_8041_1	NP_001403547.1;NP_001403548.1;NP_001403549.1
43	lcl|NC_089036.1_cds_XP_015623727.1_8133_lcl|NC_089036.1_cds_XP_015623727.1_8133_1;lcl|NC_089036.1_cds_NP_001411227.1_8134_lcl|NC_089036.1_cds_NP_001411227.1_8134_1;lcl|NC_089036.1_cds_XP_015627062.1_8135_lcl|NC_089036.1_cds_XP_015627062.1_8135_1	NP_001411227.1;XP_015623727.1;XP_015627062.1
44	lcl|NC_089036.1_cds_XP_015624118.1_8214_lcl|NC_089036.1_cds_XP_015624118.1_8214_1;lcl|NC_089036.1_cds_NP_001403569.1_8215_lcl|NC_089036.1_cds_NP_001403569.1_8215_1;lcl|NC_089036.1_cds_NP_001403570.1_8216_lcl|NC_089036.1_cds_NP_001403570.1_8216_1	NP_001403569.1;NP_001403570.1;XP_015624118.1
45	lcl|NC_089036.1_cds_XP_015626215.1_8220_lcl|NC_089036.1_cds_XP_015626215.1_8220_1;lcl|NC_089036.1_cds_XP_015626216.1_8221_lcl|NC_089036.1_cds_XP_015626216.1_8221_1;lcl|NC_089036.1_cds_NP_001403573.1_8225_lcl|NC_089036.1_cds_NP_001403573.1_8225_1	NP_001403573.1;XP_015626215.1;XP_015626216.1
46	lcl|NC_089036.1_cds_XP_015626485.1_8501_lcl|NC_089036.1_cds_XP_015626485.1_8501_1;lcl|NC_089036.1_cds_XP_015626488.1_8502_lcl|NC_089036.1_cds_XP_015626488.1_8502_1;lcl|NC_089036.1_cds_XP_015626487.1_8503_lcl|NC_089036.1_cds_XP_015626487.1_8503_1	XP_015626485.1;XP_015626487.1;XP_015626488.1
47	lcl|NC_089036.1_cds_XP_015624386.1_8533_lcl|NC_089036.1_cds_XP_015624386.1_8533_1;lcl|NC_089036.1_cds_NP_001415195.1_8534_lcl|NC_089036.1_cds_NP_001415195.1_8534_1;lcl|NC_089036.1_cds_XP_015622996.1_8535_lcl|NC_089036.1_cds_XP_015622996.1_8535_1	NP_001415195.1;XP_015622996.1;XP_015624386.1
48	lcl|NC_089036.1_cds_XP_015622590.1_8904_lcl|NC_089036.1_cds_XP_015622590.1_8904_1;lcl|NC_089036.1_cds_NP_001403675.1_8905_lcl|NC_089036.1_cds_NP_001403675.1_8905_1;lcl|NC_089036.1_cds_NP_001403676.1_8906_lcl|NC_089036.1_cds_NP_001403676.1_8906_1	NP_001403675.1;NP_001403676.1;XP_015622590.1
49	lcl|NC_089036.1_cds_XP_015624263.1_9099_lcl|NC_089036.1_cds_XP_015624263.1_9099_1;lcl|NC_089036.1_cds_XP_015623597.1_9101_lcl|NC_089036.1_cds_XP_015623597.1_9101_1;lcl|NC_089036.1_cds_XP_015627697.1_9102_lcl|NC_089036.1_cds_XP_015627697.1_9102_1	XP_015623597.1;XP_015624263.1;XP_015627697.1
50	lcl|NC_089036.1_cds_XP_015625720.1_9441_lcl|NC_089036.1_cds_XP_015625720.1_9441_1;lcl|NC_089036.1_cds_XP_015624748.1_9442_lcl|NC_089036.1_cds_XP_015624748.1_9442_1;lcl|NC_089036.1_cds_XP_015623036.1_9443_lcl|NC_089036.1_cds_XP_015623036.1_9443_1	XP_015623036.1;XP_015624748.1;XP_015625720.1
51	lcl|NC_089036.1_cds_XP_015622751.1_9693_lcl|NC_089036.1_cds_XP_015622751.1_9693_1;lcl|NC_089036.1_cds_XP_015623554.1_9694_lcl|NC_089036.1_cds_XP_015623554.1_9694_2;lcl|NC_089036.1_cds_XP_015627561.1_9695_lcl|NC_089036.1_cds_XP_015627561.1_9695_1	XP_015622751.1;XP_015623554.1;XP_015627561.1
52	lcl|NC_089036.1_cds_XP_015624761.1_10463_lcl|NC_089036.1_cds_XP_015624761.1_10463_1;lcl|NC_089036.1_cds_XP_025878846.1_10464_lcl|NC_089036.1_cds_XP_025878846.1_10464_1;lcl|NC_089036.1_cds_XP_015624675.2_10465_lcl|NC_089036.1_cds_XP_015624675.2_10465_1	XP_015624675.2;XP_015624761.1;XP_025878846.1
53	lcl|NC_089036.1_cds_XP_015625383.2_10545_lcl|NC_089036.1_cds_XP_015625383.2_10545_1;lcl|NC_089036.1_cds_XP_015622629.1_10546_lcl|NC_089036.1_cds_XP_015622629.1_10546_1;lcl|NC_089036.1_cds_XP_015626197.1_10547_lcl|NC_089036.1_cds_XP_015626197.1_10547_1	XP_015622629.1;XP_015625383.2;XP_015626197.1
54	lcl|NC_089036.1_cds_XP_015625559.1_10633_lcl|NC_089036.1_cds_XP_015625559.1_10633_1;lcl|NC_089036.1_cds_NP_001388943.1_10634_lcl|NC_089036.1_cds_NP_001388943.1_10634_1;lcl|NC_089036.1_cds_XP_015625557.1_10635_lcl|NC_089036.1_cds_XP_015625557.1_10635_1	NP_001388943.1;XP_015625557.1;XP_015625559.1
55	lcl|NC_089037.1_cds_XP_015631733.1_10796_lcl|NC_089037.1_cds_XP_015631733.1_10796_1;lcl|NC_089037.1_cds_XP_015628855.1_10797_lcl|NC_089037.1_cds_XP_015628855.1_10797_1;lcl|NC_089037.1_cds_XP_015628296.1_10798_lcl|NC_089037.1_cds_XP_015628296.1_10798_1	XP_015628296.1;XP_015628855.1;XP_015631733.1
56	lcl|NC_089037.1_cds_XP_015631614.1_10911_lcl|NC_089037.1_cds_XP_015631614.1_10911_1;lcl|NC_089037.1_cds_XP_015631987.1_10912_lcl|NC_089037.1_cds_XP_015631987.1_10912_1;lcl|NC_089037.1_cds_XP_015630819.1_10914_lcl|NC_089037.1_cds_XP_015630819.1_10914_1	XP_015630819.1;XP_015631614.1;XP_015631987.1
57	lcl|NC_089037.1_cds_XP_025880194.2_10931_lcl|NC_089037.1_cds_XP_025880194.2_10931_1;lcl|NC_089037.1_cds_XP_015632268.3_10932_lcl|NC_089037.1_cds_XP_015632268.3_10932_1;lcl|NC_089037.1_cds_XP_066164636.1_10933_lcl|NC_089037.1_cds_XP_066164636.1_10933_1;lcl|NC_089037.1_cds_XP_015632270.1_10934_lcl|NC_089037.1_cds_XP_015632270.1_10934_1	XP_015632268.3;XP_015632270.1;XP_025880194.2;XP_066164636.1
58	lcl|NC_089037.1_cds_XP_015631242.1_10980_lcl|NC_089037.1_cds_XP_015631242.1_10980_1;lcl|NC_089037.1_cds_XP_015631245.1_10981_lcl|NC_089037.1_cds_XP_015631245.1_10981_1;lcl|NC_089037.1_cds_XP_015627855.1_10983_lcl|NC_089037.1_cds_XP_015627855.1_10983_1	XP_015627855.1;XP_015631242.1;XP_015631245.1
59	lcl|NC_089037.1_cds_XP_015632908.1_11078_lcl|NC_089037.1_cds_XP_015632908.1_11078_1;lcl|NC_089037.1_cds_NP_001404107.1_11079_lcl|NC_089037.1_cds_NP_001404107.1_11079_1;lcl|NC_089037.1_cds_XP_015630174.1_11080_lcl|NC_089037.1_cds_XP_015630174.1_11080_1	NP_001404107.1;XP_015630174.1;XP_015632908.1
60	lcl|NC_089037.1_cds_NP_001388965.1_11104_lcl|NC_089037.1_cds_NP_001388965.1_11104_1;lcl|NC_089037.1_cds_NP_001388966.1_11105_lcl|NC_089037.1_cds_NP_001388966.1_11105_1;lcl|NC_089037.1_cds_NP_001388967.1_11106_lcl|NC_089037.1_cds_NP_001388967.1_11106_1	NP_001388965.1;NP_001388966.1;NP_001388967.1
61	lcl|NC_089037.1_cds_XP_015630382.1_11129_lcl|NC_089037.1_cds_XP_015630382.1_11129_1;lcl|NC_089037.1_cds_XP_015630383.1_11132_lcl|NC_089037.1_cds_XP_015630383.1_11132_1;lcl|NC_089037.1_cds_XP_015632886.1_11133_lcl|NC_089037.1_cds_XP_015632886.1_11133_1	XP_015630382.1;XP_015630383.1;XP_015632886.1
62	lcl|NC_089037.1_cds_NP_001404390.1_11257_lcl|NC_089037.1_cds_NP_001404390.1_11257_1;lcl|NC_089037.1_cds_NP_001388973.1_11258_lcl|NC_089037.1_cds_NP_001388973.1_11258_1;lcl|NC_089037.1_cds_NP_001388974.1_11259_lcl|NC_089037.1_cds_NP_001388974.1_11259_1	NP_001388973.1;NP_001388974.1;NP_001404390.1
63	lcl|NC_089037.1_cds_XP_015628966.1_11286_lcl|NC_089037.1_cds_XP_015628966.1_11286_1;lcl|NC_089037.1_cds_XP_015628967.1_11287_lcl|NC_089037.1_cds_XP_015628967.1_11287_1;lcl|NC_089037.1_cds_XP_066165165.1_11288_lcl|NC_089037.1_cds_XP_066165165.1_11288_1	XP_015628966.1;XP_015628967.1;XP_066165165.1
64	lcl|NC_089037.1_cds_XP_015631822.1_11505_lcl|NC_089037.1_cds_XP_015631822.1_11505_1;lcl|NC_089037.1_cds_XP_015631823.1_11506_lcl|NC_089037.1_cds_XP_015631823.1_11506_1;lcl|NC_089037.1_cds_XP_015627835.1_11507_lcl|NC_089037.1_cds_XP_015627835.1_11507_1	XP_015627835.1;XP_015631822.1;XP_015631823.1
65	lcl|NC_089037.1_cds_XP_066164458.1_11533_lcl|NC_089037.1_cds_XP_066164458.1_11533_1;lcl|NC_089037.1_cds_XP_015630876.1_11534_lcl|NC_089037.1_cds_XP_015630876.1_11534_1;lcl|NC_089037.1_cds_XP_015630877.1_11535_lcl|NC_089037.1_cds_XP_015630877.1_11535_1	XP_015630876.1;XP_015630877.1;XP_066164458.1
66	lcl|NC_089037.1_cds_XP_015628027.1_11771_lcl|NC_089037.1_cds_XP_015628027.1_11771_1;lcl|NC_089037.1_cds_XP_015631516.1_11772_lcl|NC_089037.1_cds_XP_015631516.1_11772_1;lcl|NC_089037.1_cds_NP_001404251.1_11773_lcl|NC_089037.1_cds_NP_001404251.1_11773_1	NP_001404251.1;XP_015628027.1;XP_015631516.1
