potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
14	Saccharide	36345560	36411355	65800	Amino_oxidase, UDPGT_2, adh_short	flavonoid	NC_089037.1	LOC107276862;LOC4334736;LOC4334737;LOC43347_24;LOC43347_21;LOC43347_22;LOC43347_23;LOC43347_20;LOC4334738;LOC4334739;LOC43347_25;LOC4334742;LOC4334744;LOC4334746;LOC4334747	XP_015629679.2;XP_015628954.1;XP_015628387.1;XP_066164927.1;XP_015633109.1;XP_025879859.1;XP_066164926.1;XP_015633108.1;XP_015633107.1;XP_015628297.1;XP_066164928.1;XP_015629698.1;XP_015629697.1;XP_015629707.1;XP_015629701.1	
15	Alkaloid	2270621	2545617	275000	Cu_amine_oxid, Orn_Arg_deC_N, Orn_DAP_Arg_deC, Pyridoxal_deC	-	NC_089038.1	LOC136356010;LOC13635_58;LOC107280579;LOC4335005;LOC107277043;LOC136356045;LOC107276105;LOC4335010;LOC4335011;LOC4335012	XP_066165449.1;XP_066165450.1;XP_015634682.1;XP_015634350.1;XP_025880961.1;XP_066165554.1;XP_066165555.1;XP_066166303.1;XP_015633865.1;XP_015633662.2	
16	Terpene	5219910	5709721	489810	2OG-FeII_Oxy, DIOX_N, Dimerisation, Methyltransf_2, Peptidase_S10, Terpene_synth, Terpene_synth_C, Transferase, adh_short_C2, p450	-	NC_089038.1	LOC107280500;LOC4335075;LOC4335076;LOC4335077;LOC43350_23;LOC4335079;LOC43350_25;LOC43350_24;LOC43350_27;LOC43350_26;LOC4335081;LOC4335083;LOC43350_28;LOC9271402;LOC4335086;LOC9272088;LOC4335089;LOC43350_29;LOC43350_30;LOC43350_31;LOC43350_32;LOC43350_33;LOC43350_34;LOC4335090;LOC43350_35;LOC4335091;LOC4335092;LOC43350_36;LOC4335093;LOC4335094;LOC4335096;LOC136356058;LOC43350_38;LOC43350_37;LOC4335098;LOC107275813;LOC107278676;LOC112938626;LOC4335099;LOC4335100;LOC4335101	XP_015633502.1;XP_015633501.1;XP_066165399.1;XP_015633945.1;XP_066165244.1;XP_066165243.1;XP_066165245.1;XP_025880812.1;NP_001406001.1;NP_001406000.1;XP_066165594.1;XP_015635076.1;XP_015635077.1;XP_066165595.1;XP_015634613.1;XP_066165321.1;XP_015636662.1;XP_066165246.1;XP_015636658.1;XP_015636661.1;NP_001406004.1;NP_001406003.1;NP_001406002.1;NP_001389265.1;NP_001389266.1;NP_001406005.1;XP_015634201.1;XP_015634200.1;NP_001389268.1;NP_001389270.1;NP_001406006.1;XP_066165574.1;XP_066165616.1;XP_015633484.1;XP_015633483.1;XP_015635275.1;XP_015635154.2;XP_066165355.1;XP_015633514.1;XP_015634714.1;XP_015636153.1	
17	Cyclopeptide	8126604	8931869	805260	BURP	-	NC_089038.1	LOC9270856;LOC107275320;LOC4335197;LOC4335198;LOC43351_20;LOC43351_21;LOC43351_22;LOC4335199;LOC43351_23;LOC112938810;LOC107280602;LOC136356152;LOC4335201;LOC43352_1;LOC43352_2;LOC4335202;LOC4335203;LOC9267722;LOC4335209;LOC43352_3;LOC43352_4;LOC43352_5;LOC43352_6;LOC43352_7;LOC43352_8;LOC43352_9;LOC43352_10;LOC43352_11;LOC43352_12;LOC136355936;LOC4335210;LOC4335211;LOC136356154;LOC4335212;LOC136355946;LOC9270948;LOC136356032;LOC4335214;LOC107280750;LOC10728_38;LOC10728_39;LOC10728_40;LOC9270694;LOC107276266;LOC4335218;LOC4335219;LOC43352_13;LOC4335220;LOC9272732;LOC92727_2;LOC4335222;LOC107277603;LOC4335223;LOC107280604	XP_015633504.1;XP_025880373.1;XP_015634415.1;XP_025880654.1;XP_066166062.1;XP_066166063.1;XP_066166064.1;XP_015636397.1;XP_015636395.1;XP_025881025.1;XP_066165828.1;XP_066165829.1;XP_015637033.1;XP_015637034.1;XP_066165385.1;NP_001406038.1;NP_001406037.1;XP_015633358.2;XP_025880664.1;XP_025880663.1;XP_025880661.1;XP_025880662.1;XP_025880660.1;XP_066165388.1;XP_015636939.1;XP_066165386.1;XP_015636935.1;XP_025880665.1;XP_015636938.1;XP_066165342.1;XP_015637157.1;XP_015635093.1;XP_066165830.1;XP_015634739.2;XP_066165350.1;XP_066165510.1;XP_066165511.1;XP_066165516.1;XP_066165512.1;XP_066165513.1;XP_066165514.1;XP_066165515.1;XP_015634170.1;XP_015636191.1;XP_015636456.1;XP_015636453.1;XP_015636455.1;XP_015634555.1;XP_066165632.1;XP_066165633.1;NP_001406039.1;XP_066166086.1;NP_001406081.1;XP_066165831.1	
18	Saccharide-Alkaloid	11383623	11764841	381220	Cu_amine_oxid, UDPGT_2, adh_short	-	NC_089038.1	LOC9269269;LOC136356391;LOC13635_63;LOC4335335;LOC92676_12;LOC92676_3;LOC92676_5;LOC92676_7;LOC92676_9;LOC92676_11;LOC9267669;LOC92676_4;LOC92676_6;LOC92676_8;LOC92676_10;LOC136356174;LOC4335338;LOC4335339;LOC9272209;LOC43353_4;LOC43353_5;LOC4335342;LOC43353_3;LOC4335343;LOC43353_6;LOC4335345;LOC43353_7;LOC4335346;LOC4335348;LOC107275718;LOC112938717;LOC107276997;LOC4335351	XP_015634137.1;XP_066166273.1;XP_066166274.1;XP_015635842.2;XP_066166145.1;XP_066166147.1;XP_066166149.1;XP_066166151.1;XP_066166153.1;XP_066166155.1;XP_066166146.1;XP_066166148.1;XP_066166150.1;XP_066166152.1;XP_066166154.1;XP_066165853.1;XP_015636637.1;XP_015633528.1;XP_015634758.1;XP_015636505.1;XP_066165799.1;XP_015636502.1;XP_066165798.1;NP_001406105.1;NP_001406106.1;XP_015635023.1;XP_015635022.1;XP_015633869.1;XP_015637173.1;XP_015635278.1;XP_066165854.1;XP_025880960.1;XP_015634147.1	
19	Terpene	16202495	16836648	634150	2OG-FeII_Oxy, Aldo_ket_red, Terpene_synth, Terpene_synth_C, p450	-	NC_089038.1	LOC4335508;LOC43355_3;LOC4335509;LOC4335510;LOC4335512;LOC107278021;LOC4335514;LOC4335515;LOC107278693;LOC9271851;LOC43355_4;LOC4335518;LOC43355_7;LOC43355_6;LOC4335520;LOC43355_5;LOC9267045;LOC4335522;LOC107280712;LOC136356198;LOC107277734;LOC10727_200;LOC136356199;LOC43355_8;LOC4335526;LOC107275762;LOC4335529;LOC43355_9;LOC10727_201;LOC107276095;LOC4335530;LOC4335531	XP_015636304.1;XP_015636305.1;NP_001389278.1;XP_066165806.1;NP_001406172.1;XP_015634348.2;XP_025880471.1;NP_001406177.1;XP_066165884.1;XP_015633721.1;XP_025880298.1;XP_015634447.1;XP_066165807.1;XP_015633371.1;XP_015633365.1;XP_015633366.1;XP_015634441.1;XP_015635171.1;XP_015635314.2;XP_066165885.1;XP_066166117.1;XP_015634627.3;XP_066165886.1;XP_025880330.2;XP_015634507.2;XP_066165887.1;XP_015634270.1;XP_015634271.1;XP_015635079.1;XP_015635078.1;XP_015636600.1;NP_001365434.1	
20	Mate	18501446	18641300	139850	ADH_N, ADH_zinc_N, MatE, Transferase	-	NC_089038.1	LOC4335599;LOC4335600;LOC107280634;LOC4335601;LOC43356_1;LOC43356_2;LOC43356_3;LOC43356_4;LOC136356363;LOC107275875;LOC4335602;LOC43356_5;LOC9271144;LOC107276194;LOC136356208	XP_015636266.1;XP_015636264.1;XP_066165897.1;XP_015634284.1;XP_015634286.1;XP_015634287.1;XP_025880317.1;XP_066165390.1;XP_066166233.1;XP_015634983.2;XP_015633541.1;XP_066166114.1;XP_025880942.2;XP_066166108.1;XP_066165898.1	
21	Alkaloid	22790110	22832313	42200	Aldo_ket_red, Lipoxygenase, Pyridoxal_deC	-	NC_089038.1	LOC9267158;LOC4335973;LOC4335974;LOC4335977;LOC107278255;LOC9269545;LOC4335978	XP_015637182.1;XP_015634458.1;XP_015634153.1;XP_015633915.1;XP_066165628.1;XP_015634308.1;XP_015634309.1	
22	Saccharide-Alkaloid	24183118	24342263	159150	2OG-FeII_Oxy, AMP-binding, Amino_oxidase, Cu_amine_oxid, DIOX_N, Glyco_hydro_1	-	NC_089038.1	LOC107276630;LOC9266980;LOC92669_14;LOC92669_15;LOC136356226;LOC9269478;LOC43361_9;LOC4336142;LOC9268348;LOC43361_10;LOC4336145;LOC4336146;LOC43361_11;LOC43361_12;LOC43361_13;LOC43361_14;LOC107275368;LOC107276827;LOC107276440;LOC4336148;LOC43361_15;LOC107277892;LOC4336149;LOC4336150;LOC9271712;LOC4336151;LOC112938618;LOC43361_17;LOC4336152;LOC43361_16;LOC4336153;LOC9266900	XP_015635358.1;XP_015636097.1;XP_015636099.1;XP_015636100.1;XP_066165919.1;NP_001411790.1;XP_066165256.1;NP_001406355.1;XP_066165617.1;XP_066165257.1;NP_001389307.1;XP_015636037.1;XP_025880320.1;XP_025880322.1;NP_001406505.1;XP_066165258.1;XP_015634858.1;XP_015634247.1;XP_025880906.1;XP_015633839.1;XP_015633840.1;XP_015634860.1;XP_015634085.1;NP_001389308.1;XP_015634861.1;XP_015635000.1;XP_025880408.1;XP_015634997.1;XP_015634994.1;XP_015634995.1;XP_015634990.1;XP_015634999.1	
23	Mate	29136015	29296188	160170	MatE, Methyltransf_11, p450	-	NC_089038.1	LOC4336706;LOC4336707;LOC4336708;LOC4336709;LOC4336711;LOC4336712;LOC4336714;LOC4336715;LOC43367_5;LOC4336716;LOC43367_6;LOC43367_7;LOC4336717;LOC43367_8;LOC4336719	XP_015637146.1;XP_015637145.1;XP_015633522.1;NP_001406745.1;XP_015635235.1;XP_015636476.1;XP_015636475.1;XP_015634368.1;XP_015634369.1;XP_015633763.1;XP_015633765.1;XP_015633766.1;XP_015634125.1;XP_066166109.1;XP_015634004.1	
24	Terpene	31495040	31588976	93940	ADH_N, ADH_zinc_N, Terpene_synth, Terpene_synth_C, Transferase	-	NC_089038.1	LOC4336955;LOC4336956;LOC4336957;LOC43369_13;LOC4336958;LOC4336959;LOC4336960;LOC43369_14;LOC43369_15;LOC4336962;LOC4336963;LOC4336964;LOC107278293;LOC4336967;LOC4336968;LOC4336969;LOC4336970;LOC4336971;LOC43369_16	XP_015635563.1;XP_015635564.1;XP_015635560.1;XP_066165744.1;XP_015635558.2;NP_001389352.1;NP_001389354.1;NP_001389353.1;XP_066165282.1;NP_001406783.1;XP_025880365.2;XP_015633859.1;XP_015633860.1;NP_001389355.1;NP_001406091.1;XP_015635609.1;NP_001406784.1;XP_025880625.1;NP_001406786.1	
25	Lignan	34514242	34596623	82380	2OG-FeII_Oxy, DIOX_N, Dirigent, Methyltransf_7	-	NC_089038.1	LOC107276179;LOC107275587;LOC107276390;LOC107276275;LOC9269133;KIN14I;LOC4337323;LOC4337325;LOC43373_9;LOC4337327;LOC4337328;LOC43373_10	XP_015635429.3;XP_015634935.1;XP_015635373.1;XP_015635160.1;XP_066166113.1;NP_001389382.1;XP_015633927.1;XP_015633792.1;XP_015633793.1;XP_015634218.1;XP_066166268.1;XP_015633691.3	
26	Saccharide	4636884	4690269	53380	2OG-FeII_Oxy, DIOX_N, UDPGT_2	flavonoid-3, oleananes-3	NC_089039.1	LOC4337966;LOC43379_32;LOC4337967;LOC107277497;LOC112939021;LOC9267199;LOC4337968;LOC4337970	XP_015638827.1;XP_015638828.1;XP_015638457.1;XP_025881629.2;XP_025881371.1;XP_015638520.2;XP_015638886.1;XP_015640697.1	
27	Putative	25622682	25736413	113730	2OG-FeII_Oxy, Acetyltransf_1, DIOX_N, Dimerisation, Methyltransf_2, p450	-	NC_089039.1	LOC4339309;LOC43393_4;LOC4339310;LOC4339312;LOC43393_5;LOC4339313;LOC43393_6;LOC4339314;LOC4339315;LOC4339316;LOC112939030;LOC4339317;LOC4339319;LOC43393_7;LOC4339320;LOC9271877	XP_015638661.1;XP_066166470.1;XP_015638821.1;XP_015637719.1;XP_015637720.1;XP_066166376.1;NP_001407633.1;XP_015638387.1;XP_015638551.1;XP_015640409.1;XP_066167035.1;XP_015638438.1;XP_015638892.1;XP_015639738.1;XP_066166841.1;XP_015639737.1	
28	Putative	5972074	6095059	122980	Abhydrolase_3, Oxidored_FMN	-	NC_089040.1	LOC4340475;LOC4340476;LOC136356904;LOC107281244;LOC4340477;LOC43404_20;LOC4340478;LOC4340480;LOC4340481;LOC4340482;LOC4340483;LOC4340484;LOC4340485;LOC4340486;LOC4340487;LOC43404_21;LOC4340490;LOC43404_22;LOC112936094;LOC4340491	XP_015641144.1;XP_015641767.1;XP_066167549.1;XP_015642243.1;XP_015643329.1;XP_015643326.1;XP_015643324.2;XP_015641415.1;XP_015644323.1;XP_015643748.1;NP_001408306.1;NP_001408305.1;NP_001389712.1;NP_001408315.1;NP_001408316.1;NP_001408317.1;NP_001408324.1;NP_001408323.1;NP_001413542.1;XP_015642024.1	
29	Cyclopeptide	11059219	11942974	883750	BURP	-	NC_089040.1	LOC107277285;LOC107275675;LOC136356936;LOC107277395;LOC4340805;LOC43408_1;LOC107281397;LOC107275828;LOC107275856;LOC9269758;LOC92697_11;LOC92697_12;LOC9271459;LOC4340809;LOC4340810;LOC4340812;LOC43408_2;LOC43408_3;LOC43408_4;LOC4340813;LOC43408_5;LOC43408_6;LOC4340814;LOC136356979;LOC4340816;LOC4340817;LOC43408_7;LOC136357066;LOC4340818;LOC43408_8;LOC4340820;LOC107276302;LOC4340821;LOC43408_9;LOC4340822;LOC43408_10;LOC4340823;LOC4340824;LOC4340825;LOC43408_11;LOC107275577;LOC4340826;LOC43408_12;LOC4340827;LOC43408_13;LOC4340828;LOC11293_106;LOC11293_107;LOC112939387;LOC9268400;LOC92684_2;LOC92684_3;LOC92684_4;LOC92684_5;LOC92684_6;LOC92684_7;LOC92684_8;LOC92684_9;LOC92684_10;LOC136356980;LOC4340833;LOC43408_14;LOC4340836;LOC136351275;LOC4340839;LOC43408_15;LOC43408_16;LOC43408_17;LOC4340840;LOC136351097;LOC4340842;LOC107277751;LOC107281261;LOC107281262;LOC4340843;LOC107278740;LOC4340844;LOC9267634;LOC92676_21;LOC4340846;LOC4340847;LOC4340848;LOC4340849;LOC4340850;LOC4340851;LOC43408_18;LOC4340852;LOC4340853;LOC4340855;LOC136356981	XP_066167410.1;XP_025882196.2;XP_066167641.1;XP_015642284.2;XP_015640887.1;XP_015640888.1;XP_015642894.3;XP_015642286.3;XP_015642669.3;XP_025881895.1;XP_066167692.1;XP_015643626.1;XP_015641864.1;XP_015643065.1;XP_066167522.1;XP_015644313.1;XP_015644311.1;XP_066167784.1;XP_066167783.1;XP_015643417.1;XP_015643418.1;XP_015643419.1;XP_015641700.1;XP_066167800.1;XP_015642538.1;XP_015642598.1;XP_015642597.1;XP_066167911.1;XP_015642753.1;XP_025881883.1;XP_015641601.1;XP_015642771.1;XP_015640946.1;XP_015641780.1;XP_015641777.1;XP_015641778.1;XP_015641545.1;XP_015641189.1;XP_015643577.1;XP_015643578.1;XP_066167468.1;XP_015644047.1;NP_001408487.1;NP_001408486.1;XP_015641039.1;XP_015643080.1;XP_025882335.1;XP_066167295.1;XP_025882334.1;XP_025881854.1;XP_066167361.1;XP_025881856.1;XP_025881857.1;XP_066167360.1;XP_066167357.1;XP_066167358.1;XP_066167359.1;XP_066167362.1;XP_066167363.1;XP_066167801.1;XP_015642290.1;XP_015643784.1;XP_015643783.1;XP_066167337.1;XP_015644409.1;XP_066167654.1;XP_066167655.1;XP_066167656.1;XP_015644408.1;XP_066167338.1;XP_015643361.1;XP_015642291.1;XP_015642292.1;XP_015642293.1;XP_015641230.1;XP_066167802.1;XP_015641299.1;XP_015641651.1;XP_015641652.1;XP_015641143.1;XP_015644454.1;XP_066168014.1;XP_015640906.1;XP_015644354.1;XP_015644469.1;XP_066167584.1;XP_015641173.1;XP_015641032.1;XP_066167803.1;XP_066167804.1	
30	Fatty_acid	13128001	13279533	151530	FA_hydroxylase, Methyltransf_7, p450	-	NC_089040.1	LOC4340914;LOC4340915;LOC9266816;LOC92668_22;LOC92668_23;LOC92668_24;LOC92668_25;LOC92668_26;LOC4340917;LOC4340919;LOC43409_2;LOC43409_3;LOC43409_4;LOC136356822;LOC4340921	XP_015641659.1;XP_015641805.1;XP_015644318.1;XP_066167735.1;XP_066167736.1;XP_015644320.1;XP_066167737.1;XP_066167734.1;XP_015640869.1;XP_015641565.1;XP_015641566.1;XP_015641567.1;XP_015641568.1;XP_066167383.1;XP_015642301.1	
31	Fatty_acid-Saccharide	24145830	24307852	162020	ECH_2, Transferase, UDPGT_2	flavonoid-2	NC_089040.1	LOC4341421;LOC4341422;LOC4341423;LOC4341424;LOC43414_2;LOC43414_3;LOC43414_4;LOC43414_5;LOC136357116;LOC4341426;LOC4341427;LOC112939257;LOC11293_109;LOC4341429;LOC4341430	XP_015644531.1;XP_015641508.1;XP_015641689.1;XP_015643955.1;XP_025882095.1;XP_015643956.1;XP_025882093.1;XP_066167985.1;XP_066167986.1;XP_015641219.1;NP_001408565.1;XP_066167914.1;XP_066167915.1;XP_015641424.1;XP_015641110.1	
32	Lignan-Mate	373489	469208	95720	Aminotran_1_2, Dirigent, MatE	-	NC_089041.1	LOC107281735;LOC107278609;LOC10727_345;LOC4342200;LOC4342202;LOC4342203;LOC4342204;LOC4342205;LOC4342206;LOC4342207;LOC4342209;LOC4342210;LOC4342211;LOC4342212	XP_025882481.2;XP_015646093.1;XP_066168556.1;XP_066168554.1;XP_015645707.1;XP_015648011.1;XP_015646381.1;XP_015646703.1;XP_015646705.1;XP_066168362.1;XP_015646704.1;XP_015646972.1;XP_025882510.1;XP_015646386.1	
33	Mate	19060819	19305321	244500	Abhydrolase_3, Chal_sti_synt_C, Chal_sti_synt_N, MatE, UDPGT_2	-	NC_089041.1	LOC4343312;LOC107278066;LOC4343313;LOC107276825;LOC107277901;LOC4343314;LOC4343315;LOC4343316;LOC4343318;LOC4343319;LOC4343321;LOC4343322;LOC112939679;LOC4343324;LOC4343325;LOC107281626;LOC107277507;LOC136357377	XP_015644858.1;XP_015645991.1;XP_015646281.1;XP_025882981.1;XP_025882627.1;XP_015645304.1;XP_015645303.1;XP_015647268.1;XP_015647292.2;XP_015645794.1;XP_015644578.1;XP_015645278.1;XP_025882982.1;XP_015646425.1;XP_015645476.1;XP_015645995.1;XP_015646322.1;XP_066168709.1	
34	Lignan-Saccharide	25646895	25733498	86600	Aminotran_1_2, Dirigent, Glycos_transf_1	-	NC_089041.1	LOC4343910;LOC4343911;LOC4343912;LOC4343913;LOC136357479;LOC4343914;LOC4343915;LOC4343916;LOC4343917	NP_001390086.1;NP_001390089.1;XP_015647923.1;XP_015645486.1;XP_066168848.1;XP_015646055.2;XP_015645593.1;XP_015647911.1;XP_015645575.1	
35	Lignan	26997814	27086189	88380	Abhydrolase_3, Dirigent, p450	-	NC_089041.1	LOC4344078;LOC4344079;LOC9268360;LOC4344080;LOC4344081;LOC4344083;LOC43440_21;LOC43440_22;LOC4344084;LOC107281693;LOC4344085;LOC4344086;LOC4344087;LOC43440_23;LOC4344088;LOC136357180;LOC4344089;LOC136357461	XP_015645598.1;XP_015645327.1;XP_015644668.1;XP_015644666.2;XP_015647845.1;XP_066168508.1;XP_015647846.1;XP_066168507.1;XP_066168127.1;XP_015646295.1;NP_001409919.1;NP_001409920.1;XP_015645686.1;XP_015645687.1;XP_015647551.1;XP_066168240.1;XP_015647658.1;XP_066168820.1	
36	Saccharide	27835868	27878691	42820	Glyco_hydro_1, Methyltransf_11, Peptidase_S10	-	NC_089041.1	LOC4344146;LOC43441_3;LOC43441_4;LOC107276459;LOC4344147;LOC4344148;LOC4344149;LOC4344150;LOC4344151;LOC4344152	NP_001409931.1;NP_001409930.1;XP_066168098.1;XP_015647148.1;NP_001409932.1;XP_015647144.1;XP_015646162.1;XP_015646866.1;XP_015646865.1;XP_015646863.1	
37	Alkaloid	3447063	3486492	39430	BBE, FAD_binding_4, Transferase	-	NC_089042.1	LOC4344706;LOC107275898;LOC4344707;LOC4344709;LOC4344710;LOC4344711	XP_015648739.1;XP_015649184.1;XP_015650912.1;XP_015650327.1;XP_015650325.1;XP_015650326.1	
38	Saccharide-Terpene	4006428	4114937	108510	Dimerisation, Methyltransf_2, Terpene_synth, Terpene_synth_C, UDPGT_2	*monoterpenoid, cyanogenic glucoside	NC_089042.1	LOC4344755;LOC107276422;LOC4344759;LOC43447_36;LOC4344762;LOC4344764	XP_015648810.2;XP_015649566.1;XP_015649065.1;XP_015649066.1;XP_066159602.1;XP_015650010.1	
